spot,x,y,luminosity,error,T,v
58,829.07,825.05,46.9604,7.82136,21,5
58,829.07,825.05,45.2931,7.56583,23,5
59,830.62,884.47,908.798,8.03923,17,5
59,830.62,884.47,1015.45,8.24659,19,5
59,830.62,884.47,1131.38,8.22319,21,5
59,830.62,884.47,1239.83,8.14759,23,5
60,842.2,33.81,15.7681,10.4931,17,5
60,842.2,33.81,13.7832,10.638,19,5
60,842.2,33.81,0.897734,10.0519,21,5
60,842.2,33.81,19.04,11.0687,23,5
61,861.99,473.8,125.653,9.29381,17,5
61,861.99,473.8,139.604,9.05522,19,5
61,861.99,473.8,147.635,9.19753,21,5
61,861.99,473.8,168.799,8.80113,23,5
63,865.94,656.43,807.162,8.6811,17,5
63,865.94,656.43,919.726,8.88786,19,5
63,865.94,656.43,1068.05,8.7768,21,5
63,865.94,656.43,1230.36,8.79975,23,5
64,868.02,1006.7,224.244,8.43571,17,5
64,868.02,1006.7,262.073,8.2195,19,5
64,868.02,1006.7,277.882,8.16602,21,5
64,868.02,1006.7,296.746,8.17641,23,5
65,869.69,566.17,3.44948,8.71824,17,5
65,869.69,566.17,18.8427,9.32431,19,5
65,869.69,566.17,15.7338,9.26244,21,5
65,869.69,566.17,35.9347,8.83199,23,5
67,906.0,731.04,273.795,8.70227,17,5
67,906.0,731.04,351.434,8.71246,19,5
67,906.0,731.04,390.216,8.71301,21,5
67,906.0,731.04,438.159,8.79626,23,5
68,908.99,406.0,1107.04,8.00121,17,5
68,908.99,406.0,1254.85,8.06755,19,5
68,908.99,406.0,1428.59,8.13024,21,5
68,908.99,406.0,1635.83,8.1493,23,5
69,938.46,807.4,674.402,8.72833,17,5
69,938.46,807.4,799.916,8.72398,19,5
69,938.46,807.4,910.99,8.74102,21,5
69,938.46,807.4,1074.11,8.619,23,5
72,987.26,803.22,267.784,8.6588,17,5
72,987.26,803.22,319.044,8.58134,19,5
72,987.26,803.22,381.597,8.55956,21,5
72,987.26,803.22,437.531,8.54123,23,5
73,999.87,7.1,488.029,7.54138,17,5
73,999.87,7.1,551.14,7.85695,19,5
73,999.87,7.1,588.312,7.75448,21,5
73,999.87,7.1,650.838,7.59174,23,5
74,1001.91,121.77,33.0468,7.97774,17,5
74,1001.91,121.77,37.4437,8.0469,19,5
74,1001.91,121.77,40.9927,8.03614,21,5
74,1001.91,121.77,39.7377,7.84709,23,5
75,1017.05,1069.23,61.9934,8.16573,17,5
75,1017.05,1069.23,62.6773,8.05917,19,5
75,1017.05,1069.23,66.4524,8.0414,21,5
75,1017.05,1069.23,91.487,8.13931,23,5
76,1042.64,492.62,22.3862,8.18217,17,5
76,1042.64,492.62,39.5059,8.24968,19,5
76,1042.64,492.62,14.2668,8.40445,21,5
76,1042.64,492.62,35.5622,8.04631,23,5
77,1043.51,33.11,2017.9,9.20275,17,5
77,1043.51,33.11,2291.97,9.12785,19,5
77,1043.51,33.11,2595.99,9.23551,21,5
77,1043.51,33.11,2964.97,9.29257,23,5
78,1042.24,72.16,328.144,9.00766,17,5
78,1042.24,72.16,363.089,9.06295,19,5
78,1042.24,72.16,433.712,8.96972,21,5
78,1042.24,72.16,504.348,9.11549,23,5
79,1047.57,955.63,235.122,11.4149,17,5
79,1047.57,955.63,265.471,11.0989,19,5
79,1047.57,955.63,338.887,10.849,21,5
79,1047.57,955.63,367.461,9.70715,23,5
80,1049.5,802.55,55.0842,8.40015,17,5
80,1049.5,802.55,61.801,8.44222,19,5
80,1049.5,802.55,78.6537,8.18553,21,5
80,1049.5,802.55,82.7955,8.30698,23,5
81,1063.36,233.27,49.6197,7.60677,17,5
81,1063.36,233.27,39.9786,7.63575,19,5
81,1063.36,233.27,46.7685,7.55927,21,5
81,1063.36,233.27,43.3197,7.4792,23,5
82,1085.47,521.35,1688.6,8.57432,17,5
82,1085.47,521.35,1861.09,8.56509,19,5
82,1085.47,521.35,2082.07,8.86356,21,5
82,1085.47,521.35,2297.46,8.94541,23,5
83,1086.85,686.02,57.958,11.8834,17,5
83,1086.85,686.02,79.2309,13.6123,19,5
83,1086.85,686.02,102.069,14.709,21,5
83,1086.85,686.02,117.752,13.3534,23,5
84,1087.77,908.58,129.98,7.93148,17,5
84,1087.77,908.58,134.677,8.07428,19,5
84,1087.77,908.58,25.6477,7.98837,21,5
84,1087.77,908.58,15.6832,7.9411,23,5
86,1145.46,426.92,40.3657,8.08789,17,5
86,1145.46,426.92,35.0107,7.82255,19,5
86,1145.46,426.92,56.8758,7.72042,21,5
86,1145.46,426.92,59.1506,7.88388,23,5
87,1165.06,237.77,2656.17,8.96431,17,5
87,1165.06,237.77,3043.76,8.91567,19,5
87,1165.06,237.77,3457.07,8.87064,21,5
87,1165.06,237.77,3977.23,9.16638,23,5
89,1175.72,927.54,11.6655,8.08927,17,5
89,1175.72,927.54,19.8314,7.89247,19,5
89,1175.72,927.54,32.9771,7.8892,21,5
89,1175.72,927.54,39.5782,8.06969,23,5
91,1183.8,152.43,3.40778,9.29311,17,5
91,1183.8,152.43,4.58006,9.53624,19,5
91,1183.8,152.43,13.3676,9.51102,21,5
91,1183.8,152.43,20.4304,9.32953,23,5
92,1220.61,783.17,63.3469,8.42883,17,5
92,1220.61,783.17,89.821,8.31727,19,5
92,1220.61,783.17,104.586,8.6208,21,5
92,1220.61,783.17,118.547,8.45871,23,5
93,1225.55,666.64,247.21,8.36234,17,5
93,1225.55,666.64,312.351,8.26735,19,5
93,1225.55,666.64,350.645,8.15516,21,5
93,1225.55,666.64,390.063,8.1689,23,5
94,1236.19,151.8,37.8972,10.7556,17,5
94,1236.19,151.8,39.3897,9.73859,19,5
94,1236.19,151.8,45.1108,9.64695,21,5
94,1236.19,151.8,69.8578,9.74789,23,5
95,1241.27,481.72,146.745,8.33264,17,5
95,1241.27,481.72,186.656,8.4438,19,5
95,1241.27,481.72,224.005,8.18615,21,5
95,1241.27,481.72,262.112,8.17902,23,5
97,1252.06,592.68,26.0968,8.77091,17,5
97,1252.06,592.68,26.4303,8.49186,19,5
97,1252.06,592.68,25.0358,8.64122,21,5
97,1252.06,592.68,21.5813,8.37178,23,5
98,1260.73,1071.86,10.0006,7.46152,17,5
98,1260.73,1071.86,12.4435,7.43833,19,5
98,1260.73,1071.86,41.685,7.55052,21,5
98,1260.73,1071.86,32.0086,7.36522,23,5
99,1263.42,411.15,4.93169,9.38853,17,5
99,1263.42,411.15,16.8455,10.0986,19,5
99,1263.42,411.15,16.5623,9.12307,21,5
99,1263.42,411.15,29.0169,8.87128,23,5
100,1266.53,786.14,668.406,8.07039,17,5
100,1266.53,786.14,729.846,8.22292,19,5
100,1266.53,786.14,795.512,8.12329,21,5
100,1266.53,786.14,857.697,8.07124,23,5
101,1286.49,871.02,50.1917,10.0051,17,5
101,1286.49,871.02,55.6719,11.1106,19,5
101,1286.49,871.02,49.6759,8.96275,21,5
101,1286.49,871.02,50.0031,9.65074,23,5
102,1288.49,318.23,46.3289,12.3783,17,5
102,1288.49,318.23,67.5344,12.4524,19,5
102,1288.49,318.23,81.212,12.6046,21,5
102,1288.49,318.23,93.2778,11.3466,23,5
103,1315.3,70.9,25.5384,10.5015,17,5
103,1315.3,70.9,36.2782,9.64567,19,5
103,1315.3,70.9,43.5441,9.22484,21,5
103,1315.3,70.9,48.3431,9.8408,23,5
105,1334.56,623.17,131.303,8.58934,17,5
105,1334.56,623.17,124.748,8.46766,19,5
105,1334.56,623.17,145.933,8.72947,21,5
105,1334.56,623.17,170.815,8.56918,23,5
107,1367.77,626.84,49.7791,7.76852,17,5
107,1367.77,626.84,46.8013,7.99729,19,5
107,1367.77,626.84,60.6935,7.89572,21,5
107,1367.77,626.84,79.7078,7.72347,23,5
108,1370.81,807.96,85.7374,7.97696,17,5
108,1370.81,807.96,102.078,8.17437,19,5
108,1370.81,807.96,133.754,8.12051,21,5
108,1370.81,807.96,157.273,7.90602,23,5
109,1374.89,909.62,146.725,9.03445,17,5
109,1374.89,909.62,164.487,8.59943,19,5
109,1374.89,909.62,168.717,8.84177,21,5
109,1374.89,909.62,181.141,8.98351,23,5
110,1381.89,114.36,43.9561,9.58352,17,5
110,1381.89,114.36,52.5779,9.41342,19,5
110,1381.89,114.36,55.7518,9.33963,21,5
110,1381.89,114.36,77.5611,9.16857,23,5
111,1383.78,369.42,-1.66161,8.98126,17,5
111,1383.78,369.42,18.3524,9.06956,19,5
111,1383.78,369.42,10.8986,9.00302,21,5
111,1383.78,369.42,30.0042,8.58017,23,5
112,1399.35,203.23,165.894,9.31828,17,5
112,1399.35,203.23,181.269,10.0509,19,5
112,1399.35,203.23,189.102,9.56933,21,5
112,1399.35,203.23,211.464,9.48919,23,5
113,1421.04,349.45,42.0658,8.10377,17,5
113,1421.04,349.45,46.5034,8.18093,19,5
113,1421.04,349.45,44.7701,7.98946,21,5
113,1421.04,349.45,70.2381,7.80169,23,5
114,1442.67,1001.33,1948.13,11.5171,17,5
114,1442.67,1001.33,2175.16,10.879,19,5
114,1442.67,1001.33,2427.26,10.8468,21,5
114,1442.67,1001.33,2720.1,10.8335,23,5
115,1460.12,16.08,32.1159,11.0832,17,5
115,1460.12,16.08,38.186,10.1281,19,5
115,1460.12,16.08,49.4266,10.2363,21,5
115,1460.12,16.08,62.2345,10.7874,23,5
116,1463.81,941.49,43.9461,9.00741,17,5
116,1463.81,941.49,41.4029,9.12038,19,5
116,1463.81,941.49,61.0889,9.81745,21,5
116,1463.81,941.49,65.3798,9.74557,23,5
117,1482.66,1040.8,401.271,8.88796,17,5
117,1482.66,1040.8,465.294,8.86993,19,5
117,1482.66,1040.8,555.593,8.78165,21,5
117,1482.66,1040.8,627.361,8.86345,23,5
118,1493.81,504.45,522.785,8.8332,17,5
118,1493.81,504.45,578.717,8.56878,19,5
118,1493.81,504.45,666.843,8.54868,21,5
118,1493.81,504.45,743.618,8.70212,23,5
119,1499.73,196.37,16.8613,7.61998,17,5
119,1499.73,196.37,26.992,7.50219,19,5
119,1499.73,196.37,39.5919,7.37712,21,5
119,1499.73,196.37,47.057,7.4505,23,5
120,1501.36,860.11,32.5431,7.80589,17,5
120,1501.36,860.11,61.2871,7.98193,19,5
120,1501.36,860.11,57.0487,7.87135,21,5
120,1501.36,860.11,77.3187,7.81223,23,5
121,1530.51,760.59,28.0727,12.5815,17,5
121,1530.51,760.59,13.6303,8.93423,19,5
121,1530.51,760.59,44.0817,9.41718,21,5
121,1530.51,760.59,46.7495,9.59368,23,5
122,1531.38,133.82,62.2696,7.89679,17,5
122,1531.38,133.82,69.5751,8.06423,19,5
122,1531.38,133.82,79.1365,7.97555,21,5
122,1531.38,133.82,84.7773,7.87566,23,5
123,1532.67,401.67,24.4946,8.21148,17,5
123,1532.67,401.67,42.1339,8.05638,19,5
123,1532.67,401.67,43.377,8.14909,21,5
123,1532.67,401.67,54.9764,8.03906,23,5
124,1543.24,706.05,384.103,9.81524,17,5
124,1543.24,706.05,452.592,11.9827,19,5
124,1543.24,706.05,513.113,10.3332,21,5
124,1543.24,706.05,584.062,9.53907,23,5
125,1553.15,204.86,129.829,7.8234,17,5
125,1553.15,204.86,151.27,8.03327,19,5
125,1553.15,204.86,162.642,7.78787,21,5
125,1553.15,204.86,215.518,7.74367,23,5
127,1569.36,678.41,19.9804,8.18954,17,5
127,1569.36,678.41,26.5419,8.6267,19,5
127,1569.36,678.41,43.1976,8.07876,21,5
127,1569.36,678.41,32.0938,8.27172,23,5
128,1570.0,165.17,47.3556,8.01977,17,5
128,1570.0,165.17,70.6614,7.75917,19,5
128,1570.0,165.17,68.6709,7.7549,21,5
128,1570.0,165.17,93.7509,7.73231,23,5
129,1579.53,922.42,316.776,8.37474,17,5
129,1579.53,922.42,370.707,8.36987,19,5
129,1579.53,922.42,416.356,8.42621,21,5
129,1579.53,922.42,479.59,8.29357,23,5
130,1582.17,647.36,44.8976,11.3576,17,5
130,1582.17,647.36,34.1622,11.3699,19,5
130,1582.17,647.36,51.1486,10.126,21,5
130,1582.17,647.36,46.8518,10.9786,23,5
131,1583.02,806.25,22.1162,8.01848,17,5
131,1583.02,806.25,20.8714,7.96803,19,5
131,1583.02,806.25,35.25,8.05301,21,5
131,1583.02,806.25,27.794,8.16848,23,5
132,1592.6,40.98,27.5706,10.0534,17,5
132,1592.6,40.98,34.5327,9.52725,19,5
132,1592.6,40.98,48.3597,9.56411,21,5
132,1592.6,40.98,55.4749,9.31168,23,5
134,1593.45,199.71,40.7615,11.418,17,5
134,1593.45,199.71,34.1562,12.0101,19,5
134,1593.45,199.71,49.0794,12.7831,21,5
134,1593.45,199.71,47.46,11.5177,23,5
136,1615.69,700.94,16.4371,11.8039,17,5
136,1615.69,700.94,28.0743,12.479,19,5
136,1615.69,700.94,27.1799,12.7117,21,5
136,1615.69,700.94,37.7522,10.7144,23,5
137,1616.93,983.9,477.392,8.7988,17,5
137,1616.93,983.9,566.133,8.74191,19,5
137,1616.93,983.9,649.149,8.61373,21,5
137,1616.93,983.9,724.728,8.98974,23,5
138,1616.91,908.12,940.961,10.2016,17,5
138,1616.91,908.12,1031.9,10.7799,19,5
138,1616.91,908.12,1191.59,10.2284,21,5
138,1616.91,908.12,1372.06,10.5861,23,5
139,1642.75,876.25,394.835,7.97975,17,5
139,1642.75,876.25,459.123,8.09185,19,5
139,1642.75,876.25,514.069,8.14295,21,5
139,1642.75,876.25,598.396,8.09592,23,5
140,1648.35,274.54,51.9252,8.79077,17,5
140,1648.35,274.54,68.7251,8.83356,19,5
140,1648.35,274.54,64.3715,8.63861,21,5
140,1648.35,274.54,72.7018,8.86029,23,5
141,1650.33,625.03,18.6938,8.07725,17,5
141,1650.33,625.03,14.8614,8.04756,19,5
141,1650.33,625.03,15.6793,7.91535,21,5
141,1650.33,625.03,34.0725,8.12255,23,5
142,1651.97,489.95,20.8801,7.96666,17,5
142,1651.97,489.95,22.7581,8.04966,19,5
142,1651.97,489.95,13.3161,7.95141,21,5
142,1651.97,489.95,24.7759,7.97016,23,5
143,1674.51,250.16,29.5421,8.54545,17,5
143,1674.51,250.16,38.0557,8.5787,19,5
143,1674.51,250.16,37.5174,8.41182,21,5
143,1674.51,250.16,39.1619,8.48581,23,5
144,1680.76,869.19,124.404,8.65171,17,5
144,1680.76,869.19,152.14,8.62221,19,5
144,1680.76,869.19,167.539,8.49789,21,5
144,1680.76,869.19,186.613,8.60293,23,5
146,1695.51,277.92,20.0244,8.10446,17,5
146,1695.51,277.92,17.1295,8.20413,19,5
146,1695.51,277.92,29.0552,7.97571,21,5
146,1695.51,277.92,26.1807,8.07619,23,5
147,1720.38,801.65,78.3195,10.6185,17,5
147,1720.38,801.65,30.6727,11.0063,19,5
147,1720.38,801.65,47.8464,9.57453,21,5
147,1720.38,801.65,53.2601,9.72902,23,5
148,1730.66,718.09,2699.79,9.37685,17,5
148,1730.66,718.09,3032.71,9.782,19,5
148,1730.66,718.09,3448.08,10.0486,21,5
148,1730.66,718.09,3789.91,9.5996,23,5
149,1738.56,242.07,67.5948,7.84743,17,5
149,1738.56,242.07,80.6842,7.8244,19,5
149,1738.56,242.07,84.2644,7.77157,21,5
149,1738.56,242.07,107.266,7.72476,23,5
150,1764.81,204.41,221.407,8.93249,17,5
150,1764.81,204.41,269.017,8.72806,19,5
150,1764.81,204.41,282.089,9.0215,21,5
150,1764.81,204.41,365.252,8.90276,23,5
151,1766.66,824.79,14.3647,8.3424,17,5
151,1766.66,824.79,24.1297,8.30205,19,5
151,1766.66,824.79,26.8329,8.26025,21,5
151,1766.66,824.79,27.1631,7.96624,23,5
152,1769.1,473.61,390.525,9.29731,17,5
152,1769.1,473.61,430.739,8.8864,19,5
152,1769.1,473.61,489.175,8.95326,21,5
152,1769.1,473.61,528.905,8.8439,23,5
153,1778.14,1057.28,129.696,8.94524,17,5
153,1778.14,1057.28,141.721,8.87659,19,5
153,1778.14,1057.28,181.873,8.99577,21,5
153,1778.14,1057.28,194.445,8.86426,23,5
154,1779.76,550.83,120.089,9.16747,17,5
154,1779.76,550.83,126.665,9.2944,19,5
154,1779.76,550.83,145.026,8.72706,21,5
154,1779.76,550.83,188.083,9.14155,23,5
155,1816.99,352.06,297.408,8.9256,17,5
155,1816.99,352.06,324.743,9.01505,19,5
155,1816.99,352.06,356.692,8.87458,21,5
155,1816.99,352.06,452.447,8.90389,23,5
156,1821.15,987.94,25.3608,9.23616,17,5
156,1821.15,987.94,34.2296,9.53792,19,5
156,1821.15,987.94,58.5683,9.34684,21,5
156,1821.15,987.94,38.5115,9.13991,23,5
157,1844.27,883.56,192.907,9.09092,17,5
157,1844.27,883.56,233.438,8.81606,19,5
157,1844.27,883.56,270.8,8.93278,21,5
157,1844.27,883.56,351.499,9.12972,23,5
158,1848.48,552.77,382.27,8.93816,17,5
158,1848.48,552.77,413.994,8.7941,19,5
158,1848.48,552.77,460.808,8.81085,21,5
158,1848.48,552.77,538.933,8.84686,23,5
159,1855.29,91.47,846.112,8.66261,17,5
159,1855.29,91.47,46.784,8.27285,19,5
159,1855.29,91.47,52.8422,8.31817,21,5
159,1855.29,91.47,405.106,12.783,23,5
161,1885.25,250.74,209.381,8.17943,17,5
161,1885.25,250.74,184.874,8.36196,19,5
161,1885.25,250.74,238.278,8.17708,21,5
161,1885.25,250.74,301.199,8.18348,23,5
162,1888.41,286.06,96.923,9.30417,17,5
162,1888.41,286.06,102.562,9.10795,19,5
162,1888.41,286.06,131.632,9.35662,21,5
162,1888.41,286.06,149.589,9.39326,23,5
163,1897.42,1042.85,36.6272,10.1706,17,5
163,1897.42,1042.85,41.8098,9.50995,19,5
163,1897.42,1042.85,58.1895,9.84291,21,5
163,1897.42,1042.85,57.9319,9.83624,23,5

