spot,x,y,luminosity,error,T,v
1,54.16,534.21,190.264,13.3036,17,5
1,54.16,534.21,228.405,13.1821,19,5
1,54.16,534.21,254.205,13.4261,21,5
1,54.16,534.21,297.016,13.6643,23,5
2,55.17,1067.53,70.6709,7.00785,17,5
2,55.17,1067.53,69.4729,6.97148,19,5
2,55.17,1067.53,83.6696,7.18452,21,5
2,55.17,1067.53,91.6585,7.27813,23,5
3,54.99,576.72,2381.58,92.286,17,5
3,54.99,576.72,2346.5,89.7759,19,5
3,54.99,576.72,2554.82,81.0384,21,5
3,54.99,576.72,2324.51,92.3801,23,5
4,60.02,554.87,450.602,22.9028,17,5
4,60.02,554.87,490.455,22.693,19,5
4,60.02,554.87,571.296,24.8464,21,5
4,60.02,554.87,676.508,24.2114,23,5
5,63.42,1052.03,35.6683,4.96569,17,5
5,63.42,1052.03,45.4195,4.99915,19,5
5,63.42,1052.03,48.9194,4.91361,21,5
5,63.42,1052.03,58.3219,4.90507,23,5
6,66.1,812.93,414.155,19.2292,17,5
6,66.1,812.93,488.74,19.0306,19,5
6,66.1,812.93,554.198,19.7137,21,5
6,66.1,812.93,643.191,19.9578,23,5
7,75.46,99.97,91.1793,8.11149,17,5
7,75.46,99.97,100.42,8.37862,19,5
7,75.46,99.97,110.026,7.89876,21,5
7,75.46,99.97,118.394,7.98248,23,5
8,90.04,357.04,9.92538,2.29617,17,5
8,90.04,357.04,9.18081,2.2806,19,5
8,90.04,357.04,13.6527,2.14137,21,5
8,90.04,357.04,14.9737,2.33518,23,5
9,135.14,260.46,68.5289,6.94878,17,5
9,135.14,260.46,79.1585,7.13589,19,5
9,135.14,260.46,83.786,7.0578,21,5
9,135.14,260.46,92.7696,7.46926,23,5
10,150.25,915.56,166.126,11.9113,17,5
10,150.25,915.56,197.505,12.2952,19,5
10,150.25,915.56,229.006,12.3955,21,5
10,150.25,915.56,257.551,12.6286,23,5
11,173.48,947.18,360.249,18.5693,17,5
11,173.48,947.18,421.975,18.9786,19,5
11,173.48,947.18,477.299,19.3534,21,5
11,173.48,947.18,558.776,18.9514,23,5
12,177.77,174.98,2830.68,44.7703,17,5
12,177.77,174.98,3156.46,45.6555,19,5
12,177.77,174.98,3495.42,46.3733,21,5
12,177.77,174.98,3777.83,47.6777,23,5
13,190.73,522.99,143.962,12.1393,17,5
13,190.73,522.99,173.319,12.1547,19,5
13,190.73,522.99,208.886,12.2529,21,5
13,190.73,522.99,236.531,12.1919,23,5
14,194.49,59.7,101.111,9.40929,17,5
14,194.49,59.7,115.004,9.36707,19,5
14,194.49,59.7,132.575,9.42564,21,5
14,194.49,59.7,159.821,9.47053,23,5
17,232.73,246.54,328.033,20.0927,17,5
17,232.73,246.54,303.582,13.5754,19,5
17,232.73,246.54,359.106,13.5709,21,5
17,232.73,246.54,398.653,13.7182,23,5
18,249.79,353.85,243.201,14.2147,17,5
18,249.79,353.85,310.374,15.8949,19,5
18,249.79,353.85,310.428,14.373,21,5
18,249.79,353.85,343.233,14.7452,23,5
20,332.2,290.03,16.8865,3.63498,17,5
20,332.2,290.03,19.8824,3.89302,19,5
20,332.2,290.03,27.5633,3.96123,21,5
20,332.2,290.03,28.858,3.92964,23,5
22,355.5,848.98,32.6202,4.89537,17,5
22,355.5,848.98,37.5905,4.78075,19,5
22,355.5,848.98,54.1962,4.95625,21,5
22,355.5,848.98,50.9949,5.08598,23,5
23,409.22,760.52,26.4724,5.55975,17,5
23,409.22,760.52,38.1913,5.69283,19,5
23,409.22,760.52,40.765,5.56679,21,5
23,409.22,760.52,45.2894,5.55552,23,5
25,415.04,950.39,150.949,10.4646,17,5
25,415.04,950.39,176.039,10.4213,19,5
25,415.04,950.39,199.624,10.6034,21,5
25,415.04,950.39,223.452,10.6012,23,5
26,420.02,74.47,87.862,8.84039,17,5
26,420.02,74.47,86.1689,8.61653,19,5
26,420.02,74.47,103.133,8.98071,21,5
26,420.02,74.47,120.102,9.05819,23,5
27,426.33,488.62,359.783,18.4598,17,5
27,426.33,488.62,426.142,18.2151,19,5
27,426.33,488.62,481.193,18.4717,21,5
27,426.33,488.62,568.67,18.7697,23,5
28,453.92,769.12,22.7469,4.45854,17,5
28,453.92,769.12,29.0022,4.27657,19,5
28,453.92,769.12,35.2967,4.55338,21,5
28,453.92,769.12,37.9891,4.65746,23,5
29,485.06,99.67,858.887,29.3119,17,5
29,485.06,99.67,1011.1,29.0958,19,5
29,485.06,99.67,1171.99,29.4507,21,5
29,485.06,99.67,1403.03,30.6258,23,5
31,502.35,999.91,56.3586,7.53108,17,5
31,502.35,999.91,65.6427,7.70615,19,5
31,502.35,999.91,80.5113,7.53328,21,5
31,502.35,999.91,90.5647,8.089,23,5
32,504.84,140.54,32.7476,5.48463,17,5
32,504.84,140.54,40.5666,5.5327,19,5
32,504.84,140.54,45.796,5.80307,21,5
32,504.84,140.54,55.4103,5.68024,23,5
34,513.33,883.89,263.146,16.807,17,5
34,513.33,883.89,311.005,18.21,19,5
34,513.33,883.89,352.701,17.7313,21,5
34,513.33,883.89,384.632,17.9796,23,5
37,609.01,1033.63,15.52,3.25014,17,5
37,609.01,1033.63,18.9917,2.95749,19,5
37,609.01,1033.63,21.2681,3.25922,21,5
37,609.01,1033.63,24.3752,3.25836,23,5
39,634.9,917.34,63.7386,6.84391,17,5
39,634.9,917.34,75.5223,6.84174,19,5
39,634.9,917.34,88.5878,6.66582,21,5
39,634.9,917.34,104.5,7.05936,23,5
40,646.11,440.89,24.7375,4.18096,17,5
40,646.11,440.89,26.0525,4.36499,19,5
40,646.11,440.89,31.025,4.35531,21,5
40,646.11,440.89,34.7491,4.49433,23,5
41,646.9,574.68,541.19,21.8912,17,5
41,646.9,574.68,617.711,22.1569,19,5
41,646.9,574.68,706.356,23.2304,21,5
41,646.9,574.68,816.832,22.7142,23,5
42,658.43,689.14,34.1071,5.87001,17,5
42,658.43,689.14,38.8536,5.85223,19,5
42,658.43,689.14,44.9244,5.95297,21,5
42,658.43,689.14,53.6528,6.14944,23,5
43,667.95,905.77,8.81661,2.11659,17,5
43,667.95,905.77,11.9867,2.18231,19,5
43,667.95,905.77,13.3625,2.07551,21,5
43,667.95,905.77,16.8299,1.99896,23,5
44,748.19,37.18,3568.77,73.0666,17,5
44,748.19,37.18,3905.18,68.5275,19,5
44,748.19,37.18,4313.09,70.9748,21,5
44,748.19,37.18,4696.6,71.6622,23,5
46,787.35,249.8,24.5449,4.30007,17,5
46,787.35,249.8,24.0037,4.16388,19,5
46,787.35,249.8,29.9199,4.15788,21,5
46,787.35,249.8,40.352,4.30737,23,5
47,802.03,192.7,153.304,11.247,17,5
47,802.03,192.7,184.095,11.5425,19,5
47,802.03,192.7,209.857,11.3428,21,5
47,802.03,192.7,246.287,11.3608,23,5
48,805.29,587.0,96.5992,9.79743,17,5
48,805.29,587.0,117.008,10.0449,19,5
48,805.29,587.0,146.199,9.81372,21,5
48,805.29,587.0,170.47,10.1093,23,5
49,812.22,314.85,58.1592,7.35978,17,5
49,812.22,314.85,65.2556,7.25561,19,5
49,812.22,314.85,81.3445,7.18351,21,5
49,812.22,314.85,90.5647,7.30362,23,5
50,827.95,667.63,76.5856,9.27746,17,5
50,827.95,667.63,89.0941,9.47156,19,5
50,827.95,667.63,107.162,8.84584,21,5
50,827.95,667.63,127.94,9.09263,23,5
51,829.05,825.08,22.9431,4.33407,17,5
51,829.05,825.08,26.3466,4.47364,19,5
51,829.05,825.08,31.4663,4.34804,21,5
51,829.05,825.08,37.4656,3.92651,23,5
52,830.02,884.5,833.622,23.9809,17,5
52,830.02,884.5,934.817,24.9376,19,5
52,830.02,884.5,1038.58,25.0241,21,5
52,830.02,884.5,1142.21,25.0694,23,5
53,848.64,884.87,15.2871,3.33292,17,5
53,848.64,884.87,18.8692,3.38074,19,5
53,848.64,884.87,23.5088,3.30085,21,5
53,848.64,884.87,27.2411,3.18262,23,5
54,856.58,473.64,53.4504,6.66454,17,5
54,856.58,473.64,57.06,6.59763,19,5
54,856.58,473.64,67.751,6.90412,21,5
54,856.58,473.64,76.4293,6.72346,23,5
55,859.98,667.77,194.727,14.3408,17,5
55,859.98,667.77,222.805,14.3302,19,5
55,859.98,667.77,255.894,14.6628,21,5
55,859.98,667.77,300.404,14.353,23,5
56,867.99,1006.71,202.388,11.9653,17,5
56,867.99,1006.71,217.249,12.1354,19,5
56,867.99,1006.71,244.27,12.0403,21,5
56,867.99,1006.71,262.224,12.2199,23,5
57,869.1,652.46,528.431,22.8091,17,5
57,869.1,652.46,607.602,23.4525,19,5
57,869.1,652.46,698.66,23.4624,21,5
57,869.1,652.46,800.279,23.6541,23,5
58,869.04,473.88,34.9945,5.51869,17,5
58,869.04,473.88,39.722,5.68134,19,5
58,869.04,473.88,47.5225,5.83181,21,5
58,869.04,473.88,58.0782,5.66167,23,5
59,906.04,731.12,243.766,15.0794,17,5
59,906.04,731.12,309.945,15.4464,19,5
59,906.04,731.12,344.534,15.6049,21,5
59,906.04,731.12,395.839,15.9518,23,5
60,908.6,405.84,1028.42,29.3894,17,5
60,908.6,405.84,1168.71,29.8278,19,5
60,908.6,405.84,1322.19,30.3412,21,5
60,908.6,405.84,1510.81,30.9343,23,5
61,927.81,415.28,16.6243,3.81394,17,5
61,927.81,415.28,18.3123,3.84325,19,5
61,927.81,415.28,22.1807,3.83614,21,5
61,927.81,415.28,25.7526,3.88244,23,5
62,938.43,807.44,629.214,23.2586,17,5
62,938.43,807.44,746.695,24.0626,19,5
62,938.43,807.44,842.135,23.8238,21,5
62,938.43,807.44,1000.15,24.1699,23,5
64,987.29,803.23,237.647,15.7623,17,5
64,987.29,803.23,279.974,16.214,19,5
64,987.29,803.23,329.84,15.9476,21,5
64,987.29,803.23,384.393,16.0312,23,5
65,999.84,7.09,450.102,14.9551,17,5
65,999.84,7.09,506.936,15.4423,19,5
65,999.84,7.09,544.889,15.3908,21,5
65,999.84,7.09,597.223,15.4031,23,5
66,1001.81,121.68,16.0962,3.08195,17,5
66,1001.81,121.68,17.8967,3.27218,19,5
66,1001.81,121.68,21.1771,3.33359,21,5
66,1001.81,121.68,25.0251,3.33578,23,5
67,1017.13,1069.25,43.2568,7.13219,17,5
67,1017.13,1069.25,47.0922,6.72533,19,5
67,1017.13,1069.25,50.1939,6.86454,21,5
67,1017.13,1069.25,61.8785,7.07261,23,5
68,1042.2,72.15,276.01,15.7084,17,5
68,1042.2,72.15,298.788,15.7721,19,5
68,1042.2,72.15,355.455,15.8378,21,5
68,1042.2,72.15,405.506,16.4258,23,5
69,1042.38,492.66,11.0844,3.09307,17,5
69,1042.38,492.66,14.8681,2.93105,19,5
69,1042.38,492.66,13.8869,2.94174,21,5
69,1042.38,492.66,19.6652,3.03722,23,5
70,1043.48,33.09,1933.78,37.7361,17,5
70,1043.48,33.09,2200.04,37.5162,19,5
70,1043.48,33.09,2497.4,38.5922,21,5
70,1043.48,33.09,2839.24,39.4947,23,5
71,1047.55,955.6,207.727,13.2909,17,5
71,1047.55,955.6,248.084,13.3622,19,5
71,1047.55,955.6,292.322,13.7177,21,5
71,1047.55,955.6,332.338,14.1136,23,5
72,1049.53,802.62,46.6192,5.62478,17,5
72,1049.53,802.62,49.061,5.76997,19,5
72,1049.53,802.62,59.8722,5.51455,21,5
72,1049.53,802.62,64.8504,5.8642,23,5
73,1063.21,233.27,26.0098,3.89613,17,5
73,1063.21,233.27,30.3969,4.09856,19,5
73,1063.21,233.27,33.6125,3.94972,21,5
73,1063.21,233.27,41.4148,3.98156,23,5
74,1065.07,86.06,166.955,12.4099,17,5
74,1065.07,86.06,198.194,12.2855,19,5
74,1065.07,86.06,219.683,12.5498,21,5
74,1065.07,86.06,253.081,12.6162,23,5
75,1085.41,521.35,1599.34,30.9342,17,5
75,1085.41,521.35,1779.03,30.877,19,5
75,1085.41,521.35,1983.77,30.7928,21,5
75,1085.41,521.35,2192.25,31.6559,23,5
76,1086.87,685.98,58.5793,6.9295,17,5
76,1086.87,685.98,72.2596,7.10461,19,5
76,1086.87,685.98,83.2161,6.8668,21,5
76,1086.87,685.98,100.58,6.88213,23,5
78,1145.52,426.95,23.0516,3.90985,17,5
78,1145.52,426.95,27.6888,3.92587,19,5
78,1145.52,426.95,33.2231,3.86804,21,5
78,1145.52,426.95,39.6082,4.03399,23,5
79,1165.03,237.75,2579.51,44.6994,17,5
79,1165.03,237.75,2965.97,44.9307,19,5
79,1165.03,237.75,3363.43,46.1805,21,5
79,1165.03,237.75,3871.76,46.4928,23,5
81,1175.55,927.64,9.9837,2.66614,17,5
81,1175.55,927.64,15.3479,2.63141,19,5
81,1175.55,927.64,14.4338,2.67243,21,5
81,1175.55,927.64,18.7179,2.74891,23,5
83,1220.56,783.08,52.5912,7.34404,17,5
83,1220.56,783.08,62.6744,6.90342,19,5
83,1220.56,783.08,73.5316,7.72164,21,5
83,1220.56,783.08,87.9792,7.60623,23,5
84,1225.56,666.59,203.369,17.0395,17,5
84,1225.56,666.59,259.529,16.8052,19,5
84,1225.56,666.59,290.462,17.0754,21,5
84,1225.56,666.59,324.395,17.3482,23,5
85,1235.99,151.53,18.7931,4.14994,17,5
85,1235.99,151.53,24.4215,4.06642,19,5
85,1235.99,151.53,28.1519,4.02141,21,5
85,1235.99,151.53,32.1379,4.10981,23,5
86,1241.27,481.66,139.969,12.5307,17,5
86,1241.27,481.66,165.226,12.0147,19,5
86,1241.27,481.66,195.055,12.5156,21,5
86,1241.27,481.66,231.454,11.7526,23,5
89,1260.5,1071.86,9.54551,3.55481,17,5
89,1260.5,1071.86,12.0912,3.64986,19,5
89,1260.5,1071.86,14.8281,3.88499,21,5
89,1260.5,1071.86,24.8868,3.70165,23,5
91,1266.58,786.11,609.202,19.2329,17,5
91,1266.58,786.11,661.905,19.35,19,5
91,1266.58,786.11,720.304,19.3774,21,5
91,1266.58,786.11,779.103,19.7364,23,5
92,1286.5,871.13,22.4841,3.60904,17,5
92,1286.5,871.13,27.4003,3.45417,19,5
92,1286.5,871.13,29.4904,3.59841,21,5
92,1286.5,871.13,33.8186,3.6099,23,5
93,1288.5,318.29,40.8864,10.7645,17,5
93,1288.5,318.29,44.995,10.9798,19,5
93,1288.5,318.29,51.7985,10.3172,21,5
93,1288.5,318.29,56.7697,9.80466,23,5
94,1315.23,70.85,9.86712,2.65088,17,5
94,1315.23,70.85,9.6029,2.5572,19,5
94,1315.23,70.85,12.3765,2.71925,21,5
94,1315.23,70.85,14.3118,2.67914,23,5
95,1334.63,623.15,91.5449,8.93727,17,5
95,1334.63,623.15,99.0399,9.12225,19,5
95,1334.63,623.15,111.721,8.84724,21,5
95,1334.63,623.15,132.569,9.14112,23,5
96,1367.89,626.86,31.0278,5.20455,17,5
96,1367.89,626.86,39.079,5.2292,19,5
96,1367.89,626.86,48.5769,5.07617,21,5
96,1367.89,626.86,54.092,4.99117,23,5
97,1370.74,808.11,71.6428,7.80571,17,5
97,1370.74,808.11,84.8437,7.63647,19,5
97,1370.74,808.11,102.069,7.67916,21,5
97,1370.74,808.11,123.667,7.7715,23,5
98,1374.9,909.7,118.446,9.63921,17,5
98,1374.9,909.7,133.69,9.4148,19,5
98,1374.9,909.7,143.299,9.48397,21,5
98,1374.9,909.7,162.282,9.61853,23,5
99,1382.04,114.46,27.7738,5.528,17,5
99,1382.04,114.46,35.1566,5.85974,19,5
99,1382.04,114.46,38.3979,5.54156,21,5
99,1382.04,114.46,49.9887,5.60729,23,5
101,1399.3,203.3,133.058,10.2144,17,5
101,1399.3,203.3,151.008,10.5216,19,5
101,1399.3,203.3,161.39,10.1468,21,5
101,1399.3,203.3,176.669,10.4489,23,5
102,1421.0,349.3,27.9116,4.63138,17,5
102,1421.0,349.3,31.6742,4.9222,19,5
