spot,x,y,luminosity,error,T,v
0,3.69,747.81,61.1145,5.33696,17,5
0,3.69,747.81,69.7234,5.54801,19,5
0,3.69,747.81,80.1129,5.36356,21,5
0,3.69,747.81,92.6201,5.35758,23,5
1,59.51,544.57,336.816,17.6012,17,5
1,59.51,544.57,381.822,17.7596,19,5
1,59.51,544.57,420.688,17.9235,21,5
1,59.51,544.57,493.171,18.1829,23,5
2,64.3,1077.21,66.4995,5.32294,17,5
2,64.3,1077.21,71.1242,5.34179,19,5
2,64.3,1077.21,84.0151,5.52625,21,5
2,64.3,1077.21,101.235,5.50351,23,5
3,60.59,587.22,1917.97,54.0066,17,5
3,60.59,587.22,1875.65,62.7981,19,5
3,60.59,587.22,2156.69,57.6179,21,5
3,60.59,587.22,2342.44,58.2106,23,5
4,65.53,565.31,895.912,32.5468,17,5
4,65.53,565.31,981.136,32.661,19,5
4,65.53,565.31,847.684,30.3291,21,5
4,65.53,565.31,1100.43,32.0672,23,5
5,72.49,1062.33,28.6303,4.93853,17,5
5,72.49,1062.33,36.2477,4.87834,19,5
5,72.49,1062.33,41.3912,5.18656,21,5
5,72.49,1062.33,49.3511,4.96979,23,5
6,73.63,823.34,526.173,20.6292,17,5
6,73.63,823.34,614.738,20.3464,19,5
6,73.63,823.34,674.988,20.6824,21,5
6,73.63,823.34,811.73,21.0015,23,5
7,77.37,110.38,48.4202,6.12622,17,5
7,77.37,110.38,50.2958,6.00475,19,5
7,77.37,110.38,53.0334,6.29692,21,5
7,77.37,110.38,66.4394,6.45846,23,5
8,94.19,368.57,40.1253,6.43184,17,5
8,94.19,368.57,46.0704,6.3703,19,5
8,94.19,368.57,57.5362,6.03331,21,5
8,94.19,368.57,66.3386,6.37861,23,5
9,138.0,270.44,68.1844,7.2604,17,5
9,138.0,270.44,82.1893,7.16849,19,5
9,138.0,270.44,89.6105,7.10034,21,5
9,138.0,270.44,101.094,7.19906,23,5
10,158.48,925.09,143.058,12.0523,17,5
10,158.48,925.09,161.423,11.6682,19,5
10,158.48,925.09,195.972,12.3824,21,5
10,158.48,925.09,229.663,12.5896,23,5
11,181.91,956.73,353.606,16.6902,17,5
11,181.91,956.73,414.183,17.0467,19,5
11,181.91,956.73,479.775,17.2234,21,5
11,181.91,956.73,565.544,17.027,23,5
12,180.15,184.51,2858.19,44.6977,17,5
12,180.15,184.51,3116.02,45.2233,19,5
12,180.15,184.51,3472.47,45.3523,21,5
12,180.15,184.51,3798.64,46.7954,23,5
13,195.82,532.55,161.55,12.6389,17,5
13,195.82,532.55,186.572,12.6297,19,5
13,195.82,532.55,208.944,12.4073,21,5
13,195.82,532.55,235.425,12.7478,23,5
14,195.75,69.0,102.428,9.66767,17,5
14,195.75,69.0,109.43,10.0122,19,5
14,195.75,69.0,132.7,9.75916,21,5
14,195.75,69.0,148.587,10.1156,23,5
15,229.23,96.92,18.3311,3.44566,17,5
15,229.23,96.92,18.9631,3.69293,19,5
15,229.23,96.92,22.8982,3.6963,21,5
15,229.23,96.92,27.148,3.63042,23,5
16,237.12,768.94,30.1807,3.89645,17,5
16,237.12,768.94,26.0331,3.95302,19,5
16,237.12,768.94,33.9206,3.91323,21,5
16,237.12,768.94,33.8452,3.72945,23,5
17,235.65,255.55,1257.55,19.7222,17,5
17,235.65,255.55,287.459,16.3841,19,5
17,235.65,255.55,331.63,16.2169,21,5
17,235.65,255.55,397.383,16.8601,23,5
18,253.64,362.81,342.116,16.8199,17,5
18,253.64,362.81,401.978,16.509,19,5
18,253.64,362.81,423.231,16.797,21,5
18,253.64,362.81,496.373,17.6597,23,5
19,273.12,31.75,10.3601,3.15011,17,5
19,273.12,31.75,13.2767,3.04925,19,5
19,273.12,31.75,14.4264,3.2755,21,5
19,273.12,31.75,15.9031,3.1175,23,5
20,335.37,298.12,13.6243,3.68382,17,5
20,335.37,298.12,18.1114,3.3654,19,5
20,335.37,298.12,23.7343,3.38641,21,5
20,335.37,298.12,24.8703,3.74641,23,5
21,346.76,51.29,13.7689,2.58013,17,5
