spot,x,y,luminosity,error,T,v,v_fin,phase,detected
149.0,1759.03,720.9,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
149.0,1761.49,710.97,55.4312,3.82122,20.0,58.3,7.0,annealing_T=75_h=25,True
149.0,1762.53,718.68,21.194,1.54436,20.0,58.3,7.0,annealing_T=75_h=5,True
149.0,1759.03,720.9,72.7406,2.97126,20.0,58.3,7.0,before_annealing,True
150.0,1765.44,208.09,570.354,5.31716,20.0,58.3,7.0,annealing_T=100_h=5,True
150.0,1767.17,195.79,2492.21,9.37454,20.0,58.3,7.0,annealing_T=75_h=25,True
150.0,1770.85,204.24,6025.45,11.8518,20.0,58.3,7.0,annealing_T=75_h=5,True
150.0,1768.01,205.65,4170.12,9.74629,20.0,58.3,7.0,before_annealing,True
151.0,1767.11,828.48,16.7951,1.68184,20.0,58.3,7.0,annealing_T=100_h=5,True
151.0,1773.86,816.59,40.1476,2.15497,20.0,58.3,7.0,annealing_T=75_h=25,True
151.0,1773.87,824.38,107.852,2.70772,20.0,58.3,7.0,annealing_T=75_h=5,True
151.0,1769.45,825.98,93.9094,3.00925,20.0,58.3,7.0,before_annealing,True
152.0,1769.88,477.32,734.804,5.8762,20.0,58.3,7.0,annealing_T=100_h=5,True
152.0,1773.72,465.03,701.588,6.78234,20.0,58.3,7.0,annealing_T=75_h=25,True
152.0,1775.95,473.62,680.491,5.77952,20.0,58.3,7.0,annealing_T=75_h=5,True
152.0,1772.33,475.17,552.572,5.32693,20.0,58.3,7.0,before_annealing,True
153.0,1778.83,1061.4,295.551,4.41246,20.0,58.3,7.0,annealing_T=100_h=5,True
153.0,1787.41,1049.23,453.3,5.83142,20.0,58.3,7.0,annealing_T=75_h=25,True
153.0,1786.02,1057.65,513.313,5.31477,20.0,58.3,7.0,annealing_T=75_h=5,True
153.0,1781.01,1059.07,426.859,4.76442,20.0,58.3,7.0,before_annealing,True
154.0,1780.29,554.47,212.131,3.91925,20.0,58.3,7.0,annealing_T=100_h=5,True
154.0,1784.63,542.3,310.654,4.55687,20.0,58.3,7.0,annealing_T=75_h=25,True
154.0,1786.28,550.99,352.981,4.53642,20.0,58.3,7.0,annealing_T=75_h=5,True
154.0,1782.51,552.4,301.55,3.90032,20.0,58.3,7.0,before_annealing,True
155.0,1817.26,355.86,900.391,6.34384,20.0,58.3,7.0,annealing_T=100_h=5,True
155.0,1820.15,343.29,813.153,6.41853,20.0,58.3,7.0,annealing_T=75_h=25,True
155.0,1823.03,352.12,1012.02,6.51055,20.0,58.3,7.0,annealing_T=75_h=5,True
155.0,1819.94,353.72,746.434,5.85492,20.0,58.3,7.0,before_annealing,True
156.0,1821.11,992.21,501.532,5.79477,20.0,58.3,7.0,annealing_T=100_h=5,True
156.0,1828.99,979.45,64.4642,3.22768,20.0,58.3,7.0,annealing_T=75_h=25,True
156.0,1827.99,988.34,513.212,5.21389,20.0,58.3,7.0,annealing_T=75_h=5,True
156.0,1823.55,989.75,280.903,6.19366,20.0,58.3,7.0,before_annealing,True
157.0,1844.97,887.12,394.424,6.78363,20.0,58.3,7.0,annealing_T=100_h=5,True
157.0,1851.74,874.42,520.109,7.60524,20.0,58.3,7.0,annealing_T=75_h=25,True
157.0,1851.58,883.38,625.517,8.62782,20.0,58.3,7.0,annealing_T=75_h=5,True
157.0,1846.98,885.07,713.658,8.69877,20.0,58.3,7.0,before_annealing,True
158.0,1849.27,556.67,702.168,6.33988,20.0,58.3,7.0,annealing_T=100_h=5,True
158.0,1853.6,543.99,1476.59,7.62202,20.0,58.3,7.0,annealing_T=75_h=25,True
158.0,1855.36,552.89,1149.02,6.643,20.0,58.3,7.0,annealing_T=75_h=5,True
158.0,1851.64,554.47,669.383,5.87591,20.0,58.3,7.0,before_annealing,True
159.0,1855.49,94.97,1995.56,7.95119,20.0,58.3,7.0,annealing_T=100_h=5,True
159.0,1856.36,82.62,81.9069,2.95551,20.0,58.3,7.0,annealing_T=75_h=25,True
159.0,1860.8,91.3,1393.01,15.4775,20.0,58.3,7.0,annealing_T=75_h=5,True
159.0,1858.31,93.26,69.6395,3.19667,20.0,58.3,7.0,before_annealing,True
160.0,1864.61,1078.07,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
160.0,1871.57,1070.57,86.9729,3.5798,20.0,58.3,7.0,annealing_T=75_h=25,True
160.0,1870.08,1077.7,38.0081,2.07666,20.0,58.3,7.0,annealing_T=75_h=5,True
160.0,1864.61,1078.07,26.5306,1.63867,20.0,58.3,7.0,before_annealing,True
161.0,1886.01,254.04,473.928,5.09881,20.0,58.3,7.0,annealing_T=100_h=5,True
161.0,1888.16,240.89,1388.03,7.00521,20.0,58.3,7.0,annealing_T=75_h=25,True
161.0,1891.56,250.05,1214.82,6.96388,20.0,58.3,7.0,annealing_T=75_h=5,True
161.0,1888.51,251.72,1773.31,8.58818,20.0,58.3,7.0,before_annealing,True
162.0,1889.02,289.66,166.998,5.82611,20.0,58.3,7.0,annealing_T=100_h=5,True
162.0,1891.45,276.65,765.538,5.38747,20.0,58.3,7.0,annealing_T=75_h=25,True
162.0,1894.63,285.69,753.045,6.58977,20.0,58.3,7.0,annealing_T=75_h=5,True
162.0,1891.51,287.33,1019.11,7.60089,20.0,58.3,7.0,before_annealing,True
163.0,1897.83,1046.34,90.6214,4.456,20.0,58.3,7.0,annealing_T=100_h=5,True
163.0,1906.01,1033.46,63.3641,3.02463,20.0,58.3,7.0,annealing_T=75_h=25,True
163.0,1905.09,1042.38,61.0777,2.59977,20.0,58.3,7.0,annealing_T=75_h=5,True
163.0,1900.33,1043.94,63.9797,3.98563,20.0,58.3,7.0,before_annealing,True
