spot,x,y,luminosity,error,T,v,v_fin,phase,detected
74.0,1004.96,123.02,45.1797,2.11584,20.0,58.3,7.0,before_annealing,True
75.0,1017.93,1073.51,109.301,3.61321,20.0,58.3,7.0,annealing_T=100_h=5,True
75.0,1026.45,1067.39,134.189,3.46883,20.0,58.3,7.0,annealing_T=75_h=25,True
75.0,1025.17,1071.39,143.468,3.69264,20.0,58.3,7.0,annealing_T=75_h=5,True
75.0,1020.16,1070.87,107.627,3.32373,20.0,58.3,7.0,before_annealing,True
76.0,1043.17,76.38,1010.83,6.77259,20.0,58.3,7.0,annealing_T=100_h=5,True
76.0,1043.82,69.91,2537.33,8.89015,20.0,58.3,7.0,annealing_T=75_h=25,True
76.0,1048.15,74.13,2679.17,8.77962,20.0,58.3,7.0,annealing_T=75_h=5,True
76.0,1045.65,73.78,2634.96,8.79032,20.0,58.3,7.0,before_annealing,True
77.0,1043.78,496.66,18.8376,1.44396,20.0,58.3,7.0,annealing_T=100_h=5,True
77.0,1047.36,489.95,117.397,3.27814,20.0,58.3,7.0,annealing_T=75_h=25,True
77.0,1049.51,493.97,117.967,3.02994,20.0,58.3,7.0,annealing_T=75_h=5,True
77.0,1045.85,493.77,110.338,3.49913,20.0,58.3,7.0,before_annealing,True
78.0,1044.44,37.34,5121.32,11.0404,20.0,58.3,7.0,annealing_T=100_h=5,True
78.0,1044.82,30.96,2439.01,8.50797,20.0,58.3,7.0,annealing_T=75_h=25,True
78.0,1049.4,35.12,2614.93,8.70546,20.0,58.3,7.0,annealing_T=75_h=5,True
78.0,1047.09,34.79,2086.49,7.76666,20.0,58.3,7.0,before_annealing,True
79.0,1048.25,959.26,518.191,5.56969,20.0,58.3,7.0,annealing_T=100_h=5,True
79.0,1056.01,953.07,387.888,4.38154,20.0,58.3,7.0,annealing_T=75_h=25,True
79.0,1055.22,957.29,396.264,5.48246,20.0,58.3,7.0,annealing_T=75_h=5,True
79.0,1050.63,957.02,426.672,5.30938,20.0,58.3,7.0,before_annealing,True
80.0,1050.64,806.12,140.246,3.36243,20.0,58.3,7.0,annealing_T=100_h=5,True
80.0,1057.04,799.69,129.121,4.22855,20.0,58.3,7.0,annealing_T=75_h=25,True
80.0,1056.93,804.04,127.092,3.09996,20.0,58.3,7.0,annealing_T=75_h=5,True
80.0,1052.73,803.85,129.857,3.89532,20.0,58.3,7.0,before_annealing,True
81.0,1063.89,236.74,65.5698,2.28008,20.0,58.3,7.0,annealing_T=100_h=5,True
81.0,1066.25,230.35,43.1477,1.73711,20.0,58.3,7.0,annealing_T=75_h=25,True
81.0,1069.42,234.82,37.7036,2.26421,20.0,58.3,7.0,annealing_T=75_h=5,True
81.0,1066.52,234.45,38.6635,1.62471,20.0,58.3,7.0,before_annealing,True
82.0,1065.37,89.66,445.281,5.05167,20.0,58.3,7.0,annealing_T=100_h=5,True
82.0,1065.86,83.04,332.594,4.79717,20.0,58.3,7.0,annealing_T=75_h=25,True
82.0,1070.02,86.8,327.877,4.42264,20.0,58.3,7.0,annealing_T=75_h=5,True
82.0,1067.53,86.75,366.345,4.62641,20.0,58.3,7.0,before_annealing,True
83.0,1086.5,525.09,4935.02,10.7881,20.0,58.3,7.0,annealing_T=100_h=5,True
83.0,1090.79,518.36,4241.86,11.0763,20.0,58.3,7.0,annealing_T=75_h=25,True
83.0,1092.54,522.92,5260.58,12.2985,20.0,58.3,7.0,annealing_T=75_h=5,True
83.0,1088.99,522.7,4791.47,10.7715,20.0,58.3,7.0,before_annealing,True
84.0,1087.42,689.5,185.417,3.13265,20.0,58.3,7.0,annealing_T=100_h=5,True
84.0,1093.27,682.97,218.028,3.72265,20.0,58.3,7.0,annealing_T=75_h=25,True
84.0,1094.0,687.41,228.191,3.64066,20.0,58.3,7.0,annealing_T=75_h=5,True
84.0,1089.95,687.51,218.704,3.47967,20.0,58.3,7.0,before_annealing,True
85.0,1087.35,912.39,55.2208,2.99753,20.0,58.3,7.0,annealing_T=100_h=5,True
85.0,1095.14,905.64,191.276,3.61416,20.0,58.3,7.0,annealing_T=75_h=25,True
85.0,1094.92,910.12,203.799,3.79354,20.0,58.3,7.0,annealing_T=75_h=5,True
85.0,1090.2,909.78,197.851,3.81443,20.0,58.3,7.0,before_annealing,True
86.0,1124.6,533.26,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
86.0,1124.6,533.26,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
86.0,1127.92,533.55,52.9804,2.63838,20.0,58.3,7.0,annealing_T=75_h=5,True
86.0,1124.6,533.26,31.9803,2.61147,20.0,58.3,7.0,before_annealing,True
87.0,1146.2,430.55,45.6411,1.89425,20.0,58.3,7.0,annealing_T=100_h=5,True
87.0,1149.62,423.58,52.8447,2.23637,20.0,58.3,7.0,annealing_T=75_h=25,True
87.0,1151.82,428.57,82.0011,2.39428,20.0,58.3,7.0,annealing_T=75_h=5,True
87.0,1148.51,428.23,75.9211,2.4904,20.0,58.3,7.0,before_annealing,True
88.0,1165.92,241.68,5755.38,10.8036,20.0,58.3,7.0,annealing_T=100_h=5,True
88.0,1167.9,234.36,5924.92,10.8841,20.0,58.3,7.0,annealing_T=75_h=25,True
88.0,1171.4,239.22,5660.45,10.5528,20.0,58.3,7.0,annealing_T=75_h=5,True
88.0,1168.43,239.16,5741.57,10.5152,20.0,58.3,7.0,before_annealing,True
89.0,1173.1,912.7,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
89.0,1173.1,912.7,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
89.0,1173.1,912.7,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
89.0,1173.1,912.7,15.1934,1.18453,20.0,58.3,7.0,before_annealing,True
90.0,1176.64,931.28,51.6827,2.0373,20.0,58.3,7.0,annealing_T=100_h=5,True
90.0,1183.91,924.11,49.8259,2.23455,20.0,58.3,7.0,annealing_T=75_h=25,True
90.0,1183.39,928.56,194.427,4.84419,20.0,58.3,7.0,annealing_T=75_h=5,True
90.0,1178.79,928.7,140.318,2.83477,20.0,58.3,7.0,before_annealing,True
91.0,1181.25,592.72,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
91.0,1183.38,588.15,76.9928,2.98413,20.0,58.3,7.0,annealing_T=75_h=25,True
91.0,1184.55,592.78,81.3377,2.87741,20.0,58.3,7.0,annealing_T=75_h=5,True
91.0,1181.25,592.72,74.3709,2.61888,20.0,58.3,7.0,before_annealing,True
92.0,1221.41,786.82,111.938,3.44687,20.0,58.3,7.0,annealing_T=100_h=5,True
92.0,1227.97,779.17,141.946,3.9959,20.0,58.3,7.0,annealing_T=75_h=25,True
92.0,1227.95,784.42,126.444,3.71487,20.0,58.3,7.0,annealing_T=75_h=5,True
92.0,1223.62,784.58,125.212,3.57336,20.0,58.3,7.0,before_annealing,True
93.0,1225.89,670.81,502.943,5.54209,20.0,58.3,7.0,annealing_T=100_h=5,True
93.0,1231.55,662.55,183.701,5.26592,20.0,58.3,7.0,annealing_T=75_h=25,True
93.0,1232.21,667.33,271.53,4.65969,20.0,58.3,7.0,annealing_T=75_h=5,True
93.0,1228.28,667.18,255.333,4.23545,20.0,58.3,7.0,before_annealing,True
94.0,1237.22,155.26,44.3163,2.07627,20.0,58.3,7.0,annealing_T=100_h=5,True
94.0,1238.38,147.83,58.8524,2.84612,20.0,58.3,7.0,annealing_T=75_h=25,True
94.0,1242.43,153.13,68.6719,2.64252,20.0,58.3,7.0,annealing_T=75_h=5,True
94.0,1239.59,153.11,70.411,2.38842,20.0,58.3,7.0,before_annealing,True
95.0,1242.11,485.42,307.987,4.25069,20.0,58.3,7.0,annealing_T=100_h=5,True
95.0,1245.89,477.47,279.938,4.23662,20.0,58.3,7.0,annealing_T=75_h=25,True
95.0,1247.94,482.84,429.891,4.21093,20.0,58.3,7.0,annealing_T=75_h=5,True
95.0,1244.57,483.03,354.173,4.10913,20.0,58.3,7.0,before_annealing,True
96.0,1253.94,231.66,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
96.0,1253.94,231.66,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
96.0,1253.94,231.66,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
96.0,1253.94,231.66,39.94,2.14602,20.0,58.3,7.0,before_annealing,True
97.0,1252.72,596.91,80.6125,2.88402,20.0,58.3,7.0,annealing_T=100_h=5,True
97.0,1255.16,594.41,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
97.0,1255.16,594.41,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
97.0,1255.16,594.41,70.8835,3.19722,20.0,58.3,7.0,before_annealing,True
98.0,1263.68,1072.85,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
98.0,1270.17,1067.42,51.1871,2.25929,20.0,58.3,7.0,annealing_T=75_h=25,True
98.0,1269.08,1072.96,60.3224,2.42013,20.0,58.3,7.0,annealing_T=75_h=5,True
98.0,1263.68,1072.85,35.0508,2.12615,20.0,58.3,7.0,before_annealing,True
99.0,1266.05,411.69,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
99.0,1266.87,406.24,42.197,2.07546,20.0,58.3,7.0,annealing_T=75_h=25,True
99.0,1269.8,412.07,37.2494,2.48577,20.0,58.3,7.0,annealing_T=75_h=5,True
99.0,1266.05,411.69,32.1371,2.11087,20.0,58.3,7.0,before_annealing,True
100.0,1266.75,790.14,1482.44,6.73784,20.0,58.3,7.0,annealing_T=100_h=5,True
100.0,1272.88,782.24,4531.31,11.7276,20.0,58.3,7.0,annealing_T=75_h=25,True
100.0,1273.12,787.75,4445.08,11.2468,20.0,58.3,7.0,annealing_T=75_h=5,True
100.0,1268.9,788.03,4332.46,11.7807,20.0,58.3,7.0,before_annealing,True
101.0,1282.03,769.86,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
101.0,1285.93,763.47,25.0905,1.76345,20.0,58.3,7.0,annealing_T=75_h=25,True
101.0,1286.78,769.46,18.2537,1.26246,20.0,58.3,7.0,annealing_T=75_h=5,True
101.0,1282.03,769.86,28.9538,1.74399,20.0,58.3,7.0,before_annealing,True
102.0,1287.24,875.6,48.2174,1.98713,20.0,58.3,7.0,annealing_T=100_h=5,True
102.0,1294.02,866.74,54.4788,9.0062,20.0,58.3,7.0,annealing_T=75_h=25,True
102.0,1293.97,872.76,51.9759,2.91595,20.0,58.3,7.0,annealing_T=75_h=5,True
102.0,1289.32,873.27,72.1391,2.52547,20.0,58.3,7.0,before_annealing,True
103.0,1289.4,321.87,122.497,7.39112,20.0,58.3,7.0,annealing_T=100_h=5,True
103.0,1292.09,313.84,122.023,6.54934,20.0,58.3,7.0,annealing_T=75_h=25,True
103.0,1295.11,319.21,115.657,8.51237,20.0,58.3,7.0,annealing_T=75_h=5,True
103.0,1292.09,319.53,108.8,11.0009,20.0,58.3,7.0,before_annealing,True
104.0,1316.47,74.5,31.3668,2.03132,20.0,58.3,7.0,annealing_T=100_h=5,True
104.0,1316.95,66.47,54.5084,2.53289,20.0,58.3,7.0,annealing_T=75_h=25,True
104.0,1321.24,72.04,38.0367,2.75787,20.0,58.3,7.0,annealing_T=75_h=5,True
104.0,1318.81,72.54,69.0037,3.03614,20.0,58.3,7.0,before_annealing,True
105.0,1322.64,528.6,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
105.0,1324.9,521.62,65.2963,2.46537,20.0,58.3,7.0,annealing_T=75_h=25,True
105.0,1326.57,527.69,41.9384,2.61734,20.0,58.3,7.0,annealing_T=75_h=5,True
105.0,1322.64,528.6,20.9164,1.60613,20.0,58.3,7.0,before_annealing,True
106.0,1335.29,627.46,592.328,5.40555,20.0,58.3,7.0,annealing_T=100_h=5,True
106.0,1340.35,618.72,550.311,5.86694,20.0,58.3,7.0,annealing_T=75_h=25,True
106.0,1341.6,624.54,593.346,5.31924,20.0,58.3,7.0,annealing_T=75_h=5,True
106.0,1337.68,625.16,1013.01,6.9233,20.0,58.3,7.0,before_annealing,True
107.0,1359.56,168.24,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
107.0,1358.7,162.16,277.172,6.22072,20.0,58.3,7.0,annealing_T=75_h=25,True
107.0,1362.73,168.08,171.474,5.5579,20.0,58.3,7.0,annealing_T=75_h=5,True
107.0,1359.56,168.24,38.9088,6.79165,20.0,58.3,7.0,before_annealing,True
108.0,1368.35,630.61,105.269,2.74302,20.0,58.3,7.0,annealing_T=100_h=5,True
108.0,1373.24,622.01,146.191,3.647,20.0,58.3,7.0,annealing_T=75_h=25,True
108.0,1374.24,627.78,127.101,3.33437,20.0,58.3,7.0,annealing_T=75_h=5,True
108.0,1370.61,628.25,113.424,2.91328,20.0,58.3,7.0,before_annealing,True
109.0,1371.42,811.91,177.685,3.6496,20.0,58.3,7.0,annealing_T=100_h=5,True
109.0,1378.02,802.78,269.938,4.45476,20.0,58.3,7.0,annealing_T=75_h=25,True
109.0,1378.3,808.79,347.598,4.35563,20.0,58.3,7.0,annealing_T=75_h=5,True
109.0,1373.8,809.36,303.079,4.19279,20.0,58.3,7.0,before_annealing,True
110.0,1375.63,913.51,294.823,5.16228,20.0,58.3,7.0,annealing_T=100_h=5,True
110.0,1382.84,904.64,502.627,5.11109,20.0,58.3,7.0,annealing_T=75_h=25,True
110.0,1382.45,910.49,288.515,4.64986,20.0,58.3,7.0,annealing_T=75_h=5,True
110.0,1377.91,911.13,353.042,4.79849,20.0,58.3,7.0,before_annealing,True
111.0,1382.51,118.45,125.964,3.52019,20.0,58.3,7.0,annealing_T=100_h=5,True
111.0,1383.46,109.17,106.321,4.23695,20.0,58.3,7.0,annealing_T=75_h=25,True
111.0,1387.54,115.73,88.6901,4.25794,20.0,58.3,7.0,annealing_T=75_h=5,True
111.0,1384.97,115.78,98.2215,3.33703,20.0,58.3,7.0,before_annealing,True
112.0,1386.6,370.02,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
112.0,1387.1,363.81,39.7665,2.03748,20.0,58.3,7.0,annealing_T=75_h=25,True
112.0,1389.43,370.44,75.2942,3.13741,20.0,58.3,7.0,annealing_T=75_h=5,True
112.0,1386.6,370.02,121.384,4.01511,20.0,58.3,7.0,before_annealing,True
113.0,1399.91,207.35,374.946,7.13955,20.0,58.3,7.0,annealing_T=100_h=5,True
113.0,1401.7,198.2,348.252,4.51503,20.0,58.3,7.0,annealing_T=75_h=25,True
113.0,1405.38,204.5,305.561,7.51094,20.0,58.3,7.0,annealing_T=75_h=5,True
113.0,1402.57,204.89,409.189,5.74344,20.0,58.3,7.0,before_annealing,True
114.0,1421.43,352.79,75.5497,3.13839,20.0,58.3,7.0,annealing_T=100_h=5,True
114.0,1424.33,343.22,70.6948,2.74547,20.0,58.3,7.0,annealing_T=75_h=25,True
114.0,1427.04,350.03,68.8325,2.26191,20.0,58.3,7.0,annealing_T=75_h=5,True
114.0,1423.86,350.41,66.9168,2.97664,20.0,58.3,7.0,before_annealing,True
115.0,1443.59,1004.8,4912.47,12.9507,20.0,58.3,7.0,annealing_T=100_h=5,True
115.0,1451.71,995.31,2947.11,11.1043,20.0,58.3,7.0,annealing_T=75_h=25,True
115.0,1450.64,1001.85,4120.44,14.5417,20.0,58.3,7.0,annealing_T=75_h=5,True
115.0,1445.89,1002.55,5144.0,11.6359,20.0,58.3,7.0,before_annealing,True
116.0,1460.13,19.02,42.9642,2.36373,20.0,58.3,7.0,annealing_T=100_h=5,True
116.0,1460.5,9.68,74.1505,6.48172,20.0,58.3,7.0,annealing_T=75_h=25,True
116.0,1465.17,16.33,68.5579,2.63522,20.0,58.3,7.0,annealing_T=75_h=5,True
116.0,1462.89,17.02,62.5577,2.55512,20.0,58.3,7.0,before_annealing,True
117.0,1482.19,1044.47,995.734,5.78963,20.0,58.3,7.0,annealing_T=100_h=5,True
117.0,1491.55,1034.48,1653.82,8.45504,20.0,58.3,7.0,annealing_T=75_h=25,True
117.0,1489.15,1041.44,1442.96,6.54783,20.0,58.3,7.0,annealing_T=75_h=5,True
117.0,1484.35,1042.24,1394.69,6.27117,20.0,58.3,7.0,before_annealing,True
118.0,1494.24,508.51,1593.62,7.48602,20.0,58.3,7.0,annealing_T=100_h=5,True
118.0,1498.54,498.74,1602.71,7.60226,20.0,58.3,7.0,annealing_T=75_h=25,True
118.0,1500.49,505.53,1587.77,7.86709,20.0,58.3,7.0,annealing_T=75_h=5,True
118.0,1496.85,506.2,1911.04,7.95624,20.0,58.3,7.0,before_annealing,True
119.0,1498.19,1042.42,76.8102,3.892,20.0,58.3,7.0,annealing_T=100_h=5,True
119.0,1500.76,1039.97,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
119.0,1505.55,1038.97,352.98,4.82142,20.0,58.3,7.0,annealing_T=75_h=5,True
119.0,1500.76,1039.97,237.741,4.3438,20.0,58.3,7.0,before_annealing,True
120.0,1500.09,200.26,22.4017,1.52225,20.0,58.3,7.0,annealing_T=100_h=5,True
120.0,1502.03,190.59,102.123,3.08877,20.0,58.3,7.0,annealing_T=75_h=25,True
120.0,1505.39,197.52,103.225,2.90433,20.0,58.3,7.0,annealing_T=75_h=5,True
120.0,1502.84,198.21,105.96,2.65341,20.0,58.3,7.0,before_annealing,True
121.0,1502.1,864.27,62.7909,2.48835,20.0,58.3,7.0,annealing_T=100_h=5,True
121.0,1508.83,854.12,65.6179,2.51838,20.0,58.3,7.0,annealing_T=75_h=25,True
121.0,1508.62,861.04,253.906,3.91549,20.0,58.3,7.0,annealing_T=75_h=5,True
121.0,1504.2,861.79,249.897,3.83843,20.0,58.3,7.0,before_annealing,True
122.0,1530.96,764.37,17.6698,1.23641,20.0,58.3,7.0,annealing_T=100_h=5,True
122.0,1536.93,754.17,106.462,8.42818,20.0,58.3,7.0,annealing_T=75_h=25,True
122.0,1537.89,761.58,72.8673,2.37526,20.0,58.3,7.0,annealing_T=75_h=5,True
122.0,1533.39,762.16,136.992,3.33092,20.0,58.3,7.0,before_annealing,True
123.0,1532.14,137.57,86.8664,2.74302,20.0,58.3,7.0,annealing_T=100_h=5,True
123.0,1533.49,127.25,62.5094,2.54643,20.0,58.3,7.0,annealing_T=75_h=25,True
123.0,1537.39,134.2,167.288,3.46721,20.0,58.3,7.0,annealing_T=75_h=5,True
123.0,1534.95,135.07,225.163,3.81597,20.0,58.3,7.0,before_annealing,True
124.0,1533.17,405.62,57.5255,2.67103,20.0,58.3,7.0,annealing_T=100_h=5,True
124.0,1536.84,395.2,57.2368,2.86685,20.0,58.3,7.0,annealing_T=75_h=25,True
124.0,1539.39,402.31,83.1379,2.92376,20.0,58.3,7.0,annealing_T=75_h=5,True
124.0,1536.0,403.13,79.2631,3.04993,20.0,58.3,7.0,before_annealing,True
125.0,1543.48,710.03,1113.62,6.67067,20.0,58.3,7.0,annealing_T=100_h=5,True
125.0,1549.21,699.68,1226.83,9.34677,20.0,58.3,7.0,annealing_T=75_h=25,True
125.0,1550.13,706.66,786.316,5.2326,20.0,58.3,7.0,annealing_T=75_h=5,True
125.0,1546.03,707.67,797.955,5.77398,20.0,58.3,7.0,before_annealing,True
126.0,1554.27,208.45,266.43,4.54964,20.0,58.3,7.0,annealing_T=100_h=5,True
126.0,1556.22,198.01,1447.68,7.20211,20.0,58.3,7.0,annealing_T=75_h=25,True
126.0,1559.74,205.42,470.823,6.72365,20.0,58.3,7.0,annealing_T=75_h=5,True
126.0,1557.05,206.02,1262.31,7.81947,20.0,58.3,7.0,before_annealing,True
127.0,1569.84,682.3,24.904,2.3995,20.0,58.3,7.0,annealing_T=100_h=5,True
127.0,1575.61,671.5,21.2071,1.72095,20.0,58.3,7.0,annealing_T=75_h=25,True
127.0,1576.5,679.51,23.1492,2.00398,20.0,58.3,7.0,annealing_T=75_h=5,True
127.0,1572.35,680.45,29.3252,2.56102,20.0,58.3,7.0,before_annealing,True
128.0,1570.89,168.91,83.6687,2.45285,20.0,58.3,7.0,annealing_T=100_h=5,True
128.0,1572.26,158.46,176.221,3.50331,20.0,58.3,7.0,annealing_T=75_h=25,True
128.0,1576.27,165.56,191.659,4.00425,20.0,58.3,7.0,annealing_T=75_h=5,True
128.0,1573.62,166.47,168.579,3.21366,20.0,58.3,7.0,before_annealing,True
129.0,1580.12,925.79,834.741,5.80797,20.0,58.3,7.0,annealing_T=100_h=5,True
129.0,1587.59,915.21,794.818,5.73601,20.0,58.3,7.0,annealing_T=75_h=25,True
129.0,1587.0,922.45,1346.76,6.68923,20.0,58.3,7.0,annealing_T=75_h=5,True
129.0,1582.28,923.38,2402.39,7.47664,20.0,58.3,7.0,before_annealing,True
130.0,1582.32,651.26,65.2363,3.52905,20.0,58.3,7.0,annealing_T=100_h=5,True
130.0,1587.72,640.39,80.6057,2.3742,20.0,58.3,7.0,annealing_T=75_h=25,True
130.0,1588.75,647.69,71.3244,2.39763,20.0,58.3,7.0,annealing_T=75_h=5,True
130.0,1585.09,648.56,78.889,3.13615,20.0,58.3,7.0,before_annealing,True
131.0,1586.13,806.88,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
131.0,1586.13,806.88,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
131.0,1586.13,806.88,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
131.0,1586.13,806.88,25.8219,1.45916,20.0,58.3,7.0,before_annealing,True
132.0,1593.07,44.72,78.7322,2.60504,20.0,58.3,7.0,annealing_T=100_h=5,True
132.0,1593.77,33.99,55.911,6.58333,20.0,58.3,7.0,annealing_T=75_h=25,True
132.0,1598.6,41.46,84.2731,2.48456,20.0,58.3,7.0,annealing_T=75_h=5,True
132.0,1596.12,42.32,63.4739,2.61623,20.0,58.3,7.0,before_annealing,True
133.0,1594.31,203.74,46.8986,3.1845,20.0,58.3,7.0,annealing_T=100_h=5,True
133.0,1596.39,192.54,79.9967,3.14041,20.0,58.3,7.0,annealing_T=75_h=25,True
133.0,1600.13,199.81,111.747,3.4871,20.0,58.3,7.0,annealing_T=75_h=5,True
133.0,1597.15,200.8,91.8477,3.54222,20.0,58.3,7.0,before_annealing,True
134.0,1617.06,1043.76,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
134.0,1617.06,1043.76,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
134.0,1622.31,1043.1,24.1503,1.46757,20.0,58.3,7.0,annealing_T=75_h=5,True
134.0,1617.06,1043.76,20.2779,1.25248,20.0,58.3,7.0,before_annealing,True
135.0,1616.66,704.52,21.4244,2.08179,20.0,58.3,7.0,annealing_T=100_h=5,True
135.0,1618.09,702.5,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
135.0,1622.96,701.02,18.9106,1.55504,20.0,58.3,7.0,annealing_T=75_h=5,True
135.0,1618.09,702.5,21.2182,1.49824,20.0,58.3,7.0,before_annealing,True
136.0,1617.45,911.97,2261.06,9.09528,20.0,58.3,7.0,annealing_T=100_h=5,True
136.0,1624.71,900.98,2773.12,9.34993,20.0,58.3,7.0,annealing_T=75_h=25,True
136.0,1624.32,908.58,2421.37,9.05097,20.0,58.3,7.0,annealing_T=75_h=5,True
136.0,1619.74,909.7,2675.55,9.17874,20.0,58.3,7.0,before_annealing,True
137.0,1617.67,987.64,1326.45,6.71069,20.0,58.3,7.0,annealing_T=100_h=5,True
137.0,1625.46,976.84,1682.99,7.67231,20.0,58.3,7.0,annealing_T=75_h=25,True
137.0,1624.63,984.41,2017.78,7.65128,20.0,58.3,7.0,annealing_T=75_h=5,True
137.0,1619.87,985.52,3400.44,12.151,20.0,58.3,7.0,before_annealing,True
138.0,1643.48,880.11,839.875,5.73143,20.0,58.3,7.0,annealing_T=100_h=5,True
138.0,1650.58,869.03,923.239,6.196,20.0,58.3,7.0,annealing_T=75_h=25,True
138.0,1650.41,876.66,1322.13,7.44276,20.0,58.3,7.0,annealing_T=75_h=5,True
138.0,1645.97,877.86,1598.23,6.88521,20.0,58.3,7.0,before_annealing,True
139.0,1648.8,277.83,77.3319,3.37079,20.0,58.3,7.0,annealing_T=100_h=5,True
139.0,1651.04,266.72,61.3038,3.36458,20.0,58.3,7.0,annealing_T=75_h=25,True
139.0,1654.81,274.47,85.0833,3.78325,20.0,58.3,7.0,annealing_T=75_h=5,True
139.0,1651.66,275.53,66.9458,2.83561,20.0,58.3,7.0,before_annealing,True
140.0,1651.16,628.97,26.2304,2.25901,20.0,58.3,7.0,annealing_T=100_h=5,True
140.0,1656.51,617.62,95.5147,3.62497,20.0,58.3,7.0,annealing_T=75_h=25,True
140.0,1657.86,625.49,35.3567,1.86415,20.0,58.3,7.0,annealing_T=75_h=5,True
140.0,1653.94,626.37,30.2604,2.09188,20.0,58.3,7.0,before_annealing,True
141.0,1675.46,253.74,33.4464,2.36132,20.0,58.3,7.0,annealing_T=100_h=5,True
141.0,1677.77,241.88,33.1736,2.10678,20.0,58.3,7.0,annealing_T=75_h=25,True
141.0,1681.19,250.51,33.0521,1.83407,20.0,58.3,7.0,annealing_T=75_h=5,True
141.0,1677.68,251.51,25.6878,1.37041,20.0,58.3,7.0,before_annealing,True
142.0,1681.55,872.9,218.88,3.62178,20.0,58.3,7.0,annealing_T=100_h=5,True
142.0,1688.48,861.66,195.062,3.99402,20.0,58.3,7.0,annealing_T=75_h=25,True
142.0,1688.3,869.58,181.103,3.88167,20.0,58.3,7.0,annealing_T=75_h=5,True
142.0,1683.98,870.73,191.93,3.6078,20.0,58.3,7.0,before_annealing,True
143.0,1688.22,1025.29,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
143.0,1688.22,1025.29,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
143.0,1692.65,1024.47,34.3171,2.35182,20.0,58.3,7.0,annealing_T=75_h=5,True
143.0,1688.22,1025.29,41.1695,1.96295,20.0,58.3,7.0,before_annealing,True
144.0,1696.22,282.42,19.2052,2.0813,20.0,58.3,7.0,annealing_T=100_h=5,True
144.0,1698.11,270.56,26.3834,2.4031,20.0,58.3,7.0,annealing_T=75_h=25,True
144.0,1701.57,278.8,27.0068,2.14235,20.0,58.3,7.0,annealing_T=75_h=5,True
144.0,1698.91,280.05,25.6675,1.92512,20.0,58.3,7.0,before_annealing,True
145.0,1721.12,805.15,48.7536,2.09885,20.0,58.3,7.0,annealing_T=100_h=5,True
145.0,1727.89,793.55,138.994,2.83818,20.0,58.3,7.0,annealing_T=75_h=25,True
145.0,1727.77,801.94,93.5745,3.07631,20.0,58.3,7.0,annealing_T=75_h=5,True
145.0,1723.43,803.19,107.558,2.92828,20.0,58.3,7.0,before_annealing,True
146.0,1732.29,742.12,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
146.0,1737.35,732.91,92.8706,3.85047,20.0,58.3,7.0,annealing_T=75_h=25,True
146.0,1732.29,742.12,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
146.0,1732.29,742.12,95.3006,3.97606,20.0,58.3,7.0,before_annealing,True
147.0,1731.25,721.79,6985.71,12.4182,20.0,58.3,7.0,annealing_T=100_h=5,True
147.0,1737.11,709.92,11398.7,21.9837,20.0,58.3,7.0,annealing_T=75_h=25,True
147.0,1737.82,718.3,8228.58,13.9841,20.0,58.3,7.0,annealing_T=75_h=5,True
147.0,1733.76,719.54,12112.1,16.4913,20.0,58.3,7.0,before_annealing,True
148.0,1739.26,245.92,214.431,4.09387,20.0,58.3,7.0,annealing_T=100_h=5,True
148.0,1741.23,233.98,202.852,3.73156,20.0,58.3,7.0,annealing_T=75_h=25,True
148.0,1744.59,242.2,518.413,4.78839,20.0,58.3,7.0,annealing_T=75_h=5,True
148.0,1741.56,243.57,402.271,4.80243,20.0,58.3,7.0,before_annealing,True
