x,y,luminosity,error,T,v
574.84,853.64,478.629,6.26407,20.0,7.0
500.82,813.15,207.36,6.20638,20.0,7.0
1138.88,649.41,38.36,5.6603,20.0,7.0
370.72,506.72,109.779,5.66319,20.0,7.0
1402.55,474.6,54.0359,6.49767,20.0,7.0
297.16,458.04,22.7269,6.45001,20.0,7.0
1328.97,313.79,29.2091,5.978,20.0,7.0
1497.28,263.02,24.8879,5.60343,20.0,7.0
1205.53,225.4,-1.17757,6.34001,20.0,7.0
1078.76,182.4,116.904,5.97389,20.0,7.0
1808.82,174.94,56.0979,5.50945,20.0,7.0
683.7,69.55,56.7934,5.68797,20.0,7.0
844.9,69.81,17.4389,5.80511,20.0,7.0
