x,y,luminosity,error,T,v
574.84,853.64,528.987,6.37296,22.0,7.0
500.82,813.15,222.582,6.37888,22.0,7.0
1138.88,649.41,44.8146,5.78612,22.0,7.0
370.72,506.72,118.4,5.7534,22.0,7.0
1402.55,474.6,60.5313,6.71567,22.0,7.0
297.16,458.04,31.9477,6.46504,22.0,7.0
1328.97,313.79,27.9036,6.11239,22.0,7.0
1497.28,263.02,21.9633,5.85345,22.0,7.0
1205.53,225.4,6.27466,6.75978,22.0,7.0
1078.76,182.4,123.635,6.11321,22.0,7.0
1808.82,174.94,61.899,5.74307,22.0,7.0
683.7,69.55,71.9725,5.94619,22.0,7.0
844.9,69.81,15.172,6.08579,22.0,7.0
