x,y,luminosity,error,T,v
574.84,853.64,416.267,6.40071,18.0,7.0
500.82,813.15,175.419,6.22686,18.0,7.0
1138.88,649.41,29.1284,5.69405,18.0,7.0
370.72,506.72,96.544,5.7041,18.0,7.0
1402.55,474.6,49.463,6.68234,18.0,7.0
297.16,458.04,24.4534,6.49064,18.0,7.0
1328.97,313.79,15.8179,6.01411,18.0,7.0
1497.28,263.02,28.5282,5.61276,18.0,7.0
1205.53,225.4,7.07805,6.28815,18.0,7.0
1078.76,182.4,102.035,5.84897,18.0,7.0
1808.82,174.94,58.0594,5.54256,18.0,7.0
683.7,69.55,45.6496,5.81129,18.0,7.0
844.9,69.81,10.4066,5.92793,18.0,7.0
