ID_hotspot_globale,x,y,integration_radius,luminosity,error,T,v
0,67.66,809.37,22,44.035,1.10613,20.0,52.3
0,67.66,809.37,22,133.967,1.26697,20.0,53.3
0,67.66,809.37,22,276.283,1.49719,20.0,54.3
0,67.66,809.37,22,429.838,1.61973,20.0,55.3
0,67.66,809.37,22,648.484,1.81927,20.0,56.3
0,67.66,809.37,22,2544.02,28.8256,20.0,58.3
1,80.53,96.36,22,-6.7668,1.28616,20.0,52.3
1,80.53,96.36,22,6.18923,1.45135,20.0,53.3
1,80.53,96.36,22,17.089,1.71956,20.0,54.3
1,80.53,96.36,22,44.7547,1.62469,20.0,55.3
1,80.53,96.36,22,84.6515,1.68279,20.0,56.3
1,80.53,96.36,22,186.394,2.35426,20.0,58.3
2,94.67,355.08,22,-0.243095,1.26007,20.0,52.3
2,94.67,355.08,22,18.345,1.61685,20.0,53.3
2,94.67,355.08,22,61.7623,1.4617,20.0,54.3
2,94.67,355.08,22,130.8,1.56273,20.0,55.3
2,94.67,355.08,22,225.16,1.74599,20.0,56.3
2,94.67,355.08,22,427.189,2.46606,20.0,58.3
3,139.61,257.49,22,-3.1228,1.09397,20.0,52.3
3,139.61,257.49,22,16.7562,1.09658,20.0,53.3
3,139.61,257.49,22,25.8034,1.3843,20.0,54.3
3,139.61,257.49,22,46.0295,1.4205,20.0,55.3
3,139.61,257.49,22,58.3084,1.56615,20.0,56.3
3,139.61,257.49,22,119.753,1.80904,20.0,58.3
4,182.58,172.15,22,158.179,1.02197,20.0,52.3
4,182.58,172.15,22,633.179,1.06764,20.0,53.3
4,182.58,172.15,22,1523.23,1.51734,20.0,54.3
4,182.58,172.15,22,2901.82,2.05219,20.0,55.3
4,182.58,172.15,22,4907.42,3.30962,20.0,56.3
4,182.58,172.15,22,11922.4,7.96739,20.0,58.3
5,193.7,520.1,22,8.58177,1.08205,20.0,52.3
5,193.7,520.1,22,25.0101,1.15315,20.0,53.3
5,193.7,520.1,22,101.171,1.39429,20.0,54.3
5,193.7,520.1,22,178.536,1.27947,20.0,55.3
5,193.7,520.1,22,296.846,1.63627,20.0,56.3
5,193.7,520.1,22,728.146,2.20971,20.0,58.3
6,232.05,757.51,22,3.72753,1.15795,20.0,52.3
6,232.05,757.51,22,1.92618,1.36134,20.0,53.3
6,232.05,757.51,22,22.0973,1.42085,20.0,54.3
6,232.05,757.51,22,7.54272,1.53967,20.0,55.3
6,232.05,757.51,22,21.9688,1.78068,20.0,56.3
6,232.05,757.51,22,99.0934,2.08866,20.0,58.3
7,237.11,244.17,22,39.4979,0.932819,20.0,52.3
7,237.11,244.17,22,157.46,0.856478,20.0,53.3
7,237.11,244.17,22,306.32,1.09938,20.0,54.3
7,237.11,244.17,22,529.659,1.36771,20.0,55.3
7,237.11,244.17,22,811.926,1.89603,20.0,56.3
7,237.11,244.17,22,1921.89,4.2534,20.0,58.3
8,253.66,351.3,22,12.6054,0.991708,20.0,52.3
8,253.66,351.3,22,27.7084,1.24731,20.0,53.3
8,253.66,351.3,22,77.1672,1.48881,20.0,54.3
8,253.66,351.3,22,138.262,1.58199,20.0,55.3
8,253.66,351.3,22,216.225,1.70425,20.0,56.3
8,253.66,351.3,22,545.738,2.51281,20.0,58.3
9,336.26,288.35,22,6.70127,1.09894,20.0,52.3
9,336.26,288.35,22,13.9061,1.29346,20.0,53.3
9,336.26,288.35,22,18.8992,1.33767,20.0,54.3
9,336.26,288.35,22,54.8795,1.43796,20.0,55.3
9,336.26,288.35,22,66.3607,1.50332,20.0,56.3
9,336.26,288.35,22,113.838,1.79533,20.0,58.3
10,356.71,847.02,22,14.7976,0.976209,20.0,52.3
10,356.71,847.02,22,29.7527,1.23472,20.0,53.3
10,356.71,847.02,22,72.7296,1.19866,20.0,54.3
10,356.71,847.02,22,126.392,1.30323,20.0,55.3
10,356.71,847.02,22,233.443,1.43354,20.0,56.3
10,356.71,847.02,22,563.996,2.58019,20.0,58.3
11,375.07,369.64,22,4.65427,0.919667,20.0,52.3
11,375.07,369.64,22,-8.53001,0.890364,20.0,53.3
11,375.07,369.64,22,15.7906,0.991834,20.0,54.3
11,375.07,369.64,22,26.5716,1.12316,20.0,55.3
11,375.07,369.64,22,26.868,1.18465,20.0,56.3
11,375.07,369.64,22,77.0951,1.7106,20.0,58.3
12,415.86,948.67,22,19.8833,1.12319,20.0,52.3
12,415.86,948.67,22,46.1763,1.22802,20.0,53.3
12,415.86,948.67,22,85.0752,1.31747,20.0,54.3
12,415.86,948.67,22,134.576,1.52905,20.0,55.3
12,415.86,948.67,22,207.041,1.70505,20.0,56.3
12,415.86,948.67,22,390.905,2.2351,20.0,58.3
