ID_hotspot_globale,x,y,integration_radius,luminosity,error,T,v
0,67.66,809.37,10,42.4182,0.469877,20.0,52.3
0,67.66,809.37,10,137.193,0.479571,20.0,53.3
0,67.66,809.37,10,256.091,0.776227,20.0,54.3
0,67.66,809.37,10,414.386,0.914201,20.0,55.3
0,67.66,809.37,10,611.248,1.27482,20.0,56.3
0,67.66,809.37,10,2267.32,28.7652,20.0,58.3
1,80.53,96.36,10,4.51253,0.621091,20.0,52.3
1,80.53,96.36,10,14.6711,0.617892,20.0,53.3
1,80.53,96.36,10,28.4961,0.890984,20.0,54.3
1,80.53,96.36,10,54.2824,0.526592,20.0,55.3
1,80.53,96.36,10,88.988,0.779008,20.0,56.3
1,80.53,96.36,10,189.227,1.24067,20.0,58.3
2,94.67,355.08,10,-1.35909,0.621956,20.0,52.3
2,94.67,355.08,10,11.2447,0.844157,20.0,53.3
2,94.67,355.08,10,58.9715,0.683642,20.0,54.3
2,94.67,355.08,10,110.765,0.72979,20.0,55.3
2,94.67,355.08,10,180.885,0.976204,20.0,56.3
2,94.67,355.08,10,348.078,1.34289,20.0,58.3
3,139.61,257.49,10,4.09292,0.504072,20.0,52.3
3,139.61,257.49,10,12.3694,0.602813,20.0,53.3
3,139.61,257.49,10,26.6243,0.772751,20.0,54.3
3,139.61,257.49,10,41.3761,0.647356,20.0,55.3
3,139.61,257.49,10,57.9324,0.70083,20.0,56.3
3,139.61,257.49,10,100.491,0.839027,20.0,58.3
4,182.58,172.15,10,154.925,0.404647,20.0,52.3
4,182.58,172.15,10,605.068,0.494307,20.0,53.3
4,182.58,172.15,10,1439.88,0.91962,20.0,54.3
4,182.58,172.15,10,2713.69,1.76066,20.0,55.3
4,182.58,172.15,10,4525.75,3.0535,20.0,56.3
4,182.58,172.15,10,10566.0,7.70789,20.0,58.3
5,193.7,520.1,10,6.88295,0.523423,20.0,52.3
5,193.7,520.1,10,39.2221,0.466009,20.0,53.3
5,193.7,520.1,10,91.3722,0.663483,20.0,54.3
5,193.7,520.1,10,174.104,0.561197,20.0,55.3
5,193.7,520.1,10,287.447,0.884479,20.0,56.3
5,193.7,520.1,10,675.075,1.58947,20.0,58.3
6,232.05,757.51,10,2.1229,0.421181,20.0,52.3
6,232.05,757.51,10,2.33886,0.482899,20.0,53.3
6,232.05,757.51,10,14.8836,0.477714,20.0,54.3
6,232.05,757.51,10,19.6239,0.63824,20.0,55.3
6,232.05,757.51,10,36.1571,0.464641,20.0,56.3
6,232.05,757.51,10,92.2658,0.752908,20.0,58.3
7,237.11,244.17,10,40.6005,0.486154,20.0,52.3
7,237.11,244.17,10,151.579,0.443871,20.0,53.3
7,237.11,244.17,10,293.478,0.658371,20.0,54.3
7,237.11,244.17,10,496.243,0.896349,20.0,55.3
7,237.11,244.17,10,732.122,1.57164,20.0,56.3
7,237.11,244.17,10,1705.56,4.01595,20.0,58.3
8,253.66,351.3,10,10.1324,0.432933,20.0,52.3
8,253.66,351.3,10,27.3177,0.436437,20.0,53.3
8,253.66,351.3,10,72.4569,0.533129,20.0,54.3
8,253.66,351.3,10,126.233,0.64251,20.0,55.3
8,253.66,351.3,10,200.09,0.734048,20.0,56.3
8,253.66,351.3,10,460.973,1.37874,20.0,58.3
9,336.26,288.35,10,4.16358,0.393878,20.0,52.3
9,336.26,288.35,10,15.0614,0.432863,20.0,53.3
9,336.26,288.35,10,23.5161,0.494918,20.0,54.3
9,336.26,288.35,10,38.5195,0.745891,20.0,55.3
9,336.26,288.35,10,55.3295,0.683239,20.0,56.3
9,336.26,288.35,10,81.6093,0.760455,20.0,58.3
10,356.71,847.02,10,12.885,0.367762,20.0,52.3
10,356.71,847.02,10,32.7087,0.410617,20.0,53.3
10,356.71,847.02,10,74.7139,0.570346,20.0,54.3
10,356.71,847.02,10,127.65,0.610355,20.0,55.3
10,356.71,847.02,10,216.32,0.77522,20.0,56.3
10,356.71,847.02,10,493.915,2.1156,20.0,58.3
11,375.07,369.64,10,6.20939,0.366996,20.0,52.3
11,375.07,369.64,10,3.94872,0.374854,20.0,53.3
11,375.07,369.64,10,11.5749,0.418693,20.0,54.3
11,375.07,369.64,10,22.1038,0.413914,20.0,55.3
11,375.07,369.64,10,30.4327,0.589384,20.0,56.3
11,375.07,369.64,10,71.3655,0.762791,20.0,58.3
12,415.86,948.67,10,16.8912,0.439758,20.0,52.3
12,415.86,948.67,10,45.7207,0.610205,20.0,53.3
12,415.86,948.67,10,87.4804,0.599087,20.0,54.3
12,415.86,948.67,10,139.675,0.751258,20.0,55.3
12,415.86,948.67,10,198.836,0.826363,20.0,56.3
12,415.86,948.67,10,342.9,1.14529,20.0,58.3
13,417.73,550.01,10,1.396,0.589018,20.0,52.3
13,417.73,550.01,10,10.8824,0.688064,20.0,53.3
13,417.73,550.01,10,14.5785,0.721692,20.0,54.3
13,417.73,550.01,10,27.9488,0.884466,20.0,55.3
13,417.73,550.01,10,32.5077,0.682993,20.0,56.3
13,417.73,550.01,10,54.8818,1.03154,20.0,58.3
14,425.51,73.08,10,-3.43763,0.694618,20.0,52.3
