ID_hotspot_globale,x,y,integration_radius,luminosity,error,T,v
0,67.66,809.37,12,41.6786,0.535761,20.0,52.3
0,67.66,809.37,12,137.49,0.581858,20.0,53.3
0,67.66,809.37,12,260.111,0.904372,20.0,54.3
0,67.66,809.37,12,423.255,0.970951,20.0,55.3
0,67.66,809.37,12,628.381,1.30666,20.0,56.3
0,67.66,809.37,12,2355.96,28.7804,20.0,58.3
1,80.53,96.36,12,3.61695,0.701022,20.0,52.3
1,80.53,96.36,12,16.7527,0.80506,20.0,53.3
1,80.53,96.36,12,26.4462,1.0236,20.0,54.3
1,80.53,96.36,12,54.106,0.693069,20.0,55.3
1,80.53,96.36,12,88.9947,0.874664,20.0,56.3
1,80.53,96.36,12,191.921,1.37977,20.0,58.3
2,94.67,355.08,12,0.92711,0.736546,20.0,52.3
2,94.67,355.08,12,10.9036,0.958786,20.0,53.3
2,94.67,355.08,12,58.3229,0.782764,20.0,54.3
2,94.67,355.08,12,117.63,0.855556,20.0,55.3
2,94.67,355.08,12,190.705,1.08096,20.0,56.3
2,94.67,355.08,12,372.81,1.44175,20.0,58.3
3,139.61,257.49,12,4.48537,0.539856,20.0,52.3
3,139.61,257.49,12,12.753,0.65776,20.0,53.3
3,139.61,257.49,12,27.5196,0.824554,20.0,54.3
3,139.61,257.49,12,43.6657,0.741431,20.0,55.3
3,139.61,257.49,12,60.9386,0.747702,20.0,56.3
3,139.61,257.49,12,107.613,0.937476,20.0,58.3
4,182.58,172.15,12,155.299,0.544161,20.0,52.3
4,182.58,172.15,12,615.839,0.563414,20.0,53.3
4,182.58,172.15,12,1471.05,1.03447,20.0,54.3
4,182.58,172.15,12,2782.69,1.78339,20.0,55.3
4,182.58,172.15,12,4663.16,3.08899,20.0,56.3
4,182.58,172.15,12,11041.9,7.80193,20.0,58.3
5,193.7,520.1,12,6.33427,0.727724,20.0,52.3
5,193.7,520.1,12,38.4152,0.671745,20.0,53.3
5,193.7,520.1,12,91.1585,0.840418,20.0,54.3
5,193.7,520.1,12,178.504,0.718294,20.0,55.3
5,193.7,520.1,12,295.612,1.05434,20.0,56.3
5,193.7,520.1,12,707.535,1.73823,20.0,58.3
6,232.05,757.51,12,1.37246,0.541476,20.0,52.3
6,232.05,757.51,12,2.79563,0.591827,20.0,53.3
6,232.05,757.51,12,15.4705,0.579481,20.0,54.3
6,232.05,757.51,12,21.0121,0.726749,20.0,55.3
6,232.05,757.51,12,38.2196,0.702954,20.0,56.3
6,232.05,757.51,12,100.615,0.996054,20.0,58.3
7,237.11,244.17,12,41.4586,0.570323,20.0,52.3
7,237.11,244.17,12,156.003,0.534631,20.0,53.3
7,237.11,244.17,12,298.905,0.722751,20.0,54.3
7,237.11,244.17,12,509.583,1.011,20.0,55.3
7,237.11,244.17,12,755.589,1.64907,20.0,56.3
7,237.11,244.17,12,1775.71,4.06004,20.0,58.3
8,253.66,351.3,12,10.1115,0.473795,20.0,52.3
8,253.66,351.3,12,27.8565,0.60884,20.0,53.3
8,253.66,351.3,12,76.5403,0.574881,20.0,54.3
8,253.66,351.3,12,131.028,0.708988,20.0,55.3
8,253.66,351.3,12,207.011,0.886859,20.0,56.3
8,253.66,351.3,12,483.806,1.49868,20.0,58.3
9,336.26,288.35,12,4.78717,0.577212,20.0,52.3
9,336.26,288.35,12,13.9698,0.530257,20.0,53.3
9,336.26,288.35,12,23.5015,0.749505,20.0,54.3
9,336.26,288.35,12,41.1098,0.84455,20.0,55.3
9,336.26,288.35,12,56.7742,0.815667,20.0,56.3
9,336.26,288.35,12,87.924,1.11194,20.0,58.3
10,356.71,847.02,12,12.6579,0.478176,20.0,52.3
10,356.71,847.02,12,32.4156,0.590054,20.0,53.3
10,356.71,847.02,12,77.5962,0.66393,20.0,54.3
10,356.71,847.02,12,128.911,0.705798,20.0,55.3
10,356.71,847.02,12,223.554,0.862196,20.0,56.3
10,356.71,847.02,12,515.011,2.1634,20.0,58.3
11,375.07,369.64,12,7.67273,0.381617,20.0,52.3
11,375.07,369.64,12,3.1249,0.452204,20.0,53.3
11,375.07,369.64,12,9.65074,0.449103,20.0,54.3
11,375.07,369.64,12,21.8297,0.48791,20.0,55.3
11,375.07,369.64,12,30.126,0.645278,20.0,56.3
11,375.07,369.64,12,72.2197,0.82037,20.0,58.3
12,415.86,948.67,12,18.0466,0.624614,20.0,52.3
12,415.86,948.67,12,48.6996,0.746266,20.0,53.3
12,415.86,948.67,12,86.9667,0.823011,20.0,54.3
12,415.86,948.67,12,140.824,0.947162,20.0,55.3
12,415.86,948.67,12,203.391,1.00484,20.0,56.3
12,415.86,948.67,12,358.698,1.47232,20.0,58.3
13,417.73,550.01,12,0.589999,0.602334,20.0,52.3
13,417.73,550.01,12,12.256,0.855685,20.0,53.3
13,417.73,550.01,12,13.8251,0.9418,20.0,54.3
13,417.73,550.01,12,29.4902,1.06017,20.0,55.3
13,417.73,550.01,12,32.2931,0.751657,20.0,56.3
13,417.73,550.01,12,56.2991,1.15767,20.0,58.3
14,425.51,73.08,12,-6.04798,0.760266,20.0,52.3
14,425.51,73.08,12,9.91057,0.667623,20.0,53.3
14,425.51,73.08,12,33.4207,0.766607,20.0,54.3
14,425.51,73.08,12,76.3602,0.881622,20.0,55.3
14,425.51,73.08,12,125.819,0.835099,20.0,56.3
14,425.51,73.08,12,255.658,1.38481,20.0,58.3
15,429.64,486.98,12,63.2854,0.445999,20.0,52.3
15,429.64,486.98,12,203.977,0.566061,20.0,53.3
15,429.64,486.98,12,445.743,0.783416,20.0,54.3
15,429.64,486.98,12,767.714,0.896206,20.0,55.3
15,429.64,486.98,12,1202.19,1.39728,20.0,56.3
15,429.64,486.98,12,2410.0,3.28507,20.0,58.3
16,503.3,998.64,12,8.34747,0.882707,20.0,52.3
16,503.3,998.64,12,13.8641,0.842639,20.0,53.3
16,503.3,998.64,12,37.3001,0.833212,20.0,54.3
16,503.3,998.64,12,55.2233,0.841043,20.0,55.3
16,503.3,998.64,12,68.8518,1.02235,20.0,56.3
16,503.3,998.64,12,126.145,1.27525,20.0,58.3
17,596.49,528.05,12,1.7128,0.654594,20.0,52.3
17,596.49,528.05,12,0.976446,0.718759,20.0,53.3
17,596.49,528.05,12,5.41558,0.752082,20.0,54.3
17,596.49,528.05,12,27.0314,0.917313,20.0,55.3
17,596.49,528.05,12,42.226,0.82848,20.0,56.3
17,596.49,528.05,12,102.617,1.13172,20.0,58.3
18,610.17,336.26,12,6.79586,0.57633,20.0,52.3
18,610.17,336.26,12,8.41686,0.645846,20.0,53.3
18,610.17,336.26,12,11.3935,0.743638,20.0,54.3
18,610.17,336.26,12,22.0042,0.813361,20.0,55.3
18,610.17,336.26,12,40.8591,0.830805,20.0,56.3
18,610.17,336.26,12,51.4492,1.0382,20.0,58.3
19,649.51,440.37,12,9.42265,0.460141,20.0,52.3
19,649.51,440.37,12,38.5558,0.629435,20.0,53.3
19,649.51,440.37,12,71.1157,0.557372,20.0,54.3
19,649.51,440.37,12,111.345,0.711394,20.0,55.3
19,649.51,440.37,12,143.958,0.703319,20.0,56.3
19,649.51,440.37,12,252.498,1.11011,20.0,58.3
20,649.81,574.03,12,24.5846,0.65331,20.0,52.3
20,649.81,574.03,12,144.426,0.539508,20.0,53.3
20,649.81,574.03,12,416.668,0.725686,20.0,54.3
20,649.81,574.03,12,809.59,1.15567,20.0,55.3
20,649.81,574.03,12,1359.49,1.74054,20.0,56.3
20,649.81,574.03,12,2914.39,3.56635,20.0,58.3
21,660.74,688.47,12,3.20277,0.473735,20.0,52.3
21,660.74,688.47,12,16.3486,0.476387,20.0,53.3
21,660.74,688.47,12,37.6281,0.589387,20.0,54.3
21,660.74,688.47,12,57.9218,0.63695,20.0,55.3
21,660.74,688.47,12,97.1325,0.588456,20.0,56.3
21,660.74,688.47,12,228.874,0.964902,20.0,58.3
22,700.4,366.42,12,1.7619,0.538857,20.0,52.3
22,700.4,366.42,12,4.56342,0.563139,20.0,53.3
22,700.4,366.42,12,11.3706,0.633788,20.0,54.3
22,700.4,366.42,12,23.7898,0.789565,20.0,55.3
22,700.4,366.42,12,32.7897,0.671507,20.0,56.3
22,700.4,366.42,12,74.211,1.0259,20.0,58.3
23,808.07,587.39,12,23.5126,0.73852,20.0,52.3
23,808.07,587.39,12,86.0889,0.680284,20.0,53.3
23,808.07,587.39,12,175.072,0.800402,20.0,54.3
23,808.07,587.39,12,273.897,1.01271,20.0,55.3
23,808.07,587.39,12,400.008,1.3461,20.0,56.3
23,808.07,587.39,12,681.004,2.85164,20.0,58.3
24,816.52,315.2,12,0.340955,0.446224,20.0,52.3
24,816.52,315.2,12,14.0859,0.510587,20.0,53.3
24,816.52,315.2,12,30.8127,0.678881,20.0,54.3
24,816.52,315.2,12,40.3211,0.70038,20.0,55.3
24,816.52,315.2,12,69.899,0.961879,20.0,56.3
24,816.52,315.2,12,143.445,0.967511,20.0,58.3
25,868.58,1007.51,12,14.2416,0.597884,20.0,52.3
25,868.58,1007.51,12,26.7695,0.608843,20.0,53.3
25,868.58,1007.51,12,53.1041,0.690744,20.0,54.3
25,868.58,1007.51,12,90.8859,0.770149,20.0,55.3
25,868.58,1007.51,12,443.767,8.55015,20.0,56.3
25,868.58,1007.51,12,2779.99,13.9337,20.0,58.3
26,1006.97,123.09,12,0.801983,0.622085,20.0,52.3
26,1006.97,123.09,12,14.9934,0.671373,20.0,53.3
26,1006.97,123.09,12,21.1648,0.970025,20.0,54.3
26,1006.97,123.09,12,37.7755,0.921061,20.0,55.3
26,1006.97,123.09,12,47.7012,0.8431,20.0,56.3
26,1006.97,123.09,12,77.818,0.983487,20.0,58.3
27,1048.38,957.19,12,19.0217,0.657035,20.0,52.3
27,1048.38,957.19,12,59.4752,0.804847,20.0,53.3
27,1048.38,957.19,12,116.707,0.821297,20.0,54.3
27,1048.38,957.19,12,184.146,0.967465,20.0,55.3
27,1048.38,957.19,12,252.27,1.22864,20.0,56.3
27,1048.38,957.19,12,464.549,1.59117,20.0,58.3
28,1051.56,804.3,12,4.71097,0.384754,20.0,52.3
28,1051.56,804.3,12,6.4785,0.679773,20.0,53.3
28,1051.56,804.3,12,22.5089,0.604807,20.0,54.3
28,1051.56,804.3,12,45.231,0.67011,20.0,55.3
28,1051.56,804.3,12,71.9134,0.710511,20.0,56.3
28,1051.56,804.3,12,160.919,1.07087,20.0,58.3
29,1068.22,234.4,12,-0.385075,0.519947,20.0,52.3
29,1068.22,234.4,12,6.57503,0.553826,20.0,53.3
29,1068.22,234.4,12,9.7619,0.371021,20.0,54.3
29,1068.22,234.4,12,25.7638,0.77956,20.0,55.3
29,1068.22,234.4,12,27.5649,0.74142,20.0,56.3
29,1068.22,234.4,12,61.9574,0.904653,20.0,58.3
30,1088.03,910.16,12,12.8289,0.596933,20.0,52.3
30,1088.03,910.16,12,41.0741,0.482199,20.0,53.3
30,1088.03,910.16,12,73.6306,0.594269,20.0,54.3
30,1088.03,910.16,12,95.133,0.804142,20.0,55.3
30,1088.03,910.16,12,138.075,0.997322,20.0,56.3
30,1088.03,910.16,12,235.645,1.14055,20.0,58.3
31,1088.97,687.67,12,8.84982,0.539877,20.0,52.3
31,1088.97,687.67,12,16.8524,0.551365,20.0,53.3
31,1088.97,687.67,12,36.3658,0.587358,20.0,54.3
31,1088.97,687.67,12,63.7939,0.493438,20.0,55.3
31,1088.97,687.67,12,99.4985,0.734479,20.0,56.3
31,1088.97,687.67,12,254.531,0.941078,20.0,58.3
32,1148.98,429.02,12,10.4763,0.522853,20.0,52.3
32,1148.98,429.02,12,23.064,0.583884,20.0,53.3
32,1148.98,429.02,12,35.8816,0.616655,20.0,54.3
32,1148.98,429.02,12,55.6638,0.582991,20.0,55.3
32,1148.98,429.02,12,74.1345,0.732146,20.0,56.3
32,1148.98,429.02,12,111.291,0.80461,20.0,58.3
33,1169.51,239.78,12,244.798,0.633742,20.0,52.3
33,1169.51,239.78,12,731.414,0.620096,20.0,53.3
33,1169.51,239.78,12,1400.34,1.16943,20.0,54.3
33,1169.51,239.78,12,2196.4,1.67406,20.0,55.3
33,1169.51,239.78,12,3122.19,2.47472,20.0,56.3
33,1169.51,239.78,12,5494.51,5.16923,20.0,58.3
34,1176.84,929.62,12,5.80635,0.67532,20.0,52.3
34,1176.84,929.62,12,6.91798,0.527848,20.0,53.3
34,1176.84,929.62,12,27.7582,0.696655,20.0,54.3
34,1176.84,929.62,12,41.508,0.727235,20.0,55.3
34,1176.84,929.62,12,81.5183,0.97101,20.0,56.3
34,1176.84,929.62,12,178.327,1.33514,20.0,58.3
35,1180.5,593.5,12,2.81657,0.491789,20.0,52.3
35,1180.5,593.5,12,5.61793,0.729435,20.0,53.3
35,1180.5,593.5,12,12.432,0.804809,20.0,54.3
35,1180.5,593.5,12,29.1163,0.738246,20.0,55.3
35,1180.5,593.5,12,39.9027,0.860272,20.0,56.3
35,1180.5,593.5,12,107.593,1.09229,20.0,58.3
36,1227.88,667.09,12,13.2247,0.463592,20.0,52.3
36,1227.88,667.09,12,28.068,0.626908,20.0,53.3
36,1227.88,667.09,12,74.2781,0.648276,20.0,54.3
36,1227.88,667.09,12,126.898,0.879503,20.0,55.3
36,1227.88,667.09,12,180.103,0.972734,20.0,56.3
36,1227.88,667.09,12,298.759,1.34592,20.0,58.3
37,1241.42,154.52,12,-1.13266,0.555548,20.0,52.3
37,1241.42,154.52,12,6.96669,0.62247,20.0,53.3
37,1241.42,154.52,12,18.2874,0.653356,20.0,54.3
37,1241.42,154.52,12,37.5463,0.590006,20.0,55.3
37,1241.42,154.52,12,56.5948,0.648184,20.0,56.3
37,1241.42,154.52,12,105.009,1.01982,20.0,58.3
38,1244.61,484.28,12,20.988,0.489802,20.0,52.3
38,1244.61,484.28,12,60.5857,0.360769,20.0,53.3
38,1244.61,484.28,12,108.75,0.392411,20.0,54.3
38,1244.61,484.28,12,153.363,0.590579,20.0,55.3
38,1244.61,484.28,12,238.108,0.544946,20.0,56.3
38,1244.61,484.28,12,389.556,1.13172,20.0,58.3
39,1254.69,595.79,12,2.87017,0.509135,20.0,52.3
39,1254.69,595.79,12,7.94558,0.600302,20.0,53.3
39,1254.69,595.79,12,15.6425,0.727696,20.0,54.3
39,1254.69,595.79,12,27.6838,0.631906,20.0,55.3
39,1254.69,595.79,12,52.9308,0.818505,20.0,56.3
39,1254.69,595.79,12,108.564,0.967228,20.0,58.3
40,1254.77,232.77,12,5.28026,0.286395,20.0,52.3
40,1254.77,232.77,12,9.90458,0.465513,20.0,53.3
40,1254.77,232.77,12,14.6301,0.481692,20.0,54.3
40,1254.77,232.77,12,23.9576,0.489577,20.0,55.3
40,1254.77,232.77,12,39.7135,0.619752,20.0,56.3
40,1254.77,232.77,12,62.4374,0.717317,20.0,58.3
41,1266.86,413.2,12,6.06663,0.387339,20.0,52.3
41,1266.86,413.2,12,10.4163,0.475922,20.0,53.3
41,1266.86,413.2,12,18.4852,0.40475,20.0,54.3
41,1266.86,413.2,12,23.8984,0.509895,20.0,55.3
41,1266.86,413.2,12,35.1341,0.616003,20.0,56.3
41,1266.86,413.2,12,59.2613,0.84717,20.0,58.3
42,1287.8,874.2,12,8.92458,0.435584,20.0,52.3
42,1287.8,874.2,12,14.093,0.354909,20.0,53.3
42,1287.8,874.2,12,31.8195,0.525489,20.0,54.3
42,1287.8,874.2,12,42.0502,0.351507,20.0,55.3
42,1287.8,874.2,12,56.4259,0.766405,20.0,56.3
