ID_hotspot_globale,x,y,integration_radius,luminosity,error,T,v
0,67.66,809.37,13,41.5374,0.624729,20.0,52.3
0,67.66,809.37,13,138.114,0.683438,20.0,53.3
0,67.66,809.37,13,263.402,1.01633,20.0,54.3
0,67.66,809.37,13,426.177,1.07981,20.0,55.3
0,67.66,809.37,13,633.953,1.38992,20.0,56.3
0,67.66,809.37,13,2388.39,28.7868,20.0,58.3
1,80.53,96.36,13,2.85934,0.773396,20.0,52.3
1,80.53,96.36,13,14.8124,0.923513,20.0,53.3
1,80.53,96.36,13,25.5842,1.10648,20.0,54.3
1,80.53,96.36,13,53.9151,0.829447,20.0,55.3
1,80.53,96.36,13,88.0437,1.03159,20.0,56.3
1,80.53,96.36,13,192.555,1.53803,20.0,58.3
2,94.67,355.08,13,2.02886,0.749242,20.0,52.3
2,94.67,355.08,13,12.5147,1.00831,20.0,53.3
2,94.67,355.08,13,57.2785,0.808599,20.0,54.3
2,94.67,355.08,13,119.644,0.923229,20.0,55.3
2,94.67,355.08,13,195.653,1.13658,20.0,56.3
2,94.67,355.08,13,384.202,1.52122,20.0,58.3
3,139.61,257.49,13,4.43912,0.55588,20.0,52.3
3,139.61,257.49,13,13.0313,0.706081,20.0,53.3
3,139.61,257.49,13,28.3048,0.871548,20.0,54.3
3,139.61,257.49,13,43.9793,0.819932,20.0,55.3
3,139.61,257.49,13,61.1902,0.842128,20.0,56.3
3,139.61,257.49,13,111.47,0.996721,20.0,58.3
4,182.58,172.15,13,156.36,0.642025,20.0,52.3
4,182.58,172.15,13,618.81,0.605959,20.0,53.3
4,182.58,172.15,13,1482.4,1.09292,20.0,54.3
4,182.58,172.15,13,2804.42,1.79461,20.0,55.3
4,182.58,172.15,13,4705.89,3.10017,20.0,56.3
4,182.58,172.15,13,11198.7,7.82675,20.0,58.3
5,193.7,520.1,13,6.40945,0.754463,20.0,52.3
5,193.7,520.1,13,37.7315,0.729603,20.0,53.3
5,193.7,520.1,13,91.4337,0.887671,20.0,54.3
5,193.7,520.1,13,179.827,0.783771,20.0,55.3
