ID_hotspot_globale,x,y,integration_radius,luminosity,error,T,v
0,67.66,809.37,25,44.7885,1.29215,20.0,52.3
0,67.66,809.37,25,132.956,1.43693,20.0,53.3
0,67.66,809.37,25,280.353,1.71357,20.0,54.3
0,67.66,809.37,25,426.445,1.82421,20.0,55.3
0,67.66,809.37,25,648.328,2.05428,20.0,56.3
0,67.66,809.37,25,2561.74,28.8442,20.0,58.3
1,80.53,96.36,25,-13.054,1.50459,20.0,52.3
1,80.53,96.36,25,4.4244,1.59829,20.0,53.3
1,80.53,96.36,25,7.55408,1.87446,20.0,54.3
1,80.53,96.36,25,41.6201,1.88437,20.0,55.3
1,80.53,96.36,25,79.6872,1.93767,20.0,56.3
1,80.53,96.36,25,175.981,2.66771,20.0,58.3
2,94.67,355.08,25,2.73382,1.49482,20.0,52.3
2,94.67,355.08,25,24.978,1.87059,20.0,53.3
2,94.67,355.08,25,63.9659,1.82673,20.0,54.3
2,94.67,355.08,25,134.786,1.93908,20.0,55.3
2,94.67,355.08,25,227.692,2.23242,20.0,56.3
2,94.67,355.08,25,433.214,2.88816,20.0,58.3
3,139.61,257.49,25,-3.31327,1.21636,20.0,52.3
3,139.61,257.49,25,17.4035,1.25639,20.0,53.3
3,139.61,257.49,25,23.5261,1.51466,20.0,54.3
3,139.61,257.49,25,50.3847,1.60295,20.0,55.3
3,139.61,257.49,25,63.4808,1.8181,20.0,56.3
3,139.61,257.49,25,120.562,2.06939,20.0,58.3
4,182.58,172.15,25,158.154,1.14558,20.0,52.3
4,182.58,172.15,25,631.954,1.1945,20.0,53.3
4,182.58,172.15,25,1525.43,1.62746,20.0,54.3
4,182.58,172.15,25,2919.94,2.15461,20.0,55.3
4,182.58,172.15,25,4942.76,3.39072,20.0,56.3
4,182.58,172.15,25,12068.5,8.02198,20.0,58.3
5,193.7,520.1,25,8.11677,1.18583,20.0,52.3
5,193.7,520.1,25,22.3482,1.32062,20.0,53.3
5,193.7,520.1,25,97.3743,1.55642,20.0,54.3
5,193.7,520.1,25,175.015,1.49855,20.0,55.3
5,193.7,520.1,25,289.394,1.82519,20.0,56.3
5,193.7,520.1,25,720.499,2.45571,20.0,58.3
6,232.05,757.51,25,-1.02831,1.28888,20.0,52.3
6,232.05,757.51,25,3.52452,1.59713,20.0,53.3
6,232.05,757.51,25,19.5743,1.67615,20.0,54.3
6,232.05,757.51,25,3.27147,1.8183,20.0,55.3
6,232.05,757.51,25,10.9554,2.06128,20.0,56.3
6,232.05,757.51,25,91.1569,2.39431,20.0,58.3
7,237.11,244.17,25,35.8236,1.02407,20.0,52.3
7,237.11,244.17,25,158.961,0.989128,20.0,53.3
7,237.11,244.17,25,310.25,1.27187,20.0,54.3
7,237.11,244.17,25,532.299,1.54458,20.0,55.3
7,237.11,244.17,25,818.425,2.01671,20.0,56.3
7,237.11,244.17,25,1941.1,4.31164,20.0,58.3
8,253.66,351.3,25,11.978,1.12661,20.0,52.3
8,253.66,351.3,25,32.2957,1.39423,20.0,53.3
8,253.66,351.3,25,81.0235,1.62119,20.0,54.3
8,253.66,351.3,25,139.863,1.69776,20.0,55.3
8,253.66,351.3,25,214.44,1.90169,20.0,56.3
8,253.66,351.3,25,558.642,2.64808,20.0,58.3
9,336.26,288.35,25,3.79194,1.24027,20.0,52.3
9,336.26,288.35,25,8.95721,1.42447,20.0,53.3
9,336.26,288.35,25,21.0441,1.52701,20.0,54.3
9,336.26,288.35,25,52.5187,1.64786,20.0,55.3
9,336.26,288.35,25,64.7333,1.76117,20.0,56.3
9,336.26,288.35,25,111.84,2.15093,20.0,58.3
10,356.71,847.02,25,13.7987,1.04292,20.0,52.3
10,356.71,847.02,25,27.407,1.30784,20.0,53.3
10,356.71,847.02,25,76.0757,1.30097,20.0,54.3
10,356.71,847.02,25,121.623,1.37979,20.0,55.3
10,356.71,847.02,25,230.403,1.47825,20.0,56.3
10,356.71,847.02,25,572.375,2.67662,20.0,58.3
11,375.07,369.64,25,3.7781,1.07441,20.0,52.3
11,375.07,369.64,25,-12.2429,1.06887,20.0,53.3
11,375.07,369.64,25,16.0506,1.18831,20.0,54.3
11,375.07,369.64,25,28.7719,1.3567,20.0,55.3
11,375.07,369.64,25,30.1447,1.36413,20.0,56.3
11,375.07,369.64,25,70.0982,1.96073,20.0,58.3
12,415.86,948.67,25,22.2243,1.24338,20.0,52.3
12,415.86,948.67,25,45.4568,1.35713,20.0,53.3
12,415.86,948.67,25,85.3987,1.42473,20.0,54.3
12,415.86,948.67,25,133.429,1.65264,20.0,55.3
12,415.86,948.67,25,209.381,1.8037,20.0,56.3
12,415.86,948.67,25,385.823,2.37454,20.0,58.3
13,417.73,550.01,25,7.00786,1.25544,20.0,52.3
13,417.73,550.01,25,18.7856,1.52702,20.0,53.3
13,417.73,550.01,25,17.5325,1.59778,20.0,54.3
13,417.73,550.01,25,13.9744,1.81615,20.0,55.3
13,417.73,550.01,25,26.5866,1.86104,20.0,56.3
13,417.73,550.01,25,39.8153,2.08995,20.0,58.3
14,425.51,73.08,25,-15.1155,1.31361,20.0,52.3
14,425.51,73.08,25,13.1603,1.31895,20.0,53.3
14,425.51,73.08,25,28.6428,1.43749,20.0,54.3
14,425.51,73.08,25,84.6489,1.59872,20.0,55.3
14,425.51,73.08,25,136.024,1.754,20.0,56.3
14,425.51,73.08,25,284.4,2.31597,20.0,58.3
15,429.64,486.98,25,56.9396,0.913517,20.0,52.3
15,429.64,486.98,25,202.004,1.01354,20.0,53.3
15,429.64,486.98,25,460.102,1.26625,20.0,54.3
15,429.64,486.98,25,799.229,1.34998,20.0,55.3
15,429.64,486.98,25,1257.5,1.80668,20.0,56.3
15,429.64,486.98,25,2633.65,3.62285,20.0,58.3
16,503.3,998.64,25,21.5796,1.52051,20.0,52.3
16,503.3,998.64,25,10.1498,1.62414,20.0,53.3
16,503.3,998.64,25,47.1999,1.80424,20.0,54.3
16,503.3,998.64,25,40.7735,1.92827,20.0,55.3
16,503.3,998.64,25,41.7264,2.07498,20.0,56.3
16,503.3,998.64,25,108.643,2.62576,20.0,58.3
17,596.49,528.05,25,9.98799,1.33833,20.0,52.3
17,596.49,528.05,25,3.78527,1.33611,20.0,53.3
17,596.49,528.05,25,8.82392,1.56147,20.0,54.3
17,596.49,528.05,25,28.5982,1.70827,20.0,55.3
17,596.49,528.05,25,31.5867,1.71465,20.0,56.3
17,596.49,528.05,25,118.92,2.14168,20.0,58.3
18,610.17,336.26,25,7.69546,1.36872,20.0,52.3
18,610.17,336.26,25,0.125929,1.2802,20.0,53.3
18,610.17,336.26,25,2.38366,1.75972,20.0,54.3
18,610.17,336.26,25,27.9903,1.67198,20.0,55.3
18,610.17,336.26,25,54.0463,1.89133,20.0,56.3
18,610.17,336.26,25,47.5152,2.20911,20.0,58.3
19,649.51,440.37,25,6.81632,0.93909,20.0,52.3
19,649.51,440.37,25,37.5251,1.09941,20.0,53.3
19,649.51,440.37,25,62.5792,1.17981,20.0,54.3
19,649.51,440.37,25,120.685,1.40026,20.0,55.3
19,649.51,440.37,25,147.06,1.45135,20.0,56.3
19,649.51,440.37,25,262.399,1.80092,20.0,58.3
20,649.81,574.03,25,21.9564,1.03481,20.0,52.3
20,649.81,574.03,25,147.623,1.11982,20.0,53.3
20,649.81,574.03,25,431.792,1.31993,20.0,54.3
20,649.81,574.03,25,857.448,1.60311,20.0,55.3
20,649.81,574.03,25,1481.55,2.11135,20.0,56.3
20,649.81,574.03,25,3358.75,3.92541,20.0,58.3
21,660.74,688.47,25,14.3986,0.967141,20.0,52.3
21,660.74,688.47,25,26.2447,1.05323,20.0,53.3
21,660.74,688.47,25,32.1833,1.29688,20.0,54.3
21,660.74,688.47,25,60.5715,1.28372,20.0,55.3
21,660.74,688.47,25,96.5679,1.35465,20.0,56.3
21,660.74,688.47,25,226.076,1.69281,20.0,58.3
22,700.4,366.42,25,-7.17901,1.30142,20.0,52.3
22,700.4,366.42,25,14.6949,1.35628,20.0,53.3
22,700.4,366.42,25,8.21633,1.52605,20.0,54.3
22,700.4,366.42,25,21.5122,1.47555,20.0,55.3
22,700.4,366.42,25,29.8042,1.75087,20.0,56.3
22,700.4,366.42,25,58.3621,2.1178,20.0,58.3
23,808.07,587.39,25,20.0495,1.28098,20.0,52.3
23,808.07,587.39,25,82.226,1.32173,20.0,53.3
23,808.07,587.39,25,180.762,1.58155,20.0,54.3
23,808.07,587.39,25,281.028,1.79455,20.0,55.3
23,808.07,587.39,25,433.697,1.98146,20.0,56.3
23,808.07,587.39,25,784.677,3.36444,20.0,58.3
24,816.52,315.2,25,-0.204186,1.38625,20.0,52.3
24,816.52,315.2,25,5.59934,1.44837,20.0,53.3
24,816.52,315.2,25,22.9343,1.70011,20.0,54.3
24,816.52,315.2,25,30.8659,1.95474,20.0,55.3
24,816.52,315.2,25,59.9729,2.11916,20.0,56.3
24,816.52,315.2,25,112.91,2.43531,20.0,58.3
25,868.58,1007.51,25,15.42,1.1161,20.0,52.3
25,868.58,1007.51,25,27.2151,1.2357,20.0,53.3
25,868.58,1007.51,25,38.4059,1.28619,20.0,54.3
25,868.58,1007.51,25,82.4602,1.47672,20.0,55.3
25,868.58,1007.51,25,439.029,8.66041,20.0,56.3
25,868.58,1007.51,25,3021.55,14.0691,20.0,58.3
26,1006.97,123.09,25,-9.12311,1.30678,20.0,52.3
26,1006.97,123.09,25,13.3899,1.50159,20.0,53.3
26,1006.97,123.09,25,21.3151,1.75154,20.0,54.3
26,1006.97,123.09,25,34.576,1.74222,20.0,55.3
26,1006.97,123.09,25,42.5531,2.04712,20.0,56.3
26,1006.97,123.09,25,85.4861,2.38262,20.0,58.3
27,1048.38,957.19,25,17.4721,1.26111,20.0,52.3
27,1048.38,957.19,25,67.448,1.4575,20.0,53.3
27,1048.38,957.19,25,119.019,1.44578,20.0,54.3
27,1048.38,957.19,25,182.003,1.79828,20.0,55.3
27,1048.38,957.19,25,237.65,1.99985,20.0,56.3
27,1048.38,957.19,25,474.886,2.52164,20.0,58.3
28,1051.56,804.3,25,11.3883,0.967815,20.0,52.3
28,1051.56,804.3,25,-2.50457,1.12523,20.0,53.3
28,1051.56,804.3,25,17.225,1.35044,20.0,54.3
28,1051.56,804.3,25,23.7798,1.35744,20.0,55.3
28,1051.56,804.3,25,63.8267,1.41307,20.0,56.3
28,1051.56,804.3,25,129.493,1.97671,20.0,58.3
29,1068.22,234.4,25,-4.63169,0.951395,20.0,52.3
29,1068.22,234.4,25,-0.469484,1.05253,20.0,53.3
29,1068.22,234.4,25,-6.9596,0.992894,20.0,54.3
29,1068.22,234.4,25,15.1477,1.22826,20.0,55.3
29,1068.22,234.4,25,10.9175,1.33455,20.0,56.3
29,1068.22,234.4,25,30.7542,1.60506,20.0,58.3
30,1088.03,910.16,25,18.9851,1.10155,20.0,52.3
30,1088.03,910.16,25,46.0757,1.27231,20.0,53.3
30,1088.03,910.16,25,72.7459,1.28254,20.0,54.3
30,1088.03,910.16,25,95.7855,1.56093,20.0,55.3
30,1088.03,910.16,25,128.799,1.69302,20.0,56.3
30,1088.03,910.16,25,233.771,2.04095,20.0,58.3
31,1088.97,687.67,25,4.56988,0.928772,20.0,52.3
31,1088.97,687.67,25,12.5867,1.0622,20.0,53.3
31,1088.97,687.67,25,26.9973,1.01175,20.0,54.3
31,1088.97,687.67,25,65.3926,1.05568,20.0,55.3
31,1088.97,687.67,25,101.962,1.25856,20.0,56.3
31,1088.97,687.67,25,259.523,1.56576,20.0,58.3
32,1148.98,429.02,25,1.8379,0.976126,20.0,52.3
32,1148.98,429.02,25,28.8842,1.08372,20.0,53.3
32,1148.98,429.02,25,39.036,1.21486,20.0,54.3
32,1148.98,429.02,25,59.174,1.16933,20.0,55.3
32,1148.98,429.02,25,79.7525,1.42126,20.0,56.3
32,1148.98,429.02,25,106.849,1.68833,20.0,58.3
33,1169.51,239.78,25,248.05,1.19831,20.0,52.3
