ID_hotspot_globale,x,y,integration_radius,luminosity,error,T,v
0,67.66,809.37,6,38.0324,0.328962,20.0,52.3
0,67.66,809.37,6,117.626,0.257394,20.0,53.3
0,67.66,809.37,6,214.575,0.588849,20.0,54.3
0,67.66,809.37,6,345.585,0.744002,20.0,55.3
0,67.66,809.37,6,503.986,1.22393,20.0,56.3
0,67.66,809.37,6,1805.28,28.329,20.0,58.3
1,80.53,96.36,6,5.16042,0.268678,20.0,52.3
1,80.53,96.36,6,13.0243,0.335754,20.0,53.3
1,80.53,96.36,6,29.2017,0.502195,20.0,54.3
1,80.53,96.36,6,42.6775,0.211752,20.0,55.3
1,80.53,96.36,6,74.5888,0.424953,20.0,56.3
1,80.53,96.36,6,155.184,1.00994,20.0,58.3
2,94.67,355.08,6,-0.50644,0.346902,20.0,52.3
2,94.67,355.08,6,11.4525,0.472437,20.0,53.3
2,94.67,355.08,6,45.1169,0.471331,20.0,54.3
2,94.67,355.08,6,85.2871,0.554231,20.0,55.3
2,94.67,355.08,6,135.486,0.740585,20.0,56.3
2,94.67,355.08,6,242.537,0.979235,20.0,58.3
3,139.61,257.49,6,4.47943,0.18591,20.0,52.3
3,139.61,257.49,6,10.5541,0.171499,20.0,53.3
3,139.61,257.49,6,22.1977,0.302964,20.0,54.3
3,139.61,257.49,6,34.5313,0.366419,20.0,55.3
3,139.61,257.49,6,45.3251,0.353711,20.0,56.3
3,139.61,257.49,6,75.8353,0.440655,20.0,58.3
4,182.58,172.15,6,137.31,0.174106,20.0,52.3
4,182.58,172.15,6,521.825,0.333676,20.0,53.3
4,182.58,172.15,6,1217.77,0.800813,20.0,54.3
4,182.58,172.15,6,2253.2,1.59477,20.0,55.3
4,182.58,172.15,6,3665.85,2.82286,20.0,56.3
4,182.58,172.15,6,8037.77,7.03688,20.0,58.3
5,193.7,520.1,6,7.48574,0.305982,20.0,52.3
5,193.7,520.1,6,35.5386,0.149487,20.0,53.3
5,193.7,520.1,6,79.1284,0.316125,20.0,54.3
5,193.7,520.1,6,147.64,0.414257,20.0,55.3
5,193.7,520.1,6,235.93,0.650608,20.0,56.3
5,193.7,520.1,6,531.448,1.33555,20.0,58.3
6,232.05,757.51,6,0.857625,0.288169,20.0,52.3
6,232.05,757.51,6,3.81587,0.241761,20.0,53.3
6,232.05,757.51,6,10.289,0.332879,20.0,54.3
6,232.05,757.51,6,16.485,0.419497,20.0,55.3
6,232.05,757.51,6,29.6425,0.183108,20.0,56.3
6,232.05,757.51,6,70.0982,0.579327,20.0,58.3
7,237.11,244.17,6,34.4181,0.199013,20.0,52.3
7,237.11,244.17,6,127.657,0.236533,20.0,53.3
7,237.11,244.17,6,240.948,0.461311,20.0,54.3
7,237.11,244.17,6,403.484,0.675331,20.0,55.3
7,237.11,244.17,6,584.403,1.446,20.0,56.3
7,237.11,244.17,6,1323.12,3.82109,20.0,58.3
8,253.66,351.3,6,7.68368,0.300934,20.0,52.3
8,253.66,351.3,6,23.197,0.32017,20.0,53.3
8,253.66,351.3,6,59.3958,0.383359,20.0,54.3
