ID_hotspot_globale,x,y,integration_radius,luminosity,error,T,v
0,67.66,809.37,4,27.9351,0.183822,20.0,52.3
0,67.66,809.37,4,84.5456,0.19732,20.0,53.3
0,67.66,809.37,4,150.466,0.506228,20.0,54.3
0,67.66,809.37,4,239.772,0.611408,20.0,55.3
0,67.66,809.37,4,346.811,1.02914,20.0,56.3
0,67.66,809.37,4,1187.62,25.4905,20.0,58.3
1,80.53,96.36,4,3.11972,0.239941,20.0,52.3
1,80.53,96.36,4,8.38883,0.185487,20.0,53.3
1,80.53,96.36,4,18.847,0.370178,20.0,54.3
1,80.53,96.36,4,28.4923,0.120244,20.0,55.3
1,80.53,96.36,4,51.8533,0.282283,20.0,56.3
1,80.53,96.36,4,106.142,0.899436,20.0,58.3
2,94.67,355.08,4,-0.411824,0.194244,20.0,52.3
2,94.67,355.08,4,8.73038,0.368725,20.0,53.3
2,94.67,355.08,4,28.8865,0.297471,20.0,54.3
2,94.67,355.08,4,54.8147,0.439729,20.0,55.3
2,94.67,355.08,4,85.4696,0.584009,20.0,56.3
2,94.67,355.08,4,148.047,0.819742,20.0,58.3
3,139.61,257.49,4,3.52075,0.14904,20.0,52.3
3,139.61,257.49,4,7.81372,0.111831,20.0,53.3
3,139.61,257.49,4,14.9461,0.205992,20.0,54.3
3,139.61,257.49,4,22.5173,0.0984756,20.0,55.3
3,139.61,257.49,4,29.3453,0.320296,20.0,56.3
3,139.61,257.49,4,47.1664,0.36514,20.0,58.3
4,182.58,172.15,4,100.857,0.160985,20.0,52.3
4,182.58,172.15,4,378.728,0.314898,20.0,53.3
4,182.58,172.15,4,861.849,0.729549,20.0,54.3
4,182.58,172.15,4,1550.62,1.41475,20.0,55.3
4,182.58,172.15,4,2472.92,2.39418,20.0,56.3
4,182.58,172.15,4,5235.24,5.87053,20.0,58.3
5,193.7,520.1,4,6.00729,0.215868,20.0,52.3
5,193.7,520.1,4,26.4428,0.083241,20.0,53.3
5,193.7,520.1,4,56.465,0.214861,20.0,54.3
5,193.7,520.1,4,102.736,0.326417,20.0,55.3
5,193.7,520.1,4,162.13,0.560904,20.0,56.3
5,193.7,520.1,4,357.569,1.11272,20.0,58.3
6,232.05,757.51,4,1.49789,0.182086,20.0,52.3
6,232.05,757.51,4,2.10629,0.193089,20.0,53.3
6,232.05,757.51,4,6.37177,0.216262,20.0,54.3
6,232.05,757.51,4,11.2563,0.215313,20.0,55.3
6,232.05,757.51,4,21.7707,0.107999,20.0,56.3
6,232.05,757.51,4,48.2143,0.541441,20.0,58.3
7,237.11,244.17,4,24.5813,0.149751,20.0,52.3
7,237.11,244.17,4,90.2619,0.148232,20.0,53.3
7,237.11,244.17,4,167.142,0.395324,20.0,54.3
7,237.11,244.17,4,277.181,0.567216,20.0,55.3
7,237.11,244.17,4,392.356,1.26411,20.0,56.3
7,237.11,244.17,4,860.957,3.45074,20.0,58.3
8,253.66,351.3,4,5.41701,0.249912,20.0,52.3
8,253.66,351.3,4,15.9989,0.270399,20.0,53.3
8,253.66,351.3,4,40.6012,0.306523,20.0,54.3
8,253.66,351.3,4,71.4628,0.457553,20.0,55.3
8,253.66,351.3,4,108.944,0.561734,20.0,56.3
