spot,x,y,luminosity,error,T,v,phase,detection,status,integration_radius,integration_area,run_number,match_distance,geometry_source_phase,geometry_source_run,geometry_mode,deltaL1,deltaL2,deltaL,lambda,lambda_stat_error,deltaLambda,A,A_stat_error,fit_chi2,fit_ndf,fit_chi2ndf,fit_status,covmatrix_status,edm,fit_converged
2,140.41,257.65,122.754,1.56255,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.6697604618627455,annealing_T=75_h=25,20260531-095134,phase_detection,0.524,3.568,3.568,0.0544066,0.00346648,0.00470947,36.6448,2.6558,65.3124,2,32.6562,0,3,6.87008e-08,1
3,183.52,172.24,2941.42,2.84021,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.238224535373138,annealing_T=75_h=25,20260531-095134,phase_detection,28.71,44.33,44.33,0.047889,0.000203652,0.000237441,1299.17,5.37768,167.141,2,83.5705,0,3,2.13465e-07,1
3,183.52,172.24,3200.92,2.95508,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.238224535373138,annealing_T=75_h=25,20260531-095134,phase_detection,37.5,44.46,44.46,0.047889,0.000203652,0.000237441,1299.17,5.37768,167.141,2,83.5705,0,3,2.13465e-07,1
3,183.52,172.24,3577.5,3.08564,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.238224535373138,annealing_T=75_h=25,20260531-095134,phase_detection,45.46,56.39,56.39,0.047889,0.000203652,0.000237441,1299.17,5.37768,167.141,2,83.5705,0,3,2.13465e-07,1
3,183.52,172.24,3899.38,3.35201,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.238224535373138,annealing_T=75_h=25,20260531-095134,phase_detection,43.31,51.21,51.21,0.047889,0.000203652,0.000237441,1299.17,5.37768,167.141,2,83.5705,0,3,2.13465e-07,1
4,194.18,520.3,190.423,1.56419,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2277621919574715,annealing_T=75_h=25,20260531-095134,phase_detection,7.352,1.621,7.352,0.0707697,0.00164596,0.00832004,54.1347,1.85687,123.066,2,61.5331,0,3,1.42677e-07,1
4,194.18,520.3,196.502,1.73442,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2277621919574715,annealing_T=75_h=25,20260531-095134,phase_detection,3.989,7.885,7.885,0.0707697,0.00164596,0.00832004,54.1347,1.85687,123.066,2,61.5331,0,3,1.42677e-07,1
4,194.18,520.3,231.649,1.62225,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2277621919574715,annealing_T=75_h=25,20260531-095134,phase_detection,0.618,3.831,3.831,0.0707697,0.00164596,0.00832004,54.1347,1.85687,123.066,2,61.5331,0,3,1.42677e-07,1
4,194.18,520.3,282.27,1.59013,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2277621919574715,annealing_T=75_h=25,20260531-095134,phase_detection,1.217,3.405,3.405,0.0707697,0.00164596,0.00832004,54.1347,1.85687,123.066,2,61.5331,0,3,1.42677e-07,1
5,232.16,757.19,46.1333,1.6372,17.0,56.13,annealing_T=75_h=25,present,reappeared,20.0,1256.6370614359173,20260531-095134,1.3756816492197137,annealing_T=75_h=25,20260531-095134,phase_detection,5.8377,2.2554,5.8377,0.0252729,0.00769768,0.0135775,27.5152,4.363,28.1307,2,14.0653,0,3,1.00279e-09,1
5,232.16,757.19,37.8408,1.52519,19.0,56.24,annealing_T=75_h=25,present,reappeared,20.0,1256.6370614359173,20260531-095134,1.3756816492197137,annealing_T=75_h=25,20260531-095134,phase_detection,1.5525,4.2544,4.2544,0.0252729,0.00769768,0.0135775,27.5152,4.363,28.1307,2,14.0653,0,3,1.00279e-09,1
5,232.16,757.19,49.1736,1.2517,21.0,56.35,annealing_T=75_h=25,present,reappeared,20.0,1256.6370614359173,20260531-095134,1.3756816492197137,annealing_T=75_h=25,20260531-095134,phase_detection,5.0693,6.7276,6.7276,0.0252729,0.00769768,0.0135775,27.5152,4.363,28.1307,2,14.0653,0,3,1.00279e-09,1
5,232.16,757.19,48.9786,1.44558,23.0,56.46,annealing_T=75_h=25,present,reappeared,20.0,1256.6370614359173,20260531-095134,1.3756816492197137,annealing_T=75_h=25,20260531-095134,phase_detection,8.1261,7.5463,8.1261,0.0252729,0.00769768,0.0135775,27.5152,4.363,28.1307,2,14.0653,0,3,1.00279e-09,1
6,237.92,243.88,1416.05,2.15556,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5566630977832083,annealing_T=75_h=25,20260531-095134,phase_detection,12.87,23,23,-0.406339,0.00196818,0.0112541,1.29173e+06,45152.3,68800.5,2,34400.3,0,3,3.49383e-06,1
6,237.92,243.88,322.085,1.58569,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5566630977832083,annealing_T=75_h=25,20260531-095134,phase_detection,3.081,4.915,4.915,-0.406339,0.00196818,0.0112541,1.29173e+06,45152.3,68800.5,2,34400.3,0,3,3.49383e-06,1
6,237.92,243.88,366.389,1.63026,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5566630977832083,annealing_T=75_h=25,20260531-095134,phase_detection,4.294,2.573,4.294,-0.406339,0.00196818,0.0112541,1.29173e+06,45152.3,68800.5,2,34400.3,0,3,3.49383e-06,1
6,237.92,243.88,450.563,1.78795,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5566630977832083,annealing_T=75_h=25,20260531-095134,phase_detection,7.347,7.73,7.73,-0.406339,0.00196818,0.0112541,1.29173e+06,45152.3,68800.5,2,34400.3,0,3,3.49383e-06,1
7,254.32,351.54,375.556,1.68134,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.4169333082400164,annealing_T=75_h=25,20260531-095134,phase_detection,1.83,2.751,2.751,0.0614916,0.000826932,0.00143295,134.021,2.30384,211.385,2,105.692,0,3,9.94196e-09,1
7,254.32,351.54,449.484,1.76002,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.4169333082400164,annealing_T=75_h=25,20260531-095134,phase_detection,5.733,10.371,10.371,0.0614916,0.000826932,0.00143295,134.021,2.30384,211.385,2,105.692,0,3,9.94196e-09,1
7,254.32,351.54,473.506,1.55334,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.4169333082400164,annealing_T=75_h=25,20260531-095134,phase_detection,10.695,7.662,10.695,0.0614916,0.000826932,0.00143295,134.021,2.30384,211.385,2,105.692,0,3,9.94196e-09,1
7,254.32,351.54,556.445,1.65454,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.4169333082400164,annealing_T=75_h=25,20260531-095134,phase_detection,8.198,8.075,8.198,0.0614916,0.000826932,0.00143295,134.021,2.30384,211.385,2,105.692,0,3,9.94196e-09,1
8,336.98,290.39,26.8217,1.37587,17.0,56.13,annealing_T=75_h=25,absent,disappeared,20.0,1256.6370614359173,20260531-095134,2.1865269264292175,annealing_T=75_h=5,20260521-080451,previous_detection,1.2241,0.3704,1.2241,0.0837181,0.00608173,0.0179849,9.13076,1.15819,147.187,2,73.5935,0,3,9.70519e-08,1
8,336.98,290.39,54.6613,1.26515,19.0,56.24,annealing_T=75_h=25,absent,disappeared,20.0,1256.6370614359173,20260531-095134,2.1865269264292175,annealing_T=75_h=5,20260521-080451,previous_detection,1.4502,8.9536,8.9536,0.0837181,0.00608173,0.0179849,9.13076,1.15819,147.187,2,73.5935,0,3,9.70519e-08,1
8,336.98,290.39,56.6464,1.31116,21.0,56.35,annealing_T=75_h=25,absent,disappeared,20.0,1256.6370614359173,20260531-095134,2.1865269264292175,annealing_T=75_h=5,20260521-080451,previous_detection,4.0726,1.257,4.0726,0.0837181,0.00608173,0.0179849,9.13076,1.15819,147.187,2,73.5935,0,3,9.70519e-08,1
8,336.98,290.39,57.4546,1.39049,23.0,56.46,annealing_T=75_h=25,absent,disappeared,20.0,1256.6370614359173,20260531-095134,2.1865269264292175,annealing_T=75_h=5,20260521-080451,previous_detection,1.1573,0.159,1.1573,0.0837181,0.00608173,0.0179849,9.13076,1.15819,147.187,2,73.5935,0,3,9.70519e-08,1
9,356.77,847.39,94.7588,1.1768,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.9604686356149912,annealing_T=75_h=25,20260531-095134,phase_detection,1.3899,7.355,7.355,0.00200652,0.00296923,0.0204831,90.472,5.37164,12.2686,2,6.13431,0,3,2.0025e-07,1
9,356.77,847.39,90.1944,1.40827,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.9604686356149912,annealing_T=75_h=25,20260531-095134,phase_detection,0.4418,9.7616,9.7616,0.00200652,0.00296923,0.0204831,90.472,5.37164,12.2686,2,6.13431,0,3,2.0025e-07,1
9,356.77,847.39,97.302,1.4773,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.9604686356149912,annealing_T=75_h=25,20260531-095134,phase_detection,4.8397,0.2854,4.8397,0.00200652,0.00296923,0.0204831,90.472,5.37164,12.2686,2,6.13431,0,3,2.0025e-07,1
9,356.77,847.39,94.3174,1.2805,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.9604686356149912,annealing_T=75_h=25,20260531-095134,phase_detection,0.5634,2.8423,2.8423,0.00200652,0.00296923,0.0204831,90.472,5.37164,12.2686,2,6.13431,0,3,2.0025e-07,1
10,375.98,370.27,47.8102,1.04048,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2761269529322026,annealing_T=75_h=25,20260531-095134,phase_detection,3.2184,1.8116,3.2184,0.10651,0.00322952,0.00868808,8.22076,0.568944,14.5531,2,7.27654,0,3,3.21677e-08,1
10,375.98,370.27,65.3555,1.06935,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2761269529322026,annealing_T=75_h=25,20260531-095134,phase_detection,1.5557,3.8771,3.8771,0.10651,0.00322952,0.00868808,8.22076,0.568944,14.5531,2,7.27654,0,3,3.21677e-08,1
10,375.98,370.27,76.9462,1.12462,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2761269529322026,annealing_T=75_h=25,20260531-095134,phase_detection,3.3398,2.6286,3.3398,0.10651,0.00322952,0.00868808,8.22076,0.568944,14.5531,2,7.27654,0,3,3.21677e-08,1
10,375.98,370.27,94.7788,0.881807,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2761269529322026,annealing_T=75_h=25,20260531-095134,phase_detection,2.4759,0.9182,2.4759,0.10651,0.00322952,0.00868808,8.22076,0.568944,14.5531,2,7.27654,0,3,3.21677e-08,1
11,415.65,948.95,167.756,1.62341,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0538500842149705,annealing_T=75_h=25,20260531-095134,phase_detection,2.715,3.881,3.881,0.0642297,0.0017407,0.00196089,56.3411,2.03696,10.3183,2,5.15917,0,3,9.41936e-08,1
11,415.65,948.95,193.031,1.48923,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0538500842149705,annealing_T=75_h=25,20260531-095134,phase_detection,6.044,2.172,6.044,0.0642297,0.0017407,0.00196089,56.3411,2.03696,10.3183,2,5.15917,0,3,9.41936e-08,1
11,415.65,948.95,212.456,1.71918,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0538500842149705,annealing_T=75_h=25,20260531-095134,phase_detection,4.47,0.63,4.47,0.0642297,0.0017407,0.00196089,56.3411,2.03696,10.3183,2,5.15917,0,3,9.41936e-08,1
11,415.65,948.95,248.408,1.53394,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0538500842149705,annealing_T=75_h=25,20260531-095134,phase_detection,2.762,0.4,2.762,0.0642297,0.0017407,0.00196089,56.3411,2.03696,10.3183,2,5.15917,0,3,9.41936e-08,1
12,417.19,550.12,12.7462,1.48722,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5054567413246664,annealing_T=75_h=25,20260531-095134,phase_detection,4.54458,4.0383,4.54458,0.158031,0.0129787,0.0214955,1.20459,0.336665,53.9854,2,26.9927,0,3,8.10997e-10,1
12,417.19,550.12,34.7631,1.74179,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5054567413246664,annealing_T=75_h=25,20260531-095134,phase_detection,2.8712,0.0291,2.8712,0.158031,0.0129787,0.0214955,1.20459,0.336665,53.9854,2,26.9927,0,3,8.10997e-10,1
12,417.19,550.12,28.8749,1.71885,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5054567413246664,annealing_T=75_h=25,20260531-095134,phase_detection,2.2304,1.6114,2.2304,0.158031,0.0129787,0.0214955,1.20459,0.336665,53.9854,2,26.9927,0,3,8.10997e-10,1
12,417.19,550.12,45.9273,1.60381,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.5054567413246664,annealing_T=75_h=25,20260531-095134,phase_detection,0.6176,1.8413,1.8413,0.158031,0.0129787,0.0214955,1.20459,0.336665,53.9854,2,26.9927,0,3,8.10997e-10,1
13,426.38,73.73,74.4191,1.7544,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8514693182962986,annealing_T=75_h=25,20260531-095134,phase_detection,4.5335,0.9901,4.5335,0.0748622,0.00325229,0.0119829,24.651,1.69029,142.876,2,71.4382,0,3,2.00653e-08,1
13,426.38,73.73,112.62,1.64239,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8514693182962986,annealing_T=75_h=25,20260531-095134,phase_detection,0.061,1.575,1.575,0.0748622,0.00325229,0.0119829,24.651,1.69029,142.876,2,71.4382,0,3,2.00653e-08,1
13,426.38,73.73,126.814,1.5919,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8514693182962986,annealing_T=75_h=25,20260531-095134,phase_detection,4.12,4.521,4.521,0.0748622,0.00325229,0.0119829,24.651,1.69029,142.876,2,71.4382,0,3,2.00653e-08,1
13,426.38,73.73,131.778,1.4857,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8514693182962986,annealing_T=75_h=25,20260531-095134,phase_detection,3.1,7.129,7.129,0.0748622,0.00325229,0.0119829,24.651,1.69029,142.876,2,71.4382,0,3,2.00653e-08,1
14,430.16,487.47,430.548,1.22745,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.048093507278803,annealing_T=75_h=25,20260531-095134,phase_detection,8.003,6.789,8.003,0.0723206,0.000524368,0.000496227,126.785,1.38411,44.6507,2,22.3253,0,3,4.46485e-07,1
14,430.16,487.47,501.376,1.3293,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.048093507278803,annealing_T=75_h=25,20260531-095134,phase_detection,6.537,7.307,7.307,0.0723206,0.000524368,0.000496227,126.785,1.38411,44.6507,2,22.3253,0,3,4.46485e-07,1
14,430.16,487.47,586.253,1.342,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.048093507278803,annealing_T=75_h=25,20260531-095134,phase_detection,0.397,6.791,6.791,0.0723206,0.000524368,0.000496227,126.785,1.38411,44.6507,2,22.3253,0,3,4.46485e-07,1
14,430.16,487.47,665.245,1.2614,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.048093507278803,annealing_T=75_h=25,20260531-095134,phase_detection,7.513,10.504,10.504,0.0723206,0.000524368,0.000496227,126.785,1.38411,44.6507,2,22.3253,0,3,4.46485e-07,1
15,502.79,999.04,64.2959,1.41178,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2909686285887023,annealing_T=75_h=25,20260531-095134,phase_detection,3.2508,0.978,3.2508,0.0647848,0.00395545,0.00908862,22.2582,1.82279,11.9414,2,5.97072,0,3,1.87179e-07,1
15,502.79,999.04,80.266,1.43712,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2909686285887023,annealing_T=75_h=25,20260531-095134,phase_detection,1.602,0.0227,1.602,0.0647848,0.00395545,0.00908862,22.2582,1.82279,11.9414,2,5.97072,0,3,1.87179e-07,1
15,502.79,999.04,85.9877,1.48919,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2909686285887023,annealing_T=75_h=25,20260531-095134,phase_detection,4.1722,5.6271,5.6271,0.0647848,0.00395545,0.00908862,22.2582,1.82279,11.9414,2,5.97072,0,3,1.87179e-07,1
15,502.79,999.04,98.1325,1.45635,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.2909686285887023,annealing_T=75_h=25,20260531-095134,phase_detection,5.1811,5.9575,5.9575,0.0647848,0.00395545,0.00908862,22.2582,1.82279,11.9414,2,5.97072,0,3,1.87179e-07,1
16,596.32,529.42,8.10452,1.33728,17.0,56.13,annealing_T=75_h=25,absent,absent,20.0,1256.6370614359173,20260531-095134,0.0,before_annealing,20260514-062228,previous_detection,2.75358,4.14638,4.14638,0.145042,0.014003,0.0241497,1.19516,0.359391,44.514,2,22.257,0,3,4.50781e-06,1
16,596.32,529.42,24.8563,1.49673,19.0,56.24,annealing_T=75_h=25,absent,absent,20.0,1256.6370614359173,20260531-095134,0.0,before_annealing,20260514-062228,previous_detection,0.3996,1.362,1.362,0.145042,0.014003,0.0241497,1.19516,0.359391,44.514,2,22.257,0,3,4.50781e-06,1
16,596.32,529.42,28.4355,1.45594,21.0,56.35,annealing_T=75_h=25,absent,absent,20.0,1256.6370614359173,20260531-095134,0.0,before_annealing,20260514-062228,previous_detection,2.0066,0.6369,2.0066,0.145042,0.014003,0.0241497,1.19516,0.359391,44.514,2,22.257,0,3,4.50781e-06,1
16,596.32,529.42,31.1513,1.38057,23.0,56.46,annealing_T=75_h=25,absent,absent,20.0,1256.6370614359173,20260531-095134,0.0,before_annealing,20260514-062228,previous_detection,0.906,0.0629,0.906,0.145042,0.014003,0.0241497,1.19516,0.359391,44.514,2,22.257,0,3,4.50781e-06,1
17,610.21,336.65,34.8486,1.36509,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0705606008069006,annealing_T=75_h=25,20260531-095134,phase_detection,6.9708,1.4135,6.9708,0.0478634,0.00834139,0.0213741,15.8983,2.70295,42.9498,2,21.4749,0,3,8.43525e-06,1
17,610.21,336.65,46.4831,1.70301,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0705606008069006,annealing_T=75_h=25,20260531-095134,phase_detection,10.1004,7.5456,10.1004,0.0478634,0.00834139,0.0213741,15.8983,2.70295,42.9498,2,21.4749,0,3,8.43525e-06,1
17,610.21,336.65,36.2561,1.53951,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0705606008069006,annealing_T=75_h=25,20260531-095134,phase_detection,3.1898,0.0424,3.1898,0.0478634,0.00834139,0.0213741,15.8983,2.70295,42.9498,2,21.4749,0,3,8.43525e-06,1
17,610.21,336.65,50.9491,1.64016,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.0705606008069006,annealing_T=75_h=25,20260531-095134,phase_detection,1.3079,1.7539,1.7539,0.0478634,0.00834139,0.0213741,15.8983,2.70295,42.9498,2,21.4749,0,3,8.43525e-06,1
18,650.17,441.0,60.7099,1.43523,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.032279032045042,annealing_T=75_h=25,20260531-095134,phase_detection,0.8078,0.9922,0.9922,0.085104,0.00385283,0.00323763,14.1176,1.14609,42.6739,2,21.3369,0,3,3.42839e-08,1
18,650.17,441.0,73.9961,1.1819,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.032279032045042,annealing_T=75_h=25,20260531-095134,phase_detection,6.0592,2.4861,6.0592,0.085104,0.00385283,0.00323763,14.1176,1.14609,42.6739,2,21.3369,0,3,3.42839e-08,1
18,650.17,441.0,76.8802,1.32836,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.032279032045042,annealing_T=75_h=25,20260531-095134,phase_detection,6.0003,7.5186,7.5186,0.085104,0.00385283,0.00323763,14.1176,1.14609,42.6739,2,21.3369,0,3,3.42839e-08,1
18,650.17,441.0,102.7,1.20537,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,1.032279032045042,annealing_T=75_h=25,20260531-095134,phase_detection,4.9985,2.381,4.9985,0.085104,0.00385283,0.00323763,14.1176,1.14609,42.6739,2,21.3369,0,3,3.42839e-08,1
19,650.12,574.88,1156.53,1.70611,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8319254774317287,annealing_T=75_h=25,20260531-095134,phase_detection,17.81,33.93,33.93,0.059585,0.000296956,0.00152479,419.15,2.54854,30.0275,2,15.0138,0,3,1.35552e-10,1
19,650.12,574.88,1293.6,1.80421,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8319254774317287,annealing_T=75_h=25,20260531-095134,phase_detection,20.7,31.01,31.01,0.059585,0.000296956,0.00152479,419.15,2.54854,30.0275,2,15.0138,0,3,1.35552e-10,1
19,650.12,574.88,1472.48,2.07746,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8319254774317287,annealing_T=75_h=25,20260531-095134,phase_detection,27.68,32.16,32.16,0.059585,0.000296956,0.00152479,419.15,2.54854,30.0275,2,15.0138,0,3,1.35552e-10,1
19,650.12,574.88,1648.34,1.9448,23.0,56.46,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.8319254774317287,annealing_T=75_h=25,20260531-095134,phase_detection,25.96,32.47,32.47,0.059585,0.000296956,0.00152479,419.15,2.54854,30.0275,2,15.0138,0,3,1.35552e-10,1
20,660.94,689.34,51.1575,1.20472,17.0,56.13,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.5703507692639077,annealing_T=75_h=25,20260531-095134,phase_detection,3.9027,0.9614,3.9027,0.0612529,0.00452826,0.0124607,18.4697,1.71683,7.36829,2,3.68414,0,3,9.26497e-09,1
20,660.94,689.34,61.6533,1.23439,19.0,56.24,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.5703507692639077,annealing_T=75_h=25,20260531-095134,phase_detection,1.654,2.1955,2.1955,0.0612529,0.00452826,0.0124607,18.4697,1.71683,7.36829,2,3.68414,0,3,9.26497e-09,1
20,660.94,689.34,64.6813,1.44974,21.0,56.35,annealing_T=75_h=25,present,present,20.0,1256.6370614359173,20260531-095134,0.5703507692639077,annealing_T=75_h=25,20260531-095134,phase_detection,9.6112,6.3375,9.6112,0.0612529,0.00452826,0.0124607,18.4697,1.71683,7.36829,2,3.68414,0,3,9.26497e-09,1
