spot,x,y,luminosity,error,T,v,phase,detection,status,integration_radius,integration_area,run_number,match_distance,geometry_source_phase,geometry_source_run,geometry_mode,deltaL1,deltaL2,deltaL,lambda,lambda_stat_error,deltaLambda,A,A_stat_error,fit_chi2,fit_ndf,fit_chi2ndf,fit_status,covmatrix_status,edm,fit_converged
2,140.2,258.36,-14.0362,2.04935,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.9829038610159088,annealing_T=100_h=5,20260612-001017,previous_detection,2.132,1.9522,2.132,-0.510139,0.100876,0.159422,99630.3,174783,64.3916,2,32.1958,0,3,2.06753e-06,1
3,182.4,172.52,2403.98,2.38666,17.0,56.13,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.9158602513484204,annealing_T=150_h=5,20260909-034512,phase_detection,31.31,37.11,37.11,0.0395764,0.000202994,0.000616084,1231.61,5.0892,57.5458,2,28.7729,0,3,8.41343e-08,1
3,182.4,172.52,2619.89,2.29107,19.0,56.24,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.9158602513484204,annealing_T=150_h=5,20260909-034512,phase_detection,27.75,43.7,43.7,0.0395764,0.000202994,0.000616084,1231.61,5.0892,57.5458,2,28.7729,0,3,8.41343e-08,1
3,182.4,172.52,2837.41,2.40763,21.0,56.35,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.9158602513484204,annealing_T=150_h=5,20260909-034512,phase_detection,38.89,45.78,45.78,0.0395764,0.000202994,0.000616084,1231.61,5.0892,57.5458,2,28.7729,0,3,8.41343e-08,1
3,182.4,172.52,3050.83,2.58409,23.0,56.46,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.9158602513484204,annealing_T=150_h=5,20260909-034512,phase_detection,48,52.47,52.47,0.0395764,0.000202994,0.000616084,1231.61,5.0892,57.5458,2,28.7729,0,3,8.41343e-08,1
4,193.35,520.73,59.5175,1.47077,17.0,56.13,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8236504112789866,annealing_T=150_h=5,20260909-034512,phase_detection,0.584,1.344,1.344,0.0800801,0.00477818,0.0141901,14.9514,1.4821,37.3711,2,18.6856,0,3,2.06896e-08,1
4,193.35,520.73,62.3122,1.62497,19.0,56.24,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8236504112789866,annealing_T=150_h=5,20260909-034512,phase_detection,2.9023,5.8178,5.8178,0.0800801,0.00477818,0.0141901,14.9514,1.4821,37.3711,2,18.6856,0,3,2.06896e-08,1
4,193.35,520.73,87.3956,1.5918,21.0,56.35,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8236504112789866,annealing_T=150_h=5,20260909-034512,phase_detection,3.3596,2.0988,3.3596,0.0800801,0.00477818,0.0141901,14.9514,1.4821,37.3711,2,18.6856,0,3,2.06896e-08,1
4,193.35,520.73,91.5195,1.66053,23.0,56.46,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8236504112789866,annealing_T=150_h=5,20260909-034512,phase_detection,4.9831,3.9148,4.9831,0.0800801,0.00477818,0.0141901,14.9514,1.4821,37.3711,2,18.6856,0,3,2.06896e-08,1
5,232.24,758.05,17.5906,1.55533,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,3.3987,6.9893,6.9893,0.0395513,0.0217902,0.0585863,7.45299,3.33984,9.44516,2,4.72258,0,3,3.63895e-08,1
5,232.24,758.05,12.713,1.38764,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,5.1293,6.1884,6.1884,0.0395513,0.0217902,0.0585863,7.45299,3.33984,9.44516,2,4.72258,0,3,3.63895e-08,1
5,232.24,758.05,16.7469,1.3215,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,5.2485,5.5614,5.5614,0.0395513,0.0217902,0.0585863,7.45299,3.33984,9.44516,2,4.72258,0,3,3.63895e-08,1
5,232.24,758.05,19.7504,1.46068,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,4.4406,0.6646,4.4406,0.0395513,0.0217902,0.0585863,7.45299,3.33984,9.44516,2,4.72258,0,3,3.63895e-08,1
6,236.87,243.88,257.018,1.5553,17.0,56.13,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.5465122049308289,annealing_T=150_h=5,20260909-034512,phase_detection,2.544,6.177,6.177,0.0379536,0.00129318,0.00250214,131.171,3.47207,131.053,2,65.5267,0,3,2.07591e-06,1
6,236.87,243.88,267.707,1.61233,19.0,56.24,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.5465122049308289,annealing_T=150_h=5,20260909-034512,phase_detection,8.041,7.027,8.041,0.0379536,0.00129318,0.00250214,131.171,3.47207,131.053,2,65.5267,0,3,2.07591e-06,1
6,236.87,243.88,279.46,1.39892,21.0,56.35,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.5465122049308289,annealing_T=150_h=5,20260909-034512,phase_detection,3.956,4.558,4.558,0.0379536,0.00129318,0.00250214,131.171,3.47207,131.053,2,65.5267,0,3,2.07591e-06,1
6,236.87,243.88,324.455,1.63785,23.0,56.46,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.5465122049308289,annealing_T=150_h=5,20260909-034512,phase_detection,9.145,3.783,9.145,0.0379536,0.00129318,0.00250214,131.171,3.47207,131.053,2,65.5267,0,3,2.07591e-06,1
7,254.25,352.65,4.49707,1.4259,17.0,56.13,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.5107837115649021,annealing_T=125_h=25,20260828-044900,previous_detection,3.851823,1.12843,3.851823,0.159015,0.0214614,0.0808028,0.64441,0.297513,57.1635,2,28.5817,0,3,1.53419e-07,1
7,254.25,352.65,21.1643,1.36504,19.0,56.24,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.5107837115649021,annealing_T=125_h=25,20260828-044900,previous_detection,2.7756,4.0889,4.0889,0.159015,0.0214614,0.0808028,0.64441,0.297513,57.1635,2,28.5817,0,3,1.53419e-07,1
7,254.25,352.65,13.5358,1.45154,21.0,56.35,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.5107837115649021,annealing_T=125_h=25,20260828-044900,previous_detection,1.6184,0.6065,1.6184,0.159015,0.0214614,0.0808028,0.64441,0.297513,57.1635,2,28.5817,0,3,1.53419e-07,1
7,254.25,352.65,25.6043,1.41124,23.0,56.46,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.5107837115649021,annealing_T=125_h=25,20260828-044900,previous_detection,4.2483,7.2305,7.2305,0.159015,0.0214614,0.0808028,0.64441,0.297513,57.1635,2,28.5817,0,3,1.53419e-07,1
8,335.14,288.97,23.4535,1.39068,17.0,56.13,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260909-034512,0.1389244398944985,annealing_T=150_h=5,20260909-034512,phase_detection,0.6908,2.3966,2.3966,0.0743244,0.00936183,0.0134146,7.82982,1.51533,58.1054,2,29.0527,0,3,1.50138e-08,1
8,335.14,288.97,33.6412,1.56084,19.0,56.24,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260909-034512,0.1389244398944985,annealing_T=150_h=5,20260909-034512,phase_detection,1.9191,7.8852,7.8852,0.0743244,0.00936183,0.0134146,7.82982,1.51533,58.1054,2,29.0527,0,3,1.50138e-08,1
8,335.14,288.97,46.0301,1.51019,21.0,56.35,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260909-034512,0.1389244398944985,annealing_T=150_h=5,20260909-034512,phase_detection,2.6695,2.7401,2.7401,0.0743244,0.00936183,0.0134146,7.82982,1.51533,58.1054,2,29.0527,0,3,1.50138e-08,1
8,335.14,288.97,37.165,1.60998,23.0,56.46,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260909-034512,0.1389244398944985,annealing_T=150_h=5,20260909-034512,phase_detection,2.5392,2.7529,2.7529,0.0743244,0.00936183,0.0134146,7.82982,1.51533,58.1054,2,29.0527,0,3,1.50138e-08,1
9,357.87,846.42,14.4731,1.4483,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.3249946236497907,annealing_T=100_h=25,20260702-101218,previous_detection,7.0644,2.332,7.0644,-0.0709033,0.0295284,0.0709406,51.3501,29.1873,28.3667,2,14.1833,0,3,1.1915e-07,1
9,357.87,846.42,18.9056,1.74611,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.3249946236497907,annealing_T=100_h=25,20260702-101218,previous_detection,6.0113,3.9781,6.0113,-0.0709033,0.0295284,0.0709406,51.3501,29.1873,28.3667,2,14.1833,0,3,1.1915e-07,1
9,357.87,846.42,5.68097,1.54609,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.3249946236497907,annealing_T=100_h=25,20260702-101218,previous_detection,2.43527,5.35033,5.35033,-0.0709033,0.0295284,0.0709406,51.3501,29.1873,28.3667,2,14.1833,0,3,1.1915e-07,1
9,357.87,846.42,13.0478,1.65705,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.3249946236497907,annealing_T=100_h=25,20260702-101218,previous_detection,0.1917,1.7586,1.7586,-0.0709033,0.0295284,0.0709406,51.3501,29.1873,28.3667,2,14.1833,0,3,1.1915e-07,1
10,375.98,370.27,-3.01812,1.10651,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,4.07027,0.63572,4.07027,0.923189,0.0752443,0,6.6047e-09,1.13955e-08,24.8722,2,12.4361,1,2,1.27613e-06,0
10,375.98,370.27,4.5866,1.07288,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,1.25995,0.17956,1.25995,0.923189,0.0752443,0,6.6047e-09,1.13955e-08,24.8722,2,12.4361,1,2,1.27613e-06,0
10,375.98,370.27,0.684457,1.02534,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,5.471817,1.423863,5.471817,0.923189,0.0752443,0,6.6047e-09,1.13955e-08,24.8722,2,12.4361,1,2,1.27613e-06,0
10,375.98,370.27,11.1104,1.22138,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,5.9019,7.09459,7.09459,0.923189,0.0752443,0,6.6047e-09,1.13955e-08,24.8722,2,12.4361,1,2,1.27613e-06,0
11,416.33,949.61,14.726,1.63586,17.0,56.13,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.8631338250815811,annealing_T=125_h=25,20260828-044900,previous_detection,0.9979,0.0541,0.9979,-0.160086,0.0256471,0.0493555,303.816,146.589,57.3939,2,28.697,0,3,6.57968e-06,1
11,416.33,949.61,23.0183,1.42276,19.0,56.24,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.8631338250815811,annealing_T=125_h=25,20260828-044900,previous_detection,0.0076,4.0213,4.0213,-0.160086,0.0256471,0.0493555,303.816,146.589,57.3939,2,28.697,0,3,6.57968e-06,1
11,416.33,949.61,9.45388,1.64697,21.0,56.35,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.8631338250815811,annealing_T=125_h=25,20260828-044900,previous_detection,4.13835,2.05922,4.13835,-0.160086,0.0256471,0.0493555,303.816,146.589,57.3939,2,28.697,0,3,6.57968e-06,1
11,416.33,949.61,2.90489,1.43914,23.0,56.46,annealing_T=150_h=5,absent,disappeared,20.0,1256.6370614359173,20260909-034512,0.8631338250815811,annealing_T=125_h=25,20260828-044900,previous_detection,0.57582,4.2603,4.2603,-0.160086,0.0256471,0.0493555,303.816,146.589,57.3939,2,28.697,0,3,6.57968e-06,1
12,417.19,550.12,-3.90257,1.94153,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,0.51436,3.660068,3.660068,0.225163,0.0761797,0.0159654,0.0655443,0.109648,26.6874,2,13.3437,0,3,4.77885e-06,1
12,417.19,550.12,12.9172,2.2172,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,3.30351,5.42441,5.42441,0.225163,0.0761797,0.0159654,0.0655443,0.109648,26.6874,2,13.3437,0,3,4.77885e-06,1
12,417.19,550.12,7.84482,1.97844,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,1.52165,2.30608,2.30608,0.225163,0.0761797,0.0159654,0.0655443,0.109648,26.6874,2,13.3437,0,3,4.77885e-06,1
12,417.19,550.12,10.5053,2.0352,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,3.15536,1.993,3.15536,0.225163,0.0761797,0.0159654,0.0655443,0.109648,26.6874,2,13.3437,0,3,4.77885e-06,1
13,426.46,72.47,62.4674,1.46491,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.045336158190126,annealing_T=100_h=25,20260702-101218,previous_detection,8.4548,7.8843,8.4548,-0.0197165,0.00730054,0.00365802,76.22,11.0153,154.612,2,77.306,0,3,2.26868e-06,1
13,426.46,72.47,44.6895,1.47111,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.045336158190126,annealing_T=100_h=25,20260702-101218,previous_detection,4.7326,5.0429,5.0429,-0.0197165,0.00730054,0.00365802,76.22,11.0153,154.612,2,77.306,0,3,2.26868e-06,1
13,426.46,72.47,40.078,1.49441,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.045336158190126,annealing_T=100_h=25,20260702-101218,previous_detection,1.2803,1.9225,1.9225,-0.0197165,0.00730054,0.00365802,76.22,11.0153,154.612,2,77.306,0,3,2.26868e-06,1
13,426.46,72.47,59.6005,1.57793,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,2.045336158190126,annealing_T=100_h=25,20260702-101218,previous_detection,10.2945,10.5983,10.5983,-0.0197165,0.00730054,0.00365802,76.22,11.0153,154.612,2,77.306,0,3,2.26868e-06,1
14,429.26,487.61,66.5879,1.40563,17.0,56.13,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8586617494683041,annealing_T=150_h=5,20260909-034512,phase_detection,1.8665,2.799,2.799,0.100077,0.00448214,0.00675418,10.2577,0.97036,132.573,2,66.2863,0,3,1.28085e-08,1
14,429.26,487.61,59.1983,1.48247,19.0,56.24,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8586617494683041,annealing_T=150_h=5,20260909-034512,phase_detection,4.1319,2.2468,4.1319,0.100077,0.00448214,0.00675418,10.2577,0.97036,132.573,2,66.2863,0,3,1.28085e-08,1
14,429.26,487.61,77.7445,1.33016,21.0,56.35,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8586617494683041,annealing_T=150_h=5,20260909-034512,phase_detection,0.0119,5.9662,5.9662,0.100077,0.00448214,0.00675418,10.2577,0.97036,132.573,2,66.2863,0,3,1.28085e-08,1
14,429.26,487.61,108.03,1.39057,23.0,56.46,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,0.8586617494683041,annealing_T=150_h=5,20260909-034512,phase_detection,3.617,2.093,3.617,0.100077,0.00448214,0.00675418,10.2577,0.97036,132.573,2,66.2863,0,3,1.28085e-08,1
15,502.79,999.04,6.98203,1.3934,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,4.61777,4.18156,4.61777,0.52348,0.0666706,0,-0.000137109,0.000208029,56.7358,2,28.3679,0,3,8.22161e-06,1
15,502.79,999.04,-8.63662,1.24171,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,6.95818,6.40306,6.95818,0.52348,0.0666706,0,-0.000137109,0.000208029,56.7358,2,28.3679,0,3,8.22161e-06,1
15,502.79,999.04,-6.13872,1.34707,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,4.52608,8.24589,8.24589,0.52348,0.0666706,0,-0.000137109,0.000208029,56.7358,2,28.3679,0,3,8.22161e-06,1
15,502.79,999.04,-23.3978,1.25864,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,3.4085,17.58643,17.58643,0.52348,0.0666706,0,-0.000137109,0.000208029,56.7358,2,28.3679,0,3,8.22161e-06,1
16,596.32,529.42,1.7491,1.45139,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.0,before_annealing,20260514-062228,previous_detection,1.9918,0.30119,1.9918,0.113663,0.0438141,0.325484,0.728252,0.677895,12.33,2,6.16498,0,3,8.63026e-06,1
16,596.32,529.42,10.1337,1.47169,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.0,before_annealing,20260514-062228,previous_detection,3.45921,0.8134,3.45921,0.113663,0.0438141,0.325484,0.728252,0.677895,12.33,2,6.16498,0,3,8.63026e-06,1
16,596.32,529.42,8.28752,1.51808,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.0,before_annealing,20260514-062228,previous_detection,5.86762,2.43548,5.86762,0.113663,0.0438141,0.325484,0.728252,0.677895,12.33,2,6.16498,0,3,8.63026e-06,1
16,596.32,529.42,9.01977,1.42224,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.0,before_annealing,20260514-062228,previous_detection,10.91492,3.58153,10.91492,0.113663,0.0438141,0.325484,0.728252,0.677895,12.33,2,6.16498,0,3,8.63026e-06,1
17,610.63,337.22,1.86678,1.45023,17.0,56.13,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,9.87201,0.955683,9.87201,0.213836,0.0382822,0.212554,0.125444,0.104839,11.0469,2,5.52345,0,3,3.95272e-08,1
17,610.63,337.22,10.9098,1.42562,19.0,56.24,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,1.95742,0.4454,1.95742,0.213836,0.0382822,0.212554,0.125444,0.104839,11.0469,2,5.52345,0,3,3.95272e-08,1
17,610.63,337.22,10.0517,1.41288,21.0,56.35,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,0.764,2.76902,2.76902,0.213836,0.0382822,0.212554,0.125444,0.104839,11.0469,2,5.52345,0,3,3.95272e-08,1
17,610.63,337.22,17.1447,1.46151,23.0,56.46,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260909-034512,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,5.0832,4.6832,5.0832,0.213836,0.0382822,0.212554,0.125444,0.104839,11.0469,2,5.52345,0,3,3.95272e-08,1
18,649.15,440.51,90.808,1.38701,17.0,56.13,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.394740119161996,annealing_T=150_h=5,20260909-034512,phase_detection,2.4087,2.4692,2.4692,0.0704161,0.00288079,0.0110914,26.9902,1.62145,4.76845,2,2.38422,0,3,7.22182e-07,1
18,649.15,440.51,100.088,1.51863,19.0,56.24,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.394740119161996,annealing_T=150_h=5,20260909-034512,phase_detection,2.3759,1.724,2.3759,0.0704161,0.00288079,0.0110914,26.9902,1.62145,4.76845,2,2.38422,0,3,7.22182e-07,1
18,649.15,440.51,119.26,1.5085,21.0,56.35,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.394740119161996,annealing_T=150_h=5,20260909-034512,phase_detection,6.817,2.673,6.817,0.0704161,0.00288079,0.0110914,26.9902,1.62145,4.76845,2,2.38422,0,3,7.22182e-07,1
18,649.15,440.51,136.494,1.38853,23.0,56.46,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.394740119161996,annealing_T=150_h=5,20260909-034512,phase_detection,4.656,6.087,6.087,0.0704161,0.00288079,0.0110914,26.9902,1.62145,4.76845,2,2.38422,0,3,7.22182e-07,1
19,649.17,574.79,430.462,1.56841,17.0,56.13,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.0264989040423234,annealing_T=150_h=5,20260909-034512,phase_detection,15.263,13.008,15.263,0.0679376,0.000726453,0.00328403,133.632,1.99964,98.5686,2,49.2843,0,3,8.42737e-06,1
19,649.17,574.79,483.05,1.67746,19.0,56.24,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.0264989040423234,annealing_T=150_h=5,20260909-034512,phase_detection,11.97,13.661,13.661,0.0679376,0.000726453,0.00328403,133.632,1.99964,98.5686,2,49.2843,0,3,8.42737e-06,1
19,649.17,574.79,542.78,1.82181,21.0,56.35,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.0264989040423234,annealing_T=150_h=5,20260909-034512,phase_detection,8.725,14.172,14.172,0.0679376,0.000726453,0.00328403,133.632,1.99964,98.5686,2,49.2843,0,3,8.42737e-06,1
19,649.17,574.79,645.883,1.76474,23.0,56.46,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.0264989040423234,annealing_T=150_h=5,20260909-034512,phase_detection,8.958,16.23,16.23,0.0679376,0.000726453,0.00328403,133.632,1.99964,98.5686,2,49.2843,0,3,8.42737e-06,1
20,660.46,688.84,77.4714,1.36223,17.0,56.13,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.164688799636964,annealing_T=150_h=5,20260909-034512,phase_detection,4.8043,1.6282,4.8043,0.0727892,0.00374771,0.0206028,19.7063,1.54254,297.769,2,148.884,0,3,2.00621e-07,1
20,660.46,688.84,58.3912,1.42571,19.0,56.24,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260909-034512,1.164688799636964,annealing_T=150_h=5,20260909-034512,phase_detection,3.6032,2.4432,3.6032,0.0727892,0.00374771,0.0206028,19.7063,1.54254,297.769,2,148.884,0,3,2.00621e-07,1
