spot,x,y,luminosity,error,T,v,v_fin
3,55.35,537.92,23.3415,11.6812,20,52.3,1.0
3,55.35,537.92,68.1162,13.167,20,53.3,2.0
3,55.35,537.92,123.196,15.381,20,54.3,3.0
3,55.35,537.92,181.657,15.0203,20,55.3,4.0
3,55.35,537.92,262.038,16.4685,20,56.3,5.0
3,55.35,537.92,441.786,21.4406,20,58.3,7.0
4,55.89,1071.33,6.00562,6.34068,20,52.3,1.0
4,55.89,1071.33,18.3618,7.0465,20,53.3,2.0
4,55.89,1071.33,36.8106,8.40975,20,54.3,3.0
4,55.89,1071.33,58.8782,8.41689,20,55.3,4.0
4,55.89,1071.33,78.6949,8.92372,20,56.3,5.0
4,55.89,1071.33,152.629,11.3085,20,58.3,7.0
5,56.09,580.08,130.872,39.0719,20,52.3,1.0
5,56.09,580.08,487.145,48.583,20,53.3,2.0
5,56.09,580.08,992.681,66.88,20,54.3,3.0
5,56.09,580.08,1476.92,84.593,20,55.3,4.0
5,56.09,580.08,2376.29,115.522,20,56.3,5.0
5,56.09,580.08,5138.05,191.802,20,58.3,7.0
6,60.92,558.81,14.7635,27.4265,20,52.3,1.0
6,60.92,558.81,69.4668,25.1956,20,53.3,2.0
6,60.92,558.81,154.84,28.5375,20,54.3,3.0
6,60.92,558.81,335.624,31.7707,20,55.3,4.0
6,60.92,558.81,544.817,34.2947,20,56.3,5.0
6,60.92,558.81,1706.43,49.9048,20,58.3,7.0
7,63.87,1055.72,4.52842,5.12614,20,52.3,1.0
7,63.87,1055.72,10.1089,5.69158,20,53.3,2.0
7,63.87,1055.72,22.3813,6.47645,20,54.3,3.0
7,63.87,1055.72,34.7153,7.29942,20,55.3,4.0
7,63.87,1055.72,54.3132,7.69481,20,56.3,5.0
7,63.87,1055.72,95.3116,9.86716,20,58.3,7.0
8,66.96,816.64,44.5268,26.6339,20,52.3,1.0
8,66.96,816.64,125.705,28.5524,20,53.3,2.0
8,66.96,816.64,247.703,33.6314,20,54.3,3.0
8,66.96,816.64,397.692,35.0894,20,55.3,4.0
8,66.96,816.64,579.414,38.8172,20,56.3,5.0
