x,y,luminosity,error,T,v
574.74,851.93,282.867,3.16625,20.0,57.3
501.74,811.38,134.186,3.05687,20.0,57.3
1140.95,646.74,23.7371,2.44075,20.0,57.3
369.85,505.8,68.1241,2.93069,20.0,57.3
1404.79,475.08,32.3451,2.87173,20.0,57.3
297.71,457.56,15.018,2.78586,20.0,57.3
1329.5,312.47,17.0162,2.80261,20.0,57.3
1498.07,262,13.6694,2.73446,20.0,57.3
1077.83,181.82,55.1393,3.58941,20.0,57.3
1811.1,172.47,29.6665,2.92931,20.0,57.3
681.78,68.91,33.3061,3.1433,20.0,57.3
844.65,69.6,8.35409,3.19468,20.0,57.3
