x,y,luminosity,error,T,v
870.77,1007.93,87.4156,3.12811,20,55.30
505.46,1000.84,37.8818,1.86057,20,55.30
1619.8,985.17,785.304,4.71753,20,55.30
1823.67,989.54,43.6557,2.32688,20,55.30
1050.32,956.79,164.214,3.4903,20,55.30
417.78,951.19,127.401,2.53805,20,55.30
1178.67,928.66,34.3788,1.7192,20,55.30
1377.8,911.01,105.911,3.05392,20,55.30
1089.72,909.52,82.1346,2.21128,20,55.30
516.16,884.76,858.205,7.06481,20,55.30
1846.87,885.1,222.268,4.39715,20,55.30
1289.32,872.68,25.9644,1.40548,20,55.30
1504.29,861.4,92.7802,2.31976,20,55.30
358.14,849.88,119.035,2.99762,20,55.30
68.9,813.55,407.98,3.80733,20,55.30
1373.68,809.3,123.804,2.60359,20,55.30
1586.04,807.44,9.50497,1.0725,20,55.30
1052.81,803.87,35.818,1.89298,20,55.30
232.97,761.01,8.73283,1.04416,20,55.30
908.95,732.16,345.111,3.57201,20,55.30
1733.69,719.37,3384.82,6.50902,20,55.30
661.51,689.89,46.995,2.19942,20,55.30
1089.65,687.12,50.6009,1.92791,20,55.30
1228.54,665.73,98.9304,2.49064,20,55.30
1585.37,649.05,12.4406,2.029,20,55.30
1254.8,594.44,18.8518,2.19307,20,55.30
808.25,588.03,254.262,3.52563,20,55.30
1180.68,592.52,17.8161,1.47793,20,55.30
649.92,575.53,804.68,4.6477,20,55.30
1851.73,554.11,226.707,3.37128,20,55.30
1782.9,552.18,121.476,2.45654,20,55.30
417.93,552.38,11.0124,1.07116,20,55.30
596.39,529.79,11.9205,1.42696,20,55.30
193.6,523.67,163.422,3.25135,20,55.30
1496.87,505.65,347.45,4.04,20,55.30
429.4,489.45,755.548,4.64074,20,55.30
1244.35,482.94,138.678,2.77849,20,55.30
1772.19,474.97,237.226,3.52378,20,55.30
649.04,441.8,89.9717,2.10601,20,55.30
1148.49,428.11,39.0227,1.8784,20,55.30
911.68,407.01,798.074,4.17604,20,55.30
1266.31,411.79,12.7722,1.20882,20,55.30
1535.75,403.12,16.927,1.78396,20,55.30
699.83,367.63,8.50111,1.45105,20,55.30
93.75,359.08,97.2457,2.6699,20,55.30
252.74,354.53,113.484,2.59627,20,55.30
1820.09,353.31,182.147,3.22833,20,55.30
609.21,338,9.67306,1.58613,20,55.30
1291.95,318.97,28.4844,6.91935,20,55.30
815.4,315.87,31.9352,1.86008,20,55.30
334.91,291.31,22.4244,1.80205,20,55.30
1651.74,275.23,27.8673,1.87403,20,55.30
138.25,261.48,27.2537,1.71502,20,55.30
235.75,247.53,493.89,4.46751,20,55.30
1168.1,238.79,2216.16,5.51708,20,55.30
1066.74,233.99,9.70833,0.982881,20,55.30
1253.34,231.35,11.9488,1.02474,20,55.30
1402.61,204.47,107.791,3.99473,20,55.30
180.85,175.76,2830.73,6.39144,20,55.30
1239.58,153.18,19.3271,1.55945,20,55.30
1005.03,122.89,17.8831,1.30467,20,55.30
1385.22,115.29,8.01604,1.77991,20,55.30
78.5,100.41,38.86,1.95729,20,55.30
1858.67,92.81,20.8927,2.08821,20,55.30
423.28,75.54,57.4235,2.41674,20,55.30
1318.19,72.35,13.1009,1.85653,20,55.30
