spot,phase,lambda_R16,lambdaerr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,lambda_R24,lambdaerr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
17,annealing_T=75_h=5,0.0937814,0.0069821,41.2827,2,20.6413,0,3,5.85367e-08,1,0.062623,0.010453,10.7859,2,5.39296,0,3,4.04549e-07,1
18,annealing_T=75_h=5,0.0842968,0.00182,54.6514,2,27.3257,0,3,6.09512e-06,1,0.0833702,0.00259125,56.5607,2,28.2804,0,3,1.84747e-07,1
19,annealing_T=75_h=5,0.0597732,0.000264931,11.0569,2,5.52845,0,3,2.50789e-07,1,0.0598396,0.000293069,8.69919,2,4.3496,0,3,6.54522e-06,1
20,annealing_T=75_h=5,0.102304,0.00393073,15.4413,2,7.72065,0,3,1.7893e-09,1,0.124856,0.0069427,22.6141,2,11.307,0,3,8.3499e-06,1
21,annealing_T=75_h=5,0.0848709,0.00114063,155.785,2,77.8924,0,3,4.54578e-06,1,0.0906369,0.00147837,163.738,2,81.869,0,3,1.94132e-07,1
22,annealing_T=75_h=5,0.0989675,0.00428062,10.7092,2,5.35461,0,3,3.85225e-09,1,0.0752204,0.00700524,52.4733,2,26.2367,0,3,5.2065e-07,1
23,annealing_T=75_h=5,0.0559342,0.000623346,81.2367,2,40.6183,0,3,1.62751e-07,1,0.0561559,0.00087355,29.4737,2,14.7368,0,3,4.79118e-09,1
24,annealing_T=75_h=5,0.056996,0.00526552,20.6122,2,10.3061,0,3,1.52929e-06,1,0.069801,0.00898637,45.415,2,22.7075,0,3,4.04031e-07,1
25,annealing_T=75_h=5,0.0998764,0.00120059,74.5779,2,37.289,0,3,2.43615e-06,1,0.0995488,0.00158867,42.0336,2,21.0168,0,3,4.17027e-09,1
26,annealing_T=75_h=5,0.0491658,0.00362276,191.106,2,95.5531,0,3,1.08416e-06,1,0.0681092,0.00619921,193.819,2,96.9096,0,3,1.51266e-06,1
27,annealing_T=75_h=5,0.0956016,0.00825606,6.71705,2,3.35853,0,3,2.73993e-09,1,0.317445,0.0287612,0.315796,2,0.157898,0,3,7.66265e-06,1
28,annealing_T=75_h=5,-0.016942,0.00871719,558.669,2,279.334,0,3,2.80837e-10,1,-0.0768939,0.015706,153.57,2,76.7848,0,3,3.2242e-06,1
29,annealing_T=75_h=5,0.0711834,0.00248208,118.393,2,59.1964,0,3,4.13661e-08,1,0.0641917,0.00358425,68.3565,2,34.1783,0,3,1.73269e-08,1
30,annealing_T=75_h=5,0.071414,0.00288898,100.542,2,50.271,0,3,1.16828e-07,1,0.0298408,0.00414842,18.6487,2,9.32436,0,3,2.61577e-07,1
31,annealing_T=75_h=5,0.0689373,0.000168684,0.393691,2,0.196846,0,3,6.11675e-10,1,0.0692047,0.000181121,7.35309,2,3.67654,0,3,4.41858e-06,1
32,annealing_T=75_h=5,0.0566572,0.00390373,131.92,2,65.96,0,3,2.51341e-06,1,0.0954185,0.00748143,31.3518,2,15.6759,0,3,4.86247e-06,1
33,annealing_T=75_h=5,-0.127581,0.00453008,1113.71,2,556.854,0,3,3.18688e-08,1,-0.194421,0.00728511,555.375,2,277.688,0,3,2.49772e-06,1
34,annealing_T=75_h=5,0.125926,0.00564482,24.3754,2,12.1877,0,3,4.25649e-06,1,0.156866,0.00850225,34.005,2,17.0025,0,3,1.17538e-06,1
35,annealing_T=75_h=5,0.0394368,0.000565293,2049.77,2,1024.88,0,3,5.73262e-07,1,0.0403648,0.000814068,770.304,2,385.152,0,3,1.78495e-07,1
36,annealing_T=75_h=5,1.43264,0.0204971,58.4123,2,29.2062,4,1,0.0106281,0,-0.0329854,0.0529654,24.2809,2,12.1405,0,3,3.06599e-06,1
37,annealing_T=75_h=5,0.167543,0.0403138,60.04,2,30.02,0,3,6.04249e-08,1,-0.0517297,0.0154536,127.562,2,63.7809,0,3,2.00243e-07,1
38,annealing_T=75_h=5,0.0957165,0.00600732,18.8529,2,9.42646,0,3,1.37354e-08,1,0.0899405,0.0104331,39.6897,2,19.8448,0,3,4.45e-08,1
39,annealing_T=75_h=5,0.0999239,0.00382108,7.01465,2,3.50732,0,3,5.32484e-06,1,0.0983339,0.00679886,117.488,2,58.7439,0,3,3.6724e-08,1
40,annealing_T=75_h=5,0.0586391,0.00295579,41.0936,2,20.5468,0,3,9.84898e-07,1,0.108274,0.00504376,15.8159,2,7.90793,0,3,8.50862e-08,1
41,annealing_T=75_h=5,-0.0170577,0.00607745,37.8365,2,18.9183,0,3,2.66533e-08,1,0.000834358,0.0091867,22.7678,2,11.3839,0,3,1.30293e-08,1
42,annealing_T=75_h=5,0.0869893,0.000983193,106.702,2,53.3508,0,3,4.77989e-07,1,0.0796156,0.00143449,19.0238,2,9.51192,0,3,3.02414e-07,1
43,annealing_T=75_h=5,0.046632,0.00170016,73.4498,2,36.7249,0,3,1.9367e-06,1,0.048938,0.00252489,75.6621,2,37.8311,0,3,8.56158e-06,1
44,annealing_T=75_h=5,0.0681874,0.000506311,247.29,2,123.645,0,3,1.87863e-07,1,0.0672604,0.000608877,149.034,2,74.517,0,3,5.53705e-09,1
45,annealing_T=75_h=5,0.0846056,0.00111515,62.8092,2,31.4046,0,3,2.32541e-07,1,0.0829885,0.00170479,224.722,2,112.361,0,3,1.22093e-06,1
46,annealing_T=75_h=5,0.0635366,0.00485849,28.897,2,14.4485,0,3,7.77934e-06,1,0.125813,0.00991955,2.00963,2,1.00481,0,3,3.05181e-07,1
47,annealing_T=75_h=5,0.110537,0.00979008,71.6821,2,35.841,0,3,8.7081e-06,1,0.135079,0.015848,49.3802,2,24.6901,0,3,3.60674e-07,1
48,annealing_T=75_h=5,0.0843989,0.00578775,99.2958,2,49.6479,0,3,2.25143e-07,1,0.0636577,0.00917191,84.085,2,42.0425,0,3,4.24828e-08,1
49,annealing_T=75_h=5,0.170759,0.00819757,7.83079,2,3.91539,0,3,4.20718e-08,1,0.195774,0.01598,36.7774,2,18.3887,0,3,4.51093e-08,1
50,annealing_T=75_h=5,0.0551587,0.000211184,1914.5,2,957.252,0,3,3.87576e-09,1,0.0548807,0.000215733,1791.8,2,895.9,0,3,5.40566e-09,1
51,annealing_T=75_h=5,0.0576051,0.000525343,276.081,2,138.04,0,3,1.44425e-11,1,0.060801,0.000743775,203.696,2,101.848,0,3,3.05578e-08,1
52,annealing_T=75_h=5,0.095317,0.0012909,24.6297,2,12.3148,0,3,3.57205e-06,1,0.103124,0.00175917,81.9111,2,40.9555,0,3,2.73904e-08,1
53,annealing_T=75_h=5,0.047732,0.000707266,559.041,2,279.52,0,3,3.8789e-06,1,0.0459116,0.000910448,200.705,2,100.353,0,3,6.11836e-07,1
54,annealing_T=75_h=5,-0.0685969,0.00371685,1509.93,2,754.963,0,3,4.26013e-07,1,-0.0990846,0.00527562,1189.26,2,594.628,0,3,4.19861e-08,1
55,annealing_T=75_h=5,0.0523621,0.000594012,181.426,2,90.7131,0,3,7.16444e-08,1,0.0533797,0.000763533,78.9584,2,39.4792,0,3,2.1455e-08,1
56,annealing_T=75_h=5,0.071932,0.00112317,128.654,2,64.327,0,3,1.14747e-06,1,0.0718685,0.00144571,117.298,2,58.6489,0,3,6.52403e-07,1
57,annealing_T=75_h=5,0.0871881,0.00333452,7.93024,2,3.96512,0,3,9.25873e-06,1,0.0944241,0.00495978,89.3279,2,44.664,0,3,4.37809e-10,1
58,annealing_T=75_h=5,0.0191477,0.000681376,2440.62,2,1220.31,0,3,1.06247e-08,1,0.0116073,0.000734299,1754.99,2,877.497,0,3,2.55711e-07,1
59,annealing_T=75_h=5,0.0491086,0.00703911,18.1083,2,9.05417,0,3,1.32515e-09,1,0.042299,0.0115176,10.6074,2,5.30369,0,3,3.56288e-06,1
60,annealing_T=75_h=5,0.0676802,0.0140365,15.8931,2,7.94655,0,3,3.85019e-07,1,0.148224,0.0244751,108.136,2,54.0682,0,3,1.74868e-07,1
61,annealing_T=75_h=5,0.0630872,0.000665812,273.506,2,136.753,0,3,3.33893e-07,1,0.0631796,0.000788278,215.909,2,107.955,0,3,7.28143e-07,1
62,annealing_T=75_h=5,0.0956361,0.00420678,42.8976,2,21.4488,0,3,5.74109e-10,1,0.107462,0.00569339,26.5847,2,13.2924,0,3,2.04815e-06,1
63,annealing_T=75_h=5,0.102245,0.0101472,14.6348,2,7.31738,0,3,8.61014e-08,1,0.119728,0.0171978,11.4731,2,5.73653,0,3,3.79145e-06,1
64,annealing_T=75_h=5,0.0442122,0.00542731,109.801,2,54.9006,0,3,7.46333e-06,1,0.0509469,0.00935069,240.569,2,120.285,0,3,6.04667e-08,1
65,annealing_T=75_h=5,-0.0149249,0.00133003,2402.27,2,1201.14,0,3,2.21107e-09,1,-0.00924555,0.00158163,2090.37,2,1045.19,0,3,1.02379e-05,1
66,annealing_T=75_h=5,0.067877,0.0073734,32.6395,2,16.3197,0,3,7.4814e-08,1,0.0767859,0.0101719,23.3018,2,11.6509,0,3,8.08397e-07,1
67,annealing_T=75_h=5,0.0899361,0.0103506,20.1953,2,10.0976,0,3,6.08114e-08,1,0.0557278,0.0139916,14.1104,2,7.0552,0,3,1.49614e-06,1
68,annealing_T=75_h=5,0.0637258,0.00033907,127.859,2,63.9297,0,3,2.46709e-06,1,0.0643633,0.000444778,126.772,2,63.3861,0,3,5.58653e-06,1
69,annealing_T=75_h=5,0.0487317,0.000328077,382.606,2,191.303,0,3,7.48089e-09,1,0.0485081,0.000347784,377.711,2,188.856,0,3,2.18476e-08,1
70,annealing_T=75_h=5,0.133668,0.00401119,41.4799,2,20.74,0,3,1.16253e-06,1,0.146983,0.0064684,0.530896,2,0.265448,0,3,3.53096e-06,1
71,annealing_T=75_h=5,0.0635009,0.00122112,64.1393,2,32.0696,0,3,1.60158e-06,1,0.0640813,0.00180613,13.116,2,6.55801,0,3,1.5969e-09,1
72,annealing_T=75_h=5,0.0659284,0.00436694,107.851,2,53.9256,0,3,4.18733e-08,1,0.0658019,0.0066057,86.0607,2,43.0304,0,3,5.1289e-08,1
73,annealing_T=75_h=5,0.088506,0.00374576,64.9761,2,32.4881,0,3,3.65383e-06,1,0.0663586,0.00628461,13.7079,2,6.85395,0,3,3.8118e-08,1
74,annealing_T=75_h=5,0.0756367,0.00111971,6.4159,2,3.20795,0,3,8.72829e-06,1,0.0763463,0.00183665,30.3408,2,15.1704,0,3,4.56872e-09,1
75,annealing_T=75_h=5,1.40741,0.0643741,61.8004,2,30.9002,4,1,0.00289175,0,-0.0724718,0.0576611,29.8937,2,14.9468,0,3,4.27801e-06,1
76,annealing_T=75_h=5,0.116632,0.0171842,9.37391,2,4.68696,0,3,1.00001e-07,1,1.35486,0.058641,7.76033,2,3.88016,4,1,0.0213086,0
77,annealing_T=75_h=5,0.0887878,0.00765207,35.887,2,17.9435,0,3,5.18523e-11,1,0.0825689,0.0128313,21.9835,2,10.9917,0,3,1.46564e-07,1
78,annealing_T=75_h=5,0.0851445,0.00359313,20.3834,2,10.1917,0,3,3.39457e-06,1,0.0937314,0.00610054,6.84219,2,3.42109,0,3,1.23564e-08,1
79,annealing_T=75_h=5,0.0788232,0.0118582,29.519,2,14.7595,0,3,2.68424e-07,1,0.223545,0.0237137,26.0342,2,13.0171,0,3,7.19405e-06,1
80,annealing_T=75_h=5,0.0663056,0.000308336,93.0644,2,46.5322,0,3,9.76621e-07,1,0.0652077,0.0003541,152.002,2,76.001,0,3,4.28972e-09,1
81,annealing_T=75_h=5,0.0665926,0.000258194,26.0862,2,13.0431,0,3,1.44226e-07,1,0.0664866,0.000302143,1.24074,2,0.620371,0,3,3.04238e-06,1
82,annealing_T=75_h=5,0.0801008,0.00313487,6.45016,2,3.22508,0,3,6.09866e-09,1,0.0911002,0.00534715,13.8032,2,6.9016,0,3,4.33189e-06,1
83,annealing_T=75_h=5,0.0487356,0.00200689,1247.66,2,623.828,0,3,1.80969e-06,1,0.047863,0.00213854,1203.32,2,601.66,0,3,2.5078e-07,1
84,annealing_T=75_h=5,-0.294564,0.0869087,6.97002,2,3.48501,0,3,3.11244e-06,1,0.112429,0.0207978,66.85,2,33.425,0,3,1.45916e-06,1
85,annealing_T=75_h=5,0.0587256,0.000204958,146.983,2,73.4914,0,3,1.45179e-06,1,0.0587648,0.000220139,151.222,2,75.611,0,3,2.68477e-06,1
86,annealing_T=75_h=5,0.0616122,0.00025381,69.4526,2,34.7263,0,3,1.10401e-07,1,0.0607187,0.000307202,119.148,2,59.574,0,3,1.82667e-06,1
87,annealing_T=75_h=5,0.0926741,0.00221085,54.2222,2,27.1111,0,3,5.90523e-07,1,0.0798206,0.00326273,72.1573,2,36.0787,0,3,6.43941e-06,1
88,annealing_T=75_h=5,0.186571,0.0370896,50.9846,2,25.4923,0,3,2.12691e-09,1,-1.8788,0.105847,28.044,2,14.022,4,1,0.00235011,0
