spot,x,y,luminosity,error,T,v,v_fin
0,4.09,740.56,5.60599,5.36314,20,52.3,1.0
0,4.09,740.56,14.2684,6.20908,20,53.3,2.0
0,4.09,740.56,32.4478,6.18682,20,54.3,3.0
0,4.09,740.56,54.3151,6.43151,20,55.3,4.0
0,4.09,740.56,81.9712,7.37754,20,56.3,5.0
0,4.09,740.56,174.734,9.15104,20,58.3,7.0
1,5.96,452.55,2.55694,3.78137,20,52.3,1.0
1,5.96,452.55,0.919642,4.35212,20,53.3,2.0
1,5.96,452.55,6.6524,4.42706,20,54.3,3.0
1,5.96,452.55,12.6702,4.25865,20,55.3,4.0
1,5.96,452.55,23.4972,5.17567,20,56.3,5.0
1,5.96,452.55,49.0065,6.07849,20,58.3,7.0
3,61.44,537.84,38.5931,18.48,20,52.3,1.0
3,61.44,537.84,119.214,19.5735,20,53.3,2.0
3,61.44,537.84,198.753,21.7475,20,54.3,3.0
3,61.44,537.84,324.03,23.1058,20,55.3,4.0
3,61.44,537.84,453.399,26.1851,20,56.3,5.0
3,61.44,537.84,880.162,35.1179,20,58.3,7.0
4,63.1,1071.42,15.2724,12.048,20,52.3,1.0
4,63.1,1071.42,65.0736,12.6517,20,53.3,2.0
4,63.1,1071.42,133.385,14.0534,20,54.3,3.0
4,63.1,1071.42,212.8,14.9032,20,55.3,4.0
4,63.1,1071.42,308.493,16.5615,20,56.3,5.0
4,63.1,1071.42,531.709,22.465,20,58.3,7.0
5,61.87,580.07,205.906,46.4264,20,52.3,1.0
5,61.87,580.07,701.941,51.7753,20,53.3,2.0
5,61.87,580.07,1453.48,55.4056,20,54.3,3.0
5,61.87,580.07,2400.94,61.3186,20,55.3,4.0
5,61.87,580.07,3607.9,70.8204,20,56.3,5.0
5,61.87,580.07,7129.09,104.973,20,58.3,7.0
6,67.38,558.85,36.6248,27.611,20,52.3,1.0
6,67.38,558.85,154.021,30.3589,20,53.3,2.0
6,67.38,558.85,389.319,33.842,20,54.3,3.0
6,67.38,558.85,642.313,36.6951,20,55.3,4.0
6,67.38,558.85,1020.42,41.2071,20,56.3,5.0
6,67.38,558.85,2803.75,62.297,20,58.3,7.0
7,70.49,1055.87,3.26355,4.41935,20,52.3,1.0
7,70.49,1055.87,8.94075,4.5936,20,53.3,2.0
7,70.49,1055.87,20.1858,4.89186,20,54.3,3.0
7,70.49,1055.87,29.1818,5.26368,20,55.3,4.0
7,70.49,1055.87,45.389,5.69616,20,56.3,5.0
7,70.49,1055.87,79.2601,7.34377,20,58.3,7.0
8,73.63,816.52,61.5585,41.7411,20,52.3,1.0
8,73.63,816.52,166.616,45.5694,20,53.3,2.0
8,73.63,816.52,328.467,48.8233,20,54.3,3.0
8,73.63,816.52,2168.96,55.2321,20,55.3,4.0
8,73.63,816.52,3058.23,62.9402,20,56.3,5.0
8,73.63,816.52,5456.63,88.1495,20,58.3,7.0
9,80.99,103.41,3.42715,6.67231,20,52.3,1.0
9,80.99,103.41,16.0645,7.41383,20,53.3,2.0
9,80.99,103.41,28.01,7.74577,20,54.3,3.0
9,80.99,103.41,35.0277,8.41331,20,55.3,4.0
9,80.99,103.41,79.4249,9.11781,20,56.3,5.0
9,80.99,103.41,137.683,12.3122,20,58.3,7.0
10,97.6,362.54,1.98061,13.6434,20,52.3,1.0
10,97.6,362.54,26.6675,15.4665,20,53.3,2.0
10,97.6,362.54,75.4344,16.0156,20,54.3,3.0
10,97.6,362.54,159.697,16.889,20,55.3,4.0
10,97.6,362.54,244.814,19.4503,20,56.3,5.0
10,97.6,362.54,503.036,24.4968,20,58.3,7.0
11,117.87,328.49,0.926114,2.51822,20,52.3,1.0
11,117.87,328.49,3.30734,2.64344,20,53.3,2.0
11,117.87,328.49,7.07479,2.8214,20,54.3,3.0
11,117.87,328.49,8.96503,2.96836,20,55.3,4.0
11,117.87,328.49,13.0273,3.15878,20,56.3,5.0
11,117.87,328.49,23.5739,3.99621,20,58.3,7.0
12,141.17,264.27,4.01649,4.20176,20,52.3,1.0
12,141.17,264.27,10.4436,4.43843,20,53.3,2.0
12,141.17,264.27,19.8574,4.58199,20,54.3,3.0
12,141.17,264.27,34.2557,4.87458,20,55.3,4.0
12,141.17,264.27,41.6316,5.42712,20,56.3,5.0
12,141.17,264.27,66.7726,6.53899,20,58.3,7.0
13,157.63,918.9,20.1988,11.9283,20,52.3,1.0
13,157.63,918.9,56.0737,13.0916,20,53.3,2.0
13,157.63,918.9,106.916,13.8526,20,54.3,3.0
13,157.63,918.9,178.718,14.5044,20,55.3,4.0
13,157.63,918.9,230.119,16.6842,20,56.3,5.0
13,157.63,918.9,417.068,20.52,20,58.3,7.0
14,181.38,951.05,5.50233,17.1345,20,52.3,1.0
14,181.38,951.05,54.0279,18.4739,20,53.3,2.0
14,181.38,951.05,144.863,19.7384,20,54.3,3.0
14,181.38,951.05,277.913,20.5051,20,55.3,4.0
14,181.38,951.05,477.355,23.2873,20,56.3,5.0
14,181.38,951.05,1108.67,31.4177,20,58.3,7.0
15,183.74,178.36,155.6,66.7921,20,52.3,1.0
15,183.74,178.36,625.611,74.0695,20,53.3,2.0
15,183.74,178.36,1526.68,78.4235,20,54.3,3.0
15,183.74,178.36,2932.68,84.3642,20,55.3,4.0
15,183.74,178.36,4920.72,100.493,20,56.3,5.0
15,183.74,178.36,11563.4,147.609,20,58.3,7.0
16,197.26,526.43,10.7247,12.8283,20,52.3,1.0
16,197.26,526.43,40.1061,15.0344,20,53.3,2.0
16,197.26,526.43,88.9107,15.357,20,54.3,3.0
16,197.26,526.43,157.303,16.7797,20,55.3,4.0
16,197.26,526.43,269.096,18.7035,20,56.3,5.0
16,197.26,526.43,592.088,25.0564,20,58.3,7.0
17,199.86,62.67,12.0437,7.84268,20,52.3,1.0
17,199.86,62.67,37.6002,9.01776,20,53.3,2.0
17,199.86,62.67,68.0256,9.4242,20,54.3,3.0
17,199.86,62.67,91.8972,10.3409,20,55.3,4.0
17,199.86,62.67,126.649,11.2911,20,56.3,5.0
17,199.86,62.67,219.27,13.9198,20,58.3,7.0
18,221.28,926.12,0.943827,1.82037,20,52.3,1.0
18,221.28,926.12,0.655424,2.07855,20,53.3,2.0
18,221.28,926.12,2.70055,1.89121,20,54.3,3.0
18,221.28,926.12,6.81481,2.17257,20,55.3,4.0
18,221.28,926.12,9.45199,2.2281,20,56.3,5.0
18,221.28,926.12,20.6502,2.84804,20,58.3,7.0
19,233.28,91.24,0.590926,2.33484,20,52.3,1.0
19,233.28,91.24,3.89022,2.43835,20,53.3,2.0
19,233.28,91.24,6.51773,2.44615,20,54.3,3.0
19,233.28,91.24,9.64311,2.61065,20,55.3,4.0
19,233.28,91.24,17.1811,2.8932,20,56.3,5.0
19,233.28,91.24,32.6247,3.6352,20,58.3,7.0
21,238.48,250.13,48.9274,21.303,20,52.3,1.0
21,238.48,250.13,179.458,23.4099,20,53.3,2.0
21,238.48,250.13,333.106,25.8549,20,54.3,3.0
21,238.48,250.13,363.586,27.2672,20,55.3,4.0
21,238.48,250.13,796.69,33.6513,20,56.3,5.0
21,238.48,250.13,1542.56,45.0004,20,58.3,7.0
22,256.59,357.74,17.1457,16.572,20,52.3,1.0
22,256.59,357.74,61.9096,18.5368,20,53.3,2.0
22,256.59,357.74,132.705,19.7356,20,54.3,3.0
22,256.59,357.74,235.44,21.0154,20,55.3,4.0
22,256.59,357.74,412.438,24.5576,20,56.3,5.0
22,256.59,357.74,1003.36,33.1122,20,58.3,7.0
23,277.5,25.64,1.74367,2.51393,20,52.3,1.0
23,277.5,25.64,1.41543,2.53149,20,53.3,2.0
23,277.5,25.64,3.55223,2.87522,20,54.3,3.0
23,277.5,25.64,4.39101,3.12136,20,55.3,4.0
23,277.5,25.64,11.6463,3.30587,20,56.3,5.0
23,277.5,25.64,28.4531,4.34684,20,58.3,7.0
24,337.82,293.26,1.88267,4.36871,20,52.3,1.0
24,337.82,293.26,8.65029,4.53126,20,53.3,2.0
24,337.82,293.26,15.0898,5.01012,20,54.3,3.0
24,337.82,293.26,21.7659,5.03475,20,55.3,4.0
24,337.82,293.26,28.6188,5.9019,20,56.3,5.0
24,337.82,293.26,53.3646,6.83687,20,58.3,7.0
25,350.57,46.11,1.76319,3.07297,20,52.3,1.0
25,350.57,46.11,3.17277,3.46092,20,53.3,2.0
25,350.57,46.11,8.44397,3.4382,20,54.3,3.0
