124, 630.27, 1021.41, 209.00, 8.16
125, 751.42, 1040.08, 853.00, 16.48
126, 1046.64, 1044.10, 338.00, 10.37
127, 1595.44, 1036.21, 58.00, 4.30
128, 276.25, 1054.40, 119.00, 6.15
129, 1463.26, 1061.08, 75.00, 4.89
130, 1002.93, 1070.15, 269.00, 9.25
131, 1484.06, 35.95, 279.00, 9.42
132, 1500.84, 38.10, 188.00, 7.74
133, 862.86, 409.45, 224.00, 8.44
134, 871.39, 424.75, 535.00, 13.05
135, 57.98, 500.68, 419.00, 11.55
136, 63.15, 522.68, 324.00, 10.16
137, 859.49, 603.40, 139.00, 6.65
138, 872.14, 603.52, 113.00, 6.00
