1264.07, 1073.45, 1017.88, 18.00
1019.90, 1070.91, 1017.88, 18.00
1781.09, 1058.45, 1017.88, 18.00
1899.89, 1043.76, 1017.88, 18.00
611.45, 1035.38, 1017.88, 18.00
870.77, 1007.93, 1017.88, 18.00
505.46, 1000.84, 1017.88, 18.00
1619.80, 985.17, 1017.88, 18.00
1823.67, 989.54, 1017.88, 18.00
1050.32, 956.79, 1017.88, 18.00
417.78, 951.19, 1017.88, 18.00
1178.67, 928.66, 1017.88, 18.00
1377.80, 911.01, 1017.88, 18.00
1089.72, 909.52, 1017.88, 18.00
516.16, 884.76, 1017.88, 18.00
1846.87, 885.10, 1017.88, 18.00
1289.32, 872.68, 1017.88, 18.00
1504.29, 861.40, 1017.88, 18.00
358.14, 849.88, 1017.88, 18.00
68.90, 813.55, 1017.88, 18.00
1373.68, 809.30, 1017.88, 18.00
1586.04, 807.44, 1017.88, 18.00
1052.81, 803.87, 1017.88, 18.00
232.97, 761.01, 1017.88, 18.00
2.02, 737.91, 1017.88, 18.00
908.95, 732.16, 1017.88, 18.00
1733.69, 719.37, 1017.88, 18.00
661.51, 689.89, 1017.88, 18.00
1089.65, 687.12, 1017.88, 18.00
1228.54, 665.73, 1017.88, 18.00
1585.37, 649.05, 1017.88, 18.00
1254.80, 594.44, 1017.88, 18.00
808.25, 588.03, 1017.88, 18.00
1180.68, 592.52, 1017.88, 18.00
649.92, 575.53, 1017.88, 18.00
1851.73, 554.11, 1017.88, 18.00
1782.90, 552.18, 1017.88, 18.00
417.93, 552.38, 1017.88, 18.00
596.39, 529.79, 1017.88, 18.00
193.60, 523.67, 1017.88, 18.00
1496.87, 505.65, 1017.88, 18.00
429.40, 489.45, 1017.88, 18.00
1244.35, 482.94, 1017.88, 18.00
1772.19, 474.97, 1017.88, 18.00
649.04, 441.80, 1017.88, 18.00
1148.49, 428.11, 1017.88, 18.00
911.68, 407.01, 1017.88, 18.00
1266.31, 411.79, 1017.88, 18.00
1535.75, 403.12, 1017.88, 18.00
699.83, 367.63, 1017.88, 18.00
93.75, 359.08, 1017.88, 18.00
252.74, 354.53, 1017.88, 18.00
1820.09, 353.31, 1017.88, 18.00
609.21, 338.00, 1017.88, 18.00
1291.95, 318.97, 1017.88, 18.00
815.40, 315.87, 1017.88, 18.00
334.91, 291.31, 1017.88, 18.00
1651.74, 275.23, 1017.88, 18.00
138.25, 261.48, 1017.88, 18.00
235.75, 247.53, 1017.88, 18.00
1168.10, 238.79, 1017.88, 18.00
1066.74, 233.99, 1017.88, 18.00
1253.34, 231.35, 1017.88, 18.00
1402.61, 204.47, 1017.88, 18.00
180.85, 175.76, 1017.88, 18.00
1239.58, 153.18, 1017.88, 18.00
1005.03, 122.89, 1017.88, 18.00
1385.22, 115.29, 1017.88, 18.00
78.50, 100.41, 1017.88, 18.00
1858.67, 92.81, 1017.88, 18.00
423.28, 75.54, 1017.88, 18.00
1318.19, 72.35, 1017.88, 18.00
630.25, 56.69, 1017.88, 18.00
751.41, 38.05, 1017.88, 18.00
347.65, 43.85, 1017.88, 18.00
1595.63, 42.08, 1017.88, 18.00
275.93, 23.67, 1017.88, 18.00
1462.91, 17.09, 1017.88, 18.00
502.26, 12.61, 1017.88, 18.00
