x,y,luminosity,error,T,v
574.63,853.84,842.262,3.25113,20.0,9.0
572.61,829.63,30.6948,2.71462,20.0,9.0
500.47,813.38,324.923,3.18225,20.0,9.0
1138.46,649.6,59.9701,2.54736,20.0,9.0
370.69,506.93,175.592,3.05883,20.0,9.0
385.84,493.9,20.0163,2.76491,20.0,9.0
1402.25,474.52,87.1528,3.10412,20.0,9.0
297.13,458.12,59.1833,3.05596,20.0,9.0
1327.94,314.16,48.5066,2.90252,20.0,9.0
1497.11,263.51,40.8271,2.71447,20.0,9.0
1205.38,226.35,17.8259,2.89339,20.0,9.0
1078.83,182.34,250.238,3.56039,20.0,9.0
1809.06,174.74,107.516,2.86059,20.0,9.0
1060.22,177.69,20.6764,2.93715,20.0,9.0
684,69.28,115.903,3.10512,20.0,9.0
844.59,70.54,39.9772,3.21279,20.0,9.0
