x,y,luminosity,error,T,v
574.63,853.84,1075.36,3.23682,24.0,9.0
572.61,829.63,39.4816,2.67072,24.0,9.0
500.47,813.38,422.966,3.07827,24.0,9.0
1138.46,649.6,82.676,2.5702,24.0,9.0
370.69,506.93,230.986,3.21215,24.0,9.0
385.84,493.9,28.1123,2.7159,24.0,9.0
1402.25,474.52,116.016,3.00435,24.0,9.0
297.13,458.12,73.8864,3.00845,24.0,9.0
1327.94,314.16,61.054,2.97033,24.0,9.0
1497.11,263.51,54.9072,2.70131,24.0,9.0
1205.38,226.35,27.6158,2.73345,24.0,9.0
1078.83,182.34,309.117,3.85059,24.0,9.0
1809.06,174.74,129.989,2.88326,24.0,9.0
1060.22,177.69,24.8454,2.87289,24.0,9.0
684,69.28,147.529,2.99155,24.0,9.0
844.59,70.54,44.0858,3.14767,24.0,9.0
