x,y,luminosity,error,T,v
574.63,853.84,636.213,3.14729,16.0,9.0
572.61,829.63,26.7907,2.69852,16.0,9.0
500.47,813.38,246.574,3.00208,16.0,9.0
1138.46,649.6,43.9637,2.55014,16.0,9.0
370.69,506.93,141.152,3.04544,16.0,9.0
385.84,493.9,15.9795,2.72338,16.0,9.0
1402.25,474.52,71.3893,3.01908,16.0,9.0
297.13,458.12,44.4379,2.97355,16.0,9.0
1327.94,314.16,37.4988,2.86107,16.0,9.0
1497.11,263.51,30.283,2.6754,16.0,9.0
1205.38,226.35,15.2662,2.81272,16.0,9.0
1078.83,182.34,188.633,3.50287,16.0,9.0
1809.06,174.74,83.6324,2.84823,16.0,9.0
1060.22,177.69,18.9832,2.91014,16.0,9.0
684,69.28,88.927,2.95535,16.0,9.0
844.59,70.54,35.1188,3.20582,16.0,9.0
