spot,x,y,luminosity,error,T,v,phase,detection,status,integration_radius,integration_area,run_number,match_distance,geometry_source_phase,geometry_source_run,geometry_mode,deltaL1,deltaL2,deltaL,lambda,lambda_stat_error,deltaLambda,A,A_stat_error,fit_chi2,fit_ndf,fit_chi2ndf,fit_status,covmatrix_status,edm,fit_converged
2,140.2,258.36,2.69535,1.50217,21.0,56.35,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.9829038610159088,annealing_T=100_h=5,20260612-001017,previous_detection,7.2765,2.47422,7.2765,0.165762,0.0441888,0,0.365486,0.348409,78.6483,2,39.3241,0,3,3.3985e-07,1
2,140.2,258.36,19.5163,1.51947,23.0,56.46,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.9829038610159088,annealing_T=100_h=5,20260612-001017,previous_detection,2.4933,3.5958,3.5958,0.165762,0.0441888,0,0.365486,0.348409,78.6483,2,39.3241,0,3,3.3985e-07,1
3,183.63,171.8,3290.02,3.12979,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.6770509831248424,annealing_T=100_h=25,20260702-101218,phase_detection,38.97,61.13,61.13,0.0427355,0.000187558,0.000440429,1587.07,6.10534,123.577,2,61.7885,0,3,3.62485e-09,1
3,183.63,171.8,3578.4,2.9987,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.6770509831248424,annealing_T=100_h=25,20260702-101218,phase_detection,49.04,61.5,61.5,0.0427355,0.000187558,0.000440429,1587.07,6.10534,123.577,2,61.7885,0,3,3.62485e-09,1
3,183.63,171.8,3862.94,3.25683,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.6770509831248424,annealing_T=100_h=25,20260702-101218,phase_detection,47.61,60.84,60.84,0.0427355,0.000187558,0.000440429,1587.07,6.10534,123.577,2,61.7885,0,3,3.62485e-09,1
3,183.63,171.8,4257.06,3.11597,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.6770509831248424,annealing_T=100_h=25,20260702-101218,phase_detection,52.54,68.26,68.26,0.0427355,0.000187558,0.000440429,1587.07,6.10534,123.577,2,61.7885,0,3,3.62485e-09,1
4,194.68,519.88,140.937,1.3118,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.8247739586042349,annealing_T=100_h=25,20260702-101218,phase_detection,1.2,0.511,1.2,0.0631758,0.00185692,0.00337268,48.4867,1.85551,6.33616,2,3.16808,0,3,5.93118e-06,1
4,194.68,519.88,161.275,1.65117,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.8247739586042349,annealing_T=100_h=25,20260702-101218,phase_detection,1.579,3.8,3.8,0.0631758,0.00185692,0.00337268,48.4867,1.85551,6.33616,2,3.16808,0,3,5.93118e-06,1
4,194.68,519.88,186.621,1.81485,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.8247739586042349,annealing_T=100_h=25,20260702-101218,phase_detection,1.193,0.496,1.193,0.0631758,0.00185692,0.00337268,48.4867,1.85551,6.33616,2,3.16808,0,3,5.93118e-06,1
4,194.68,519.88,205.745,1.48699,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.8247739586042349,annealing_T=100_h=25,20260702-101218,phase_detection,5.953,0.548,5.953,0.0631758,0.00185692,0.00337268,48.4867,1.85551,6.33616,2,3.16808,0,3,5.93118e-06,1
5,232.24,758.05,2.99449,1.47461,17.0,56.13,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,2.02802,7.76001,7.76001,0.182776,0.114429,0,0.0836883,0.207941,27.1678,2,13.5839,0,3,1.59544e-07,1
5,232.24,758.05,-2.88285,1.60028,19.0,56.24,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,3.83984,6.27017,6.27017,0.182776,0.114429,0,0.0836883,0.207941,27.1678,2,13.5839,0,3,1.59544e-07,1
5,232.24,758.05,9.70995,1.59893,21.0,56.35,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,6.18301,7.48125,7.48125,0.182776,0.114429,0,0.0836883,0.207941,27.1678,2,13.5839,0,3,1.59544e-07,1
5,232.24,758.05,3.94252,1.53596,23.0,56.46,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.6888396039718166,annealing_T=100_h=5,20260612-001017,previous_detection,12.16558,10.67338,12.16558,0.182776,0.114429,0,0.0836883,0.207941,27.1678,2,13.5839,0,3,1.59544e-07,1
6,238.19,243.73,402.757,1.34537,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.802276338412078,annealing_T=100_h=25,20260702-101218,phase_detection,0.692,6.788,6.788,0.0316408,0.000694926,0.00205922,240.405,3.38728,251.833,2,125.917,0,3,2.35193e-08,1
6,238.19,243.73,456.302,1.38279,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.802276338412078,annealing_T=100_h=25,20260702-101218,phase_detection,3.307,8.791,8.791,0.0316408,0.000694926,0.00205922,240.405,3.38728,251.833,2,125.917,0,3,2.35193e-08,1
6,238.19,243.73,457.372,1.49424,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.802276338412078,annealing_T=100_h=25,20260702-101218,phase_detection,1.007,5.763,5.763,0.0316408,0.000694926,0.00205922,240.405,3.38728,251.833,2,125.917,0,3,2.35193e-08,1
6,238.19,243.73,497.801,1.46932,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.802276338412078,annealing_T=100_h=25,20260702-101218,phase_detection,7.029,8.289,8.289,0.0316408,0.000694926,0.00205922,240.405,3.38728,251.833,2,125.917,0,3,2.35193e-08,1
7,254.7,351.14,721.824,4.99568,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.9417775361766088,annealing_T=100_h=25,20260702-101218,phase_detection,7.677,15.069,15.069,0.0515306,0.00207783,0.000762867,230.386,9.50071,2698.4,2,1349.2,0,3,8.76428e-06,1
7,254.7,351.14,500.739,3.24321,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.9417775361766088,annealing_T=100_h=25,20260702-101218,phase_detection,5.989,9.798,9.798,0.0515306,0.00207783,0.000762867,230.386,9.50071,2698.4,2,1349.2,0,3,8.76428e-06,1
7,254.7,351.14,785.221,6.11754,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.9417775361766088,annealing_T=100_h=25,20260702-101218,phase_detection,4.723,21.146,21.146,0.0515306,0.00207783,0.000762867,230.386,9.50071,2698.4,2,1349.2,0,3,8.76428e-06,1
7,254.7,351.14,802.084,6.32501,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.9417775361766088,annealing_T=100_h=25,20260702-101218,phase_detection,8.57,21.782,21.782,0.0515306,0.00207783,0.000762867,230.386,9.50071,2698.4,2,1349.2,0,3,8.76428e-06,1
8,337.59,287.86,33.373,1.46473,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.6117618574441166,annealing_T=100_h=25,20260702-101218,phase_detection,6.9866,6.7275,6.9866,0.134886,0.00623999,0.0351159,3.75171,0.495221,15.4242,2,7.71212,0,3,5.58268e-06,1
8,337.59,287.86,52.816,1.44156,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.6117618574441166,annealing_T=100_h=25,20260702-101218,phase_detection,6.4583,5.5358,6.4583,0.134886,0.00623999,0.0351159,3.75171,0.495221,15.4242,2,7.71212,0,3,5.58268e-06,1
8,337.59,287.86,63.8545,1.603,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.6117618574441166,annealing_T=100_h=25,20260702-101218,phase_detection,2.7326,7.0808,7.0808,0.134886,0.00623999,0.0351159,3.75171,0.495221,15.4242,2,7.71212,0,3,5.58268e-06,1
8,337.59,287.86,82.3703,1.64438,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.6117618574441166,annealing_T=100_h=25,20260702-101218,phase_detection,2.4878,9.0414,9.0414,0.134886,0.00623999,0.0351159,3.75171,0.495221,15.4242,2,7.71212,0,3,5.58268e-06,1
9,357.87,846.42,23.2278,1.64468,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3249946236497907,annealing_T=100_h=25,20260702-101218,phase_detection,1.8713,3.3795,3.3795,0.150559,0.00805366,0.0152357,2.22675,0.387127,40.2054,2,20.1027,0,3,2.58526e-07,1
9,357.87,846.42,46.875,1.59278,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3249946236497907,annealing_T=100_h=25,20260702-101218,phase_detection,9.2024,0.1368,9.2024,0.150559,0.00805366,0.0152357,2.22675,0.387127,40.2054,2,20.1027,0,3,2.58526e-07,1
9,357.87,846.42,49.6375,1.5218,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3249946236497907,annealing_T=100_h=25,20260702-101218,phase_detection,1.749,0.0546,1.749,0.150559,0.00805366,0.0152357,2.22675,0.387127,40.2054,2,20.1027,0,3,2.58526e-07,1
9,357.87,846.42,71.1664,1.47466,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3249946236497907,annealing_T=100_h=25,20260702-101218,phase_detection,0.2432,2.4981,2.4981,0.150559,0.00805366,0.0152357,2.22675,0.387127,40.2054,2,20.1027,0,3,2.58526e-07,1
10,375.98,370.27,1.3925,1.30875,17.0,56.13,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,6.93744,2.04913,6.93744,-0.000204983,0.055177,0.0529261,-4.07618,4.55215,59.9881,2,29.994,0,3,6.17084e-08,1
10,375.98,370.27,-11.2097,1.14588,19.0,56.24,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,4.34201,0.9496,4.34201,-0.000204983,0.055177,0.0529261,-4.07618,4.55215,59.9881,2,29.994,0,3,6.17084e-08,1
10,375.98,370.27,-2.30696,1.14606,21.0,56.35,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,5.79176,0.71714,5.79176,-0.000204983,0.055177,0.0529261,-4.07618,4.55215,59.9881,2,29.994,0,3,6.17084e-08,1
10,375.98,370.27,-2.59569,1.25561,23.0,56.46,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2761269529322026,annealing_T=75_h=25,20260531-095134,previous_detection,0.09932,0.58789,0.58789,-0.000204983,0.055177,0.0529261,-4.07618,4.55215,59.9881,2,29.994,0,3,6.17084e-08,1
11,416.79,947.98,81.6401,1.5092,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3650158561836263,annealing_T=100_h=25,20260702-101218,phase_detection,4.3835,2.0385,4.3835,0.0328885,0.00380003,0.00869163,48.5996,3.73496,20.2432,2,10.1216,0,3,2.74626e-09,1
11,416.79,947.98,96.5396,1.54826,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3650158561836263,annealing_T=100_h=25,20260702-101218,phase_detection,7.4599,3.2086,7.4599,0.0328885,0.00380003,0.00869163,48.5996,3.73496,20.2432,2,10.1216,0,3,2.74626e-09,1
11,416.79,947.98,95.053,1.76879,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3650158561836263,annealing_T=100_h=25,20260702-101218,phase_detection,3.7943,0.7448,3.7943,0.0328885,0.00380003,0.00869163,48.5996,3.73496,20.2432,2,10.1216,0,3,2.74626e-09,1
11,416.79,947.98,102.627,1.69393,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.3650158561836263,annealing_T=100_h=25,20260702-101218,phase_detection,2.618,2.457,2.618,0.0328885,0.00380003,0.00869163,48.5996,3.73496,20.2432,2,10.1216,0,3,2.74626e-09,1
12,417.19,550.12,11.5018,1.75483,17.0,56.13,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,3.77522,0.5072,3.77522,0.235396,0.0560925,0.112888,0.0855063,0.105133,23.4153,2,11.7077,0,3,3.96882e-06,1
12,417.19,550.12,4.6949,1.50388,19.0,56.24,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,3.54005,5.05388,5.05388,0.235396,0.0560925,0.112888,0.0855063,0.105133,23.4153,2,11.7077,0,3,3.96882e-06,1
12,417.19,550.12,8.37957,1.85381,21.0,56.35,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,2.09465,7.78213,7.78213,0.235396,0.0560925,0.112888,0.0855063,0.105133,23.4153,2,11.7077,0,3,3.96882e-06,1
12,417.19,550.12,20.9408,1.70435,23.0,56.46,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.5054567413246664,annealing_T=75_h=25,20260531-095134,previous_detection,6.4294,1.7025,6.4294,0.235396,0.0560925,0.112888,0.0855063,0.105133,23.4153,2,11.7077,0,3,3.96882e-06,1
13,426.46,72.47,50.4353,1.38646,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.045336158190126,annealing_T=100_h=25,20260702-101218,phase_detection,2.7391,3.4699,3.4699,0.0533656,0.00596666,0.00490785,18.4805,2.29809,126.68,2,63.3402,0,3,1.99376e-06,1
13,426.46,72.47,51.9413,1.47453,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.045336158190126,annealing_T=100_h=25,20260702-101218,phase_detection,8.0162,6.7148,8.0162,0.0533656,0.00596666,0.00490785,18.4805,2.29809,126.68,2,63.3402,0,3,1.99376e-06,1
13,426.46,72.47,43.0552,1.42706,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.045336158190126,annealing_T=100_h=25,20260702-101218,phase_detection,9.5123,1.0135,9.5123,0.0533656,0.00596666,0.00490785,18.4805,2.29809,126.68,2,63.3402,0,3,1.99376e-06,1
13,426.46,72.47,69.1957,1.25637,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.045336158190126,annealing_T=100_h=25,20260702-101218,phase_detection,4.2017,6.387,6.387,0.0533656,0.00596666,0.00490785,18.4805,2.29809,126.68,2,63.3402,0,3,1.99376e-06,1
14,430.64,486.64,331.079,1.28493,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.006888138387397,annealing_T=100_h=25,20260702-101218,phase_detection,0.379,0.811,0.811,0.0778139,0.000705414,0.00208896,86.9963,1.28153,177.942,2,88.9709,0,3,4.36608e-07,1
14,430.64,486.64,369.125,1.29683,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.006888138387397,annealing_T=100_h=25,20260702-101218,phase_detection,2.578,1.59,2.578,0.0778139,0.000705414,0.00208896,86.9963,1.28153,177.942,2,88.9709,0,3,4.36608e-07,1
14,430.64,486.64,455.799,1.219,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.006888138387397,annealing_T=100_h=25,20260702-101218,phase_detection,8.617,5.825,8.617,0.0778139,0.000705414,0.00208896,86.9963,1.28153,177.942,2,88.9709,0,3,4.36608e-07,1
14,430.64,486.64,517.602,1.28187,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,2.006888138387397,annealing_T=100_h=25,20260702-101218,phase_detection,5.334,6.755,6.755,0.0778139,0.000705414,0.00208896,86.9963,1.28153,177.942,2,88.9709,0,3,4.36608e-07,1
15,502.79,999.04,17.6912,1.36391,17.0,56.13,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,3.7201,4.4284,4.4284,0.0324317,0.0210882,0.0978215,8.49931,3.65675,18.4733,2,9.23666,0,3,2.11788e-07,1
15,502.79,999.04,12.7933,1.46717,19.0,56.24,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,4.34219,3.4977,4.34219,0.0324317,0.0210882,0.0978215,8.49931,3.65675,18.4733,2,9.23666,0,3,2.11788e-07,1
15,502.79,999.04,13.0454,1.53163,21.0,56.35,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,7.02532,9.7664,9.7664,0.0324317,0.0210882,0.0978215,8.49931,3.65675,18.4733,2,9.23666,0,3,2.11788e-07,1
15,502.79,999.04,20.6366,1.39321,23.0,56.46,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,1.2909686285887023,annealing_T=75_h=25,20260531-095134,previous_detection,2.1558,2.1056,2.1558,0.0324317,0.0210882,0.0978215,8.49931,3.65675,18.4733,2,9.23666,0,3,2.11788e-07,1
16,596.32,529.42,14.0828,1.62075,17.0,56.13,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,0.0,before_annealing,20260514-062228,previous_detection,2.0504,3.9213,3.9213,0.188729,0.0435068,0.166008,0.247572,0.232202,57.2425,2,28.6212,0,3,9.86993e-06,1
16,596.32,529.42,0.662322,1.47387,19.0,56.24,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,0.0,before_annealing,20260514-062228,previous_detection,3.919792,5.554168,5.554168,0.188729,0.0435068,0.166008,0.247572,0.232202,57.2425,2,28.6212,0,3,9.86993e-06,1
16,596.32,529.42,14.6898,1.3249,21.0,56.35,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,0.0,before_annealing,20260514-062228,previous_detection,1.2369,5.05877,5.05877,0.188729,0.0435068,0.166008,0.247572,0.232202,57.2425,2,28.6212,0,3,9.86993e-06,1
16,596.32,529.42,19.4399,1.62484,23.0,56.46,annealing_T=100_h=25,absent,absent,20.0,1256.6370614359173,20260702-101218,0.0,before_annealing,20260514-062228,previous_detection,1.66,4.4835,4.4835,0.188729,0.0435068,0.166008,0.247572,0.232202,57.2425,2,28.6212,0,3,9.86993e-06,1
17,610.63,337.22,17.6583,1.72383,17.0,56.13,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,0.6827,0.0702,0.6827,0.0360756,0.0141029,0.00682636,12.4928,3.61781,27.3795,2,13.6898,0,3,6.01437e-08,1
17,610.63,337.22,31.1686,1.6434,19.0,56.24,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,5.895,4.7003,5.895,0.0360756,0.0141029,0.00682636,12.4928,3.61781,27.3795,2,13.6898,0,3,6.01437e-08,1
17,610.63,337.22,27.6898,1.76169,21.0,56.35,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,2.2327,3.9752,3.9752,0.0360756,0.0141029,0.00682636,12.4928,3.61781,27.3795,2,13.6898,0,3,6.01437e-08,1
17,610.63,337.22,26.2406,1.64368,23.0,56.46,annealing_T=100_h=25,absent,disappeared,20.0,1256.6370614359173,20260702-101218,0.7516648189186522,annealing_T=100_h=5,20260612-001017,previous_detection,2.6564,0.1432,2.6564,0.0360756,0.0141029,0.00682636,12.4928,3.61781,27.3795,2,13.6898,0,3,6.01437e-08,1
18,650.56,440.41,36.8187,1.10351,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.739252713092508,annealing_T=100_h=25,20260702-101218,phase_detection,3.2676,0.5849,3.2676,0.127836,0.00558343,0.0406453,3.74162,0.443363,30.2381,2,15.1191,0,3,2.89789e-06,1
18,650.56,440.41,37.8554,1.15145,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.739252713092508,annealing_T=100_h=25,20260702-101218,phase_detection,3.5861,8.9285,8.9285,0.127836,0.00558343,0.0406453,3.74162,0.443363,30.2381,2,15.1191,0,3,2.89789e-06,1
18,650.56,440.41,54.106,1.25007,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.739252713092508,annealing_T=100_h=25,20260702-101218,phase_detection,2.7885,3.7461,3.7461,0.127836,0.00558343,0.0406453,3.74162,0.443363,30.2381,2,15.1191,0,3,2.89789e-06,1
18,650.56,440.41,72.0807,1.17721,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.739252713092508,annealing_T=100_h=25,20260702-101218,phase_detection,6.2225,0.1741,6.2225,0.127836,0.00558343,0.0406453,3.74162,0.443363,30.2381,2,15.1191,0,3,2.89789e-06,1
19,650.58,573.92,369.791,1.31856,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.896444040830155,annealing_T=100_h=25,20260702-101218,phase_detection,1.699,6.23,6.23,0.0828649,0.000683208,0.00124107,89.928,1.27262,8.15039,2,4.0752,0,3,3.64914e-07,1
19,650.58,573.92,432.903,1.43674,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.896444040830155,annealing_T=100_h=25,20260702-101218,phase_detection,6.145,9.437,9.437,0.0828649,0.000683208,0.00124107,89.928,1.27262,8.15039,2,4.0752,0,3,3.64914e-07,1
19,650.58,573.92,510.003,1.34346,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.896444040830155,annealing_T=100_h=25,20260702-101218,phase_detection,0.079,16.234,16.234,0.0828649,0.000683208,0.00124107,89.928,1.27262,8.15039,2,4.0752,0,3,3.64914e-07,1
19,650.58,573.92,606.96,1.54172,23.0,56.46,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.896444040830155,annealing_T=100_h=25,20260702-101218,phase_detection,1.056,10.335,10.335,0.0828649,0.000683208,0.00124107,89.928,1.27262,8.15039,2,4.0752,0,3,3.64914e-07,1
20,661.65,688.38,18.001,1.13196,17.0,56.13,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.6952285981542263,annealing_T=100_h=25,20260702-101218,phase_detection,2.6712,3.3543,3.3543,0.112269,0.0080021,0.0116954,3.30338,0.559777,54.1076,2,27.0538,0,3,3.73286e-07,1
20,661.65,688.38,29.0032,1.14756,19.0,56.24,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.6952285981542263,annealing_T=100_h=25,20260702-101218,phase_detection,0.4174,1.6343,1.6343,0.112269,0.0080021,0.0116954,3.30338,0.559777,54.1076,2,27.0538,0,3,3.73286e-07,1
20,661.65,688.38,40.5459,1.05882,21.0,56.35,annealing_T=100_h=25,present,present,20.0,1256.6370614359173,20260702-101218,1.6952285981542263,annealing_T=100_h=25,20260702-101218,phase_detection,5.5654,3.9428,5.5654,0.112269,0.0080021,0.0116954,3.30338,0.559777,54.1076,2,27.0538,0,3,3.73286e-07,1
