1, 57.56, 11.80, 113.00, 6.00
2, 1019.88, 9.34, 51.00, 4.03
3, 1780.88, 22.02, 76.00, 4.92
4, 1483.87, 37.87, 151.00, 6.93
5, 1501.28, 40.49, 82.00, 5.11
6, 870.65, 71.86, 76.00, 4.92
7, 1445.23, 77.57, 238.00, 8.70
8, 505.50, 79.72, 48.00, 3.91
9, 1824.22, 90.39, 44.00, 3.74
10, 1619.81, 95.08, 210.00, 8.18
11, 1050.34, 123.39, 120.00, 6.18
12, 417.69, 129.08, 91.00, 5.38
13, 176.19, 132.22, 122.00, 6.23
14, 1582.30, 156.41, 174.00, 7.44
15, 152.91, 164.09, 135.00, 6.56
16, 637.42, 161.95, 31.00, 3.14
17, 1619.73, 170.84, 228.00, 8.52
18, 1377.82, 169.43, 87.00, 5.26
19, 1089.59, 170.50, 86.00, 5.23
20, 669.96, 173.50, 40.00, 3.57
21, 832.96, 194.66, 204.00, 8.06
22, 516.27, 195.39, 228.00, 8.52
23, 1847.22, 195.31, 146.00, 6.82
24, 1645.64, 202.60, 208.00, 8.14
25, 1683.44, 209.86, 72.00, 4.79
26, 1504.39, 218.79, 85.00, 5.20
27, 357.98, 230.40, 83.00, 5.14
28, 1769.22, 254.25, 47.00, 3.87
29, 68.75, 266.55, 168.00, 7.31
30, 941.18, 271.65, 195.00, 7.88
31, 1373.54, 270.82, 99.00, 5.61
32, 990.16, 275.85, 159.00, 7.11
33, 1723.13, 277.30, 63.00, 4.48
34, 1269.51, 293.08, 275.00, 9.36
35, 1223.25, 296.52, 58.00, 4.30
36, 456.78, 310.01, 36.00, 3.39
37, 1533.25, 317.86, 64.00, 4.51
38, 908.98, 348.08, 154.00, 7.00
39, 1733.73, 360.76, 406.00, 11.37
40, 1546.43, 373.05, 81.00, 5.08
41, 661.99, 390.21, 37.00, 3.43
42, 1088.99, 392.98, 39.00, 3.52
43, 830.66, 411.97, 127.00, 6.36
44, 862.64, 411.49, 106.00, 5.81
45, 1228.57, 415.23, 74.00, 4.85
46, 807.98, 492.26, 140.00, 6.68
47, 57.79, 502.58, 245.00, 8.83
48, 649.53, 504.35, 216.00, 8.29
49, 62.88, 525.02, 189.00, 7.76
50, 1851.66, 526.03, 143.00, 6.75
51, 1782.77, 527.90, 112.00, 5.97
52, 56.87, 545.35, 162.00, 7.18
53, 1088.25, 557.80, 254.00, 8.99
54, 193.54, 556.42, 96.00, 5.53
55, 1496.20, 575.49, 137.00, 6.60
56, 429.29, 590.70, 216.00, 8.29
57, 1045.18, 586.60, 50.00, 3.99
58, 1244.26, 597.26, 111.00, 5.94
59, 1772.19, 605.31, 143.00, 6.75
60, 859.10, 605.64, 74.00, 4.85
61, 872.87, 605.56, 61.00, 4.41
62, 649.05, 638.43, 89.00, 5.32
63, 1148.60, 652.16, 47.00, 3.87
64, 911.83, 673.12, 194.00, 7.86
65, 93.72, 721.76, 68.00, 4.65
66, 252.44, 725.90, 83.00, 5.14
67, 1820.30, 727.00, 116.00, 6.08
68, 815.29, 764.90, 31.00, 3.14
69, 1891.32, 792.87, 185.00, 7.67
70, 1651.96, 804.48, 32.00, 3.19
71, 1888.16, 827.91, 166.00, 7.27
72, 790.71, 829.70, 67.00, 4.62
73, 235.69, 832.71, 195.00, 7.88
74, 1167.96, 841.43, 356.00, 10.65
75, 1741.84, 836.18, 39.00, 3.52
76, 1767.76, 874.44, 253.00, 8.97
77, 1556.29, 874.36, 168.00, 7.31
78, 1402.43, 875.72, 79.00, 5.01
79, 1596.64, 879.54, 56.00, 4.22
80, 1502.90, 882.15, 58.00, 4.30
81, 804.91, 886.73, 94.00, 5.47
82, 180.70, 904.26, 347.00, 10.51
83, 1573.30, 913.91, 74.00, 4.85
84, 507.86, 938.80, 71.00, 4.75
85, 1534.97, 944.96, 74.00, 4.85
86, 487.91, 979.21, 227.00, 8.50
87, 78.64, 979.80, 40.00, 3.57
88, 1068.32, 992.99, 64.00, 4.51
89, 1044.90, 1007.23, 189.00, 7.76
90, 422.97, 1004.93, 40.00, 3.57
91, 197.45, 1019.90, 80.00, 5.05
92, 630.28, 1023.44, 120.00, 6.18
93, 751.66, 1042.48, 356.00, 10.65
94, 1046.56, 1046.58, 196.00, 7.90
95, 1002.66, 1072.32, 143.00, 6.75
96, 872.22, 426.51, 230.00, 8.56
97, 857.00, 426.94, 67.00, 4.62
