spot,x,y,luminosity,error,T,v,v_fin
0,73.27,817.8,52.8262,4.89622,20,52.3,1.0
0,73.27,817.8,142.446,5.28606,20,53.3,2.0
0,73.27,817.8,292.719,5.82694,20,54.3,3.0
0,73.27,817.8,451.826,6.30783,20,55.3,4.0
0,73.27,817.8,681.909,7.27444,20,56.3,5.0
0,73.27,817.8,1777.21,24.7844,20,58.3,7.0
1,76.88,104.54,-5.62877,4.87715,20,52.3,1.0
1,76.88,104.54,6.91104,4.95009,20,53.3,2.0
1,76.88,104.54,16.9623,5.57876,20,54.3,3.0
1,76.88,104.54,39.2733,6.06219,20,55.3,4.0
1,76.88,104.54,72.7282,6.81993,20,56.3,5.0
1,76.88,104.54,171.357,8.25698,20,58.3,7.0
2,94.1,362.76,4.67656,6.54157,20,52.3,1.0
2,94.1,362.76,5.91363,5.8873,20,53.3,2.0
2,94.1,362.76,16.6926,6.98502,20,54.3,3.0
2,94.1,362.76,43.2099,7.84602,20,55.3,4.0
2,94.1,362.76,81.4827,7.76462,20,56.3,5.0
2,94.1,362.76,180.847,10.2794,20,58.3,7.0
3,137.77,265.14,10.0209,4.5286,20,52.3,1.0
3,137.77,265.14,16.3908,5.09102,20,53.3,2.0
3,137.77,265.14,46.0688,5.60528,20,54.3,3.0
3,137.77,265.14,79.7079,6.01476,20,55.3,4.0
3,137.77,265.14,117.13,6.57566,20,56.3,5.0
3,137.77,265.14,214.03,8.0451,20,58.3,7.0
4,179.85,179.01,112.587,4.66581,20,52.3,1.0
4,179.85,179.01,430.514,5.00371,20,53.3,2.0
4,179.85,179.01,1007.43,5.91797,20,54.3,3.0
4,179.85,179.01,1908.23,6.27889,20,55.3,4.0
4,179.85,179.01,3318.06,7.65635,20,56.3,5.0
4,179.85,179.01,7920.88,11.9386,20,58.3,7.0
5,195.49,526.8,6.39845,4.68762,20,52.3,1.0
5,195.49,526.8,30.0146,5.14258,20,53.3,2.0
5,195.49,526.8,69.1307,5.77345,20,54.3,3.0
5,195.49,526.8,142.254,6.24548,20,55.3,4.0
5,195.49,526.8,225.833,6.92157,20,56.3,5.0
5,195.49,526.8,565.558,8.20206,20,58.3,7.0
6,235.28,250.09,26.5765,4.90446,20,52.3,1.0
6,235.28,250.09,75.4136,5.67211,20,53.3,2.0
6,235.28,250.09,149.205,6.38732,20,54.3,3.0
6,235.28,250.09,226.402,6.47756,20,55.3,4.0
6,235.28,250.09,337.505,7.25879,20,56.3,5.0
6,235.28,250.09,1790.42,21.8371,20,58.3,7.0
7,237.28,763.22,4.95231,4.62738,20,52.3,1.0
7,237.28,763.22,4.71347,5.15175,20,53.3,2.0
7,237.28,763.22,12.3332,5.72731,20,54.3,3.0
7,237.28,763.22,26.5484,5.93134,20,55.3,4.0
7,237.28,763.22,49.5249,6.76752,20,56.3,5.0
7,237.28,763.22,130.664,7.90515,20,58.3,7.0
8,253.27,357.26,18.1173,4.54406,20,52.3,1.0
8,253.27,357.26,62.2359,4.91214,20,53.3,2.0
8,253.27,357.26,144.465,5.4713,20,54.3,3.0
8,253.27,357.26,268.291,5.77514,20,55.3,4.0
8,253.27,357.26,453.303,6.73424,20,56.3,5.0
8,253.27,357.26,1086.97,8.23961,20,58.3,7.0
9,334.72,292.92,3.72702,4.82377,20,52.3,1.0
9,334.72,292.92,10.7645,5.1141,20,53.3,2.0
9,334.72,292.92,24.0581,5.63551,20,54.3,3.0
9,334.72,292.92,41.385,5.94232,20,55.3,4.0
9,334.72,292.92,54.6152,6.8667,20,56.3,5.0
9,334.72,292.92,102.053,8.01503,20,58.3,7.0
10,363.0,851.64,5.73592,4.4514,20,52.3,1.0
10,363.0,851.64,12.8204,4.95384,20,53.3,2.0
10,363.0,851.64,28.0397,5.45193,20,54.3,3.0
10,363.0,851.64,60.6927,5.78785,20,55.3,4.0
10,363.0,851.64,105.95,6.69967,20,56.3,5.0
10,363.0,851.64,188.969,7.77656,20,58.3,7.0
11,375.06,374.29,6.41605,4.26171,20,52.3,1.0
11,375.06,374.29,7.15499,4.77972,20,53.3,2.0
11,375.06,374.29,27.3817,5.29679,20,54.3,3.0
11,375.06,374.29,44.2572,5.54898,20,55.3,4.0
11,375.06,374.29,76.0236,6.50205,20,56.3,5.0
11,375.06,374.29,185.037,7.73013,20,58.3,7.0
12,419.65,553.86,8.73327,4.4236,20,52.3,1.0
12,419.65,553.86,11.5674,4.83495,20,53.3,2.0
12,419.65,553.86,11.6045,5.27017,20,54.3,3.0
12,419.65,553.86,20.2318,5.69625,20,55.3,4.0
12,419.65,553.86,34.6024,6.41688,20,56.3,5.0
12,419.65,553.86,53.294,7.4348,20,58.3,7.0
13,421.56,76.53,-2.12862,4.57638,20,52.3,1.0
13,421.56,76.53,10.8398,5.0186,20,53.3,2.0
13,421.56,76.53,27.4118,5.55575,20,54.3,3.0
13,421.56,76.53,69.6712,5.79908,20,55.3,4.0
13,421.56,76.53,102.044,6.60034,20,56.3,5.0
13,421.56,76.53,231.864,7.93825,20,58.3,7.0
14,423.19,952.08,21.748,4.35418,20,52.3,1.0
14,423.19,952.08,53.3702,4.87645,20,53.3,2.0
14,423.19,952.08,97.3772,5.38581,20,54.3,3.0
14,423.19,952.08,147.762,5.8502,20,55.3,4.0
14,423.19,952.08,205.491,6.40788,20,56.3,5.0
14,423.19,952.08,392.608,8.00652,20,58.3,7.0
15,430.97,490.62,33.5616,4.61412,20,52.3,1.0
15,430.97,490.62,106.687,5.03766,20,53.3,2.0
15,430.97,490.62,215.958,5.49411,20,54.3,3.0
15,430.97,490.62,362.597,5.8721,20,55.3,4.0
15,430.97,490.62,546.619,6.84979,20,56.3,5.0
15,430.97,490.62,1063.68,8.42227,20,58.3,7.0
16,460.57,770.82,7.68295,4.92475,20,52.3,1.0
16,460.57,770.82,23.0972,5.26574,20,53.3,2.0
16,460.57,770.82,46.2811,5.60382,20,54.3,3.0
16,460.57,770.82,64.1963,6.10597,20,55.3,4.0
16,460.57,770.82,79.6514,7.07886,20,56.3,5.0
16,460.57,770.82,130.718,8.24315,20,58.3,7.0
17,511.1,1001.12,13.8062,7.30402,20,52.3,1.0
17,511.1,1001.12,21.3381,6.93594,20,53.3,2.0
17,511.1,1001.12,43.2672,7.57013,20,54.3,3.0
17,511.1,1001.12,54.6724,7.73104,20,55.3,4.0
17,511.1,1001.12,94.377,9.40169,20,56.3,5.0
17,511.1,1001.12,151.29,10.0155,20,58.3,7.0
18,521.15,885.22,66.357,5.40995,20,52.3,1.0
18,521.15,885.22,244.703,6.13954,20,53.3,2.0
18,521.15,885.22,567.527,7.70975,20,54.3,3.0
18,521.15,885.22,974.515,8.08232,20,55.3,4.0
18,521.15,885.22,1542.99,9.81331,20,56.3,5.0
18,521.15,885.22,3094.53,15.1192,20,58.3,7.0
19,609.51,337.51,-1.38982,5.12189,20,52.3,1.0
19,609.51,337.51,4.42858,5.73018,20,53.3,2.0
19,609.51,337.51,20.1201,6.40547,20,54.3,3.0
19,609.51,337.51,34.8657,6.43169,20,55.3,4.0
19,609.51,337.51,33.7006,7.48158,20,56.3,5.0
19,609.51,337.51,64.0672,8.60299,20,58.3,7.0
20,642.98,917.23,15.6866,4.2047,20,52.3,1.0
20,642.98,917.23,20.27,4.75373,20,53.3,2.0
20,642.98,917.23,43.4014,5.15159,20,54.3,3.0
20,642.98,917.23,70.6967,5.499,20,55.3,4.0
20,642.98,917.23,97.8249,6.45524,20,56.3,5.0
20,642.98,917.23,180.134,7.32358,20,58.3,7.0
21,650.45,441.19,4.43159,4.61221,20,52.3,1.0
21,650.45,441.19,16.9674,4.95841,20,53.3,2.0
21,650.45,441.19,37.0152,5.41535,20,54.3,3.0
21,650.45,441.19,59.3375,5.53933,20,55.3,4.0
21,650.45,441.19,74.9345,6.4871,20,56.3,5.0
21,650.45,441.19,142.181,7.59773,20,58.3,7.0
22,652.24,574.87,23.7151,4.32295,20,52.3,1.0
22,652.24,574.87,152.412,4.73307,20,53.3,2.0
22,652.24,574.87,430.916,5.06467,20,54.3,3.0
22,652.24,574.87,824.72,5.7511,20,55.3,4.0
22,652.24,574.87,1342.8,6.73072,20,56.3,5.0
22,652.24,574.87,2894.93,9.15305,20,58.3,7.0
23,664.69,689.03,3.86064,4.84526,20,52.3,1.0
23,664.69,689.03,5.95399,5.25009,20,53.3,2.0
23,664.69,689.03,23.3486,5.53905,20,54.3,3.0
23,664.69,689.03,37.1335,5.84388,20,55.3,4.0
23,664.69,689.03,64.2044,6.83851,20,56.3,5.0
23,664.69,689.03,142.582,7.94963,20,58.3,7.0
24,815.48,313.76,5.23637,5.14493,20,52.3,1.0
24,815.48,313.76,13.8386,5.68711,20,53.3,2.0
24,815.48,313.76,38.5747,6.2559,20,54.3,3.0
24,815.48,313.76,52.557,6.45107,20,55.3,4.0
24,815.48,313.76,91.0823,7.5653,20,56.3,5.0
24,815.48,313.76,194.115,9.31742,20,58.3,7.0
25,876.58,1005.27,20.204,4.91915,20,52.3,1.0
25,876.58,1005.27,60.0683,5.12492,20,53.3,2.0
25,876.58,1005.27,129.185,5.8477,20,54.3,3.0
25,876.58,1005.27,192.117,6.19409,20,55.3,4.0
25,876.58,1005.27,291.287,6.922,20,56.3,5.0
25,876.58,1005.27,584.241,8.52408,20,58.3,7.0
26,912.68,729.27,19.7036,4.75104,20,52.3,1.0
26,912.68,729.27,64.351,5.16417,20,53.3,2.0
26,912.68,729.27,157.127,5.76445,20,54.3,3.0
26,912.68,729.27,289.666,6.00235,20,55.3,4.0
26,912.68,729.27,462.788,7.06532,20,56.3,5.0
26,912.68,729.27,1174.14,9.3262,20,58.3,7.0
27,1003.22,119.25,6.20208,4.48315,20,52.3,1.0
27,1003.22,119.25,10.7121,5.00654,20,53.3,2.0
27,1003.22,119.25,25.553,5.3515,20,54.3,3.0
27,1003.22,119.25,38.0972,5.69375,20,55.3,4.0
27,1003.22,119.25,53.5136,6.41216,20,56.3,5.0
27,1003.22,119.25,93.8178,7.46991,20,58.3,7.0
28,1055.95,952.79,16.5535,6.09871,20,52.3,1.0
28,1055.95,952.79,49.7673,7.46709,20,53.3,2.0
28,1055.95,952.79,95.6559,8.01858,20,54.3,3.0
28,1055.95,952.79,150.111,9.02467,20,55.3,4.0
28,1055.95,952.79,239.642,8.41961,20,56.3,5.0
28,1055.95,952.79,433.671,11.6515,20,58.3,7.0
29,1056.76,799.37,2.1778,4.64866,20,52.3,1.0
29,1056.76,799.37,12.7551,5.22606,20,53.3,2.0
29,1056.76,799.37,18.7735,5.81347,20,54.3,3.0
29,1056.76,799.37,47.4166,6.30776,20,55.3,4.0
29,1056.76,799.37,71.3053,6.82272,20,56.3,5.0
29,1056.76,799.37,154.965,8.19705,20,58.3,7.0
30,1092.97,682.59,3.90114,4.39398,20,52.3,1.0
30,1092.97,682.59,16.1891,4.78206,20,53.3,2.0
30,1092.97,682.59,38.7907,5.13762,20,54.3,3.0
30,1092.97,682.59,76.2784,5.56676,20,55.3,4.0
30,1092.97,682.59,116.018,6.32929,20,56.3,5.0
30,1092.97,682.59,266.293,7.39267,20,58.3,7.0
31,1095.11,905.3,16.3984,4.35678,20,52.3,1.0
31,1095.11,905.3,40.274,4.9785,20,53.3,2.0
31,1095.11,905.3,14.5962,5.41291,20,54.3,3.0
31,1095.11,905.3,12.2533,5.66299,20,55.3,4.0
31,1095.11,905.3,89.0228,6.45581,20,56.3,5.0
31,1095.11,905.3,230.34,7.76595,20,58.3,7.0
32,1149.64,423.41,6.60705,4.52606,20,52.3,1.0
32,1149.64,423.41,15.4552,4.98679,20,53.3,2.0
32,1149.64,423.41,31.1304,5.44221,20,54.3,3.0
32,1149.64,423.41,42.2274,5.89776,20,55.3,4.0
32,1149.64,423.41,46.1568,6.61495,20,56.3,5.0
32,1149.64,423.41,75.8819,7.75377,20,58.3,7.0
33,1167.57,233.88,257.352,4.34115,20,52.3,1.0
33,1167.57,233.88,789.616,4.99734,20,53.3,2.0
33,1167.57,233.88,1477.73,5.55646,20,54.3,3.0
33,1167.57,233.88,2332.06,6.21821,20,55.3,4.0
33,1167.57,233.88,3309.75,7.56707,20,56.3,5.0
33,1167.57,233.88,5871.26,10.5609,20,58.3,7.0
34,1183.41,587.76,1.11958,4.38297,20,52.3,1.0
34,1183.41,587.76,9.58333,4.94598,20,53.3,2.0
34,1183.41,587.76,17.7079,5.50179,20,54.3,3.0
34,1183.41,587.76,21.3268,5.73473,20,55.3,4.0
34,1183.41,587.76,53.0755,6.6002,20,56.3,5.0
34,1183.41,587.76,117.566,7.83509,20,58.3,7.0
35,1183.89,923.58,6.33295,4.2737,20,52.3,1.0
35,1183.89,923.58,7.77167,4.80879,20,53.3,2.0
35,1183.89,923.58,13.7955,5.38166,20,54.3,3.0
35,1183.89,923.58,23.2332,5.57565,20,55.3,4.0
35,1183.89,923.58,41.2841,6.45895,20,56.3,5.0
35,1183.89,923.58,93.5759,7.29276,20,58.3,7.0
36,1232.1,663.39,12.2985,5.56006,20,52.3,1.0
36,1232.1,663.39,8.05487,6.06843,20,53.3,2.0
36,1232.1,663.39,27.8265,7.09899,20,54.3,3.0
36,1232.1,663.39,47.5084,7.42137,20,55.3,4.0
36,1232.1,663.39,73.0459,8.22315,20,56.3,5.0
36,1232.1,663.39,242.282,11.1989,20,58.3,7.0
37,1238.12,147.33,5.22021,4.58614,20,52.3,1.0
37,1238.12,147.33,-0.538359,5.02229,20,53.3,2.0
37,1238.12,147.33,18.8182,5.43965,20,54.3,3.0
37,1238.12,147.33,34.5507,5.71939,20,55.3,4.0
37,1238.12,147.33,44.625,6.76047,20,56.3,5.0
37,1238.12,147.33,91.6991,8.01596,20,58.3,7.0
38,1245.67,477.23,18.4864,4.42003,20,52.3,1.0
38,1245.67,477.23,31.7361,4.88152,20,53.3,2.0
38,1245.67,477.23,60.802,5.28801,20,54.3,3.0
38,1245.67,477.23,105.466,5.77378,20,55.3,4.0
38,1245.67,477.23,129.574,6.59998,20,56.3,5.0
38,1245.67,477.23,331.884,7.80117,20,58.3,7.0
39,1267.02,406.15,3.78886,5.95622,20,52.3,1.0
39,1267.02,406.15,10.1911,6.4424,20,53.3,2.0
39,1267.02,406.15,23.4478,7.64372,20,54.3,3.0
39,1267.02,406.15,28.2867,9.01846,20,55.3,4.0
39,1267.02,406.15,29.3163,7.60434,20,56.3,5.0
39,1267.02,406.15,63.8512,10.7232,20,58.3,7.0
40,1291.93,313.34,-1.84033,7.34603,20,52.3,1.0
40,1291.93,313.34,7.40267,8.1707,20,53.3,2.0
40,1291.93,313.34,22.0094,8.73975,20,54.3,3.0
40,1291.93,313.34,42.6521,8.94294,20,55.3,4.0
40,1291.93,313.34,72.8988,9.99578,20,56.3,5.0
40,1291.93,313.34,161.209,13.6918,20,58.3,7.0
41,1293.72,866.61,8.72638,6.79983,20,52.3,1.0
41,1293.72,866.61,16.661,6.39796,20,53.3,2.0
41,1293.72,866.61,24.4824,7.92754,20,54.3,3.0
41,1293.72,866.61,40.3771,7.11747,20,55.3,4.0
41,1293.72,866.61,64.1827,8.34552,20,56.3,5.0
41,1293.72,866.61,88.9376,11.1418,20,58.3,7.0
42,1316.52,66.32,1.54917,4.76827,20,52.3,1.0
42,1316.52,66.32,7.13382,5.22083,20,53.3,2.0
42,1316.52,66.32,15.4539,5.57917,20,54.3,3.0
42,1316.52,66.32,25.2767,6.06181,20,55.3,4.0
42,1316.52,66.32,38.8124,6.85771,20,56.3,5.0
42,1316.52,66.32,95.8841,7.94175,20,58.3,7.0
43,1325.0,521.27,1.48181,4.21568,20,52.3,1.0
43,1325.0,521.27,2.98082,4.81306,20,53.3,2.0
43,1325.0,521.27,23.1623,5.12365,20,54.3,3.0
43,1325.0,521.27,30.0808,5.53936,20,55.3,4.0
43,1325.0,521.27,43.8753,6.37702,20,56.3,5.0
43,1325.0,521.27,105.501,7.39206,20,58.3,7.0
44,1377.88,802.79,9.98151,4.35883,20,52.3,1.0
44,1377.88,802.79,47.6328,4.7887,20,53.3,2.0
44,1377.88,802.79,76.2607,5.33911,20,54.3,3.0
44,1377.88,802.79,141.923,5.4992,20,55.3,4.0
44,1377.88,802.79,186.97,6.54465,20,56.3,5.0
44,1377.88,802.79,339.443,7.74129,20,58.3,7.0
45,1382.81,904.27,12.214,4.43736,20,52.3,1.0
45,1382.81,904.27,33.8738,4.94607,20,53.3,2.0
45,1382.81,904.27,69.0684,5.34508,20,54.3,3.0
45,1382.81,904.27,105.538,5.86904,20,55.3,4.0
45,1382.81,904.27,178.396,6.44093,20,56.3,5.0
45,1382.81,904.27,575.387,7.86746,20,58.3,7.0
46,1424.58,342.93,4.27945,4.41366,20,52.3,1.0
46,1424.58,342.93,16.4367,5.02664,20,53.3,2.0
46,1424.58,342.93,21.8821,5.36633,20,54.3,3.0
46,1424.58,342.93,35.113,5.84279,20,55.3,4.0
46,1424.58,342.93,49.9401,6.72549,20,56.3,5.0
46,1424.58,342.93,98.4496,7.73721,20,58.3,7.0
