spot,x,y,luminosity,error,T,v,v_fin
47,1472.08,935.4,8.2023,4.47872,20,52.3,1.0
47,1472.08,935.4,15.777,4.98576,20,53.3,2.0
47,1472.08,935.4,42.8612,5.41513,20,54.3,3.0
47,1472.08,935.4,60.9384,5.67912,20,55.3,4.0
47,1472.08,935.4,81.8823,6.46388,20,56.3,5.0
47,1472.08,935.4,133.007,7.48351,20,58.3,7.0
48,1498.47,498.01,6.90486,4.30142,20,52.3,1.0
48,1498.47,498.01,41.9456,4.78607,20,53.3,2.0
48,1498.47,498.01,129.786,5.20825,20,54.3,3.0
48,1498.47,498.01,300.595,5.48951,20,55.3,4.0
48,1498.47,498.01,591.842,6.52646,20,56.3,5.0
48,1498.47,498.01,1658.68,8.31561,20,58.3,7.0
49,1508.83,853.5,4.52328,4.57044,20,52.3,1.0
49,1508.83,853.5,17.9519,5.10427,20,53.3,2.0
49,1508.83,853.5,28.2459,5.53524,20,54.3,3.0
49,1508.83,853.5,34.6685,5.74181,20,55.3,4.0
49,1508.83,853.5,59.595,6.54867,20,56.3,5.0
49,1508.83,853.5,107.338,8.44583,20,58.3,7.0
50,1536.43,394.8,-0.529779,4.62953,20,52.3,1.0
50,1536.43,394.8,4.70334,5.10181,20,53.3,2.0
50,1536.43,394.8,11.8952,5.64977,20,54.3,3.0
50,1536.43,394.8,28.6076,5.83607,20,55.3,4.0
50,1536.43,394.8,28.9737,6.73561,20,56.3,5.0
50,1536.43,394.8,79.5772,7.75891,20,58.3,7.0
51,1588.13,640.2,4.2119,6.22303,20,52.3,1.0
51,1588.13,640.2,5.52496,6.83682,20,53.3,2.0
51,1588.13,640.2,18.4667,7.28832,20,54.3,3.0
51,1588.13,640.2,35.6595,7.95464,20,55.3,4.0
51,1588.13,640.2,44.5598,8.98655,20,56.3,5.0
51,1588.13,640.2,121.679,10.2072,20,58.3,7.0
52,1625.34,976.43,32.3277,4.46038,20,52.3,1.0
52,1625.34,976.43,113.787,5.14215,20,53.3,2.0
52,1625.34,976.43,253.56,5.6093,20,54.3,3.0
52,1625.34,976.43,456.291,5.94609,20,55.3,4.0
52,1625.34,976.43,751.538,6.90934,20,56.3,5.0
52,1625.34,976.43,1750.68,8.80949,20,58.3,7.0
53,1656.21,617.13,0.945622,4.54399,20,52.3,1.0
53,1656.21,617.13,16.9943,5.0927,20,53.3,2.0
53,1656.21,617.13,18.9338,5.2108,20,54.3,3.0
53,1656.21,617.13,30.9544,5.84565,20,55.3,4.0
53,1656.21,617.13,67.4615,6.64374,20,56.3,5.0
53,1656.21,617.13,132.295,7.93865,20,58.3,7.0
54,1737.14,709.62,225.016,4.39658,20,52.3,1.0
54,1737.14,709.62,829.124,5.01308,20,53.3,2.0
54,1737.14,709.62,1894.09,5.85468,20,54.3,3.0
54,1737.14,709.62,3296.76,7.17716,20,55.3,4.0
54,1737.14,709.62,5143.71,9.86276,20,56.3,5.0
54,1737.14,709.62,11136.9,20.9786,20,58.3,7.0
55,1773.74,464.84,42.9217,5.17743,20,52.3,1.0
55,1773.74,464.84,120.809,5.90083,20,53.3,2.0
55,1773.74,464.84,206.905,6.90189,20,54.3,3.0
55,1773.74,464.84,321.091,7.0275,20,55.3,4.0
55,1773.74,464.84,447.805,8.02696,20,56.3,5.0
55,1773.74,464.84,764.764,9.48105,20,58.3,7.0
56,1784.81,542.12,10.8716,4.40903,20,52.3,1.0
56,1784.81,542.12,45.2014,4.98751,20,53.3,2.0
56,1784.81,542.12,88.6165,5.48067,20,54.3,3.0
56,1784.81,542.12,158.326,5.96962,20,55.3,4.0
56,1784.81,542.12,206.97,6.65607,20,56.3,5.0
56,1784.81,542.12,369.691,7.74905,20,58.3,7.0
57,1820.37,342.73,12.8675,4.49794,20,52.3,1.0
57,1820.37,342.73,48.8018,4.96981,20,53.3,2.0
57,1820.37,342.73,114.209,5.41276,20,54.3,3.0
57,1820.37,342.73,212.526,5.73096,20,55.3,4.0
57,1820.37,342.73,328.267,6.72361,20,56.3,5.0
57,1820.37,342.73,880.089,8.38171,20,58.3,7.0
58,1829.34,978.64,6.49538,4.9673,20,52.3,1.0
58,1829.34,978.64,14.1728,5.36454,20,53.3,2.0
58,1829.34,978.64,20.1218,5.96832,20,54.3,3.0
58,1829.34,978.64,42.0184,6.32064,20,55.3,4.0
58,1829.34,978.64,40.4018,6.99122,20,56.3,5.0
58,1829.34,978.64,104.734,8.39061,20,58.3,7.0
59,1852.24,873.95,17.8836,5.13667,20,52.3,1.0
59,1852.24,873.95,38.4825,5.55463,20,53.3,2.0
59,1852.24,873.95,104.845,6.23799,20,54.3,3.0
59,1852.24,873.95,189.865,6.78306,20,55.3,4.0
59,1852.24,873.95,246.807,8.02062,20,56.3,5.0
59,1852.24,873.95,599.005,10.2189,20,58.3,7.0
60,1853.47,543.75,44.902,4.73608,20,52.3,1.0
60,1853.47,543.75,164.394,5.21563,20,53.3,2.0
60,1853.47,543.75,332.333,5.7822,20,54.3,3.0
60,1853.47,543.75,559.381,6.29942,20,55.3,4.0
60,1853.47,543.75,852.705,7.16652,20,56.3,5.0
60,1853.47,543.75,1545.01,9.14576,20,58.3,7.0
61,1857.07,82.29,6.94224,4.70929,20,52.3,1.0
61,1857.07,82.29,2.74482,5.04233,20,53.3,2.0
61,1857.07,82.29,23.7896,5.41175,20,54.3,3.0
61,1857.07,82.29,365.58,8.42409,20,55.3,4.0
61,1857.07,82.29,42.7574,6.5024,20,56.3,5.0
61,1857.07,82.29,99.6041,7.55208,20,58.3,7.0
