spot,x,y,phase,A,A_stat_error,B,B_stat_error,deltaB,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
29,1067.72,233.48,annealing_T=100_h=25,1.08555,0.0887767,2.21925,0.0451466,0.0591502,231.675,4,57.9189,5.753e-49,0,3,9.76427e-06,1
30,1087.11,909.07,annealing_T=100_h=25,-0.364176,0.192107,1.87924,0.304485,1.76411,147.577,4,36.8943,6.72729e-31,0,3,9.68336e-07,1
31,1088.89,686.61,annealing_T=100_h=25,2.71444,0.121576,2.08357,0.0252358,0.121264,50.2851,4,12.5713,3.14825e-10,0,3,5.00515e-07,1
32,1149.42,427.05,annealing_T=100_h=25,3.68445,0.218485,1.61657,0.0347273,0.0460065,64.0429,4,16.0107,4.09321e-13,0,3,1.72864e-06,1
33,1169.36,238.73,annealing_T=100_h=25,259.706,0.416478,1.61115,0.00105965,0.0125319,918.456,4,229.614,1.67034e-197,0,3,2.86229e-09,1
34,1176.31,929.39,annealing_T=100_h=25,1.7922,0.401714,1.67823,0.130709,0.664198,164.85,4,41.2125,1.33213e-34,0,3,2.29591e-06,1
35,1179.85,592.88,annealing_T=100_h=25,7.8135,0.897105,-0.741642,0.135145,2.81979,237.339,4,59.3347,3.47137e-50,0,3,1.56497e-06,1
36,1227.31,669.2,annealing_T=100_h=25,1.67867,0.347191,1.25509,0.123584,0.575267,65.5719,4,16.393,1.94976e-13,0,3,7.53377e-06,1
37,1241.31,152.69,annealing_T=100_h=25,1.63985,0.139652,1.99604,0.0478124,0.143082,164.574,4,41.1435,1.52691e-34,0,3,1.95554e-07,1
38,1244.5,483.02,annealing_T=100_h=25,0.341929,0.00730561,4.31726,0.011242,0.0954564,3710.65,4,927.662,0,0,3,3.22564e-06,1
39,1254.37,594.48,annealing_T=100_h=25,0.700826,0.111613,2.41855,0.0878588,1.01103,92.3966,4,23.0992,4.07615e-19,0,3,5.40515e-09,1
40,1254.77,232.77,annealing_T=100_h=25,-0.0836546,0.0594343,2.43342,0.388958,0,182.427,4,45.6067,2.24545e-38,0,3,3.81277e-07,1
41,1265.99,412.12,annealing_T=100_h=25,0.70798,0.0892846,2.48145,0.0707985,0.32583,396.034,4,99.0086,2.00051e-84,0,3,1.7721e-08,1
42,1287.25,874.13,annealing_T=100_h=25,2.93177,0.261031,1.12182,0.0551087,0.169731,304.508,4,76.1271,1.15409e-64,0,3,3.62763e-06,1
43,1292.86,319.71,annealing_T=100_h=25,2.11503,0.103567,2.27202,0.0273427,0.0772729,48.3049,4,12.0762,8.15292e-10,0,3,2.41004e-06,1
44,1320.24,72.75,annealing_T=100_h=25,1.3088,0.161835,2.05916,0.0700604,0.196465,217.014,4,54.2536,8.22931e-46,0,3,1.94638e-06,1
45,1372.44,810.6,annealing_T=100_h=25,6.05985,0.276486,1.55517,0.0268008,0.0255286,170.505,4,42.6262,8.15003e-36,0,3,5.0307e-06,1
46,1375.84,911.75,annealing_T=100_h=25,7.59898,0.168438,2.01672,0.0127804,0.0182995,811.71,4,202.927,2.23293e-174,0,3,9.49295e-08,1
47,1387.14,116.52,annealing_T=100_h=25,0.29778,0.025103,3.34065,0.0456439,0.172197,430.511,4,107.628,7.09248e-92,0,3,1.23707e-05,1
48,1403.9,205.9,annealing_T=100_h=25,0.316627,0.034021,3.08573,0.058235,0.386041,130.194,4,32.5486,3.53842e-27,0,3,4.10073e-07,1
49,1496.91,507.2,annealing_T=100_h=25,4.7951,0.0420683,2.99649,0.00492233,0.0524288,150.467,4,37.6169,1.61641e-31,0,3,4.20044e-06,1
50,1502.63,863.57,annealing_T=100_h=25,1.55316,0.199789,1.84955,0.0749284,0.52574,385.433,4,96.3583,3.90344e-82,0,3,4.92796e-06,1
51,1536.25,404.24,annealing_T=100_h=25,0.852917,0.0731264,2.41352,0.0477275,0.429674,183.851,4,45.9628,1.11004e-38,0,3,1.60256e-07,1
52,1584.23,650.3,annealing_T=100_h=25,0.579204,0.0658278,2.64838,0.0629586,0.255092,281.334,4,70.3334,1.14933e-59,0,3,5.84154e-10,1
53,1584.36,810.43,annealing_T=100_h=25,9.98581,0.853312,0.168947,0.0698772,0.632281,239.75,4,59.9374,1.05038e-50,0,3,3.01102e-06,1
54,1732.62,721.93,annealing_T=100_h=25,99.5168,0.244996,2.03697,0.00156566,0.0313984,4411.71,4,1102.93,0,0,3,6.88314e-07,1
55,1772.73,478.13,annealing_T=100_h=25,5.15222,0.246056,1.5278,0.0283538,0.145114,212.511,4,53.1277,7.66024e-45,0,3,1.55166e-07,1
56,1782.46,555.01,annealing_T=100_h=25,10.8895,0.262288,1.66591,0.0143405,0.0712136,221.408,4,55.3519,9.33224e-47,0,3,2.12079e-07,1
57,1820.64,356.14,annealing_T=100_h=25,5.43503,0.0875307,2.56034,0.00896503,0.0620479,564.237,4,141.059,8.50195e-121,0,3,8.15847e-07,1
58,1821.48,992.78,annealing_T=100_h=25,7.91184,0.133675,2.26087,0.00938258,0.0732166,6633.32,4,1658.33,0,0,3,4.10957e-08,1
59,1851.31,557.5,annealing_T=100_h=25,37.5233,0.303263,1.86626,0.00477725,0.0143272,63.1845,4,15.7961,6.2055e-13,0,3,1.00858e-07,1
60,454.56,766.05,annealing_T=100_h=25,2.00213,0.324922,1.58352,0.0956738,0.146146,29.4943,4,7.37357,6.20299e-06,0,3,2.60288e-07,1
61,514.38,881.63,annealing_T=100_h=25,10.4857,0.216385,1.89938,0.0118587,0.0564892,445.235,4,111.309,4.65566e-95,0,3,1.05246e-07,1
62,907.89,730.79,annealing_T=100_h=25,4.83283,0.0877938,2.47997,0.0100777,0.0292707,645.272,4,161.318,2.46003e-138,0,3,1.35117e-05,1
63,1321.97,528.25,annealing_T=100_h=25,-0.0423825,0.057924,2.75732,0.749145,0.133418,118.821,4,29.7052,9.53825e-25,0,3,3.70563e-06,1
64,1617.46,987.08,annealing_T=100_h=25,8.83069,0.121362,2.4431,0.00770284,0.031323,856.417,4,214.104,4.61332e-184,0,3,2.38267e-06,1
65,1617.56,703.58,annealing_T=100_h=25,3.49297,0.265442,1.66446,0.0443456,0.244357,308.555,4,77.1387,1.54642e-65,0,3,7.28073e-06,1
66,587.12,495.03,annealing_T=100_h=25,0.00294997,0.000535671,5.94795,0.0938917,0.31572,83.5057,4,20.8764,3.14725e-17,0,3,2.386e-06,1
67,1464.22,944.78,annealing_T=100_h=25,3.67629e-07,2.30793e-07,9.55284,0.29382,9.34297,690.918,4,172.73,3.22635e-148,4,1,0.0578077,0
68,1652.31,628.84,annealing_T=100_h=25,0.520912,0.0792832,2.6719,0.0834598,0.300558,270.2,4,67.5501,2.88812e-57,0,3,6.83871e-06,1
69,1846.68,886.94,annealing_T=100_h=25,0.672035,0.0415239,3.08949,0.0332422,0.112738,778.42,4,194.605,3.62638e-167,0,3,3.0244e-07,1
70,635.74,915.34,annealing_T=100_h=25,8.58766,0.301204,1.38837,0.0215121,0.205275,266.884,4,66.7209,1.49787e-56,0,3,1.55612e-06,1
71,1424.7,351.22,annealing_T=100_h=25,1.87188,0.166196,2.07953,0.0499954,0.202114,28.7841,4,7.19603,8.64773e-06,0,3,9.90821e-07,1
72,859.3,472.56,annealing_T=100_h=25,3.42385,0.186064,1.80064,0.0313475,0.11618,191.266,4,47.8164,2.83329e-40,0,3,1.05792e-08,1
73,1088.41,521.95,annealing_T=100_h=25,21.4069,0.0967937,2.51557,0.0027007,0.0318411,4616.87,4,1154.22,0,0,3,3.20531e-08,1
74,1176.12,651.83,annealing_T=100_h=25,5.6065,0.178513,1.96805,0.0182499,0.0611701,28.0838,4,7.02095,1.19944e-05,0,3,1.17914e-06,1
75,1679.39,253.85,annealing_T=100_h=25,2.64155,0.242679,1.67213,0.0537698,0.031769,175.583,4,43.8957,6.62358e-37,0,3,1.74047e-07,1
76,1721.86,805.27,annealing_T=100_h=25,9.78828,0.498473,0.774371,0.034071,0.244279,34.72,4,8.67999,5.30309e-07,0,3,1.12516e-05,1
77,805.09,191.09,annealing_T=100_h=25,4.64802,0.10698,2.26709,0.0130961,0.102075,382.654,4,95.6636,1.55494e-81,0,3,5.49506e-08,1
78,829.06,883.12,annealing_T=100_h=25,28.1226,0.132722,2.20312,0.00287675,0.0377046,3087.47,4,771.867,0,0,3,4.42507e-08,1
79,1266.5,787.18,annealing_T=100_h=25,29.3974,0.182606,2.01015,0.00384963,0.0139012,190.25,4,47.5625,4.68391e-40,0,3,2.45564e-07,1
80,1335.46,624.9,annealing_T=100_h=25,0.113737,0.00302442,4.7593,0.0142744,0.0363854,145.731,4,36.4326,1.67286e-30,0,3,7.33119e-06,1
81,1535.27,136.79,annealing_T=100_h=25,1.92009,0.143141,2.03584,0.0428566,0.243455,31.726,4,7.93151,2.17629e-06,0,3,2.89993e-07,1
82,1556.2,207.38,annealing_T=100_h=25,3.03836,0.128187,2.11468,0.0235142,0.122913,391.423,4,97.8557,1.98342e-83,0,3,1.20678e-06,1
83,573.96,120.15,annealing_T=100_h=25,0.765621,0.107728,2.32943,0.0785642,0.303122,263.302,4,65.8255,8.86025e-56,0,3,8.61468e-06,1
84,912.77,404.15,annealing_T=100_h=25,5.60637,0.0429746,2.93091,0.004347,0.0272344,165.132,4,41.2831,1.15877e-34,0,3,1.20479e-06,1
85,1734.9,907.69,annealing_T=100_h=25,-1.25384e-07,2.85501e-07,9.55183,1.11461,0,150.433,4,37.6082,1.64429e-31,4,1,0.00119263,0
86,490.59,96.72,annealing_T=100_h=25,10.1204,0.137893,2.40851,0.00759471,0.0757937,761.436,4,190.359,1.7302e-163,0,3,4.61313e-07,1
87,792.9,248.28,annealing_T=100_h=25,6.86826,0.391368,1.12987,0.035446,0.204549,172.632,4,43.158,2.84789e-36,0,3,1.46341e-06,1
88,870.76,651.5,annealing_T=100_h=25,23.2583,0.149286,2.18077,0.00383698,0.0394782,2192.62,4,548.155,0,0,3,3.56536e-07,1
89,1097.6,198.89,annealing_T=100_h=25,0.291257,0.143194,2.14227,0.275591,0.768954,117.648,4,29.4119,1.69831e-24,0,3,2.18619e-08,1
90,1769.25,209.37,annealing_T=100_h=25,4.98701,0.088668,2.39219,0.0101412,0.0214929,1041.57,4,260.393,3.49228e-224,0,3,1.40305e-08,1
