spot,phase,B_R16,Berr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,B_R24,Berr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
35,annealing_T=125_h=25,2.42914,0.104136,158.182,4,39.5455,0,3,1.41637e-07,1,1.90232,0.17913,279.17,4,69.7925,0,3,1.83555e-07,1
36,annealing_T=125_h=25,4.21155,1.01888,232.881,4,58.2203,1,2,9.81275e-08,0,1.5507,0.790697,178.88,4,44.72,0,3,6.50161e-07,1
37,annealing_T=125_h=25,2.57527,0.0951758,47.7905,4,11.9476,0,3,6.70201e-07,1,3.63528,0.241772,49.3036,4,12.3259,0,3,2.01853e-06,1
38,annealing_T=125_h=25,1.54516,0.0498286,67.1554,4,16.7889,0,3,3.06049e-06,1,1.80728,0.0992645,73.983,4,18.4957,0,3,9.72471e-08,1
39,annealing_T=125_h=25,2.46467,0.878435,96.9416,4,24.2354,0,3,5.24789e-06,1,0.356097,0.25502,45.9282,4,11.482,0,3,2.77151e-07,1
40,annealing_T=125_h=25,2.1609,0.222062,72.048,4,18.012,0,3,2.0364e-07,1,1.76112,0.118812,328.746,4,82.1865,0,3,3.39462e-08,1
41,annealing_T=125_h=25,1.19409,0.046661,115.272,4,28.818,0,3,1.12302e-07,1,0.513664,0.0578983,166.875,4,41.7187,0,3,1.05294e-06,1
42,annealing_T=125_h=25,2.00357,0.142516,416.5,4,104.125,0,3,1.71314e-09,1,1.12382,0.183389,295.85,4,73.9626,0,3,7.173e-09,1
43,annealing_T=125_h=25,2.09756,0.0229724,190.537,4,47.6342,0,3,1.28298e-07,1,2.32665,0.035744,231.986,4,57.9966,0,3,4.9187e-09,1
44,annealing_T=125_h=25,1.60519,0.275491,79.0477,4,19.7619,0,3,2.52527e-07,1,-0.200532,0.221106,99.1455,4,24.7864,0,3,8.24251e-08,1
45,annealing_T=125_h=25,4.41211,0.0535023,525.681,4,131.42,0,3,2.575e-08,1,4.30211,0.0653671,307.517,4,76.8793,0,3,2.32031e-06,1
46,annealing_T=125_h=25,2.84809,0.062429,96.9159,4,24.229,0,3,5.68633e-07,1,3.14036,0.103472,331.488,4,82.872,0,3,1.85687e-07,1
47,annealing_T=125_h=25,4.82042,0.273119,202.739,4,50.6848,0,3,3.67588e-06,1,5.35922,0.634009,312.295,4,78.0739,0,3,1.98256e-07,1
48,annealing_T=125_h=25,-0.79483,0.15856,87.3286,4,21.8322,0,3,3.26535e-07,1,-1.40005,0.173483,381.899,4,95.4747,0,3,2.06099e-08,1
49,annealing_T=125_h=25,2.78452,0.0322573,94.5764,4,23.6441,0,3,8.05206e-08,1,2.90902,0.0452044,135.102,4,33.7756,0,3,1.914e-09,1
50,annealing_T=125_h=25,0.162266,0.0674082,31.8793,4,7.96983,0,3,3.3059e-06,1,-1.11802,0.18598,97.0534,4,24.2634,0,3,2.97026e-09,1
51,annealing_T=125_h=25,14.8114,1.3986,28.1371,4,7.03427,4,1,0.00313592,0,1.96456,0.246847,1.68875,4,0.422186,0,3,5.08784e-09,1
52,annealing_T=125_h=25,1.02713,0.237749,184.17,4,46.0424,0,3,7.26718e-06,1,1.08953,0.17133,135.443,4,33.8606,0,3,8.97615e-08,1
53,annealing_T=125_h=25,0.0674679,0.131677,141.276,4,35.3189,0,3,4.90661e-06,1,1.4211,0.135748,94.2781,4,23.5695,0,3,3.30778e-09,1
54,annealing_T=125_h=25,2.17504,0.0139323,231.488,4,57.872,0,3,2.92843e-06,1,2.1959,0.0190491,82.569,4,20.6422,0,3,4.30188e-07,1
55,annealing_T=125_h=25,1.79169,0.0857985,87.9622,4,21.9906,0,3,2.65234e-07,1,1.75332,0.151852,75.649,4,18.9123,0,3,2.42712e-07,1
56,annealing_T=125_h=25,1.66132,0.0315657,4.338,4,1.0845,0,3,1.19224e-08,1,1.85232,0.051927,24.9201,4,6.23002,0,3,2.03881e-06,1
57,annealing_T=125_h=25,2.27517,0.0079222,291.999,4,72.9997,0,3,8.73234e-07,1,2.3064,0.00991313,229.657,4,57.4144,0,3,2.16232e-08,1
58,annealing_T=125_h=25,5.06623,0.144398,22.7447,4,5.68617,0,3,3.73767e-07,1,5.11432,0.199012,18.4076,4,4.6019,0,3,1.92117e-06,1
59,annealing_T=125_h=25,1.72106,0.0412684,25.7105,4,6.42763,0,3,1.19077e-06,1,1.45264,0.0521906,0.847274,4,0.211819,0,3,4.02139e-08,1
60,annealing_T=125_h=25,1.57279,0.0565976,90.5296,4,22.6324,0,3,2.00673e-06,1,1.57437,0.0759386,271.448,4,67.862,0,3,1.94712e-09,1
61,annealing_T=125_h=25,1.95775,0.0111785,309.094,4,77.2735,0,3,6.67048e-06,1,2.09416,0.0167288,251.244,4,62.8111,0,3,8.98172e-08,1
62,annealing_T=125_h=25,2.45665,0.02176,297.937,4,74.4842,0,3,1.06429e-05,1,2.30417,0.0299383,312.35,4,78.0875,0,3,4.26657e-06,1
63,annealing_T=125_h=25,8.30805,1,62.2146,4,15.5537,3,1,0.263857,0,10.2245,0.901363,47.2878,4,11.8219,4,1,0.00114338,0
64,annealing_T=125_h=25,2.29491,0.00732392,513.725,4,128.431,0,3,3.68209e-10,1,2.37329,0.010907,394.841,4,98.7102,0,3,4.4396e-06,1
65,annealing_T=125_h=25,4.46574,3.10023,20.1931,4,5.04826,0,3,1.67632e-07,1,0.509271,0.417471,29.7638,4,7.44096,0,3,4.73331e-07,1
66,annealing_T=125_h=25,7.72862,0.264863,36.222,4,9.05549,0,3,1.72118e-06,1,6.83663,0.262157,64.024,4,16.006,0,3,1.04196e-05,1
67,annealing_T=125_h=25,4.00203,0.661028,54.814,4,13.7035,0,3,2.81312e-06,1,2.2851,0.180062,153.667,4,38.4166,0,3,7.248e-06,1
68,annealing_T=125_h=25,1.73472,0.242047,22.2171,4,5.55428,0,3,9.70078e-08,1,1.05443,0.621322,14.4605,4,3.61513,0,3,6.96339e-06,1
69,annealing_T=125_h=25,3.46458,0.00832393,23881.1,4,5970.29,0,3,2.71896e-06,1,3.47311,0.0111845,12752,4,3188.01,0,3,3.2987e-07,1
70,annealing_T=125_h=25,1.34835,0.0598663,142.532,4,35.633,0,3,1.47788e-07,1,1.93625,0.151269,47.7918,4,11.948,0,3,4.36878e-06,1
71,annealing_T=125_h=25,1.80572,0.260231,114.628,4,28.6571,0,3,7.87985e-06,1,2.56786,0.214865,131.701,4,32.9252,0,3,3.1308e-06,1
72,annealing_T=125_h=25,1.64696,0.0318608,144.21,4,36.0525,0,3,3.19516e-07,1,1.5687,0.0414048,65.7775,4,16.4444,0,3,3.80215e-08,1
73,annealing_T=125_h=25,2.41032,0.00608756,677.151,4,169.288,0,3,1.94446e-06,1,2.43349,0.00876145,376.433,4,94.1082,0,3,8.52829e-06,1
74,annealing_T=125_h=25,0.858982,0.158211,106.377,4,26.5943,0,3,4.52129e-08,1,0.954575,0.144952,92.0284,4,23.0071,0,3,3.21033e-08,1
75,annealing_T=125_h=25,1.52054,0.0509055,143.554,4,35.8884,0,3,1.52557e-08,1,1.68561,0.100847,294.905,4,73.7262,0,3,1.12666e-07,1
76,annealing_T=125_h=25,1.2807,0.0547133,31.1301,4,7.78253,0,3,1.10098e-06,1,2.3163,0.165501,62.4067,4,15.6017,0,3,9.207e-06,1
77,annealing_T=125_h=25,2.27598,0.0528903,138.442,4,34.6105,0,3,8.89878e-07,1,2.32506,0.10086,112.891,4,28.2227,0,3,4.87827e-07,1
78,annealing_T=125_h=25,0.461151,0.00369828,55515.8,4,13878.9,0,3,2.35514e-11,1,0.471699,0.00559087,30915.4,4,7728.84,0,3,5.65126e-06,1
79,annealing_T=125_h=25,3.57162,0.00893741,29050,4,7262.51,0,3,9.44242e-07,1,3.05804,0.00878741,18604.4,4,4651.11,0,3,6.4421e-06,1
80,annealing_T=125_h=25,4.08764,0.196888,251.043,4,62.7607,0,3,2.94413e-06,1,4.1189,0.339754,179.604,4,44.9009,0,3,1.89398e-06,1
81,annealing_T=125_h=25,1.4582,0.0511632,237.483,4,59.3707,0,3,2.03323e-06,1,1.60925,0.0768002,22.2182,4,5.55456,0,3,3.54855e-07,1
82,annealing_T=125_h=25,2.0895,0.0161184,75.9826,4,18.9957,0,3,4.35803e-07,1,2.33828,0.0272694,38.8711,4,9.71778,0,3,2.59126e-07,1
83,annealing_T=125_h=25,1.88699,0.0282543,154.42,4,38.605,0,3,1.95649e-06,1,2.00434,0.0444262,173.46,4,43.3649,0,3,2.52917e-06,1
84,annealing_T=125_h=25,3.0961,0.0267984,1493.25,4,373.312,0,3,2.48716e-06,1,3.60187,0.0384676,1151.35,4,287.838,0,3,1.49945e-07,1
85,annealing_T=125_h=25,1.62051,0.0104227,144.362,4,36.0904,0,3,3.43729e-06,1,1.64211,0.0166508,206.415,4,51.6037,0,3,1.42811e-05,1
86,annealing_T=125_h=25,2.54055,0.00987511,196.961,4,49.2402,0,3,6.51925e-09,1,2.67219,0.0145116,171.243,4,42.8109,0,3,5.88344e-07,1
87,annealing_T=125_h=25,1.65209,0.0347106,110.622,4,27.6556,0,3,2.83226e-07,1,2.1656,0.0781346,133.868,4,33.4671,0,3,5.50448e-08,1
88,annealing_T=125_h=25,2.45465,0.00196512,988.628,4,247.157,0,3,1.14819e-09,1,2.52166,0.00221069,1295.53,4,323.881,0,3,1.35112e-07,1
89,annealing_T=125_h=25,2.34297,0.199541,137.629,4,34.4072,0,3,3.17205e-07,1,1.29666,0.428127,36.2047,4,9.05118,0,3,1.01538e-06,1
90,annealing_T=125_h=25,2.34165,0.0120543,485.021,4,121.255,0,3,2.75954e-06,1,2.2741,0.0153048,461.325,4,115.331,0,3,8.25789e-09,1
