spot,x,y,luminosity,error,T,v,phase,detection,status,integration_radius,integration_area,run_number,match_distance,geometry_source_phase,geometry_source_run,geometry_mode,v_fin,deltaL1,deltaL2,deltaL,B,B_stat_error,deltaB,A,A_stat_error,fit_chi2,fit_ndf,fit_chi2ndf,fit_status,covmatrix_status,edm,fit_converged
2,93.48,353.17,1.81226,1.61339,20.0,55.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,2.250377746068396,annealing_T=75_h=25,20260530-001924,previous_detection,4.0,0.83137,4.04108,4.04108,3.53318,0.282232,0.721538,0.0472582,0.0252038,32.1299,4,8.03246,0,3,2.68716e-06,1
2,93.48,353.17,17.3051,1.78267,20.0,56.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,2.250377746068396,annealing_T=75_h=25,20260530-001924,previous_detection,5.0,2.6412,0.6562,2.6412,3.53318,0.282232,0.721538,0.0472582,0.0252038,32.1299,4,8.03246,0,3,2.68716e-06,1
2,93.48,353.17,45.0966,2.23402,20.0,58.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,2.250377746068396,annealing_T=75_h=25,20260530-001924,previous_detection,7.0,4.586,3.1092,4.586,3.53318,0.282232,0.721538,0.0472582,0.0252038,32.1299,4,8.03246,0,3,2.68716e-06,1
3,138.96,256.94,2.27786,1.16502,20.0,52.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.8514693182963318,annealing_T=100_h=5,20260610-203538,previous_detection,1.0,0.73886,2.728293,2.728293,9.8391,0,0,3.9472e-08,0,35.4643,4,8.86607,4,0,8.76252e-06,0
3,138.96,256.94,7.02869,1.33347,20.0,53.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.8514693182963318,annealing_T=100_h=5,20260610-203538,previous_detection,2.0,3.05484,6.01548,6.01548,9.8391,0,0,3.9472e-08,0,35.4643,4,8.86607,4,0,8.76252e-06,0
3,138.96,256.94,-2.37439,1.47522,20.0,54.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.8514693182963318,annealing_T=100_h=5,20260610-203538,previous_detection,3.0,0.4175,1.00194,1.00194,9.8391,0,0,3.9472e-08,0,35.4643,4,8.86607,4,0,8.76252e-06,0
3,138.96,256.94,1.68546,1.4958,20.0,55.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.8514693182963318,annealing_T=100_h=5,20260610-203538,previous_detection,4.0,8.00382,1.931161,8.00382,9.8391,0,0,3.9472e-08,0,35.4643,4,8.86607,4,0,8.76252e-06,0
3,138.96,256.94,-0.0417854,1.62837,20.0,56.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.8514693182963318,annealing_T=100_h=5,20260610-203538,previous_detection,5.0,4.3374746,1.2306646,4.3374746,9.8391,0,0,3.9472e-08,0,35.4643,4,8.86607,4,0,8.76252e-06,0
3,138.96,256.94,8.15864,1.78158,20.0,58.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.8514693182963318,annealing_T=100_h=5,20260610-203538,previous_detection,7.0,5.82426,6.58562,6.58562,9.8391,0,0,3.9472e-08,0,35.4643,4,8.86607,4,0,8.76252e-06,0
4,183.17,168.72,151.682,1.00991,20.0,52.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.480373543170333,annealing_T=125_h=25,20260827-053720,phase_detection,1.0,2.731,1.35,2.731,2.32603,0.00122962,0.0360395,103.655,0.199994,13667.1,4,3416.77,0,3,6.30611e-09,1
4,183.17,168.72,595.33,1.12836,20.0,53.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.480373543170333,annealing_T=125_h=25,20260827-053720,phase_detection,2.0,3.114,11.734,11.734,2.32603,0.00122962,0.0360395,103.655,0.199994,13667.1,4,3416.77,0,3,6.30611e-09,1
4,183.17,168.72,1339.9,1.36236,20.0,54.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.480373543170333,annealing_T=125_h=25,20260827-053720,phase_detection,3.0,12.01,15.05,15.05,2.32603,0.00122962,0.0360395,103.655,0.199994,13667.1,4,3416.77,0,3,6.30611e-09,1
4,183.17,168.72,2522.46,1.99073,20.0,55.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.480373543170333,annealing_T=125_h=25,20260827-053720,phase_detection,4.0,18.43,22.08,22.08,2.32603,0.00122962,0.0360395,103.655,0.199994,13667.1,4,3416.77,0,3,6.30611e-09,1
4,183.17,168.72,4245.91,3.09638,20.0,56.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.480373543170333,annealing_T=125_h=25,20260827-053720,phase_detection,5.0,47.98,65.9,65.9,2.32603,0.00122962,0.0360395,103.655,0.199994,13667.1,4,3416.77,0,3,6.30611e-09,1
4,183.17,168.72,9989.16,7.16619,20.0,58.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.480373543170333,annealing_T=125_h=25,20260827-053720,phase_detection,7.0,192.24,247.63,247.63,2.32603,0.00122962,0.0360395,103.655,0.199994,13667.1,4,3416.77,0,3,6.30611e-09,1
5,193.75,516.56,2.09447,1.13596,20.0,52.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.5403530897356195,annealing_T=125_h=25,20260827-053720,phase_detection,1.0,6.93201,1.10393,6.93201,2.59751,0.0370278,0.022875,1.35432,0.0924205,115.296,4,28.8241,0,3,1.88968e-08,1
5,193.75,516.56,-3.50189,1.26186,20.0,53.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.5403530897356195,annealing_T=125_h=25,20260827-053720,phase_detection,2.0,2.73313,5.81772,5.81772,2.59751,0.0370278,0.022875,1.35432,0.0924205,115.296,4,28.8241,0,3,1.88968e-08,1
5,193.75,516.56,22.7878,1.53495,20.0,54.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.5403530897356195,annealing_T=125_h=25,20260827-053720,phase_detection,3.0,3.6279,2.5629,3.6279,2.59751,0.0370278,0.022875,1.35432,0.0924205,115.296,4,28.8241,0,3,1.88968e-08,1
5,193.75,516.56,49.0191,1.51801,20.0,55.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.5403530897356195,annealing_T=125_h=25,20260827-053720,phase_detection,4.0,3.7695,0.2305,3.7695,2.59751,0.0370278,0.022875,1.35432,0.0924205,115.296,4,28.8241,0,3,1.88968e-08,1
5,193.75,516.56,97.334,1.73164,20.0,56.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.5403530897356195,annealing_T=125_h=25,20260827-053720,phase_detection,5.0,2.6095,1.6667,2.6095,2.59751,0.0370278,0.022875,1.35432,0.0924205,115.296,4,28.8241,0,3,1.88968e-08,1
5,193.75,516.56,208.767,2.03239,20.0,58.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.5403530897356195,annealing_T=125_h=25,20260827-053720,phase_detection,7.0,4.401,5.403,5.403,2.59751,0.0370278,0.022875,1.35432,0.0924205,115.296,4,28.8241,0,3,1.88968e-08,1
6,232.19,756.59,-4.25262,1.08117,20.0,52.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.9305912099305004,annealing_T=100_h=5,20260610-203538,previous_detection,1.0,5.60991,0.09924,5.60991,13.379,0.52775,37.759,8.2873e-11,8.10044e-11,102.232,4,25.5581,4,1,0.0058267,0
6,232.19,756.59,4.17762,1.15717,20.0,53.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.9305912099305004,annealing_T=100_h=5,20260610-203538,previous_detection,2.0,3.74701,3.63727,3.74701,13.379,0.52775,37.759,8.2873e-11,8.10044e-11,102.232,4,25.5581,4,1,0.0058267,0
6,232.19,756.59,5.5701,1.27332,20.0,54.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.9305912099305004,annealing_T=100_h=5,20260610-203538,previous_detection,3.0,1.95069,1.62244,1.95069,13.379,0.52775,37.759,8.2873e-11,8.10044e-11,102.232,4,25.5581,4,1,0.0058267,0
6,232.19,756.59,-9.12838,1.23968,20.0,55.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.9305912099305004,annealing_T=100_h=5,20260610-203538,previous_detection,4.0,3.41666,8.916809,8.916809,13.379,0.52775,37.759,8.2873e-11,8.10044e-11,102.232,4,25.5581,4,1,0.0058267,0
6,232.19,756.59,-0.571331,1.48586,20.0,56.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.9305912099305004,annealing_T=100_h=5,20260610-203538,previous_detection,5.0,1.906789,3.904511,3.904511,13.379,0.52775,37.759,8.2873e-11,8.10044e-11,102.232,4,25.5581,4,1,0.0058267,0
6,232.19,756.59,16.7698,1.8096,20.0,58.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,0.9305912099305004,annealing_T=100_h=5,20260610-203538,previous_detection,7.0,12.62838,6.733,12.62838,13.379,0.52775,37.759,8.2873e-11,8.10044e-11,102.232,4,25.5581,4,1,0.0058267,0
7,237.8,240.49,20.6083,0.900851,20.0,52.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.744128737102916,annealing_T=125_h=25,20260827-053720,phase_detection,1.0,3.0428,1.1334,3.0428,1.90482,0.011045,0.0880828,11.0704,0.210735,439.357,4,109.839,0,3,1.58369e-06,1
7,237.8,240.49,50.1276,1.09357,20.0,53.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.744128737102916,annealing_T=125_h=25,20260827-053720,phase_detection,2.0,4.8304,0.5117,4.8304,1.90482,0.011045,0.0880828,11.0704,0.210735,439.357,4,109.839,0,3,1.58369e-06,1
7,237.8,240.49,95.3925,1.12792,20.0,54.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.744128737102916,annealing_T=125_h=25,20260827-053720,phase_detection,3.0,1.1189,2.7705,2.7705,1.90482,0.011045,0.0880828,11.0704,0.210735,439.357,4,109.839,0,3,1.58369e-06,1
7,237.8,240.49,150.198,1.21839,20.0,55.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.744128737102916,annealing_T=125_h=25,20260827-053720,phase_detection,4.0,3.718,5.771,5.771,1.90482,0.011045,0.0880828,11.0704,0.210735,439.357,4,109.839,0,3,1.58369e-06,1
7,237.8,240.49,217.682,1.53212,20.0,56.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.744128737102916,annealing_T=125_h=25,20260827-053720,phase_detection,5.0,4.751,1.96,4.751,1.90482,0.011045,0.0880828,11.0704,0.210735,439.357,4,109.839,0,3,1.58369e-06,1
7,237.8,240.49,465.53,1.98233,20.0,58.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.744128737102916,annealing_T=125_h=25,20260827-053720,phase_detection,7.0,10.941,6.856,10.941,1.90482,0.011045,0.0880828,11.0704,0.210735,439.357,4,109.839,0,3,1.58369e-06,1
8,253.87,348.03,18.0397,1.18608,20.0,52.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.2767361810191944,annealing_T=125_h=25,20260827-053720,phase_detection,1.0,2.6626,2.8308,2.8308,2.62688,0.0100563,0.0811521,4.89267,0.0900387,652.696,4,163.174,0,3,6.33036e-08,1
8,253.87,348.03,40.1528,1.22598,20.0,53.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.2767361810191944,annealing_T=125_h=25,20260827-053720,phase_detection,2.0,2.0811,0.8519,2.0811,2.62688,0.0100563,0.0811521,4.89267,0.0900387,652.696,4,163.174,0,3,6.33036e-08,1
8,253.87,348.03,104.803,1.39405,20.0,54.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.2767361810191944,annealing_T=125_h=25,20260827-053720,phase_detection,3.0,4.588,4.46,4.588,2.62688,0.0100563,0.0811521,4.89267,0.0900387,652.696,4,163.174,0,3,6.33036e-08,1
8,253.87,348.03,188.108,1.31522,20.0,55.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.2767361810191944,annealing_T=125_h=25,20260827-053720,phase_detection,4.0,5.927,4.41,5.927,2.62688,0.0100563,0.0811521,4.89267,0.0900387,652.696,4,163.174,0,3,6.33036e-08,1
8,253.87,348.03,305.691,1.764,20.0,56.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.2767361810191944,annealing_T=125_h=25,20260827-053720,phase_detection,5.0,5.303,4.299,5.303,2.62688,0.0100563,0.0811521,4.89267,0.0900387,652.696,4,163.174,0,3,6.33036e-08,1
8,253.87,348.03,822.712,2.07259,20.0,58.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.2767361810191944,annealing_T=125_h=25,20260827-053720,phase_detection,7.0,18.902,42.349,42.349,2.62688,0.0100563,0.0811521,4.89267,0.0900387,652.696,4,163.174,0,3,6.33036e-08,1
9,335.34,285.55,2.57764,0.864683,20.0,52.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,2.947269923166199,annealing_T=125_h=5,20260723-075232,previous_detection,1.0,0.35551,0.76845,0.76845,2.01664,0.0616671,0.136205,1.37504,0.149807,3.39055,4,0.847637,0,3,6.20684e-07,1
9,335.34,285.55,5.80265,1.08644,20.0,53.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,2.947269923166199,annealing_T=125_h=5,20260723-075232,previous_detection,2.0,0.89347,1.37671,1.37671,2.01664,0.0616671,0.136205,1.37504,0.149807,3.39055,4,0.847637,0,3,6.20684e-07,1
9,335.34,285.55,12.11,1.02575,20.0,54.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,2.947269923166199,annealing_T=125_h=5,20260723-075232,previous_detection,3.0,3.30877,0.7734,3.30877,2.01664,0.0616671,0.136205,1.37504,0.149807,3.39055,4,0.847637,0,3,6.20684e-07,1
9,335.34,285.55,21.8895,0.966077,20.0,55.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,2.947269923166199,annealing_T=125_h=5,20260723-075232,previous_detection,4.0,2.821,0.4686,2.821,2.01664,0.0616671,0.136205,1.37504,0.149807,3.39055,4,0.847637,0,3,6.20684e-07,1
9,335.34,285.55,36.4511,1.32329,20.0,56.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,2.947269923166199,annealing_T=125_h=5,20260723-075232,previous_detection,5.0,7.058,2.3631,7.058,2.01664,0.0616671,0.136205,1.37504,0.149807,3.39055,4,0.847637,0,3,6.20684e-07,1
9,335.34,285.55,69.4175,1.51752,20.0,58.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,2.947269923166199,annealing_T=125_h=5,20260723-075232,previous_detection,7.0,5.2456,3.3595,5.2456,2.01664,0.0616671,0.136205,1.37504,0.149807,3.39055,4,0.847637,0,3,6.20684e-07,1
10,354.9,844.27,6.61244,1.09413,20.0,52.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,3.2922029099070147,annealing_T=125_h=5,20260723-075232,previous_detection,1.0,0.70068,3.96785,3.96785,3.36432,0.228185,0.46862,0.0767949,0.0332365,110.061,4,27.5151,0,3,1.56685e-05,1
10,354.9,844.27,8.52975,1.03028,20.0,53.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,3.2922029099070147,annealing_T=125_h=5,20260723-075232,previous_detection,2.0,0.00337,5.76786,5.76786,3.36432,0.228185,0.46862,0.0767949,0.0332365,110.061,4,27.5151,0,3,1.56685e-05,1
10,354.9,844.27,3.89624,1.08917,20.0,54.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,3.2922029099070147,annealing_T=125_h=5,20260723-075232,previous_detection,3.0,8.07537,1.23905,8.07537,3.36432,0.228185,0.46862,0.0767949,0.0332365,110.061,4,27.5151,0,3,1.56685e-05,1
10,354.9,844.27,11.0379,1.43832,20.0,55.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,3.2922029099070147,annealing_T=125_h=5,20260723-075232,previous_detection,4.0,3.154,3.8657,3.8657,3.36432,0.228185,0.46862,0.0767949,0.0332365,110.061,4,27.5151,0,3,1.56685e-05,1
10,354.9,844.27,12.6665,1.28272,20.0,56.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,3.2922029099070147,annealing_T=125_h=5,20260723-075232,previous_detection,5.0,2.2285,0.8187,2.2285,3.36432,0.228185,0.46862,0.0767949,0.0332365,110.061,4,27.5151,0,3,1.56685e-05,1
10,354.9,844.27,54.5997,1.42216,20.0,58.3,annealing_T=125_h=25,absent,disappeared,20.0,1256.6370614359173,20260827-053720,3.2922029099070147,annealing_T=125_h=5,20260723-075232,previous_detection,7.0,4.2306,5.5432,5.5432,3.36432,0.228185,0.46862,0.0767949,0.0332365,110.061,4,27.5151,0,3,1.56685e-05,1
11,374.33,368.39,-1.14753,0.77981,20.0,52.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,1.4526183256450649,annealing_T=75_h=25,20260530-001924,previous_detection,1.0,0.79851,0.239813,0.79851,3.07455,0.399438,0.573435,0.0287979,0.0214473,100.545,4,25.1362,0,3,1.77885e-07,1
11,374.33,368.39,-5.01919,0.893576,20.0,53.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,1.4526183256450649,annealing_T=75_h=25,20260530-001924,previous_detection,2.0,1.5523,3.43173,3.43173,3.07455,0.399438,0.573435,0.0287979,0.0214473,100.545,4,25.1362,0,3,1.77885e-07,1
11,374.33,368.39,-0.921472,0.955006,20.0,54.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,1.4526183256450649,annealing_T=75_h=25,20260530-001924,previous_detection,3.0,3.622298,0.29885,3.622298,3.07455,0.399438,0.573435,0.0287979,0.0214473,100.545,4,25.1362,0,3,1.77885e-07,1
11,374.33,368.39,-2.47665,0.986601,20.0,55.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,1.4526183256450649,annealing_T=75_h=25,20260530-001924,previous_detection,4.0,2.154834,5.90173,5.90173,3.07455,0.399438,0.573435,0.0287979,0.0214473,100.545,4,25.1362,0,3,1.77885e-07,1
11,374.33,368.39,9.73167,0.937987,20.0,56.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,1.4526183256450649,annealing_T=75_h=25,20260530-001924,previous_detection,5.0,4.09533,1.79325,4.09533,3.07455,0.399438,0.573435,0.0287979,0.0214473,100.545,4,25.1362,0,3,1.77885e-07,1
11,374.33,368.39,9.19795,1.37638,20.0,58.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,1.4526183256450649,annealing_T=75_h=25,20260530-001924,previous_detection,7.0,8.52185,2.78155,8.52185,3.07455,0.399438,0.573435,0.0287979,0.0214473,100.545,4,25.1362,0,3,1.77885e-07,1
12,415.54,945.59,23.2445,0.99039,20.0,52.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.0965787572738317,annealing_T=125_h=25,20260827-053720,phase_detection,1.0,4.721,10.755,10.755,1.34186,0.033527,0.243861,6.93362,0.385634,450.098,4,112.525,0,3,1.54101e-08,1
12,415.54,945.59,14.521,0.960841,20.0,53.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.0965787572738317,annealing_T=125_h=25,20260827-053720,phase_detection,2.0,0.8909,1.8552,1.8552,1.34186,0.033527,0.243861,6.93362,0.385634,450.098,4,112.525,0,3,1.54101e-08,1
12,415.54,945.59,18.695,1.0506,20.0,54.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.0965787572738317,annealing_T=125_h=25,20260827-053720,phase_detection,3.0,3.7969,5.2321,5.2321,1.34186,0.033527,0.243861,6.93362,0.385634,450.098,4,112.525,0,3,1.54101e-08,1
12,415.54,945.59,52.9521,1.25707,20.0,55.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.0965787572738317,annealing_T=125_h=25,20260827-053720,phase_detection,4.0,0.9246,2.0982,2.0982,1.34186,0.033527,0.243861,6.93362,0.385634,450.098,4,112.525,0,3,1.54101e-08,1
12,415.54,945.59,58.5256,1.47093,20.0,56.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.0965787572738317,annealing_T=125_h=25,20260827-053720,phase_detection,5.0,6.2773,1.8675,6.2773,1.34186,0.033527,0.243861,6.93362,0.385634,450.098,4,112.525,0,3,1.54101e-08,1
12,415.54,945.59,96.1943,1.5834,20.0,58.3,annealing_T=125_h=25,present,present,20.0,1256.6370614359173,20260827-053720,3.0965787572738317,annealing_T=125_h=25,20260827-053720,phase_detection,7.0,15.3262,1.585,15.3262,1.34186,0.033527,0.243861,6.93362,0.385634,450.098,4,112.525,0,3,1.54101e-08,1
13,416.35,548.47,8.01829,1.1061,20.0,52.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,2.0678491240899852,annealing_T=75_h=25,20260530-001924,previous_detection,1.0,0.61595,3.56571,3.56571,0.256825,0.150364,0.612791,5.7616,1.05504,35.3583,4,8.83958,0,3,7.04311e-08,1
13,416.35,548.47,3.94164,1.35741,20.0,53.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,2.0678491240899852,annealing_T=75_h=25,20260530-001924,previous_detection,2.0,0.17854,2.27405,2.27405,0.256825,0.150364,0.612791,5.7616,1.05504,35.3583,4,8.83958,0,3,7.04311e-08,1
13,416.35,548.47,4.06604,1.43571,20.0,54.3,annealing_T=125_h=25,absent,absent,20.0,1256.6370614359173,20260827-053720,2.0678491240899852,annealing_T=75_h=25,20260530-001924,previous_detection,3.0,1.63834,1.92624,1.92624,0.256825,0.150364,0.612791,5.7616,1.05504,35.3583,4,8.83958,0,3,7.04311e-08,1
