spot,x,y,phase,A,A_stat_error,B,B_stat_error,deltaB,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
29,1067.63,234.17,annealing_T=100_h=5,2.00096,0.15167,1.8968,0.0426568,0.288048,34.2367,4,8.55917,6.66369e-07,0,3,6.25374e-09,1
30,1087.11,909.07,annealing_T=100_h=5,2.44884,0.54505,1.67652,0.133108,0.495324,1513.61,4,378.401,0,0,3,1.99793e-07,1
31,1088.62,687.13,annealing_T=100_h=5,1.94018,0.086675,2.46859,0.0243523,0.144674,45.8441,4,11.461,2.6539e-09,0,3,5.71106e-07,1
32,1148.87,428.24,annealing_T=100_h=5,8.58486,0.446034,1.00348,0.0335154,0.170812,161.423,4,40.3556,7.24127e-34,0,3,1.18087e-09,1
33,1169.24,239.38,annealing_T=100_h=5,240.412,0.397396,1.6338,0.00110081,0.0163126,1246.33,4,311.582,1.44095e-268,0,3,6.26811e-08,1
34,1176.31,929.39,annealing_T=100_h=5,0.683542,0.106677,2.44448,0.0848772,0.478756,217.054,4,54.2636,8.06773e-46,0,3,1.64081e-07,1
35,1179.85,592.88,annealing_T=100_h=5,-3.91642,0.598283,0.293851,0.11537,0.969748,50.3307,4,12.5827,3.08009e-10,0,3,4.4251e-08,1
36,1227.31,669.2,annealing_T=100_h=5,13.7718,0.188506,1.93576,0.00783579,0.0464156,3169.66,4,792.416,0,0,3,1.14913e-08,1
37,1241.15,153.83,annealing_T=100_h=5,1.16309,0.121654,2.17357,0.0580382,0.0502232,82.7206,4,20.6801,4.61759e-17,0,3,1.2692e-06,1
38,1244.31,483.62,annealing_T=100_h=5,31.3146,0.265586,1.25227,0.00531838,0.0566502,3746.74,4,936.685,0,0,3,2.34294e-07,1
39,1254.6,595.36,annealing_T=100_h=5,0.679647,0.0640459,2.67658,0.051392,0.170869,154.81,4,38.7026,1.89537e-32,0,3,3.45138e-08,1
40,1254.77,232.77,annealing_T=100_h=5,2.48192,0.653994,-18.0471,302.24,0,269.758,4,67.4396,3.5964e-57,0,3,1.65133e-05,1
41,1265.77,412.42,annealing_T=100_h=5,6.03321,0.590224,0.45142,0.0716359,0.478334,38.0976,4,9.52441,1.06978e-07,0,3,2.56463e-08,1
42,1287.25,874.13,annealing_T=100_h=5,1.77327,0.166422,2.01429,0.0530298,0.277396,79.4107,4,19.8527,2.32183e-16,0,3,1.16653e-07,1
43,1292.71,320.7,annealing_T=100_h=5,1.71773,0.0977863,2.38138,0.0314649,0.141452,14.4944,4,3.6236,0.0058734,0,3,1.10728e-06,1
44,1320.54,73.42,annealing_T=100_h=5,0.789424,0.134229,2.34986,0.095137,0.0108127,92.7419,4,23.1855,3.44247e-19,0,3,1.46864e-06,1
45,1371.86,811.25,annealing_T=100_h=5,6.14465,0.163592,1.87954,0.015388,0.0183012,116.9,4,29.2249,2.45315e-24,0,3,1.24463e-07,1
46,1375.35,912.45,annealing_T=100_h=5,5.16142,0.146104,2.18041,0.0159885,0.163249,242.877,4,60.7192,2.22801e-51,0,3,4.57657e-09,1
47,1386.82,117.4,annealing_T=100_h=5,0.272178,0.021795,3.34702,0.0426954,0.274705,392.767,4,98.1918,1.01623e-83,0,3,4.70858e-10,1
48,1403.84,206.29,annealing_T=100_h=5,6.25098,0.140086,2.18367,0.0124622,0.0527646,160.1,4,40.0251,1.39134e-33,0,3,7.41385e-08,1
49,1496.67,508,annealing_T=100_h=5,4.76089,0.0484999,3.03075,0.00569985,0.0302516,284.331,4,71.0828,2.59458e-60,0,3,8.30747e-06,1
50,1502.63,863.57,annealing_T=100_h=5,2.95913,0.188743,1.86744,0.0360513,0.186058,77.039,4,19.2597,7.37926e-16,0,3,2.83986e-07,1
51,1535.96,405.68,annealing_T=100_h=5,1.83078,0.182001,1.9118,0.0563867,0.229122,107.01,4,26.7526,3.15816e-22,0,3,2.09967e-07,1
52,1584.2,651.87,annealing_T=100_h=5,0.638862,0.0587318,2.65416,0.0500375,0.185679,270.161,4,67.5401,2.94557e-57,0,3,3.07988e-06,1
53,1584.36,810.43,annealing_T=100_h=5,0.271588,0.0495969,2.74817,0.0974252,0.613166,34.8741,4,8.71851,4.93045e-07,0,3,3.70776e-07,1
54,1732.3,722.91,annealing_T=100_h=5,122.203,0.288704,2.07191,0.00152516,0.0233733,2907.42,4,726.854,0,0,3,4.79371e-10,1
55,1772.1,478.62,annealing_T=100_h=5,41.3063,0.287655,1.52842,0.0042451,0.0132283,183.854,4,45.9635,1.10862e-38,0,3,2.54154e-10,1
56,1782.43,556.08,annealing_T=100_h=5,11.8741,0.282353,1.61536,0.0139539,0.0563608,52.3873,4,13.0968,1.14477e-10,0,3,5.51983e-09,1
57,1820.63,357.21,annealing_T=100_h=5,7.98124,0.118031,2.47922,0.00842237,0.082134,357.421,4,89.3553,4.38033e-76,0,3,7.94028e-07,1
58,1820.9,993.73,annealing_T=100_h=5,1.67672,0.0399279,3.0225,0.0129168,0.0495771,9563.2,4,2390.8,0,0,3,6.20738e-07,1
59,1851.05,558.44,annealing_T=100_h=5,26.2241,0.340395,1.75417,0.00783934,0.0233784,74.7568,4,18.6892,2.24316e-15,0,3,3.04389e-06,1
60,454.56,766.05,annealing_T=100_h=5,4.99134,0.284831,1.42162,0.0344595,0.103153,236.224,4,59.0561,6.03237e-50,0,3,1.38078e-08,1
61,514.07,881.9,annealing_T=100_h=5,9.37673,0.134247,2.34741,0.00853727,0.0888776,1635.23,4,408.806,0,0,3,1.09786e-06,1
62,907.56,731.36,annealing_T=100_h=5,9.45371,0.142688,2.3205,0.00898229,0.0590999,718.159,4,179.54,4.07559e-154,0,3,8.78494e-06,1
63,1321.97,528.25,annealing_T=100_h=5,1.3631e-12,2.85168e-12,15.3033,0.996144,0,48.171,4,12.0427,8.69422e-10,4,1,0.00226101,0
64,1617.03,987.97,annealing_T=100_h=5,12.939,0.0963925,2.41473,0.00431888,0.0871794,1990.72,4,497.679,0,0,3,9.1001e-06,1
65,1617.22,705.11,annealing_T=100_h=5,0.781062,0.13032,2.16882,0.091101,0.170201,66.8306,4,16.7077,1.05843e-13,0,3,2.33246e-08,1
66,587.14,495.05,annealing_T=100_h=5,0.0025682,0.000617363,5.99713,0.124069,0.246317,213.152,4,53.2881,5.5754e-45,0,3,1.41453e-06,1
67,1464.22,944.78,annealing_T=100_h=5,1.2379,0.12313,2.37702,0.0552989,0.719325,223.419,4,55.8548,3.44436e-47,0,3,2.94835e-08,1
68,1652.2,628.52,annealing_T=100_h=5,0.193766,0.0369021,2.87007,0.102454,0.205852,160.545,4,40.1363,1.11681e-33,0,3,4.61931e-08,1
69,1845.55,888.41,annealing_T=100_h=5,7.66365,0.234545,2.0969,0.0183641,0.132011,1292.86,4,323.215,1.1749e-278,0,3,1.63203e-07,1
70,635.45,916.01,annealing_T=100_h=5,7.27802,0.275994,1.70836,0.0219967,0.0365989,31.8496,4,7.96241,2.05335e-06,0,3,1.72439e-07,1
71,1424.34,351.93,annealing_T=100_h=5,1.25919,0.106943,2.32483,0.0467125,0.170736,130.747,4,32.6867,2.69584e-27,0,3,1.59689e-09,1
72,859.3,472.56,annealing_T=100_h=5,10.5191,0.246218,1.59388,0.0139252,0.0761564,102.874,4,25.7185,2.40354e-21,0,3,1.67149e-06,1
73,1088.41,521.95,annealing_T=100_h=5,35.1703,0.12205,2.53969,0.00212153,0.0428193,4606.02,4,1151.51,0,0,3,8.06353e-07,1
74,1176.12,651.83,annealing_T=100_h=5,4.00821,0.128016,2.15258,0.0183405,0.0682163,335.538,4,83.8844,2.3239e-71,0,3,1.05886e-06,1
75,1679.39,253.85,annealing_T=100_h=5,2.93828,0.288734,1.61993,0.0573906,0.13173,72.3378,4,18.0844,7.28166e-15,0,3,5.0244e-06,1
76,1721.86,805.27,annealing_T=100_h=5,1.68696,0.139361,2.04389,0.0464452,0.364794,79.7453,4,19.9363,1.97221e-16,0,3,7.08996e-07,1
77,805.09,191.09,annealing_T=100_h=5,5.76454,0.137732,2.30667,0.0133299,0.0519,32.272,4,8.06799,1.68322e-06,0,3,3.07634e-08,1
78,829.06,883.12,annealing_T=100_h=5,27.0013,0.140148,2.30469,0.00310869,0.053924,3130.46,4,782.615,0,0,3,6.19821e-07,1
79,1266.5,787.18,annealing_T=100_h=5,26.006,0.143975,2.11766,0.00335886,0.0452614,560.957,4,140.239,4.35685e-120,0,3,1.56145e-06,1
80,1335.46,624.9,annealing_T=100_h=5,0.0927179,0.00445969,4.59865,0.0251922,0.18141,98.7799,4,24.695,1.7888e-20,0,3,5.52906e-09,1
81,1535.27,136.79,annealing_T=100_h=5,6.64833,0.338243,1.45172,0.0303166,0.127509,189.886,4,47.4714,5.609e-40,0,3,5.81354e-08,1
82,1556.2,207.38,annealing_T=100_h=5,9.83832,0.219976,1.80266,0.0129154,0.0536084,252.812,4,63.2029,1.61371e-53,0,3,4.73439e-07,1
83,573.96,120.15,annealing_T=100_h=5,2.61721,0.271149,1.71305,0.0595221,0.219768,19.528,4,4.88201,0.000618749,0,3,1.57973e-08,1
84,912.77,404.15,annealing_T=100_h=5,9.40173,0.0452377,3.07488,0.00275897,0.0161324,794.033,4,198.508,1.50584e-170,0,3,1.71401e-09,1
85,1734.9,907.69,annealing_T=100_h=5,1.17917e-12,1.48975e-12,15.4299,0.654085,0,98.9594,4,24.7399,1.63812e-20,4,1,0.00508354,0
86,490.59,96.72,annealing_T=100_h=5,28.5142,0.125744,2.44303,0.00265718,0.0307224,2407.39,4,601.846,0,0,3,9.98078e-09,1
87,792.9,248.28,annealing_T=100_h=5,10.6981,0.48716,0.986043,0.0288646,0.156617,42.8591,4,10.7148,1.10684e-08,0,3,1.74834e-08,1
88,870.76,651.5,annealing_T=100_h=5,23.6686,0.128407,2.30862,0.00318848,0.0703653,964.328,4,241.082,1.91816e-207,0,3,2.11945e-07,1
89,1097.6,198.89,annealing_T=100_h=5,1.39112,0.314283,1.14694,0.135299,0.918756,80.6461,4,20.1615,1.27089e-16,0,3,5.70366e-08,1
90,1769.25,209.37,annealing_T=100_h=5,6.05318,0.10013,2.40229,0.00924763,0.0205848,598.138,4,149.534,3.92022e-128,0,3,1.7367e-09,1
