spot,phase,B_R16,Berr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,B_R24,Berr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
55,annealing_T=100_h=5,1.52526,0.00352935,327.137,4,81.7842,0,3,5.45662e-10,1,1.51519,0.00494348,128.942,4,32.2356,0,3,2.55287e-08,1
56,annealing_T=100_h=5,1.67172,0.0115287,74.5696,4,18.6424,0,3,2.01751e-07,1,1.62081,0.0167482,51.9336,4,12.9834,0,3,1.12769e-08,1
57,annealing_T=100_h=5,2.4238,0.00743621,352.348,4,88.087,0,3,1.00694e-07,1,2.56135,0.00965633,276.895,4,69.2238,0,3,1.45708e-06,1
58,annealing_T=100_h=5,3.01327,0.0102132,16070.3,4,4017.56,0,3,6.68612e-11,1,3.07208,0.0148365,7858.33,4,1964.58,0,3,3.76681e-07,1
59,annealing_T=100_h=5,1.76888,0.00693531,72.7188,4,18.1797,0,3,2.86425e-07,1,1.73079,0.00860737,129.348,4,32.3371,0,3,2.7194e-06,1
60,annealing_T=100_h=5,1.31847,0.0277747,348.193,4,87.0483,0,3,8.42546e-08,1,1.32574,0.0482179,165.126,4,41.2816,0,3,2.24375e-08,1
61,annealing_T=100_h=5,2.29102,0.00744591,1835.35,4,458.837,0,3,6.30406e-07,1,2.43629,0.0100116,1252.24,4,313.059,0,3,4.45832e-06,1
62,annealing_T=100_h=5,2.28425,0.00813287,639.787,4,159.947,0,3,7.52301e-06,1,2.3796,0.0100569,413.475,4,103.369,0,3,5.7839e-06,1
63,annealing_T=100_h=5,12.0776,3.79276,27.2887,4,6.82217,4,1,3.13574e-05,0,-0.182268,0.22965,46.9272,4,11.7318,0,3,7.49701e-11,1
64,annealing_T=100_h=5,2.3584,0.00378498,2188.39,4,547.098,0,3,4.13645e-07,1,2.50191,0.00535375,1325.29,4,331.322,0,3,5.81652e-06,1
65,annealing_T=100_h=5,2.25603,0.0705835,112.37,4,28.0924,0,3,2.09272e-09,1,2.33902,0.13453,38.3398,4,9.58495,0,3,7.56049e-09,1
66,annealing_T=100_h=5,5.87113,0.0946956,280.207,4,70.0516,0,3,3.5398e-07,1,5.75081,0.128279,211.78,4,52.945,0,3,4.72334e-06,1
67,annealing_T=100_h=5,1.6577,0.0399383,288.575,4,72.1437,0,3,1.20565e-07,1,2.73072,0.0687679,232.021,4,58.0051,0,3,1.09024e-05,1
68,annealing_T=100_h=5,2.746,0.0802556,87.763,4,21.9407,0,3,1.41129e-08,1,3.07592,0.140625,232.779,4,58.1948,0,3,2.13838e-08,1
69,annealing_T=100_h=5,1.96489,0.0153284,1686.64,4,421.66,0,3,1.10856e-06,1,2.1582,0.020978,983.297,4,245.824,0,3,5.43948e-07,1
70,annealing_T=100_h=5,1.69475,0.0169159,25.0334,4,6.25835,0,3,3.62031e-07,1,1.74496,0.0278658,83.2144,4,20.8036,0,3,8.57809e-07,1
71,annealing_T=100_h=5,2.34649,0.0370973,132.592,4,33.1481,0,3,3.70899e-09,1,2.15409,0.0527749,220.756,4,55.1889,0,3,7.87077e-06,1
72,annealing_T=100_h=5,1.51772,0.0099116,192.68,4,48.17,0,3,1.77956e-10,1,1.62609,0.0168532,99.4981,4,24.8745,0,3,2.72505e-08,1
73,annealing_T=100_h=5,2.49687,0.00186951,6194.98,4,1548.75,0,3,7.52489e-08,1,2.57462,0.00238788,3919.74,4,979.936,0,3,7.55673e-07,1
74,annealing_T=100_h=5,2.09642,0.0149561,300.5,4,75.125,0,3,1.39681e-06,1,2.2208,0.0257755,233.912,4,58.4779,0,3,1.8526e-06,1
75,annealing_T=100_h=5,1.75166,0.0534224,69.5393,4,17.3848,0,3,4.55172e-06,1,1.54448,0.064519,49.6763,4,12.4191,0,3,6.26178e-09,1
76,annealing_T=100_h=5,1.76734,0.0333326,43.3003,4,10.8251,0,3,8.98918e-06,1,2.40868,0.0789673,171.033,4,42.7583,0,3,4.66111e-08,1
77,annealing_T=100_h=5,2.25477,0.0112089,33.9826,4,8.49566,0,3,2.7737e-06,1,2.31009,0.0157077,37.356,4,9.33901,0,3,9.67083e-06,1
78,annealing_T=100_h=5,2.25077,0.00276021,4064.6,4,1016.15,0,3,3.70522e-10,1,2.34085,0.00351127,2763.27,4,690.818,0,3,3.31059e-08,1
79,annealing_T=100_h=5,2.0724,0.0028205,674.296,4,168.574,0,3,4.38837e-08,1,2.1614,0.00387729,569.865,4,142.466,0,3,5.86011e-07,1
80,annealing_T=100_h=5,4.46728,0.0198078,72.4549,4,18.1137,0,3,8.98101e-09,1,4.78006,0.0309024,95.4131,4,23.8533,0,3,8.06436e-08,1
81,annealing_T=100_h=5,1.44852,0.0249265,116.842,4,29.2106,0,3,2.05663e-09,1,1.32421,0.0363768,125.24,4,31.3101,0,3,1.02096e-06,1
82,annealing_T=100_h=5,1.85627,0.0117326,143.83,4,35.9574,0,3,4.95056e-06,1,1.82139,0.015596,351.819,4,87.9548,0,3,1.30191e-08,1
83,annealing_T=100_h=5,1.80439,0.0538206,27.104,4,6.77599,0,3,2.61597e-06,1,1.49328,0.0646468,78.9596,4,19.7399,0,3,1.04935e-09,1
84,annealing_T=100_h=5,3.05875,0.00240709,1342.55,4,335.637,0,3,7.31587e-06,1,3.07484,0.0029865,591.363,4,147.841,0,3,6.60635e-06,1
85,annealing_T=100_h=5,9.68429,1.27639,38.0851,4,9.52128,1,2,8.63099e-07,0,0.998151,0.237527,236.658,4,59.1646,0,3,2.93184e-09,1
86,annealing_T=100_h=5,2.41231,0.00238395,2504.86,4,626.214,0,3,7.82643e-06,1,2.46796,0.00287356,2154.69,4,538.673,0,3,1.61174e-07,1
87,annealing_T=100_h=5,1.14266,0.0253971,20.0458,4,5.01144,0,3,1.88591e-07,1,1.03797,0.0365585,52.2241,4,13.056,0,3,6.93183e-09,1
88,annealing_T=100_h=5,2.37899,0.00340527,602.583,4,150.646,0,3,3.59432e-09,1,2.31744,0.00332616,1144.44,4,286.111,0,3,2.17608e-06,1
89,annealing_T=100_h=5,1.27207,0.0936839,31.15,4,7.7875,0,3,1.13153e-10,1,0.228187,0.126801,84.5418,4,21.1355,0,3,4.4685e-08,1
90,annealing_T=100_h=5,2.39355,0.00813633,544.276,4,136.069,0,3,1.38264e-05,1,2.42287,0.0102668,363.988,4,90.997,0,3,5.7987e-09,1
