spot,x,y,luminosity,error,T,v,phase,detection,status,integration_radius,integration_area,run_number,match_distance,geometry_source_phase,geometry_source_run,geometry_mode,v_fin,deltaL1,deltaL2,deltaL,B,B_stat_error,deltaB,A,A_stat_error,fit_chi2,fit_ndf,fit_chi2ndf,fit_status,covmatrix_status,edm,fit_converged
0,67.12,807.19,20.6828,0.992508,20.0,52.3,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260908-043207,2.2458851261807165,annealing_T=150_h=5,20260908-043207,phase_detection,1.0,11.8024,4.2979,11.8024,1.56019,0.0301345,0.350307,7.12925,0.367664,281.013,4,70.2533,0,3,4.02934e-08,1
0,67.12,807.19,16.8984,1.25506,20.0,53.3,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260908-043207,2.2458851261807165,annealing_T=150_h=5,20260908-043207,phase_detection,2.0,1.1901,3.5153,3.5153,1.56019,0.0301345,0.350307,7.12925,0.367664,281.013,4,70.2533,0,3,4.02934e-08,1
0,67.12,807.19,43.8174,1.26414,20.0,54.3,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260908-043207,2.2458851261807165,annealing_T=150_h=5,20260908-043207,phase_detection,3.0,7.5069,2.0923,7.5069,1.56019,0.0301345,0.350307,7.12925,0.367664,281.013,4,70.2533,0,3,4.02934e-08,1
0,67.12,807.19,55.1009,1.44068,20.0,55.3,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260908-043207,2.2458851261807165,annealing_T=150_h=5,20260908-043207,phase_detection,4.0,1.7996,3.6008,3.6008,1.56019,0.0301345,0.350307,7.12925,0.367664,281.013,4,70.2533,0,3,4.02934e-08,1
0,67.12,807.19,78.1118,1.73168,20.0,56.3,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260908-043207,2.2458851261807165,annealing_T=150_h=5,20260908-043207,phase_detection,5.0,5.4459,2.9704,5.4459,1.56019,0.0301345,0.350307,7.12925,0.367664,281.013,4,70.2533,0,3,4.02934e-08,1
0,67.12,807.19,156.325,1.84963,20.0,58.3,annealing_T=150_h=5,present,present,20.0,1256.6370614359173,20260908-043207,2.2458851261807165,annealing_T=150_h=5,20260908-043207,phase_detection,7.0,12.241,3.583,12.241,1.56019,0.0301345,0.350307,7.12925,0.367664,281.013,4,70.2533,0,3,4.02934e-08,1
1,81.02,93.93,-11.0353,1.2698,20.0,52.3,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260908-043207,2.4789110512480996,annealing_T=150_h=5,20260908-043207,phase_detection,1.0,1.7698,2.70501,2.70501,2.58818,0.0672808,0.226135,0.825821,0.1015,134.244,4,33.561,0,3,7.39143e-08,1
1,81.02,93.93,6.97128,1.54624,20.0,53.3,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260908-043207,2.4789110512480996,annealing_T=150_h=5,20260908-043207,phase_detection,2.0,4.97593,3.38772,4.97593,2.58818,0.0672808,0.226135,0.825821,0.1015,134.244,4,33.561,0,3,7.39143e-08,1
1,81.02,93.93,21.7673,1.48155,20.0,54.3,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260908-043207,2.4789110512480996,annealing_T=150_h=5,20260908-043207,phase_detection,3.0,1.0307,3.0388,3.0388,2.58818,0.0672808,0.226135,0.825821,0.1015,134.244,4,33.561,0,3,7.39143e-08,1
1,81.02,93.93,22.7345,1.65661,20.0,55.3,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260908-043207,2.4789110512480996,annealing_T=150_h=5,20260908-043207,phase_detection,4.0,1.1756,9.6511,9.6511,2.58818,0.0672808,0.226135,0.825821,0.1015,134.244,4,33.561,0,3,7.39143e-08,1
1,81.02,93.93,54.4271,1.60613,20.0,56.3,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260908-043207,2.4789110512480996,annealing_T=150_h=5,20260908-043207,phase_detection,5.0,4.219,1.1563,4.219,2.58818,0.0672808,0.226135,0.825821,0.1015,134.244,4,33.561,0,3,7.39143e-08,1
1,81.02,93.93,127.302,2.19785,20.0,58.3,annealing_T=150_h=5,present,reappeared,20.0,1256.6370614359173,20260908-043207,2.4789110512480996,annealing_T=150_h=5,20260908-043207,phase_detection,7.0,5.729,6.475,6.475,2.58818,0.0672808,0.226135,0.825821,0.1015,134.244,4,33.561,0,3,7.39143e-08,1
2,93.48,353.17,5.20541,1.14105,20.0,52.3,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260908-043207,2.250377746068396,annealing_T=75_h=25,20260530-001924,previous_detection,1.0,1.89332,2.26835,2.26835,3.52888,0.220612,0.315734,0.050932,0.0213199,225.536,4,56.384,0,3,1.726e-07,1
2,93.48,353.17,2.932,1.17868,20.0,53.3,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260908-043207,2.250377746068396,annealing_T=75_h=25,20260530-001924,previous_detection,2.0,2.68928,1.84184,2.68928,3.52888,0.220612,0.315734,0.050932,0.0213199,225.536,4,56.384,0,3,1.726e-07,1
2,93.48,353.17,-14.3459,1.27006,20.0,54.3,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260908-043207,2.250377746068396,annealing_T=75_h=25,20260530-001924,previous_detection,3.0,4.1689,9.48305,9.48305,3.52888,0.220612,0.315734,0.050932,0.0213199,225.536,4,56.384,0,3,1.726e-07,1
2,93.48,353.17,12.3383,1.58348,20.0,55.3,annealing_T=150_h=5,absent,absent,20.0,1256.6370614359173,20260908-043207,2.250377746068396,annealing_T=75_h=25,20260530-001924,previous_detection,4.0,0.5714,0.1809,0.5714,3.52888,0.220612,0.315734,0.050932,0.0213199,225.536,4,56.384,0,3,1.726e-07,1
