spot,x,y,phase,A,A_stat_error,B,B_stat_error,deltaB,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
51,1534.76,404.29,annealing_T=150_h=5,-7.13829,0.81561,-0.223698,0.118842,1.15903,16.4435,4,4.11087,0.00247831,0,3,1.20764e-08,1
52,1582.85,650.85,annealing_T=150_h=5,-0.712265,0.187292,1.24708,0.149024,0.958174,330.484,4,82.6211,2.86403e-70,0,3,2.45788e-07,1
53,1584.36,810.43,annealing_T=150_h=5,-0.361599,0.185537,1.3722,0.284495,0.569668,145.084,4,36.271,2.30122e-30,0,3,2.8385e-07,1
54,1732.25,722.27,annealing_T=150_h=5,3.90238,0.145482,2.16944,0.0208744,0.0734433,270.065,4,67.5164,3.08794e-57,0,3,3.56492e-06,1
55,1772.73,478.13,annealing_T=150_h=5,2.12392,0.28098,1.5321,0.0782565,0.346063,34.3317,4,8.58293,6.37111e-07,0,3,1.17732e-08,1
56,1782.9,554.1,annealing_T=150_h=5,3.26279,0.476145,1.28244,0.0872932,0.160469,164.491,4,41.1227,1.59083e-34,0,3,5.71327e-07,1
57,1820.81,356.96,annealing_T=150_h=5,6.18325,0.120449,2.38619,0.0110066,0.0703687,186.628,4,46.6571,2.81027e-39,0,3,4.37094e-06,1
58,1819.76,993.02,annealing_T=150_h=5,14.7138,1.14992,-0.639322,0.104489,19.4812,67.7217,4,16.9304,6.86694e-14,0,3,9.36028e-07,1
59,1851.33,558.5,annealing_T=150_h=5,2.65542,0.442258,1.69209,0.0965305,0.098387,69.8184,4,17.4546,2.47936e-14,0,3,1.5623e-07,1
60,454.56,766.05,annealing_T=150_h=5,0.729338,0.162213,2.12325,0.123541,0.231694,103.349,4,25.8372,1.90395e-21,0,3,3.55317e-06,1
61,514.12,880.92,annealing_T=150_h=5,12.0089,0.206838,1.98985,0.00971882,0.0901518,73.299,4,18.3248,4.56124e-15,0,3,5.1321e-07,1
62,908.12,729.18,annealing_T=150_h=5,2.12237,0.269397,1.78001,0.0730182,0.509983,232.34,4,58.0851,4.13736e-49,0,3,8.26635e-09,1
63,1321.97,528.25,annealing_T=150_h=5,8.34225e-11,2.28013e-10,13.4111,1.30593,0,67.4881,4,16.872,7.69178e-14,4,1,0.00462717,0
64,1616.9,987.72,annealing_T=150_h=5,2.16288,0.198255,2.1287,0.0513001,0.176329,150.189,4,37.5473,1.8542e-31,0,3,8.80323e-09,1
65,1615.65,704.21,annealing_T=150_h=5,-9.10971e-06,4.60887e-05,7.25643,2.60377,0,81.8909,4,20.4727,6.92322e-17,0,3,1.36355e-05,1
66,587.12,495.03,annealing_T=150_h=5,2.5376,0.856882,-0.0936139,0.324258,1.51901,89.1047,4,22.2762,2.04023e-18,0,3,1.14909e-05,1
67,1464.22,944.78,annealing_T=150_h=5,12.2463,1.09208,-0.67377,0.127858,0.68479,86.2586,4,21.5646,8.2019e-18,0,3,3.25423e-10,1
68,1652.31,628.84,annealing_T=150_h=5,8.52247,0.730019,-32.8244,2,32.4447,220.694,4,55.1734,1.32939e-46,0,3,5.87418e-09,1
69,1844.45,887.93,annealing_T=150_h=5,4.19815,0.726468,0.881854,0.115512,0.279886,50.3826,4,12.5957,3.00404e-10,0,3,1.83377e-08,1
70,634.14,914.58,annealing_T=150_h=5,8.933e-06,1.44143e-05,7.35686,0.830764,0,167.249,4,41.8122,4.07238e-35,1,2,5.54647e-07,0
71,1423.44,351.36,annealing_T=150_h=5,-3.44187e-10,2.46325e-10,13.1075,0.316261,0,95.4088,4,23.8522,9.32853e-20,4,1,0.0741459,0
72,859.78,471.24,annealing_T=150_h=5,-0.0223224,0.0341929,2.84998,0.816632,2.1849,173.27,4,43.3174,2.07791e-36,0,3,7.20272e-06,1
73,1088.23,521.86,annealing_T=150_h=5,16.819,0.119078,2.42449,0.00410899,0.0290131,1374.86,4,343.715,1.95386e-296,0,3,5.91409e-06,1
74,1174.35,651.63,annealing_T=150_h=5,-4.74204,0.76798,0.289449,0.125304,0.278197,20.9281,4,5.23202,0.000327238,0,3,2.13983e-10,1
75,1678.93,253.82,annealing_T=150_h=5,2.80459,0.275478,1.63852,0.0569371,0.0190906,54.2751,4,13.5688,4.60896e-11,0,3,4.70815e-07,1
76,1721.49,804.56,annealing_T=150_h=5,4.74996,0.517341,1.10239,0.0700222,0.394909,82.7018,4,20.6754,4.66014e-17,0,3,6.17642e-06,1
77,805.09,191.09,annealing_T=150_h=5,0.984495,0.232697,1.75431,0.138258,0.949405,123.713,4,30.9282,8.59845e-26,0,3,5.05001e-08,1
78,830.5,883.39,annealing_T=150_h=5,3.61673,0.149197,1.98287,0.0230606,0.0948021,273.667,4,68.4168,5.16765e-58,0,3,1.88253e-10,1
79,1267.98,786.38,annealing_T=150_h=5,5.42269e-08,4.52966e-08,12.239,0.430723,0,359.908,4,89.977,1.27218e-76,0,3,6.31347e-08,1
80,1335.46,624.9,annealing_T=150_h=5,2.56795e-11,1.90567e-11,14.0228,0.386832,0,293.687,4,73.4217,2.49201e-62,4,1,0.0560479,0
81,1536.49,137.03,annealing_T=150_h=5,3.69131,0.324003,1.40029,0.052756,0.11036,79.0764,4,19.7691,2.73301e-16,0,3,7.40549e-09,1
82,1557.77,208.18,annealing_T=150_h=5,1.95409,0.0984699,2.37061,0.0281262,0.0838836,158.733,4,39.6833,2.73258e-33,0,3,1.17038e-06,1
83,573.67,121.09,annealing_T=150_h=5,1.76349,0.169122,2.07976,0.0545567,0.262956,38.9281,4,9.73202,7.2088e-08,0,3,1.7224e-08,1
84,912.77,404.15,annealing_T=150_h=5,1.33917,0.0824766,2.41657,0.0338639,0.0880362,111.411,4,27.8528,3.63933e-23,0,3,6.16142e-08,1
85,1734.9,907.69,annealing_T=150_h=5,1.32961,0.187017,1.96918,0.079091,0.111756,132.571,4,33.1428,1.0976e-27,0,3,1.71903e-06,1
86,490.59,96.72,annealing_T=150_h=5,3.41373,0.146109,2.40456,0.023673,0.0231405,45.0632,4,11.2658,3.8574e-09,0,3,4.46575e-08,1
87,792.9,248.28,annealing_T=150_h=5,3.20963,0.308223,1.39851,0.0562121,0.11038,99.6457,4,24.9114,1.17024e-20,0,3,2.26967e-09,1
88,870.76,651.5,annealing_T=150_h=5,160.273,0.41558,2.4071,0.00180485,0.0121605,2664.79,4,666.198,0,0,3,2.06344e-10,1
89,1097.6,198.89,annealing_T=150_h=5,0.0516318,0.0140992,3.59194,0.144001,0.57851,51.1122,4,12.7781,2.1149e-10,0,3,4.75052e-08,1
90,1769.25,209.37,annealing_T=150_h=5,2.69231,0.14364,1.98279,0.0301097,0.0216537,182.04,4,45.51,2.71901e-38,0,3,6.24949e-08,1
