spot,x,y,luminosity,error,T,v,v_fin,phase,detected
124,1532.63,405.87,58.6823,2.79475,20.0,58.3,7.0,annealing_T=100_h=25,True
124,1533.17,405.62,57.5255,6.89724,20.0,58.3,7.0,annealing_T=100_h=5,True
124,1536.84,395.2,57.2368,7.35164,20.0,58.3,7.0,annealing_T=75_h=25,True
124,1539.39,402.31,83.1379,8.40673,20.0,58.3,7.0,annealing_T=75_h=5,True
124,1536.0,403.13,79.2631,8.55323,20.0,58.3,7.0,before_annealing,True
125,1543.06,709.9,91.2465,3.15907,20.0,58.3,7.0,annealing_T=100_h=25,True
125,1543.48,710.03,1113.62,36.2232,20.0,58.3,7.0,annealing_T=100_h=5,True
125,1549.21,699.68,1226.83,39.0875,20.0,58.3,7.0,annealing_T=75_h=25,True
125,1550.13,706.66,786.316,25.581,20.0,58.3,7.0,annealing_T=75_h=5,True
125,1546.03,707.67,797.955,28.0782,20.0,58.3,7.0,before_annealing,True
126,1553.71,209.04,122.27,3.384,20.0,58.3,7.0,annealing_T=100_h=25,True
126,1554.27,208.45,266.43,17.1579,20.0,58.3,7.0,annealing_T=100_h=5,True
126,1556.22,198.01,1447.68,41.8227,20.0,58.3,7.0,annealing_T=75_h=25,True
126,1559.74,205.42,470.823,29.5596,20.0,58.3,7.0,annealing_T=75_h=5,True
126,1557.05,206.02,1262.31,43.0883,20.0,58.3,7.0,before_annealing,True
127,1569.29,682.72,29.306,2.242,20.0,58.3,7.0,annealing_T=100_h=25,True
127,1569.84,682.3,24.904,4.31178,20.0,58.3,7.0,annealing_T=100_h=5,True
127,1575.61,671.5,21.2071,3.16206,20.0,58.3,7.0,annealing_T=75_h=25,True
127,1576.5,679.51,23.1492,3.70685,20.0,58.3,7.0,annealing_T=75_h=5,True
127,1572.35,680.45,29.3252,4.95455,20.0,58.3,7.0,before_annealing,True
128,1570.14,169.42,54.952,2.24964,20.0,58.3,7.0,annealing_T=100_h=25,True
128,1570.89,168.91,83.6687,7.36783,20.0,58.3,7.0,annealing_T=100_h=5,True
128,1572.26,158.46,176.221,12.7,20.0,58.3,7.0,annealing_T=75_h=25,True
128,1576.27,165.56,191.659,14.2244,20.0,58.3,7.0,annealing_T=75_h=5,True
128,1573.62,166.47,168.579,11.6581,20.0,58.3,7.0,before_annealing,True
129,1579.22,926.58,360.616,5.13372,20.0,58.3,7.0,annealing_T=100_h=25,True
129,1580.12,925.79,834.741,27.4166,20.0,58.3,7.0,annealing_T=100_h=5,True
129,1587.59,915.21,794.818,28.4166,20.0,58.3,7.0,annealing_T=75_h=25,True
129,1587.0,922.45,1346.76,35.6129,20.0,58.3,7.0,annealing_T=75_h=5,True
129,1582.28,923.38,2402.39,47.3685,20.0,58.3,7.0,before_annealing,True
130,1581.47,651.68,66.0457,4.14145,20.0,58.3,7.0,annealing_T=100_h=25,True
130,1582.32,651.26,65.2363,7.96679,20.0,58.3,7.0,annealing_T=100_h=5,True
130,1587.72,640.39,80.6057,7.04262,20.0,58.3,7.0,annealing_T=75_h=25,True
130,1588.75,647.69,71.3244,6.38767,20.0,58.3,7.0,annealing_T=75_h=5,True
130,1585.09,648.56,78.889,7.74283,20.0,58.3,7.0,before_annealing,True
131,1586.13,806.88,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
131,1586.13,806.88,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
131,1586.13,806.88,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
131,1586.13,806.88,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
131,1586.13,806.88,25.8219,3.00356,20.0,58.3,7.0,before_annealing,True
132,1592.02,45.51,29.6283,2.01451,20.0,58.3,7.0,annealing_T=100_h=25,True
132,1593.07,44.72,78.7322,7.08702,20.0,58.3,7.0,annealing_T=100_h=5,True
132,1593.77,33.99,55.911,9.98465,20.0,58.3,7.0,annealing_T=75_h=25,True
132,1598.6,41.46,84.2731,7.37196,20.0,58.3,7.0,annealing_T=75_h=5,True
132,1596.12,42.32,63.4739,6.79659,20.0,58.3,7.0,before_annealing,True
133,1594.15,204.22,69.0564,3.44639,20.0,58.3,7.0,annealing_T=100_h=25,True
133,1594.31,203.74,46.8986,6.76786,20.0,58.3,7.0,annealing_T=100_h=5,True
133,1596.39,192.54,79.9967,8.23284,20.0,58.3,7.0,annealing_T=75_h=25,True
133,1600.13,199.81,111.747,10.2949,20.0,58.3,7.0,annealing_T=75_h=5,True
133,1597.15,200.8,91.8477,9.85142,20.0,58.3,7.0,before_annealing,True
134,1622.31,1043.1,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
134,1617.06,1043.76,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
134,1617.06,1043.76,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
134,1622.31,1043.1,24.1503,2.95639,20.0,58.3,7.0,annealing_T=75_h=5,True
134,1617.06,1043.76,20.2779,2.35459,20.0,58.3,7.0,before_annealing,True
135,1615.48,705.04,51.4458,2.75474,20.0,58.3,7.0,annealing_T=100_h=25,True
135,1616.66,704.52,21.4244,3.64166,20.0,58.3,7.0,annealing_T=100_h=5,True
135,1618.09,702.5,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
135,1622.96,701.02,18.9106,2.79427,20.0,58.3,7.0,annealing_T=75_h=5,True
135,1618.09,702.5,21.2182,2.86918,20.0,58.3,7.0,before_annealing,True
136,1616.56,912.48,723.857,6.66398,20.0,58.3,7.0,annealing_T=100_h=25,True
136,1617.45,911.97,2261.06,54.3382,20.0,58.3,7.0,annealing_T=100_h=5,True
136,1624.71,900.98,2773.12,61.7564,20.0,58.3,7.0,annealing_T=75_h=25,True
136,1624.32,908.58,2421.37,56.2522,20.0,58.3,7.0,annealing_T=75_h=5,True
136,1619.74,909.7,2675.55,59.5525,20.0,58.3,7.0,before_annealing,True
137,1616.8,988.22,933.686,6.50132,20.0,58.3,7.0,annealing_T=100_h=25,True
137,1617.67,987.64,1326.45,34.1922,20.0,58.3,7.0,annealing_T=100_h=5,True
137,1625.46,976.84,1682.99,43.2648,20.0,58.3,7.0,annealing_T=75_h=25,True
137,1624.63,984.41,2017.78,42.2389,20.0,58.3,7.0,annealing_T=75_h=5,True
137,1619.87,985.52,3400.44,71.4485,20.0,58.3,7.0,before_annealing,True
138,1642.23,880.97,154.788,3.684,20.0,58.3,7.0,annealing_T=100_h=25,True
138,1643.48,880.11,839.875,28.3325,20.0,58.3,7.0,annealing_T=100_h=5,True
138,1650.58,869.03,923.239,31.9405,20.0,58.3,7.0,annealing_T=75_h=25,True
138,1650.41,876.66,1322.13,41.1548,20.0,58.3,7.0,annealing_T=75_h=5,True
138,1645.97,877.86,1598.23,39.7999,20.0,58.3,7.0,before_annealing,True
139,1648.8,277.83,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
139,1648.8,277.83,77.3319,8.49128,20.0,58.3,7.0,annealing_T=100_h=5,True
139,1651.04,266.72,61.3038,7.53705,20.0,58.3,7.0,annealing_T=75_h=25,True
139,1654.81,274.47,85.0833,9.78802,20.0,58.3,7.0,annealing_T=75_h=5,True
139,1651.66,275.53,66.9458,7.49781,20.0,58.3,7.0,before_annealing,True
140,1650.48,629.48,47.0478,2.33718,20.0,58.3,7.0,annealing_T=100_h=25,True
140,1651.16,628.97,26.2304,3.99776,20.0,58.3,7.0,annealing_T=100_h=5,True
140,1656.51,617.62,95.5147,10.1552,20.0,58.3,7.0,annealing_T=75_h=25,True
140,1657.86,625.49,35.3567,4.39259,20.0,58.3,7.0,annealing_T=75_h=5,True
140,1653.94,626.37,30.2604,4.18502,20.0,58.3,7.0,before_annealing,True
141,1674.87,254.67,26.3951,2.43704,20.0,58.3,7.0,annealing_T=100_h=25,True
141,1675.46,253.74,33.4464,4.72672,20.0,58.3,7.0,annealing_T=100_h=5,True
141,1677.77,241.88,33.1736,4.93097,20.0,58.3,7.0,annealing_T=75_h=25,True
141,1681.19,250.51,33.0521,4.16859,20.0,58.3,7.0,annealing_T=75_h=5,True
141,1677.68,251.51,25.6878,3.01903,20.0,58.3,7.0,before_annealing,True
142,1681.55,872.9,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
142,1681.55,872.9,218.88,13.2784,20.0,58.3,7.0,annealing_T=100_h=5,True
142,1688.48,861.66,195.062,13.913,20.0,58.3,7.0,annealing_T=75_h=25,True
142,1688.3,869.58,181.103,12.8854,20.0,58.3,7.0,annealing_T=75_h=5,True
142,1683.98,870.73,191.93,12.6548,20.0,58.3,7.0,before_annealing,True
143,1692.65,1024.47,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
143,1688.22,1025.29,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
143,1688.22,1025.29,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
143,1692.65,1024.47,34.3171,4.95006,20.0,58.3,7.0,annealing_T=75_h=5,True
143,1688.22,1025.29,41.1695,4.83451,20.0,58.3,7.0,before_annealing,True
144,1696.22,282.42,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
144,1696.22,282.42,19.2052,3.76494,20.0,58.3,7.0,annealing_T=100_h=5,True
144,1698.11,270.56,26.3834,4.62212,20.0,58.3,7.0,annealing_T=75_h=25,True
144,1701.57,278.8,27.0068,3.90831,20.0,58.3,7.0,annealing_T=75_h=5,True
144,1698.91,280.05,25.6675,3.80888,20.0,58.3,7.0,before_annealing,True
145,1720.47,805.94,22.6068,1.66666,20.0,58.3,7.0,annealing_T=100_h=25,True
145,1721.12,805.15,48.7536,5.17473,20.0,58.3,7.0,annealing_T=100_h=5,True
145,1727.89,793.55,138.994,9.97323,20.0,58.3,7.0,annealing_T=75_h=25,True
145,1727.77,801.94,93.5745,8.83138,20.0,58.3,7.0,annealing_T=75_h=5,True
145,1723.43,803.19,107.558,9.04263,20.0,58.3,7.0,before_annealing,True
146,1737.35,732.91,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
146,1732.29,742.12,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
146,1737.35,732.91,92.8706,13.3773,20.0,58.3,7.0,annealing_T=75_h=25,True
146,1732.29,742.12,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
146,1732.29,742.12,95.3006,13.5165,20.0,58.3,7.0,before_annealing,True
147,1730.42,722.55,5291.14,11.0633,20.0,58.3,7.0,annealing_T=100_h=25,True
147,1731.25,721.79,6985.71,98.7537,20.0,58.3,7.0,annealing_T=100_h=5,True
147,1737.11,709.92,11398.7,151.763,20.0,58.3,7.0,annealing_T=75_h=25,True
147,1737.82,718.3,8228.58,113.176,20.0,58.3,7.0,annealing_T=75_h=5,True
147,1733.76,719.54,12112.1,134.09,20.0,58.3,7.0,before_annealing,True
148,1738.67,246.68,246.011,4.46195,20.0,58.3,7.0,annealing_T=100_h=25,True
148,1739.26,245.92,214.431,15.0016,20.0,58.3,7.0,annealing_T=100_h=5,True
148,1741.23,233.98,202.852,14.0184,20.0,58.3,7.0,annealing_T=75_h=25,True
148,1744.59,242.2,518.413,22.8784,20.0,58.3,7.0,annealing_T=75_h=5,True
148,1741.56,243.57,402.271,20.9565,20.0,58.3,7.0,before_annealing,True
149,1761.49,710.97,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
149,1759.03,720.9,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
149,1761.49,710.97,55.4312,9.56522,20.0,58.3,7.0,annealing_T=75_h=25,True
149,1762.53,718.68,21.194,3.44884,20.0,58.3,7.0,annealing_T=75_h=5,True
149,1759.03,720.9,72.7406,9.87377,20.0,58.3,7.0,before_annealing,True
150,1764.88,208.83,447.174,4.91567,20.0,58.3,7.0,annealing_T=100_h=25,True
150,1765.44,208.09,570.354,25.171,20.0,58.3,7.0,annealing_T=100_h=5,True
150,1767.17,195.79,2492.21,60.5399,20.0,58.3,7.0,annealing_T=75_h=25,True
150,1770.85,204.24,6025.45,89.4059,20.0,58.3,7.0,annealing_T=75_h=5,True
150,1768.01,205.65,4170.12,71.0969,20.0,58.3,7.0,before_annealing,True
151,1767.11,828.48,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
151,1767.11,828.48,16.7951,2.88186,20.0,58.3,7.0,annealing_T=100_h=5,True
151,1773.86,816.59,40.1476,5.07773,20.0,58.3,7.0,annealing_T=75_h=25,True
151,1773.87,824.38,107.852,8.85465,20.0,58.3,7.0,annealing_T=75_h=5,True
151,1769.45,825.98,93.9094,8.74355,20.0,58.3,7.0,before_annealing,True
152,1769.24,477.74,55.5686,2.38463,20.0,58.3,7.0,annealing_T=100_h=25,True
152,1769.88,477.32,734.804,27.2906,20.0,58.3,7.0,annealing_T=100_h=5,True
152,1773.72,465.03,701.588,29.6179,20.0,58.3,7.0,annealing_T=75_h=25,True
152,1775.95,473.62,680.491,27.5211,20.0,58.3,7.0,annealing_T=75_h=5,True
152,1772.33,475.17,552.572,24.0892,20.0,58.3,7.0,before_annealing,True
153,1777.65,1062.07,238.95,4.44836,20.0,58.3,7.0,annealing_T=100_h=25,True
153,1778.83,1061.4,295.551,17.2442,20.0,58.3,7.0,annealing_T=100_h=5,True
153,1787.41,1049.23,453.3,22.8969,20.0,58.3,7.0,annealing_T=75_h=25,True
153,1786.02,1057.65,513.313,22.9184,20.0,58.3,7.0,annealing_T=75_h=5,True
153,1781.01,1059.07,426.859,19.3248,20.0,58.3,7.0,before_annealing,True
154,1779.64,555.44,210.098,4.12838,20.0,58.3,7.0,annealing_T=100_h=25,True
154,1780.29,554.47,212.131,14.5706,20.0,58.3,7.0,annealing_T=100_h=5,True
154,1784.63,542.3,310.654,18.1357,20.0,58.3,7.0,annealing_T=75_h=25,True
154,1786.28,550.99,352.981,19.2905,20.0,58.3,7.0,annealing_T=75_h=5,True
154,1782.51,552.4,301.55,16.3375,20.0,58.3,7.0,before_annealing,True
155,1816.57,356.67,690.276,6.2199,20.0,58.3,7.0,annealing_T=100_h=25,True
155,1817.26,355.86,900.391,33.2107,20.0,58.3,7.0,annealing_T=100_h=5,True
155,1820.15,343.29,813.153,33.2968,20.0,58.3,7.0,annealing_T=75_h=25,True
155,1823.03,352.12,1012.02,34.3641,20.0,58.3,7.0,annealing_T=75_h=5,True
155,1819.94,353.72,746.434,29.3455,20.0,58.3,7.0,before_annealing,True
156,1820.01,992.82,531.922,6.08642,20.0,58.3,7.0,annealing_T=100_h=25,True
156,1821.11,992.21,501.532,23.8217,20.0,58.3,7.0,annealing_T=100_h=5,True
156,1828.99,979.45,64.4642,8.30027,20.0,58.3,7.0,annealing_T=75_h=25,True
156,1827.99,988.34,513.212,21.9553,20.0,58.3,7.0,annealing_T=75_h=5,True
156,1823.55,989.75,280.903,22.9155,20.0,58.3,7.0,before_annealing,True
157,1844.02,888.12,205.248,4.83633,20.0,58.3,7.0,annealing_T=100_h=25,True
157,1844.97,887.12,394.424,29.5697,20.0,58.3,7.0,annealing_T=100_h=5,True
157,1851.74,874.42,520.109,35.4128,20.0,58.3,7.0,annealing_T=75_h=25,True
157,1851.58,883.38,625.517,40.8089,20.0,58.3,7.0,annealing_T=75_h=5,True
157,1846.98,885.07,713.658,41.4002,20.0,58.3,7.0,before_annealing,True
158,1848.37,557.51,1286.44,7.48334,20.0,58.3,7.0,annealing_T=100_h=25,True
158,1849.27,556.67,702.168,30.5973,20.0,58.3,7.0,annealing_T=100_h=5,True
158,1853.6,543.99,1476.59,45.451,20.0,58.3,7.0,annealing_T=75_h=25,True
158,1855.36,552.89,1149.02,37.6187,20.0,58.3,7.0,annealing_T=75_h=5,True
158,1851.64,554.47,669.383,28.7151,20.0,58.3,7.0,before_annealing,True
159,1855.13,95.97,520.577,8.97561,20.0,58.3,7.0,annealing_T=100_h=25,True
159,1855.49,94.97,1995.56,49.749,20.0,58.3,7.0,annealing_T=100_h=5,True
159,1856.36,82.62,81.9069,8.97703,20.0,58.3,7.0,annealing_T=75_h=25,True
159,1860.8,91.3,1393.01,73.0212,20.0,58.3,7.0,annealing_T=75_h=5,True
159,1858.31,93.26,69.6395,8.76498,20.0,58.3,7.0,before_annealing,True
160,1871.57,1070.57,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
160,1864.61,1078.07,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
160,1871.57,1070.57,86.9729,9.42549,20.0,58.3,7.0,annealing_T=75_h=25,True
160,1870.08,1077.7,38.0081,4.1911,20.0,58.3,7.0,annealing_T=75_h=5,True
160,1864.61,1078.07,26.5306,2.92373,20.0,58.3,7.0,before_annealing,True
161,1885.84,254.84,451.663,5.38156,20.0,58.3,7.0,annealing_T=100_h=25,True
161,1886.01,254.04,473.928,23.8121,20.0,58.3,7.0,annealing_T=100_h=5,True
161,1888.16,240.89,1388.03,43.2702,20.0,58.3,7.0,annealing_T=75_h=25,True
161,1891.56,250.05,1214.82,41.3385,20.0,58.3,7.0,annealing_T=75_h=5,True
161,1888.51,251.72,1773.31,54.7394,20.0,58.3,7.0,before_annealing,True
162,1888.26,290.68,135.622,6.41443,20.0,58.3,7.0,annealing_T=100_h=25,True
162,1889.02,289.66,166.998,14.5426,20.0,58.3,7.0,annealing_T=100_h=5,True
162,1891.45,276.65,765.538,28.6499,20.0,58.3,7.0,annealing_T=75_h=25,True
162,1894.63,285.69,753.045,29.382,20.0,58.3,7.0,annealing_T=75_h=5,True
162,1891.51,287.33,1019.11,39.5904,20.0,58.3,7.0,before_annealing,True
163,1896.26,1047.49,47.3545,4.8326,20.0,58.3,7.0,annealing_T=100_h=25,True
163,1897.83,1046.34,90.6214,11.0768,20.0,58.3,7.0,annealing_T=100_h=5,True
163,1906.01,1033.46,63.3641,7.70682,20.0,58.3,7.0,annealing_T=75_h=25,True
163,1905.09,1042.38,61.0777,6.58117,20.0,58.3,7.0,annealing_T=75_h=5,True
163,1900.33,1043.94,63.9797,8.82017,20.0,58.3,7.0,before_annealing,True
