spot,x,y,luminosity,error,T,v,v_fin,phase,detected
62,859.87,671.81,501.217,6.54691,20.0,58.3,7.0,annealing_T=100_h=25,True
62,860.97,671.7,514.345,23.7077,20.0,58.3,7.0,annealing_T=100_h=5,True
62,866.15,666.88,556.325,27.0905,20.0,58.3,7.0,annealing_T=75_h=25,True
62,867.08,670.03,603.539,26.4837,20.0,58.3,7.0,annealing_T=75_h=5,True
62,863.34,669.19,631.243,28.021,20.0,58.3,7.0,before_annealing,True
63,867.62,1010.69,127.902,3.61409,20.0,58.3,7.0,annealing_T=100_h=25,True
63,868.53,1010.33,485.023,19.2925,20.0,58.3,7.0,annealing_T=100_h=5,True
63,876.61,1005.32,535.321,23.6515,20.0,58.3,7.0,annealing_T=75_h=25,True
63,875.3,1008.37,3800.9,107.357,20.0,58.3,7.0,annealing_T=75_h=5,True
63,870.63,1007.54,2818.88,85.9172,20.0,58.3,7.0,before_annealing,True
64,868.68,656.04,1020.93,6.88524,20.0,58.3,7.0,annealing_T=100_h=25,True
64,868.49,655.59,1694.93,51.355,20.0,58.3,7.0,annealing_T=100_h=5,True
64,873.65,650.55,2132.52,59.6407,20.0,58.3,7.0,annealing_T=75_h=25,True
64,874.88,653.69,2529.61,59.9528,20.0,58.3,7.0,annealing_T=75_h=5,True
64,870.8,652.81,4072.5,80.9879,20.0,58.3,7.0,before_annealing,True
65,869.96,477.28,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
65,869.96,477.28,71.0222,7.28928,20.0,58.3,7.0,annealing_T=100_h=5,True
65,873.75,472.36,64.777,7.96993,20.0,58.3,7.0,annealing_T=75_h=25,True
65,875.35,475.38,59.3166,6.90934,20.0,58.3,7.0,annealing_T=75_h=5,True
65,872.15,475.1,123.597,9.8163,20.0,58.3,7.0,before_annealing,True
66,870.04,568.93,17.048,4.7442,20.0,58.3,7.0,annealing_T=100_h=25,True
66,870.92,570.14,17.5525,2.86787,20.0,58.3,7.0,annealing_T=100_h=5,True
66,875.53,564.09,21.0971,3.46315,20.0,58.3,7.0,annealing_T=75_h=25,True
66,873.18,566.61,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
66,873.18,566.61,14.8158,2.36323,20.0,58.3,7.0,before_annealing,True
67,905.78,734.89,508.768,4.8921,20.0,58.3,7.0,annealing_T=100_h=25,True
67,906.6,734.53,781.662,31.783,20.0,58.3,7.0,annealing_T=100_h=5,True
67,912.57,729.25,1095.26,35.4119,20.0,58.3,7.0,annealing_T=75_h=25,True
67,913.09,732.5,1016.5,34.5785,20.0,58.3,7.0,annealing_T=75_h=5,True
67,908.95,731.94,1459.33,37.799,20.0,58.3,7.0,before_annealing,True
68,907.93,409.39,1495.69,7.33633,20.0,58.3,7.0,annealing_T=100_h=25,True
68,908.62,409.4,3569.49,74.1895,20.0,58.3,7.0,annealing_T=100_h=5,True
68,912.52,404.41,3823.67,88.7316,20.0,58.3,7.0,annealing_T=75_h=25,True
68,914.69,407.58,3822.64,78.9791,20.0,58.3,7.0,annealing_T=75_h=5,True
68,911.61,407.03,4602.47,96.5486,20.0,58.3,7.0,before_annealing,True
69,938.25,810.96,1530.99,7.62357,20.0,58.3,7.0,annealing_T=100_h=25,True
69,939.28,810.68,1782.87,44.3701,20.0,58.3,7.0,annealing_T=100_h=5,True
69,945.77,805.05,1837.72,46.1355,20.0,58.3,7.0,annealing_T=75_h=25,True
69,945.79,808.63,1860.78,43.8437,20.0,58.3,7.0,annealing_T=75_h=5,True
69,941.51,808.14,2216.08,48.3944,20.0,58.3,7.0,before_annealing,True
70,951.07,761.95,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
70,951.07,761.95,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
70,951.07,761.95,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
70,951.07,761.95,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
70,951.07,761.95,36.0947,3.87603,20.0,58.3,7.0,before_annealing,True
71,969.38,831.28,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
71,969.38,831.28,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
71,969.38,831.28,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
71,969.38,831.28,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
71,969.38,831.28,22.9527,3.4098,20.0,58.3,7.0,before_annealing,True
72,986.86,807.12,760.833,6.04132,20.0,58.3,7.0,annealing_T=100_h=25,True
72,987.76,806.87,621.306,25.0624,20.0,58.3,7.0,annealing_T=100_h=5,True
72,994.2,800.9,652.135,26.5866,20.0,58.3,7.0,annealing_T=75_h=25,True
72,994.29,804.84,732.428,26.9303,20.0,58.3,7.0,annealing_T=75_h=5,True
72,990.04,804.4,825.089,29.7648,20.0,58.3,7.0,before_annealing,True
73,1000.29,10.69,133.838,3.72438,20.0,58.3,7.0,annealing_T=100_h=25,True
73,1000.82,10.79,1284.65,34.526,20.0,58.3,7.0,annealing_T=100_h=5,True
73,1000.93,5.73,1139.24,23.8622,20.0,58.3,7.0,annealing_T=75_h=25,True
73,1005.68,8.87,1261.26,32.4644,20.0,58.3,7.0,annealing_T=75_h=5,True
73,1003.28,8.46,1211.8,30.9213,20.0,58.3,7.0,before_annealing,True
74,1001.52,126.08,23.9848,1.81638,20.0,58.3,7.0,annealing_T=100_h=25,True
74,1002.36,125.62,33.8874,4.28712,20.0,58.3,7.0,annealing_T=100_h=5,True
74,1003.39,119.46,52.4529,6.0895,20.0,58.3,7.0,annealing_T=75_h=25,True
74,1007.61,123.34,40.1891,5.06123,20.0,58.3,7.0,annealing_T=75_h=5,True
74,1004.96,123.02,45.1797,5.21211,20.0,58.3,7.0,before_annealing,True
75,1016.7,1073.89,49.7087,2.60049,20.0,58.3,7.0,annealing_T=100_h=25,True
75,1017.93,1073.51,109.301,10.6412,20.0,58.3,7.0,annealing_T=100_h=5,True
75,1026.45,1067.39,134.189,11.059,20.0,58.3,7.0,annealing_T=75_h=25,True
75,1025.17,1071.39,143.468,10.7063,20.0,58.3,7.0,annealing_T=75_h=5,True
75,1020.16,1070.87,107.627,9.75757,20.0,58.3,7.0,before_annealing,True
76,1042.41,76.67,641.402,5.62395,20.0,58.3,7.0,annealing_T=100_h=25,True
76,1043.17,76.38,1010.83,35.9839,20.0,58.3,7.0,annealing_T=100_h=5,True
76,1043.82,69.91,2537.33,60.961,20.0,58.3,7.0,annealing_T=75_h=25,True
76,1048.15,74.13,2679.17,58.8271,20.0,58.3,7.0,annealing_T=75_h=5,True
76,1045.65,73.78,2634.96,58.0731,20.0,58.3,7.0,before_annealing,True
77,1043.78,496.66,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
77,1043.78,496.66,18.8376,2.70487,20.0,58.3,7.0,annealing_T=100_h=5,True
77,1047.36,489.95,117.397,10.4191,20.0,58.3,7.0,annealing_T=75_h=25,True
77,1049.51,493.97,117.967,10.0153,20.0,58.3,7.0,annealing_T=75_h=5,True
77,1045.85,493.77,110.338,10.649,20.0,58.3,7.0,before_annealing,True
78,1043.92,37.56,2224.89,8.32221,20.0,58.3,7.0,annealing_T=100_h=25,True
78,1044.44,37.34,5121.32,88.804,20.0,58.3,7.0,annealing_T=100_h=5,True
78,1044.82,30.96,2439.01,58.5075,20.0,58.3,7.0,annealing_T=75_h=25,True
78,1049.4,35.12,2614.93,56.7669,20.0,58.3,7.0,annealing_T=75_h=5,True
78,1047.09,34.79,2086.49,48.9236,20.0,58.3,7.0,before_annealing,True
79,1047.28,959.27,82.3298,3.48402,20.0,58.3,7.0,annealing_T=100_h=25,True
79,1048.25,959.26,518.191,22.1426,20.0,58.3,7.0,annealing_T=100_h=5,True
79,1056.01,953.07,387.888,18.5907,20.0,58.3,7.0,annealing_T=75_h=25,True
79,1055.22,957.29,396.264,20.5015,20.0,58.3,7.0,annealing_T=75_h=5,True
79,1050.63,957.02,426.672,21.214,20.0,58.3,7.0,before_annealing,True
80,1049.51,806.32,270.98,4.32484,20.0,58.3,7.0,annealing_T=100_h=25,True
80,1050.64,806.12,140.246,10.8894,20.0,58.3,7.0,annealing_T=100_h=5,True
80,1057.04,799.69,129.121,12.0667,20.0,58.3,7.0,annealing_T=75_h=25,True
80,1056.93,804.04,127.092,9.48642,20.0,58.3,7.0,annealing_T=75_h=5,True
80,1052.73,803.85,129.857,11.3998,20.0,58.3,7.0,before_annealing,True
81,1063.55,237.04,55.9029,2.36361,20.0,58.3,7.0,annealing_T=100_h=25,True
81,1063.89,236.74,65.5698,6.03386,20.0,58.3,7.0,annealing_T=100_h=5,True
81,1066.25,230.35,43.1477,4.44006,20.0,58.3,7.0,annealing_T=75_h=25,True
81,1069.42,234.82,37.7036,4.86345,20.0,58.3,7.0,annealing_T=75_h=5,True
81,1066.52,234.45,38.6635,4.10945,20.0,58.3,7.0,before_annealing,True
82,1065.23,90.18,305.78,4.48892,20.0,58.3,7.0,annealing_T=100_h=25,True
82,1065.37,89.66,445.281,23.9669,20.0,58.3,7.0,annealing_T=100_h=5,True
82,1065.86,83.04,332.594,21.6649,20.0,58.3,7.0,annealing_T=75_h=25,True
82,1070.02,86.8,327.877,21.3601,20.0,58.3,7.0,annealing_T=75_h=5,True
82,1067.53,86.75,366.345,22.8319,20.0,58.3,7.0,before_annealing,True
83,1085.67,525.49,2804.27,9.58664,20.0,58.3,7.0,annealing_T=100_h=25,True
83,1086.5,525.09,4935.02,80.4296,20.0,58.3,7.0,annealing_T=100_h=5,True
83,1090.79,518.36,4241.86,79.3787,20.0,58.3,7.0,annealing_T=75_h=25,True
83,1092.54,522.92,5260.58,87.2469,20.0,58.3,7.0,annealing_T=75_h=5,True
83,1088.99,522.7,4791.47,79.867,20.0,58.3,7.0,before_annealing,True
84,1086.57,690.03,111.995,3.05083,20.0,58.3,7.0,annealing_T=100_h=25,True
84,1087.42,689.5,185.417,11.4803,20.0,58.3,7.0,annealing_T=100_h=5,True
84,1093.27,682.97,218.028,14.0658,20.0,58.3,7.0,annealing_T=75_h=25,True
84,1094.0,687.41,228.191,14.5667,20.0,58.3,7.0,annealing_T=75_h=5,True
84,1089.95,687.51,218.704,13.9479,20.0,58.3,7.0,before_annealing,True
85,1087.35,912.39,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
85,1087.35,912.39,55.2208,7.79741,20.0,58.3,7.0,annealing_T=100_h=5,True
85,1095.14,905.64,191.276,13.5236,20.0,58.3,7.0,annealing_T=75_h=25,True
85,1094.92,910.12,203.799,14.3083,20.0,58.3,7.0,annealing_T=75_h=5,True
85,1090.2,909.78,197.851,13.364,20.0,58.3,7.0,before_annealing,True
86,1127.92,533.55,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
86,1124.6,533.26,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
86,1124.6,533.26,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
86,1127.92,533.55,52.9804,6.06102,20.0,58.3,7.0,annealing_T=75_h=5,True
86,1124.6,533.26,31.9803,5.32844,20.0,58.3,7.0,before_annealing,True
87,1145.29,431.1,50.899,2.35945,20.0,58.3,7.0,annealing_T=100_h=25,True
87,1146.2,430.55,45.6411,4.73927,20.0,58.3,7.0,annealing_T=100_h=5,True
87,1149.62,423.58,52.8447,5.87729,20.0,58.3,7.0,annealing_T=75_h=25,True
87,1151.82,428.57,82.0011,7.03132,20.0,58.3,7.0,annealing_T=75_h=5,True
87,1148.51,428.23,75.9211,7.40858,20.0,58.3,7.0,before_annealing,True
88,1165.32,242.04,5925.5,11.1846,20.0,58.3,7.0,annealing_T=100_h=25,True
88,1165.92,241.68,5755.38,83.9146,20.0,58.3,7.0,annealing_T=100_h=5,True
88,1167.9,234.36,5924.92,85.1396,20.0,58.3,7.0,annealing_T=75_h=25,True
88,1171.4,239.22,5660.45,80.4418,20.0,58.3,7.0,annealing_T=75_h=5,True
88,1168.43,239.16,5741.57,79.5903,20.0,58.3,7.0,before_annealing,True
89,1173.1,912.7,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
89,1173.1,912.7,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
89,1173.1,912.7,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
89,1173.1,912.7,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
89,1173.1,912.7,15.1934,2.24238,20.0,58.3,7.0,before_annealing,True
90,1175.68,931.96,28.0155,1.87253,20.0,58.3,7.0,annealing_T=100_h=25,True
90,1176.64,931.28,51.6827,5.28167,20.0,58.3,7.0,annealing_T=100_h=5,True
90,1183.91,924.11,49.8259,5.62561,20.0,58.3,7.0,annealing_T=75_h=25,True
90,1183.39,928.56,194.427,17.3907,20.0,58.3,7.0,annealing_T=75_h=5,True
90,1178.79,928.7,140.318,9.83688,20.0,58.3,7.0,before_annealing,True
91,1183.38,588.15,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
91,1181.25,592.72,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
91,1183.38,588.15,76.9928,8.26675,20.0,58.3,7.0,annealing_T=75_h=25,True
91,1184.55,592.78,81.3377,7.89628,20.0,58.3,7.0,annealing_T=75_h=5,True
91,1181.25,592.72,74.3709,7.72348,20.0,58.3,7.0,before_annealing,True
92,1220.35,787.13,69.783,2.69998,20.0,58.3,7.0,annealing_T=100_h=25,True
92,1221.41,786.82,111.938,10.375,20.0,58.3,7.0,annealing_T=100_h=5,True
92,1227.97,779.17,141.946,12.9102,20.0,58.3,7.0,annealing_T=75_h=25,True
92,1227.95,784.42,126.444,10.9325,20.0,58.3,7.0,annealing_T=75_h=5,True
92,1223.62,784.58,125.212,10.9718,20.0,58.3,7.0,before_annealing,True
93,1225.89,670.81,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
93,1225.89,670.81,502.943,26.6634,20.0,58.3,7.0,annealing_T=100_h=5,True
93,1231.55,662.55,183.701,20.291,20.0,58.3,7.0,annealing_T=75_h=25,True
93,1232.21,667.33,271.53,19.2272,20.0,58.3,7.0,annealing_T=75_h=5,True
93,1228.28,667.18,255.333,18.4168,20.0,58.3,7.0,before_annealing,True
94,1236.37,155.73,35.5852,1.99665,20.0,58.3,7.0,annealing_T=100_h=25,True
94,1237.22,155.26,44.3163,4.99361,20.0,58.3,7.0,annealing_T=100_h=5,True
94,1238.38,147.83,58.8524,7.25267,20.0,58.3,7.0,annealing_T=75_h=25,True
94,1242.43,153.13,68.6719,7.05582,20.0,58.3,7.0,annealing_T=75_h=5,True
94,1239.59,153.11,70.411,6.57886,20.0,58.3,7.0,before_annealing,True
95,1241.5,485.84,1383.52,6.72497,20.0,58.3,7.0,annealing_T=100_h=25,True
95,1242.11,485.42,307.987,15.6074,20.0,58.3,7.0,annealing_T=100_h=5,True
95,1245.89,477.47,279.938,17.1,20.0,58.3,7.0,annealing_T=75_h=25,True
95,1247.94,482.84,429.891,18.1701,20.0,58.3,7.0,annealing_T=75_h=5,True
95,1244.57,483.03,354.173,16.9543,20.0,58.3,7.0,before_annealing,True
96,1253.94,231.66,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
96,1253.94,231.66,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
96,1253.94,231.66,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
96,1253.94,231.66,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
96,1253.94,231.66,39.94,4.88565,20.0,58.3,7.0,before_annealing,True
97,1252.2,597.26,44.9798,2.29207,20.0,58.3,7.0,annealing_T=100_h=25,True
97,1252.72,596.91,80.6125,7.54962,20.0,58.3,7.0,annealing_T=100_h=5,True
97,1255.16,594.41,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
97,1255.16,594.41,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=5,False
97,1255.16,594.41,70.8835,8.14317,20.0,58.3,7.0,before_annealing,True
98,1270.17,1067.42,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
98,1263.68,1072.85,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
98,1270.17,1067.42,51.1871,5.72965,20.0,58.3,7.0,annealing_T=75_h=25,True
98,1269.08,1072.96,60.3224,6.49227,20.0,58.3,7.0,annealing_T=75_h=5,True
98,1263.68,1072.85,35.0508,4.87008,20.0,58.3,7.0,before_annealing,True
99,1262.82,414.79,55.9021,7.67006,20.0,58.3,7.0,annealing_T=100_h=25,True
99,1266.05,411.69,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
99,1266.87,406.24,42.197,4.8688,20.0,58.3,7.0,annealing_T=75_h=25,True
99,1269.8,412.07,37.2494,5.12711,20.0,58.3,7.0,annealing_T=75_h=5,True
99,1266.05,411.69,32.1371,4.40561,20.0,58.3,7.0,before_annealing,True
100,1265.78,790.59,1327.02,7.25743,20.0,58.3,7.0,annealing_T=100_h=25,True
100,1266.75,790.14,1482.44,39.0664,20.0,58.3,7.0,annealing_T=100_h=5,True
100,1272.88,782.24,4531.31,97.698,20.0,58.3,7.0,annealing_T=75_h=25,True
100,1273.12,787.75,4445.08,89.003,20.0,58.3,7.0,annealing_T=75_h=5,True
100,1268.9,788.03,4332.46,89.856,20.0,58.3,7.0,before_annealing,True
101,1285.93,763.47,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
101,1282.03,769.86,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
101,1285.93,763.47,25.0905,3.66055,20.0,58.3,7.0,annealing_T=75_h=25,True
101,1286.78,769.46,18.2537,2.47444,20.0,58.3,7.0,annealing_T=75_h=5,True
101,1282.03,769.86,28.9538,3.96142,20.0,58.3,7.0,before_annealing,True
102,1287.24,875.6,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
102,1287.24,875.6,48.2174,4.97453,20.0,58.3,7.0,annealing_T=100_h=5,True
102,1294.02,866.74,54.4788,12.0786,20.0,58.3,7.0,annealing_T=75_h=25,True
102,1293.97,872.76,51.9759,6.5343,20.0,58.3,7.0,annealing_T=75_h=5,True
102,1289.32,873.27,72.1391,6.99013,20.0,58.3,7.0,before_annealing,True
103,1288.69,322.58,123.685,10.4014,20.0,58.3,7.0,annealing_T=100_h=25,True
103,1289.4,321.87,122.497,13.9139,20.0,58.3,7.0,annealing_T=100_h=5,True
103,1292.09,313.84,122.023,13.1395,20.0,58.3,7.0,annealing_T=75_h=25,True
103,1295.11,319.21,115.657,13.3459,20.0,58.3,7.0,annealing_T=75_h=5,True
103,1292.09,319.53,108.8,15.5558,20.0,58.3,7.0,before_annealing,True
104,1315.79,75.51,35.855,2.03405,20.0,58.3,7.0,annealing_T=100_h=25,True
104,1316.47,74.5,31.3668,4.08892,20.0,58.3,7.0,annealing_T=100_h=5,True
104,1316.95,66.47,54.5084,6.67871,20.0,58.3,7.0,annealing_T=75_h=25,True
104,1321.24,72.04,38.0367,5.65483,20.0,58.3,7.0,annealing_T=75_h=5,True
104,1318.81,72.54,69.0037,7.47216,20.0,58.3,7.0,before_annealing,True
105,1324.9,521.62,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
105,1322.64,528.6,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
105,1324.9,521.62,65.2963,6.93536,20.0,58.3,7.0,annealing_T=75_h=25,True
105,1326.57,527.69,41.9384,5.40239,20.0,58.3,7.0,annealing_T=75_h=5,True
105,1322.64,528.6,20.9164,3.20205,20.0,58.3,7.0,before_annealing,True
106,1334.41,628.0,1051.35,8.76103,20.0,58.3,7.0,annealing_T=100_h=25,True
106,1335.29,627.46,592.328,25.8133,20.0,58.3,7.0,annealing_T=100_h=5,True
106,1340.35,618.72,550.311,28.0412,20.0,58.3,7.0,annealing_T=75_h=25,True
106,1341.6,624.54,593.346,25.1087,20.0,58.3,7.0,annealing_T=75_h=5,True
106,1337.68,625.16,1013.01,37.5461,20.0,58.3,7.0,before_annealing,True
107,1358.7,162.16,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
107,1359.56,168.24,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
107,1358.7,162.16,277.172,20.2407,20.0,58.3,7.0,annealing_T=75_h=25,True
107,1362.73,168.08,171.474,14.0854,20.0,58.3,7.0,annealing_T=75_h=5,True
107,1359.56,168.24,38.9088,9.18931,20.0,58.3,7.0,before_annealing,True
108,1367.36,630.9,42.1498,2.22348,20.0,58.3,7.0,annealing_T=100_h=25,True
108,1368.35,630.61,105.269,8.55389,20.0,58.3,7.0,annealing_T=100_h=5,True
108,1373.24,622.01,146.191,11.6836,20.0,58.3,7.0,annealing_T=75_h=25,True
108,1374.24,627.78,127.101,10.1617,20.0,58.3,7.0,annealing_T=75_h=5,True
108,1370.61,628.25,113.424,8.82061,20.0,58.3,7.0,before_annealing,True
109,1370.64,812.32,69.9481,2.79742,20.0,58.3,7.0,annealing_T=100_h=25,True
109,1371.42,811.91,177.685,13.0894,20.0,58.3,7.0,annealing_T=100_h=5,True
109,1378.02,802.78,269.938,16.5688,20.0,58.3,7.0,annealing_T=75_h=25,True
109,1378.3,808.79,347.598,17.5922,20.0,58.3,7.0,annealing_T=75_h=5,True
109,1373.8,809.36,303.079,16.509,20.0,58.3,7.0,before_annealing,True
110,1374.35,914.06,318.361,5.40601,20.0,58.3,7.0,annealing_T=100_h=25,True
110,1375.63,913.51,294.823,17.5774,20.0,58.3,7.0,annealing_T=100_h=5,True
110,1382.84,904.64,502.627,23.1222,20.0,58.3,7.0,annealing_T=75_h=25,True
110,1382.45,910.49,288.515,17.004,20.0,58.3,7.0,annealing_T=75_h=5,True
110,1377.91,911.13,353.042,18.7152,20.0,58.3,7.0,before_annealing,True
111,1382.34,118.77,129.484,4.10081,20.0,58.3,7.0,annealing_T=100_h=25,True
111,1382.51,118.45,125.964,11.6824,20.0,58.3,7.0,annealing_T=100_h=5,True
111,1383.46,109.17,106.321,11.5015,20.0,58.3,7.0,annealing_T=75_h=25,True
111,1387.54,115.73,88.6901,10.2814,20.0,58.3,7.0,annealing_T=75_h=5,True
111,1384.97,115.78,98.2215,9.91571,20.0,58.3,7.0,before_annealing,True
112,1387.1,363.81,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
112,1386.6,370.02,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=5,False
112,1387.1,363.81,39.7665,4.76671,20.0,58.3,7.0,annealing_T=75_h=25,True
112,1389.43,370.44,75.2942,8.41393,20.0,58.3,7.0,annealing_T=75_h=5,True
112,1386.6,370.02,121.384,11.3339,20.0,58.3,7.0,before_annealing,True
113,1399.44,207.51,60.315,2.56725,20.0,58.3,7.0,annealing_T=100_h=25,True
113,1399.91,207.35,374.946,22.2915,20.0,58.3,7.0,annealing_T=100_h=5,True
113,1401.7,198.2,348.252,18.882,20.0,58.3,7.0,annealing_T=75_h=25,True
113,1405.38,204.5,305.561,19.6804,20.0,58.3,7.0,annealing_T=75_h=5,True
113,1402.57,204.89,409.189,20.8311,20.0,58.3,7.0,before_annealing,True
114,1420.74,353.41,69.9099,3.26738,20.0,58.3,7.0,annealing_T=100_h=25,True
114,1421.43,352.79,75.5497,8.05719,20.0,58.3,7.0,annealing_T=100_h=5,True
114,1424.33,343.22,70.6948,7.5342,20.0,58.3,7.0,annealing_T=75_h=25,True
114,1427.04,350.03,68.8325,6.42068,20.0,58.3,7.0,annealing_T=75_h=5,True
114,1423.86,350.41,66.9168,7.64518,20.0,58.3,7.0,before_annealing,True
115,1442.47,1005.37,4133.04,11.6336,20.0,58.3,7.0,annealing_T=100_h=25,True
115,1443.59,1004.8,4912.47,79.3582,20.0,58.3,7.0,annealing_T=100_h=5,True
115,1451.71,995.31,2947.11,57.5296,20.0,58.3,7.0,annealing_T=75_h=25,True
115,1450.64,1001.85,4120.44,77.4669,20.0,58.3,7.0,annealing_T=75_h=5,True
115,1445.89,1002.55,5144.0,85.0043,20.0,58.3,7.0,before_annealing,True
116,1460.23,20.23,28.1592,2.58732,20.0,58.3,7.0,annealing_T=100_h=25,True
116,1460.13,19.02,42.9642,5.89114,20.0,58.3,7.0,annealing_T=100_h=5,True
116,1460.5,9.68,74.1505,11.0741,20.0,58.3,7.0,annealing_T=75_h=25,True
116,1465.17,16.33,68.5579,7.67442,20.0,58.3,7.0,annealing_T=75_h=5,True
116,1462.89,17.02,62.5577,7.17455,20.0,58.3,7.0,before_annealing,True
117,1481.17,1045.04,1061.46,6.10424,20.0,58.3,7.0,annealing_T=100_h=25,True
117,1482.19,1044.47,995.734,29.986,20.0,58.3,7.0,annealing_T=100_h=5,True
117,1491.55,1034.48,1653.82,51.6973,20.0,58.3,7.0,annealing_T=75_h=25,True
117,1489.15,1041.44,1442.96,34.4013,20.0,58.3,7.0,annealing_T=75_h=5,True
117,1484.35,1042.24,1394.69,33.3953,20.0,58.3,7.0,before_annealing,True
118,1493.63,509.07,1480.26,7.29005,20.0,58.3,7.0,annealing_T=100_h=25,True
118,1494.24,508.51,1593.62,48.2596,20.0,58.3,7.0,annealing_T=100_h=5,True
118,1498.54,498.74,1602.71,49.3471,20.0,58.3,7.0,annealing_T=75_h=25,True
118,1500.49,505.53,1587.77,50.5829,20.0,58.3,7.0,annealing_T=75_h=5,True
118,1496.85,506.2,1911.04,52.6612,20.0,58.3,7.0,before_annealing,True
119,1497.1,1043.27,83.563,4.35085,20.0,58.3,7.0,annealing_T=100_h=25,True
119,1498.19,1042.42,76.8102,9.73294,20.0,58.3,7.0,annealing_T=100_h=5,True
119,1500.76,1039.97,0.0,0.0,20.0,58.3,7.0,annealing_T=75_h=25,False
119,1505.55,1038.97,352.98,20.4233,20.0,58.3,7.0,annealing_T=75_h=5,True
119,1500.76,1039.97,237.741,15.8173,20.0,58.3,7.0,before_annealing,True
120,1500.09,200.26,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
120,1500.09,200.26,22.4017,3.06965,20.0,58.3,7.0,annealing_T=100_h=5,True
120,1502.03,190.59,102.123,9.42808,20.0,58.3,7.0,annealing_T=75_h=25,True
120,1505.39,197.52,103.225,8.67238,20.0,58.3,7.0,annealing_T=75_h=5,True
120,1502.84,198.21,105.96,8.43616,20.0,58.3,7.0,before_annealing,True
121,1502.1,864.27,0.0,0.0,20.0,58.3,7.0,annealing_T=100_h=25,False
121,1502.1,864.27,62.7909,6.45614,20.0,58.3,7.0,annealing_T=100_h=5,True
121,1508.83,854.12,65.6179,7.01831,20.0,58.3,7.0,annealing_T=75_h=25,True
121,1508.62,861.04,253.906,14.5589,20.0,58.3,7.0,annealing_T=75_h=5,True
121,1504.2,861.79,249.897,14.4911,20.0,58.3,7.0,before_annealing,True
122,1530.01,765.22,711.966,5.82013,20.0,58.3,7.0,annealing_T=100_h=25,True
122,1530.96,764.37,17.6698,2.33797,20.0,58.3,7.0,annealing_T=100_h=5,True
122,1536.93,754.17,106.462,15.1357,20.0,58.3,7.0,annealing_T=75_h=25,True
122,1537.89,761.58,72.8673,6.9188,20.0,58.3,7.0,annealing_T=75_h=5,True
122,1533.39,762.16,136.992,10.3524,20.0,58.3,7.0,before_annealing,True
123,1531.57,138.36,66.847,2.43475,20.0,58.3,7.0,annealing_T=100_h=25,True
123,1532.14,137.57,86.8664,7.91741,20.0,58.3,7.0,annealing_T=100_h=5,True
123,1533.49,127.25,62.5094,6.86494,20.0,58.3,7.0,annealing_T=75_h=25,True
123,1537.39,134.2,167.288,11.4325,20.0,58.3,7.0,annealing_T=75_h=5,True
123,1534.95,135.07,225.163,14.2529,20.0,58.3,7.0,before_annealing,True
