x,y,luminosity,error,T,v
574.84,853.64,844.173,6.26639,16.0,9.0
500.82,813.15,311.589,6.16865,16.0,9.0
1138.88,649.41,63.4791,5.58811,16.0,9.0
370.72,506.72,181.927,5.50828,16.0,9.0
1402.55,474.6,95.2268,6.74779,16.0,9.0
297.16,458.04,63.8976,6.30288,16.0,9.0
1328.97,313.79,52.9267,5.92246,16.0,9.0
1497.28,263.02,44.2092,5.63037,16.0,9.0
1205.53,225.4,19.4266,6.60105,16.0,9.0
1078.76,182.4,256.071,5.89527,16.0,9.0
1808.82,174.94,117.725,5.49126,16.0,9.0
683.7,69.55,123.781,5.73901,16.0,9.0
844.9,69.81,43.5067,5.96547,16.0,9.0
