spot,phase,B_R16,Berr_R16,chi2_R16,ndf_R16,chi2ndf_R16,fit_status_R16,covmatrix_status_R16,edm_R16,converged_R16,B_R24,Berr_R24,chi2_R24,ndf_R24,chi2ndf_R24,fit_status_R24,covmatrix_status_R24,edm_R24,converged_R24
13,annealing_T=125_h=5,1.42073,0.132016,56.7907,4,14.1977,0,3,6.16403e-08,1,1.40739,0.230563,61.1587,4,15.2897,0,3,3.84579e-07,1
14,annealing_T=125_h=5,2.61041,0.0625267,177.708,4,44.4271,0,3,9.09499e-10,1,2.39095,0.0944788,166.684,4,41.671,0,3,1.14135e-06,1
15,annealing_T=125_h=5,2.02273,0.00425612,557.741,4,139.435,0,3,4.32256e-07,1,2.11229,0.0056241,318.376,4,79.594,0,3,5.51696e-08,1
16,annealing_T=125_h=5,1.23086,0.767849,42.0009,4,10.5002,0,3,6.09486e-07,1,2.30218,0.342539,184.119,4,46.0297,0,3,5.03335e-07,1
17,annealing_T=125_h=5,3.03897,0.104657,79.8649,4,19.9662,0,3,1.51986e-06,1,3.35983,0.209025,61.0102,4,15.2525,0,3,6.14392e-07,1
18,annealing_T=125_h=5,1.40231,0.104916,112.681,4,28.1703,0,3,3.22773e-07,1,1.17241,0.143154,60.2744,4,15.0686,0,3,6.19801e-08,1
19,annealing_T=125_h=5,1.73807,0.0150953,67.4876,4,16.8719,0,3,9.79452e-06,1,1.78714,0.023538,122.377,4,30.5942,0,3,1.0276e-06,1
20,annealing_T=125_h=5,2.29153,0.00299402,209.561,4,52.3903,0,3,1.86824e-08,1,2.35798,0.00399405,163.022,4,40.7555,0,3,3.42952e-06,1
21,annealing_T=125_h=5,1.98185,0.0680913,176.781,4,44.1952,0,3,4.30899e-08,1,3.48509,0.274882,246.766,4,61.6915,0,3,1.63829e-06,1
22,annealing_T=125_h=5,4.16133,1.14032,154.456,4,38.6139,0,3,2.10344e-06,1,3.75974,0.700641,104.788,4,26.1969,0,3,2.22172e-06,1
23,annealing_T=125_h=5,1.42372,0.0115422,289.036,4,72.2589,0,3,1.95842e-06,1,1.40788,0.0176028,96.8559,4,24.214,0,3,1.54771e-07,1
24,annealing_T=125_h=5,2.19874,0.014657,47.7568,4,11.9392,0,3,2.4614e-06,1,2.35528,0.0230276,46.9762,4,11.744,0,3,7.57629e-07,1
25,annealing_T=125_h=5,1.94789,0.0380422,173.965,4,43.4912,0,3,8.60633e-08,1,2.04472,0.0600803,391.021,4,97.7554,0,3,3.28292e-07,1
26,annealing_T=125_h=5,2.42692,1.48078,332.051,4,83.0127,0,3,3.42378e-08,1,2.41548,0.742674,244.952,4,61.2379,0,3,7.1458e-08,1
27,annealing_T=125_h=5,1.32598,0.0392518,111.019,4,27.7549,0,3,3.06665e-08,1,1.06765,0.063237,372.216,4,93.0539,0,3,8.524e-10,1
28,annealing_T=125_h=5,2.17137,0.0169219,118.917,4,29.7293,0,3,1.4084e-07,1,2.25861,0.0264787,98.2434,4,24.5609,0,3,2.41794e-08,1
29,annealing_T=125_h=5,4.00542,0.54443,10.8452,4,2.7113,0,3,4.87677e-07,1,2.82153,0.179506,61.1386,4,15.2847,0,3,2.76242e-09,1
30,annealing_T=125_h=5,3.8322,0.444768,94.1063,4,23.5266,0,3,6.41099e-07,1,2.83861,0.334226,115.286,4,28.8215,0,3,6.9954e-06,1
31,annealing_T=125_h=5,2.37709,0.0183059,181.774,4,45.4435,0,3,8.00835e-08,1,2.59377,0.0270821,131.459,4,32.8649,0,3,2.07403e-07,1
32,annealing_T=125_h=5,1.58966,0.0225704,187.334,4,46.8335,0,3,1.75331e-07,1,1.73268,0.038748,181.431,4,45.3578,0,3,1.03933e-05,1
33,annealing_T=125_h=5,1.62156,0.00179661,340.236,4,85.0591,0,3,5.4835e-11,1,1.65266,0.00219514,639.383,4,159.846,0,3,5.96061e-08,1
34,annealing_T=125_h=5,2.45572,0.0511681,249.596,4,62.399,0,3,1.16823e-06,1,2.00779,0.0721908,412.816,4,103.204,0,3,6.13631e-08,1
35,annealing_T=125_h=5,16.1147,0.429305,426.188,4,106.547,4,1,0.0095957,0,0.874862,0.159867,706.144,4,176.536,0,3,5.06322e-10,1
36,annealing_T=125_h=5,2.55543,0.144618,22.7108,4,5.67769,0,3,9.18824e-07,1,2.04068,0.195616,85.255,4,21.3137,0,3,8.78941e-09,1
37,annealing_T=125_h=5,2.36128,0.0946264,180.065,4,45.0162,0,3,6.84536e-08,1,2.17054,0.131935,362.158,4,90.5395,0,3,8.8957e-09,1
38,annealing_T=125_h=5,5.87128,0.0515371,4792.46,4,1198.12,0,3,4.23982e-09,1,6.46841,0.0720632,1980.31,4,495.079,0,3,1.1451e-05,1
39,annealing_T=125_h=5,2.64073,0.116042,24.9449,4,6.23622,0,3,1.01102e-07,1,3.45221,0.304528,67.1831,4,16.7958,0,3,1.81095e-09,1
40,annealing_T=125_h=5,-141.868,2,104.221,4,26.0553,0,3,7.26251e-09,1,13.1648,0.678724,483.496,4,120.874,4,1,0.00510202,0
41,annealing_T=125_h=5,1.20179,0.0452465,32.1414,4,8.03534,0,3,2.01199e-07,1,1.38915,0.0820978,133.016,4,33.2541,0,3,6.4574e-08,1
42,annealing_T=125_h=5,2.49751,0.416234,227.182,4,56.7955,0,3,1.21551e-08,1,11.5138,1.24043,322.606,4,80.6514,4,1,0.00035012,0
43,annealing_T=125_h=5,2.10368,0.0216042,245.784,4,61.446,0,3,1.12096e-07,1,2.0592,0.0373561,200.574,4,50.1435,0,3,7.70857e-08,1
44,annealing_T=125_h=5,2.75605,0.260325,184.47,4,46.1175,0,3,1.31686e-07,1,3.09879,0.724661,243.588,4,60.8971,0,3,4.877e-09,1
45,annealing_T=125_h=5,1.48276,0.02825,77.3983,4,19.3496,0,3,6.70615e-08,1,1.52305,0.0416838,142.732,4,35.683,0,3,8.01098e-07,1
46,annealing_T=125_h=5,1.74553,0.027902,499.063,4,124.766,0,3,1.49665e-07,1,1.55437,0.0352974,435.803,4,108.951,0,3,1.10457e-08,1
47,annealing_T=125_h=5,4.52781,0.0391233,682.45,4,170.612,0,3,3.05063e-07,1,4.97701,0.0650923,714.594,4,178.649,0,3,1.19348e-07,1
48,annealing_T=125_h=5,2.81371,0.0386106,71.8116,4,17.9529,0,3,2.75309e-07,1,3.10466,0.0634874,107.161,4,26.7902,0,3,2.01406e-06,1
49,annealing_T=125_h=5,2.96907,0.00672278,106.8,4,26.7001,0,3,8.7308e-07,1,3.07618,0.00972127,75.9901,4,18.9975,0,3,1.03123e-07,1
50,annealing_T=125_h=5,1.57882,0.0415065,280.988,4,70.247,0,3,3.66136e-08,1,1.07713,0.0716065,222.912,4,55.728,0,3,9.34721e-08,1
51,annealing_T=125_h=5,2.25012,0.0212087,18.8998,4,4.72495,0,3,5.4981e-08,1,2.16947,0.0312099,68.2332,4,17.0583,0,3,1.2691e-06,1
52,annealing_T=125_h=5,2.60494,0.0588915,71.2899,4,17.8225,0,3,7.92154e-08,1,2.17297,0.0749554,88.8345,4,22.2086,0,3,7.56896e-06,1
53,annealing_T=125_h=5,13.464,0.809561,87.5736,4,21.8934,4,1,0.00697261,0,12.2417,0.560038,39.3667,4,9.84168,4,1,0.00107781,0
54,annealing_T=125_h=5,2.1143,0.00194515,3152.45,4,788.112,0,3,6.20629e-09,1,2.14514,0.00223655,2986.51,4,746.628,0,3,2.31919e-07,1
55,annealing_T=125_h=5,0.810469,0.0318668,247.091,4,61.7728,0,3,1.06287e-06,1,0.228804,0.0467242,361.92,4,90.48,0,3,2.32327e-08,1
56,annealing_T=125_h=5,1.57508,0.0129133,175.935,4,43.9837,0,3,2.14784e-06,1,1.74106,0.0203092,115.3,4,28.8249,0,3,9.30136e-07,1
57,annealing_T=125_h=5,2.25036,0.0135862,201.995,4,50.4987,0,3,1.5902e-09,1,2.39097,0.0184598,206.944,4,51.7361,0,3,1.60722e-06,1
58,annealing_T=125_h=5,3.71941,0.0910704,488.624,4,122.156,0,3,3.64032e-06,1,4.13056,0.162067,530.874,4,132.719,0,3,2.48457e-08,1
59,annealing_T=125_h=5,1.87813,0.0227692,30.9756,4,7.7439,0,3,2.92773e-07,1,1.98286,0.0322387,39.3095,4,9.82737,0,3,4.79986e-08,1
60,annealing_T=125_h=5,1.364,0.0627882,71.8067,4,17.9517,0,3,1.25695e-07,1,1.05157,0.0911644,71.8133,4,17.9533,0,3,1.23088e-08,1
61,annealing_T=125_h=5,1.98755,0.0101509,297.593,4,74.3982,0,3,2.35079e-07,1,2.0465,0.0159013,211.52,4,52.88,0,3,2.68363e-07,1
62,annealing_T=125_h=5,2.4662,0.0104727,226.021,4,56.5052,0,3,1.14283e-08,1,2.60197,0.013508,159.161,4,39.7902,0,3,2.10177e-09,1
63,annealing_T=125_h=5,2.5242,1.82455,155.682,4,38.9204,0,3,4.04949e-07,1,-0.64117,0.198974,109.763,4,27.4408,0,3,1.95529e-07,1
64,annealing_T=125_h=5,2.42703,0.00593562,1377.57,4,344.393,0,3,4.67981e-06,1,2.55157,0.00885235,694.879,4,173.72,0,3,3.28219e-06,1
65,annealing_T=125_h=5,1.50517,0.0286348,86.1168,4,21.5292,0,3,8.28978e-08,1,1.46771,0.0413675,179.049,4,44.7622,0,3,1.945e-09,1
66,annealing_T=125_h=5,4.42343,0.238884,78.8285,4,19.7071,0,3,6.46606e-08,1,4.03765,0.277786,46.0437,4,11.5109,0,3,1.92989e-07,1
67,annealing_T=125_h=5,15.8597,1.28709,60.0835,4,15.0209,4,1,0.00162706,0,19.161,1.92606,71.6698,4,17.9174,4,1,0.000706845,0
68,annealing_T=125_h=5,0.855787,0.182228,73.3392,4,18.3348,0,3,4.14363e-07,1,1.68416,0.29122,51.1544,4,12.7886,0,3,9.12334e-06,1
69,annealing_T=125_h=5,3.14921,0.0196607,1557.61,4,389.402,0,3,1.11187e-08,1,3.18637,0.0310331,674.422,4,168.606,0,3,5.86211e-08,1
70,annealing_T=125_h=5,1.54362,0.0251485,16.5935,4,4.14837,0,3,9.76221e-08,1,1.5053,0.0376667,103.492,4,25.873,0,3,2.85637e-07,1
71,annealing_T=125_h=5,1.75512,0.0209751,307.002,4,76.7506,0,3,2.43643e-07,1,1.87108,0.039841,305.89,4,76.4726,0,3,1.69743e-08,1
72,annealing_T=125_h=5,1.43054,0.0196415,97.6823,4,24.4206,0,3,2.3197e-06,1,1.32677,0.0386614,91.4694,4,22.8674,0,3,8.3766e-07,1
73,annealing_T=125_h=5,2.44232,0.00204155,4514.86,4,1128.72,0,3,1.37574e-08,1,2.52171,0.0026273,2318.62,4,579.654,0,3,6.7526e-07,1
74,annealing_T=125_h=5,1.94008,0.0218416,63.7367,4,15.9342,0,3,2.9903e-07,1,2.05892,0.0330885,145.282,4,36.3206,0,3,1.37948e-08,1
75,annealing_T=125_h=5,1.84481,0.0575056,130.601,4,32.6502,0,3,3.7656e-09,1,2.20287,0.095363,41.263,4,10.3157,0,3,7.41498e-09,1
76,annealing_T=125_h=5,1.36312,0.0594809,66.3984,4,16.5996,0,3,1.96624e-06,1,1.50869,0.1473,91.3158,4,22.829,0,3,8.59675e-06,1
77,annealing_T=125_h=5,2.20123,0.016754,286.891,4,71.7227,0,3,8.50446e-06,1,2.35639,0.0246948,304.406,4,76.1016,0,3,2.5257e-08,1
78,annealing_T=125_h=5,2.20069,0.0041137,2715.37,4,678.842,0,3,5.61746e-10,1,2.27228,0.00521219,2360.28,4,590.07,0,3,6.74539e-06,1
79,annealing_T=125_h=5,1.91865,0.00771263,171.149,4,42.7872,0,3,3.66036e-09,1,2.03654,0.0133174,65.5664,4,16.3916,0,3,1.40753e-06,1
80,annealing_T=125_h=5,4.51074,0.0136125,53.9776,4,13.4944,0,3,4.36869e-06,1,4.58094,0.0171141,114.1,4,28.525,0,3,2.29414e-07,1
81,annealing_T=125_h=5,2.26092,0.0681229,152.249,4,38.0624,0,3,3.15027e-09,1,2.50687,0.140405,191.642,4,47.9105,0,3,5.90547e-07,1
82,annealing_T=125_h=5,1.84714,0.0265128,132.634,4,33.1585,0,3,1.06454e-06,1,1.72575,0.0391487,341.293,4,85.3232,0,3,1.59419e-06,1
83,annealing_T=125_h=5,1.77048,0.0686568,26.1803,4,6.54507,0,3,8.38444e-08,1,1.61016,0.0843124,69.2896,4,17.3224,0,3,6.71454e-06,1
84,annealing_T=125_h=5,3.05476,0.00331985,349.108,4,87.277,0,3,8.17347e-08,1,3.07505,0.00459224,50.8094,4,12.7023,0,3,1.22059e-06,1
85,annealing_T=125_h=5,14.9442,0.565804,177.367,4,44.3417,4,1,0.0112948,0,12.5067,0.673355,141.687,4,35.4217,4,1,0.00259947,0
86,annealing_T=125_h=5,2.31808,0.00873469,316.815,4,79.2038,0,3,7.08855e-10,1,2.3148,0.0112948,132.085,4,33.0213,0,3,6.73515e-06,1
87,annealing_T=125_h=5,1.45479,0.0371448,260.727,4,65.1817,0,3,6.39661e-08,1,1.86352,0.0754452,136.378,4,34.0944,0,3,2.3494e-06,1
88,annealing_T=125_h=5,2.351,0.00578986,215.923,4,53.9808,0,3,8.02222e-07,1,2.28533,0.0052505,603.691,4,150.923,0,3,3.17195e-08,1
89,annealing_T=125_h=5,2.19663,1.57223,135.976,4,33.994,0,3,6.63558e-08,1,0.704167,0.183245,85.5075,4,21.3769,0,3,3.25166e-06,1
90,annealing_T=125_h=5,2.37225,0.00772132,263.125,4,65.7812,0,3,3.07043e-08,1,2.42901,0.00988166,146.665,4,36.6662,0,3,1.36048e-09,1
