spot,x,y,luminosity,error,T,v,v_fin
0,66.74,816.57,45.5406,5.19782,20,52.3,1.0
0,66.74,816.57,127.883,5.45486,20,53.3,2.0
0,66.74,816.57,247.908,6.29223,20,54.3,3.0
0,66.74,816.57,403.191,6.42658,20,55.3,4.0
0,66.74,816.57,585.109,7.19455,20,56.3,5.0
0,66.74,816.57,2772.63,34.6207,20,58.3,7.0
1,76.06,103.25,-2.49188,5.01979,20,52.3,1.0
1,76.06,103.25,21.6714,5.34322,20,53.3,2.0
1,76.06,103.25,44.4294,6.0995,20,54.3,3.0
1,76.06,103.25,82.16,6.25378,20,55.3,4.0
1,76.06,103.25,138.774,6.62124,20,56.3,5.0
1,76.06,103.25,314.91,8.15786,20,58.3,7.0
2,135.37,264.51,5.6026,4.59659,20,52.3,1.0
2,135.37,264.51,24.7371,5.25726,20,53.3,2.0
2,135.37,264.51,52.3784,5.78886,20,54.3,3.0
2,135.37,264.51,78.768,6.13331,20,55.3,4.0
2,135.37,264.51,115.023,6.44809,20,56.3,5.0
2,135.37,264.51,203.258,7.76263,20,58.3,7.0
3,178.34,178.55,106.986,4.63625,20,52.3,1.0
3,178.34,178.55,429.647,5.27711,20,53.3,2.0
3,178.34,178.55,1023.33,6.07286,20,54.3,3.0
3,178.34,178.55,1967.4,6.42144,20,55.3,4.0
3,178.34,178.55,3383.03,7.2822,20,56.3,5.0
3,178.34,178.55,8102.82,11.7588,20,58.3,7.0
4,191.23,526.41,6.46237,4.79685,20,52.3,1.0
4,191.23,526.41,31.0522,5.32607,20,53.3,2.0
4,191.23,526.41,72.065,6.02549,20,54.3,3.0
4,191.23,526.41,131.85,6.16862,20,55.3,4.0
4,191.23,526.41,214.726,6.42512,20,56.3,5.0
4,191.23,526.41,534.772,8.0772,20,58.3,7.0
5,194.84,63.14,13.2385,4.7671,20,52.3,1.0
5,194.84,63.14,38.6235,5.20706,20,53.3,2.0
5,194.84,63.14,75.5599,5.88174,20,54.3,3.0
5,194.84,63.14,127.801,6.08898,20,55.3,4.0
5,194.84,63.14,157.773,6.37104,20,56.3,5.0
5,194.84,63.14,303.965,7.92803,20,58.3,7.0
6,233.3,250.1,24.8903,4.92323,20,52.3,1.0
6,233.3,250.1,88.5283,5.68016,20,53.3,2.0
6,233.3,250.1,158.46,6.09134,20,54.3,3.0
6,233.3,250.1,260.358,6.64524,20,55.3,4.0
6,233.3,250.1,377.858,6.85188,20,56.3,5.0
6,233.3,250.1,704.458,8.76366,20,58.3,7.0
7,250.39,357.53,19.2098,4.47062,20,52.3,1.0
7,250.39,357.53,59.0356,4.87527,20,53.3,2.0
7,250.39,357.53,114.514,5.47184,20,54.3,3.0
7,250.39,357.53,199.08,5.94378,20,55.3,4.0
7,250.39,357.53,353.712,6.28445,20,56.3,5.0
7,250.39,357.53,907.226,8.78469,20,58.3,7.0
8,332.34,293.52,6.62626,4.45839,20,52.3,1.0
8,332.34,293.52,11.5898,4.78709,20,53.3,2.0
8,332.34,293.52,28.4592,5.54562,20,54.3,3.0
8,332.34,293.52,39.6284,5.92126,20,55.3,4.0
8,332.34,293.52,47.9922,6.17335,20,56.3,5.0
8,332.34,293.52,78.0788,7.32486,20,58.3,7.0
9,356.19,852.09,8.80103,4.75381,20,52.3,1.0
9,356.19,852.09,17.4306,5.14348,20,53.3,2.0
9,356.19,852.09,20.9492,5.76006,20,54.3,3.0
9,356.19,852.09,50.0075,5.89378,20,55.3,4.0
9,356.19,852.09,50.8037,6.33809,20,56.3,5.0
9,356.19,852.09,134.227,7.77932,20,58.3,7.0
10,415.57,953.82,16.4366,5.30954,20,52.3,1.0
10,415.57,953.82,43.0328,5.63094,20,53.3,2.0
10,415.57,953.82,89.9534,6.26673,20,54.3,3.0
10,415.57,953.82,156.877,6.5861,20,55.3,4.0
10,415.57,953.82,223.202,7.05273,20,56.3,5.0
10,415.57,953.82,420.125,8.95723,20,58.3,7.0
11,420.54,78.0,-2.45222,4.85104,20,52.3,1.0
11,420.54,78.0,6.05463,5.19593,20,53.3,2.0
11,420.54,78.0,34.9744,5.89547,20,54.3,3.0
11,420.54,78.0,79.1268,6.19186,20,55.3,4.0
11,420.54,78.0,130.983,6.71071,20,56.3,5.0
11,420.54,78.0,258.321,7.85296,20,58.3,7.0
12,426.99,492.06,27.1989,5.07972,20,52.3,1.0
12,426.99,492.06,83.8914,5.49084,20,53.3,2.0
12,426.99,492.06,186.334,6.29204,20,54.3,3.0
12,426.99,492.06,322.541,6.55166,20,55.3,4.0
12,426.99,492.06,497.032,6.88974,20,56.3,5.0
12,426.99,492.06,988.019,8.82218,20,58.3,7.0
13,503.06,1003.69,8.30104,8.07584,20,52.3,1.0
13,503.06,1003.69,20.354,7.49273,20,53.3,2.0
13,503.06,1003.69,43.8572,7.21946,20,54.3,3.0
13,503.06,1003.69,52.6694,8.32723,20,55.3,4.0
13,503.06,1003.69,86.0648,8.43561,20,56.3,5.0
13,503.06,1003.69,178.055,9.21545,20,58.3,7.0
14,513.99,887.38,20.8871,6.03093,20,52.3,1.0
14,513.99,887.38,61.6115,6.49118,20,53.3,2.0
14,513.99,887.38,139.233,7.08829,20,54.3,3.0
14,513.99,887.38,241.509,7.14369,20,55.3,4.0
14,513.99,887.38,366.957,9.19153,20,56.3,5.0
14,513.99,887.38,936.365,12.733,20,58.3,7.0
15,635.48,920.7,4.03747,4.25057,20,52.3,1.0
15,635.48,920.7,22.6928,4.56712,20,53.3,2.0
15,635.48,920.7,47.4965,5.14991,20,54.3,3.0
15,635.48,920.7,81.8985,5.3732,20,55.3,4.0
15,635.48,920.7,109.278,5.66021,20,56.3,5.0
15,635.48,920.7,192.046,6.96957,20,58.3,7.0
16,646.75,444.48,5.48473,4.30738,20,52.3,1.0
16,646.75,444.48,16.6305,4.70636,20,53.3,2.0
16,646.75,444.48,25.6812,5.32477,20,54.3,3.0
16,646.75,444.48,36.091,5.60254,20,55.3,4.0
16,646.75,444.48,43.7087,5.88582,20,56.3,5.0
16,646.75,444.48,92.9775,6.91984,20,58.3,7.0
17,647.54,578.17,17.4604,4.35395,20,52.3,1.0
