870.77, 1007.93, 12.57, 2.00
505.46, 1000.84, 12.57, 2.00
1619.80, 985.17, 12.57, 2.00
1823.67, 989.54, 12.57, 2.00
1050.32, 956.79, 12.57, 2.00
417.78, 951.19, 12.57, 2.00
1178.67, 928.66, 12.57, 2.00
1377.80, 911.01, 12.57, 2.00
1089.72, 909.52, 12.57, 2.00
516.16, 884.76, 12.57, 2.00
1846.87, 885.10, 12.57, 2.00
1289.32, 872.68, 12.57, 2.00
1504.29, 861.40, 12.57, 2.00
358.14, 849.88, 12.57, 2.00
68.90, 813.55, 12.57, 2.00
1373.68, 809.30, 12.57, 2.00
1586.04, 807.44, 12.57, 2.00
1052.81, 803.87, 12.57, 2.00
232.97, 761.01, 12.57, 2.00
908.95, 732.16, 12.57, 2.00
1733.69, 719.37, 12.57, 2.00
661.51, 689.89, 12.57, 2.00
1089.65, 687.12, 12.57, 2.00
1228.54, 665.73, 12.57, 2.00
1585.37, 649.05, 12.57, 2.00
1254.80, 594.44, 12.57, 2.00
808.25, 588.03, 12.57, 2.00
1180.68, 592.52, 12.57, 2.00
649.92, 575.53, 12.57, 2.00
1851.73, 554.11, 12.57, 2.00
1782.90, 552.18, 12.57, 2.00
417.93, 552.38, 12.57, 2.00
596.39, 529.79, 12.57, 2.00
193.60, 523.67, 12.57, 2.00
1496.87, 505.65, 12.57, 2.00
429.40, 489.45, 12.57, 2.00
1244.35, 482.94, 12.57, 2.00
1772.19, 474.97, 12.57, 2.00
649.04, 441.80, 12.57, 2.00
1148.49, 428.11, 12.57, 2.00
911.68, 407.01, 12.57, 2.00
1266.31, 411.79, 12.57, 2.00
1535.75, 403.12, 12.57, 2.00
699.83, 367.63, 12.57, 2.00
93.75, 359.08, 12.57, 2.00
252.74, 354.53, 12.57, 2.00
1820.09, 353.31, 12.57, 2.00
609.21, 338.00, 12.57, 2.00
1291.95, 318.97, 12.57, 2.00
815.40, 315.87, 12.57, 2.00
334.91, 291.31, 12.57, 2.00
1651.74, 275.23, 12.57, 2.00
138.25, 261.48, 12.57, 2.00
235.75, 247.53, 12.57, 2.00
1168.10, 238.79, 12.57, 2.00
1066.74, 233.99, 12.57, 2.00
1253.34, 231.35, 12.57, 2.00
1402.61, 204.47, 12.57, 2.00
180.85, 175.76, 12.57, 2.00
1239.58, 153.18, 12.57, 2.00
1005.03, 122.89, 12.57, 2.00
1385.22, 115.29, 12.57, 2.00
78.50, 100.41, 12.57, 2.00
1858.67, 92.81, 12.57, 2.00
423.28, 75.54, 12.57, 2.00
1318.19, 72.35, 12.57, 2.00
