spot,x,y,phase,A,A_stat_error,B,B_stat_error,deltaB,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
0,67.27,808.25,annealing_T=75_h=5,50.0448,0.136189,2.48667,0.00161683,0.0649272,234240,4,58559.9,0,0,3,1.43818e-06,1
1,80.43,95.09,annealing_T=75_h=5,1.81327,0.137424,2.29512,0.0424607,0.222613,228.739,4,57.1848,2.46618e-48,0,3,3.08059e-07,1
2,94.44,353.89,annealing_T=75_h=5,5.60085,0.113762,2.4142,0.011217,0.142739,177.15,4,44.2875,3.0516e-37,0,3,3.37196e-08,1
3,139.16,256.43,annealing_T=75_h=5,5.27503,0.277954,1.49633,0.0309145,0.159318,222.119,4,55.5298,6.55987e-47,0,3,8.20937e-08,1
4,182.48,170.83,annealing_T=75_h=5,114.31,0.228267,2.35055,0.00128971,0.0361586,6624.42,4,1656.1,0,0,3,2.33105e-09,1
5,193.44,518.87,annealing_T=75_h=5,6.38222,0.124672,2.38065,0.0111503,0.0748207,213.442,4,53.3604,4.83069e-45,0,3,1.56025e-09,1
6,232.05,757.51,annealing_T=75_h=5,0.220455,0.0863797,2.57612,0.214755,0.240686,185.77,4,46.4424,4.29759e-39,0,3,2.06033e-08,1
7,237.02,242.91,annealing_T=75_h=5,37.2214,0.281181,1.90829,0.00474507,0.0795287,14440,4,3610.01,0,0,3,1.4016e-06,1
8,253.34,350.16,annealing_T=75_h=5,7.38743,0.090261,2.57562,0.00687734,0.0751682,1253.18,4,313.294,4.7186e-270,0,3,2.24086e-06,1
9,335.79,286.75,annealing_T=75_h=5,3.32434,0.269847,1.81821,0.0462087,0.16495,94.93,4,23.7325,1.17935e-19,0,3,1.46675e-07,1
10,356.17,845.85,annealing_T=75_h=5,2.95753,0.0791745,2.70664,0.0152082,0.0521532,452.1,4,113.025,1.52733e-96,0,3,3.55914e-07,1
11,374.57,368.56,annealing_T=75_h=5,0.410065,0.0360149,2.96009,0.0471602,0.21085,89.06,4,22.265,2.08529e-18,0,3,3.65016e-07,1
12,414.91,947.28,annealing_T=75_h=5,12.3946,0.236034,1.7893,0.0112657,0.0684926,84.1549,4,21.0387,2.29213e-17,0,3,9.48191e-09,1
13,416.53,548.63,annealing_T=75_h=5,2.08993,0.278509,1.681,0.0773172,0.338067,53.1081,4,13.277,8.08938e-11,0,3,1.61236e-07,1
14,425.4,72.12,annealing_T=75_h=5,2.79633,0.0967908,2.43056,0.0193834,0.115679,520.546,4,130.137,2.40936e-111,0,3,3.07876e-06,1
15,429.18,485.93,annealing_T=75_h=5,34.7126,0.173636,2.02514,0.00302673,0.029165,592.012,4,148.003,8.29678e-127,0,3,7.50023e-07,1
16,502.28,997.35,annealing_T=75_h=5,5.72964,0.28603,1.61495,0.0291875,0.0964764,343.997,4,85.9992,3.46806e-73,0,3,1.03994e-05,1
17,596.16,526.59,annealing_T=75_h=5,0.534489,0.0827156,2.6256,0.0846605,0.248713,44.024,4,11.006,6.3425e-09,0,3,1.59802e-07,1
18,609.77,335.25,annealing_T=75_h=5,3.33047,0.307854,1.54374,0.0539051,0.117601,88.6737,4,22.1684,2.51885e-18,0,3,7.22416e-07,1
19,649.27,439.38,annealing_T=75_h=5,11.9382,0.272138,1.58376,0.0133892,0.0620766,82.5807,4,20.6452,4.94397e-17,0,3,2.19775e-07,1
20,649.37,573.15,annealing_T=75_h=5,36.6493,0.136192,2.37182,0.00228697,0.0394055,387.562,4,96.8905,1.35364e-82,0,3,1.96475e-06,1
