spot,x,y,phase,A,A_stat_error,B,B_stat_error,deltaB,chi2,ndf,chi2ndf,prob,fit_status,covmatrix_status,edm,converged
21,660.31,687.62,annealing_T=75_h=5,0.794424,0.067328,2.63717,0.0468399,0.0977584,60.5688,4,15.1422,2.20282e-12,0,3,7.53066e-08,1
22,700.01,365.51,annealing_T=75_h=5,2.18423,0.236614,1.79671,0.0622831,0.148288,85.2978,4,21.3244,1.3116e-17,0,3,2.13715e-08,1
23,807.56,586.62,annealing_T=75_h=5,22.5438,0.266216,1.71263,0.00708043,0.0430422,28.5803,4,7.14508,9.512e-06,0,3,5.3912e-07,1
24,816.27,314.98,annealing_T=75_h=5,2.33779,0.174907,2.09403,0.0418907,0.0188796,94.9923,4,23.7481,1.14392e-19,0,3,3.62807e-07,1
25,867.51,1006.71,annealing_T=75_h=5,0.227498,0.0105278,4.84983,0.0281248,2.2063,26915.5,4,6728.88,0,0,3,8.78484e-08,1
26,1006.79,122.52,annealing_T=75_h=5,2.44866,0.304642,1.74979,0.0712732,0.0798424,238.241,4,59.5604,2.21897e-50,0,3,2.46568e-06,1
27,1047.69,956.72,annealing_T=75_h=5,12.4695,0.22427,1.83629,0.0103918,0.0312096,103.357,4,25.8393,1.89611e-21,0,3,4.02048e-06,1
28,1050.75,803.37,annealing_T=75_h=5,1.45899,0.119213,2.32638,0.0457336,0.189192,145.872,4,36.468,1.56016e-30,0,3,5.03147e-08,1
29,1067.87,234.38,annealing_T=75_h=5,0.516119,0.130837,2.21021,0.142843,1.62081,79.5971,4,19.8993,2.12006e-16,0,3,9.95483e-07,1
30,1087.35,909.74,annealing_T=75_h=5,0.403551,0.0407172,3.31264,0.0537097,0.069153,536.86,4,134.215,7.1254e-115,0,3,3.48605e-09,1
31,1088.6,687.37,annealing_T=75_h=5,1.90786,0.0835946,2.56139,0.0239956,0.0520992,40.9937,4,10.2484,2.69593e-08,0,3,1.15791e-06,1
32,1148.91,428.58,annealing_T=75_h=5,6.5195,0.26779,1.49396,0.0243568,0.145514,126.557,4,31.6393,2.12074e-26,0,3,7.23254e-07,1
33,1169.44,239.45,annealing_T=75_h=5,242.123,0.361119,1.61637,0.00102583,0.0150611,2024.3,4,506.075,0,0,3,1.4725e-09,1
34,1176.15,929.26,annealing_T=75_h=5,0.77904,0.0521922,3.01081,0.0380954,0.0801386,198.233,4,49.5582,9.01139e-42,0,3,6.27995e-09,1
35,1179.72,593.2,annealing_T=75_h=5,0.614384,0.0653689,2.62651,0.0573967,0.330883,242.476,4,60.619,2.71781e-51,0,3,5.32793e-08,1
36,1227.34,667.45,annealing_T=75_h=5,8.39127,0.229098,1.92919,0.0155425,0.0397644,886.583,4,221.646,1.34476e-190,0,3,6.62397e-07,1
37,1241.09,154.02,annealing_T=75_h=5,2.34781,0.178048,1.88338,0.0430059,0.376501,174.235,4,43.5588,1.28942e-36,0,3,1.15795e-06,1
38,1244.18,483.78,annealing_T=75_h=5,30.2627,0.256387,1.45631,0.00531168,0.0441182,2401.36,4,600.34,0,0,3,1.12326e-08,1
39,1254.69,595.79,annealing_T=75_h=5,0.133791,0.0960621,2.17009,0.395175,1.16639,102.099,4,25.5246,3.5155e-21,0,3,8.05412e-08,1
40,1254.77,232.77,annealing_T=75_h=5,-0.736067,0.151973,1.7783,0.118718,0.469058,168.987,4,42.2468,1.72522e-35,0,3,2.86702e-08,1
41,1266.27,412.91,annealing_T=75_h=5,2.52822,0.266387,1.56479,0.0612395,0.215158,56.2117,4,14.0529,1.81039e-11,0,3,1.99197e-08,1
42,1286.72,874.02,annealing_T=75_h=5,3.14793,0.168793,1.73736,0.0306154,0.174217,555.067,4,138.767,8.19517e-119,0,3,1.01721e-05,1
43,1292.37,320.43,annealing_T=75_h=5,1.70597,0.0911746,2.33347,0.0297628,0.0753152,77.4776,4,19.3694,5.95884e-16,0,3,7.10479e-06,1
44,1321.05,73.49,annealing_T=75_h=5,0.476922,0.0806028,2.71383,0.0918444,0.225231,61.2356,4,15.3089,1.59508e-12,0,3,1.60393e-08,1
45,1371.9,811.17,annealing_T=75_h=5,13.298,0.192048,1.77278,0.00839999,0.012888,248.768,4,62.192,1.19926e-52,0,3,7.14134e-07,1
46,1375.46,912.66,annealing_T=75_h=5,4.59587,0.143062,2.24716,0.017248,0.0982733,457.959,4,114.49,8.26361e-98,0,3,1.89795e-08,1
47,1387.12,117.33,annealing_T=75_h=5,0.277748,0.0274676,3.15482,0.0531938,0.500798,157.281,4,39.3203,5.59675e-33,0,3,2.01974e-06,1
48,1404.2,206.51,annealing_T=75_h=5,4.49045,0.11086,2.25056,0.0139706,0.0266229,350.997,4,87.7491,1.06857e-74,0,3,2.0017e-07,1
49,1496.62,508.23,annealing_T=75_h=5,4.06839,0.0391543,3.10815,0.00546333,0.0252785,67.2345,4,16.8086,8.69986e-14,0,3,4.58631e-06,1
50,1502.14,863.82,annealing_T=75_h=5,11.7837,0.205958,1.69839,0.0101907,0.0732465,157.494,4,39.3734,5.03962e-33,0,3,3.07457e-09,1
51,1535.99,405.78,annealing_T=75_h=5,0.314358,0.0468111,2.96252,0.0800842,0.420431,26.4053,4,6.60134,2.62133e-05,0,3,1.84715e-08,1
52,1584.08,651.55,annealing_T=75_h=5,0.456141,0.06527,2.78615,0.0779549,0.246098,24.2717,4,6.06793,7.0456e-05,0,3,6.24316e-09,1
53,1584.36,810.43,annealing_T=75_h=5,2.00814,0.271829,1.5934,0.0797003,0.190951,70.0138,4,17.5035,2.25462e-14,0,3,1.04206e-09,1
54,1732.28,723.14,annealing_T=75_h=5,159.955,0.334612,2.00833,0.00138866,0.0269855,4918.54,4,1229.64,0,0,3,1.69066e-08,1
55,1772.26,478.96,annealing_T=75_h=5,40.6207,0.292611,1.48651,0.00440368,0.00584285,241.386,4,60.3465,4.66604e-51,0,3,1.38008e-08,1
56,1782.24,556.17,annealing_T=75_h=5,14.5027,0.251401,1.72868,0.0102204,0.0678252,133.423,4,33.3557,7.21612e-28,0,3,5.31151e-06,1
57,1820.73,357.62,annealing_T=75_h=5,7.45722,0.0879469,2.56174,0.00664556,0.0607429,1076.05,4,269.013,1.17413e-231,0,3,3.71723e-07,1
58,1820.54,994.07,annealing_T=75_h=5,0.4529,0.0212769,3.69214,0.0247913,0.0424582,1189.24,4,297.31,3.42542e-256,0,3,1.56202e-06,1
59,1851.07,558.71,annealing_T=75_h=5,36.4122,0.303361,1.80548,0.00498443,0.0149406,598.844,4,149.711,2.75726e-128,0,3,1.75031e-06,1
60,454.68,766.61,annealing_T=75_h=5,10.3042,0.43343,1.2798,0.0254942,0.0826492,67.0408,4,16.7602,9.5577e-14,0,3,6.92677e-06,1
61,513.87,881.65,annealing_T=75_h=5,62.1429,0.232013,2.03208,0.00235319,0.0146845,91.4628,4,22.8657,6.43747e-19,0,3,1.73214e-08,1
62,907.57,731.16,annealing_T=75_h=5,8.54039,0.0986373,2.50667,0.00682107,0.0500077,210.649,4,52.6623,1.92641e-44,0,3,6.24007e-06,1
63,1322.31,529.87,annealing_T=75_h=5,0.944107,0.16408,2.22648,0.0967562,0.197958,91.8739,4,22.9685,5.26449e-19,0,3,1.194e-09,1
64,1616.73,988.29,annealing_T=75_h=5,20.161,0.124335,2.38291,0.00367114,0.0350183,2470.19,4,617.546,0,0,3,9.96555e-09,1
65,1617.14,705.05,annealing_T=75_h=5,2.59436,0.374083,1.40716,0.0861136,0.40281,99.2852,4,24.8213,1.39641e-20,0,3,8.45533e-07,1
66,586.12,494.43,annealing_T=75_h=5,8.24661e-09,7.26412e-09,11.0362,0.414994,0,30.8933,4,7.72332,3.21875e-06,4,1,0.0150018,0
67,1463.68,944.31,annealing_T=75_h=5,0.954119,0.249059,2.10508,0.145015,0.589278,114.971,4,28.7427,6.33052e-24,0,3,4.33173e-09,1
68,1652.2,628.52,annealing_T=75_h=5,0.142517,0.0254453,3.21536,0.0953728,0.609352,405.387,4,101.347,1.90726e-86,0,3,2.40035e-07,1
69,1844.65,887.96,annealing_T=75_h=5,13.0101,0.260192,2.06513,0.0124098,0.0184873,733.47,4,183.368,1.97011e-157,0,3,1.21178e-06,1
70,635.45,916.01,annealing_T=75_h=5,3.2734,0.207203,1.80636,0.035829,0.149786,164.265,4,41.0663,1.77847e-34,0,3,7.62595e-08,1
71,1424.34,351.93,annealing_T=75_h=5,2.41252,0.178765,1.85157,0.0420662,0.0894847,136.744,4,34.1859,1.40495e-28,0,3,1.22167e-07,1
72,859.3,472.56,annealing_T=75_h=5,14.5791,0.251294,1.59536,0.00993323,0.0364613,80.701,4,20.1752,1.23734e-16,0,3,4.15135e-08,1
73,1088.41,521.95,annealing_T=75_h=5,38.7049,0.164599,2.51234,0.00266253,0.0640947,6292.42,4,1573.1,0,0,3,3.18736e-06,1
74,1176.12,651.83,annealing_T=75_h=5,-3.57398,0.867241,-0.200357,0.213501,0,287.2,4,71.8,6.24477e-61,0,3,1.83599e-06,1
75,1679.39,253.85,annealing_T=75_h=5,0.68058,0.109249,2.33086,0.0887631,0.426945,84.6605,4,21.1651,1.7906e-17,0,3,8.11048e-06,1
76,1721.86,805.27,annealing_T=75_h=5,10.2999,0.457231,1.28736,0.0274164,0.0750315,149.769,4,37.4423,2.28124e-31,0,3,4.18631e-09,1
77,805.09,191.09,annealing_T=75_h=5,6.74757,0.133306,2.30181,0.0109377,0.0633974,121.853,4,30.4631,2.14746e-25,0,3,3.16357e-11,1
78,829.06,883.12,annealing_T=75_h=5,25.9033,0.128732,2.48721,0.00292741,0.0320045,2864.99,4,716.248,0,0,3,1.93042e-09,1
79,1266.5,787.18,annealing_T=75_h=5,69.8224,0.223379,2.13574,0.00207757,0.0355928,652.056,4,163.014,8.36238e-140,0,3,4.32512e-09,1
80,1335.46,624.9,annealing_T=75_h=5,0.14572,0.00632032,4.36244,0.0228694,0.06701,85.8225,4,21.4556,1.01496e-17,0,3,1.81046e-08,1
81,1535.27,136.79,annealing_T=75_h=5,1.08462,0.0708234,2.70311,0.0354621,0.195977,216.389,4,54.0974,1.12156e-45,0,3,3.8135e-08,1
82,1556.2,207.38,annealing_T=75_h=5,12.0785,0.218411,1.94225,0.0111229,0.0839932,428.574,4,107.144,1.85916e-91,0,3,1.10124e-05,1
83,573.96,120.15,annealing_T=75_h=5,0.379535,0.0887114,2.73769,0.125683,0.384639,203.96,4,50.99,5.28937e-43,0,3,1.62699e-06,1
84,912.77,404.15,annealing_T=75_h=5,9.40557,0.0457279,3.10887,0.00283332,0.0275953,521.253,4,130.313,1.69444e-111,0,3,1.42225e-06,1
85,1734.9,907.69,annealing_T=75_h=5,-0.024694,0.031843,3.27941,0.682395,1.91604,39.2147,4,9.80367,6.29016e-08,0,3,5.76741e-06,1
86,490.59,96.72,annealing_T=75_h=5,31.5017,0.127501,2.42376,0.00242633,0.0427913,2089.24,4,522.309,0,0,3,4.52575e-10,1
87,792.9,248.28,annealing_T=75_h=5,8.82976,0.296738,1.45497,0.0201677,0.0624761,68.3569,4,17.0892,5.044e-14,0,3,8.20241e-06,1
88,870.76,651.5,annealing_T=75_h=5,35.084,0.168709,2.27888,0.00283852,0.0353133,1188.62,4,297.155,4.66686e-256,0,3,4.84262e-07,1
89,1097.6,198.89,annealing_T=75_h=5,-0.00160165,0.00407444,3.99206,1.3101,2.52493,210.266,4,52.5664,2.32949e-44,0,3,7.81142e-07,1
90,1769.25,209.37,annealing_T=75_h=5,57.1028,0.15868,2.37904,0.0017486,0.0345401,7896.99,4,1974.25,0,0,3,1.85331e-08,1
