spot,x,y,luminosity,error,T,v,v_fin
0,73.46,816.41,60.9201,4.87632,20,52.3,1.0
0,73.46,816.41,164.479,5.31244,20,53.3,2.0
0,73.46,816.41,325.362,5.78804,20,54.3,3.0
0,73.46,816.41,2153.9,6.44681,20,55.3,4.0
0,73.46,816.41,3032.86,7.43048,20,56.3,5.0
0,73.46,816.41,5386.27,10.6397,20,58.3,7.0
1,80.88,103.2,-0.100119,5.10097,20,52.3,1.0
1,80.88,103.2,18.2442,5.56268,20,53.3,2.0
1,80.88,103.2,30.4349,5.72833,20,54.3,3.0
1,80.88,103.2,35.398,6.28066,20,55.3,4.0
1,80.88,103.2,85.0639,6.63966,20,56.3,5.0
1,80.88,103.2,167.842,8.10913,20,58.3,7.0
2,96.98,361.75,8.72833,6.36731,20,52.3,1.0
2,96.98,361.75,27.1201,6.81022,20,53.3,2.0
2,96.98,361.75,73.0849,9.36271,20,54.3,3.0
2,96.98,361.75,172.879,7.64542,20,55.3,4.0
2,96.98,361.75,265.353,9.94954,20,56.3,5.0
2,96.98,361.75,564.727,9.50051,20,58.3,7.0
3,140.95,264.27,0.256328,4.60967,20,52.3,1.0
3,140.95,264.27,10.2022,4.91595,20,53.3,2.0
3,140.95,264.27,27.0966,5.42222,20,54.3,3.0
3,140.95,264.27,53.9482,5.57665,20,55.3,4.0
3,140.95,264.27,60.5137,6.14876,20,56.3,5.0
3,140.95,264.27,97.4227,7.1002,20,58.3,7.0
4,183.54,178.07,155.987,4.72103,20,52.3,1.0
4,183.54,178.07,626.668,5.28664,20,53.3,2.0
4,183.54,178.07,1509.39,5.75239,20,54.3,3.0
4,183.54,178.07,2876.03,6.30879,20,55.3,4.0
4,183.54,178.07,4814.37,7.93438,20,56.3,5.0
4,183.54,178.07,11135.2,13.7531,20,58.3,7.0
5,197.27,526.01,11.0396,4.73376,20,52.3,1.0
5,197.27,526.01,41.5492,5.18855,20,53.3,2.0
5,197.27,526.01,97.3212,5.5219,20,54.3,3.0
5,197.27,526.01,171.726,5.88602,20,55.3,4.0
